year,aux_ADP eaux_NOUN,aux_ADP mots_NOUN
1925,2.5691744021116847e-06,1.780605032308813e-06
1926,2.1980185849201916e-06,1.9394281451923234e-06
1927,2.65909023866584e-06,1.9945962534961836e-06
1928,2.3274845055709648e-06,1.957280948872153e-06
1929,2.3829329673930033e-06,1.970737837808656e-06
1930,2.5124620428584876e-06,1.954720605823468e-06
1931,2.185266243515116e-06,1.7826572609180857e-06
1932,2.266432183262168e-06,1.6943443377215317e-06
1933,2.4696335252372137e-06,1.8697179520188456e-06
1934,2.4358552295211666e-06,1.8811080977343408e-06
1935,2.161472160366884e-06,1.997506564599405e-06
1936,2.2600467524114265e-06,1.91934231352775e-06
1937,2.116566883980653e-06,2.112789644570512e-06
1938,2.1651907946562687e-06,1.8890317505793064e-06
1939,2.2145785747440527e-06,2.213049182131499e-06
1940,2.426744296180061e-06,1.7775838401234978e-06
1941,2.2815115485741444e-06,2.045391319427381e-06
1942,2.4273693295384646e-06,1.9267244937282157e-06
1943,2.4416208086464053e-06,1.936457866946739e-06
1944,1.7351205627846866e-06,2.181753387731078e-06
1945,1.8582639409459034e-06,2.2133600410256804e-06
1946,1.8501147280858277e-06,2.5057986690057987e-06
1947,1.80243573399963e-06,2.453315225636743e-06
1948,1.9960786410422315e-06,2.3124505901250814e-06
1949,1.848542678928311e-06,2.123418987309833e-06
1950,2.0292270388466704e-06,2.038798736947456e-06
1951,2.0757748222521855e-06,2.021401879659379e-06
1952,2.1015794349210637e-06,2.0456918790046075e-06
1953,1.87787811967155e-06,2.0545687853257277e-06
1954,2.0688458768347573e-06,2.001415433383613e-06
1955,1.8911999255522005e-06,2.084543446301268e-06
1956,1.823590656258034e-06,2.070398920750449e-06
1957,2.0585638385028915e-06,1.8350373522935115e-06
1958,2.0589614422306113e-06,1.8232024956432724e-06
1959,1.926835943244498e-06,2.0810758982747757e-06
1960,1.8630882969716822e-06,2.0990886753224913e-06
1961,1.9711927397025875e-06,1.9704979159484992e-06
1962,1.7319882541499965e-06,1.834093795949343e-06
1963,1.8292464885050208e-06,1.943695636441589e-06
1964,1.8750789969601556e-06,2.3210339321622087e-06
1965,1.7395626281668797e-06,2.6829428172447933e-06
1966,1.699942078658978e-06,2.7069457253503515e-06
1967,1.5688328369733995e-06,2.55095561740859e-06
1968,1.7224580073360585e-06,2.538099135307448e-06
1969,1.5637272010593506e-06,2.140984719289918e-06
1970,1.7167040438081926e-06,2.4915892957722008e-06
1971,1.678200632682092e-06,2.614930401989568e-06
1972,1.6442120243098657e-06,2.2757330384592933e-06
1973,1.5420430745649583e-06,2.100530604565165e-06
1974,1.4710869749023914e-06,2.0426451676769375e-06
1975,1.5980722078978715e-06,2.127526336437313e-06
1976,1.4443795803842363e-06,2.1865666717246768e-06
1977,1.3710532495991856e-06,2.106826386238936e-06
1978,1.448316185648224e-06,1.9883158266509326e-06
1979,1.7269173215872513e-06,2.129533203998335e-06
1980,1.5548887062344363e-06,1.979569528742786e-06
1981,1.3789697419497315e-06,2.2936442967136372e-06
1982,1.544426535993182e-06,2.3185020907590115e-06
1983,1.343899265648929e-06,2.1288930760476887e-06
1984,1.3813238100013336e-06,2.1705689654538673e-06
1985,1.6097633457334837e-06,2.4681835739670532e-06
1986,1.5879391597195536e-06,2.312672439330754e-06
1987,1.4452081895655056e-06,2.0281800594545984e-06
1988,1.2604755763589992e-06,2.195338323573992e-06
1989,1.3753234755498056e-06,2.2012857385789175e-06
1990,1.4270017452133743e-06,2.159845189808607e-06
1991,1.3768581208495334e-06,2.322312454339226e-06
1992,1.428728560348702e-06,2.288830852847923e-06
1993,1.2668167705953692e-06,2.312619082900369e-06
1994,1.433197537537012e-06,2.322022705669724e-06
1995,1.2363187735786596e-06,2.373948884581978e-06
1996,1.254451706955706e-06,2.284169752897469e-06
1997,1.1771465757703936e-06,2.3226468623960272e-06
1998,1.1305234552949628e-06,2.481334387738343e-06
1999,1.268687850775052e-06,2.5104115337626354e-06
2000,1.173870980863967e-06,2.3671812208192478e-06
2001,1.1649642326361231e-06,2.3400051567534774e-06
2002,1.1776723436440761e-06,2.4622464138701616e-06
2003,1.1921566098749281e-06,2.519321693483789e-06
2004,1.191495990759961e-06,2.3605275867311093e-06
2005,1.1597155742393284e-06,2.3815826875051016e-06
2006,1.1707160831875285e-06,2.4933823716821735e-06
2007,1.119253095094308e-06,2.4142633350265896e-06
2008,1.3449252431740888e-06,2.260700568967877e-06
2009,1.325557462017457e-06,2.1866929991176676e-06
2010,1.300460217734667e-06,2.277812896522846e-06
2011,1.3873370336980884e-06,1.9131331470134683e-06
2012,1.4781264763286117e-06,1.842041136512762e-06
2013,1.2366980790545767e-06,1.8332918720886937e-06
2014,1.382203651090208e-06,1.9064578928862375e-06
2015,1.5352001083712707e-06,1.745774735439909e-06
2016,1.8057942234861457e-06,1.742411221528073e-06
2017,1.313400698421674e-06,1.871866381009113e-06
2018,1.3883128469061035e-06,1.8604630795948651e-06
2019,1.5050827668616762e-06,1.918087743746355e-06
