year,ces_DET oies_NOUN,ces_DET mois_NOUN
1966,8.862519607077957e-09,5.140261283287373e-07
1967,1.3311906243984595e-08,5.127548909911184e-07
1968,1.4372530499073832e-08,5.39868182158898e-07
1969,1.6804503566447693e-08,5.0004753049393e-07
1970,1.5175792178467873e-08,5.343718658679109e-07
1971,1.798439097644433e-08,4.855785498136811e-07
1972,1.3851396252206882e-08,4.334974050834717e-07
1973,1.2129047988196362e-08,3.8427029735998985e-07
1974,1.5751600079827455e-08,4.0335349993370073e-07
1975,8.567220266542108e-09,4.4378200669825674e-07
1976,7.998937512354587e-09,4.467977925415312e-07
1977,8.815172591880582e-09,4.7601932884333564e-07
1978,1.425741957827853e-08,4.544552361096521e-07
1979,1.1703946700691858e-08,3.9793419048805845e-07
1980,9.66475621755336e-09,4.4912690100318287e-07
1981,9.48832451497239e-09,4.0673283585590525e-07
1982,8.069752865935698e-09,4.618381606036337e-07
1983,1.7051352996233504e-08,4.565973590331396e-07
1984,7.538710988796993e-09,4.952353123144349e-07
1985,1.0828004715079942e-08,4.144719518706097e-07
1986,1.4386764946028308e-08,4.795588441908194e-07
1987,1.2832715334809564e-08,5.029202405637534e-07
1988,1.2592763165564236e-08,6.170454120990598e-07
1989,1.7013179087754793e-08,5.103953633067704e-07
1990,9.262706268664544e-09,5.121731661006379e-07
1991,7.619904984768056e-09,4.882600599387388e-07
1992,1.2121877501769518e-08,4.760591814090276e-07
1993,1.2186256670432272e-08,4.64185584192478e-07
1994,1.3714809232734382e-08,4.4098385210133983e-07
1995,1.6267353131205198e-08,4.57654863339485e-07
1996,1.0676184603042316e-08,4.403926148199844e-07
1997,1.822059936262832e-08,4.564739626289338e-07
1998,1.3350762273489636e-08,4.6536939812824585e-07
1999,9.597422329088445e-09,4.3965335727591537e-07
2000,1.1928685039741538e-08,4.369433046491622e-07
2001,1.22673927682726e-08,4.6046535473465156e-07
2002,1.6210519815373914e-08,4.5696140915651995e-07
2003,1.2084076406182476e-08,4.4002706545143155e-07
2004,1.8940602419803554e-08,5.180034570173575e-07
2005,1.4862373554080932e-08,4.82351582675733e-07
2006,6.588624035241963e-09,5.25442725773928e-07
2007,1.3581230362547103e-08,5.284696218410545e-07
2008,1.277231942431456e-08,5.751800884468139e-07
2009,2.1933686200625857e-08,6.637323757274771e-07
2010,1.700565521733921e-08,6.485768011543769e-07
2011,2.2179037717506844e-08,6.470160691662841e-07
2012,2.5531894598529448e-08,7.247653961428568e-07
2013,3.1796024591024263e-08,7.466487748075679e-07
2014,2.3819897165822113e-08,9.454333742553445e-07
2015,3.036708307035951e-08,8.015136430117309e-07
2016,2.4856080527158042e-08,7.90630519276192e-07
2017,1.9370207215985147e-08,8.500250920917551e-07
2018,2.4007639431999905e-08,9.332001980055793e-07
2019,2.4744581716973357e-08,8.461626457290095e-07
