year,dix_DET archers_NOUN,dix_DET marchés_NOUN
1891,7.0116419337296065e-09,1.2748440081367107e-09
1892,1.191017329205124e-08,0.0
1893,1.0469308087124318e-08,0.0
1894,9.452309157609307e-09,0.0
1895,1.1435367319734269e-08,0.0
1896,1.2383760683576384e-08,0.0
1897,1.2818770045441852e-08,1.7480140668268973e-09
1898,3.3950129374460403e-09,6.7900258748920805e-09
1899,6.080336234504102e-09,5.527578395003729e-10
1900,9.34389543516545e-09,7.786579381274805e-09
1901,2.235495566438317e-09,3.912117296778206e-09
1902,1.0802624794692406e-08,4.910283846193408e-10
1903,3.2401321625741275e-09,0.0
1904,1.289910045443321e-08,2.6873125946735854e-09
1905,2.580379465655369e-09,0.0
1906,2.983626856689625e-08,1.5432553013283723e-09
1907,4.114274698707732e-09,1.028568674676933e-09
1908,7.367083609821634e-09,9.822778146428846e-10
1909,2.7504918342913243e-09,4.950885035270858e-09
1910,1.6032452032632705e-09,4.809735720812114e-09
1911,5.320374252271165e-09,1.0640748282497725e-09
1912,4.688478938419394e-09,2.6047106693738442e-09
1913,2.6514948014977335e-09,0.0
1914,4.018046340092951e-09,4.018046340092951e-09
1915,1.767114277129167e-08,1.1780761921542648e-09
1916,0.0,0.0
1917,6.5798546611262054e-09,0.0
1918,0.0,0.0
1919,5.524709134618888e-09,9.207848372660976e-10
1920,7.572231730534895e-10,1.514446346106979e-09
1921,7.572747429129834e-10,0.0
1922,5.164555005876537e-09,2.951174193910333e-09
1923,5.307974060286824e-09,1.0615948120573648e-09
1924,6.4458122173149945e-09,1.289162443462999e-09
1925,7.698724324711748e-09,2.1996355847875293e-09
1926,1.0031524944054127e-08,2.229227691330493e-09
1927,4.4596899506643695e-09,0.0
1928,1.1426041224282812e-09,0.0
1929,3.342121912552898e-09,0.0
1930,1.3654684494213143e-08,1.0503603542488804e-09
1931,4.5621426636444085e-09,0.0
1932,7.671675850140502e-09,0.0
1933,0.0,4.588264879146209e-09
1934,3.5944740517379614e-09,4.7926320689839486e-09
1935,1.196828414151696e-09,0.0
1936,2.424942913137329e-09,3.6374143697059935e-09
1937,2.5182236296217297e-09,0.0
1938,1.1668692678767911e-08,0.0
1939,6.117620188206274e-09,4.588215141154706e-09
1940,0.0,1.5214697057785997e-08
1941,0.0,0.0
1942,2.730790527039062e-08,0.0
1943,2.9032352077962287e-09,0.0
1944,0.0,6.4263723231761105e-09
1945,0.0,0.0
1946,1.3921104269343232e-09,0.0
1947,5.960435700558264e-09,0.0
1948,2.174377566888097e-09,1.0871888278529696e-08
1949,9.817008317369869e-10,9.817008317369869e-10
1950,1.0635361480382244e-09,0.0
1951,6.396841278899501e-09,2.1322803522849654e-09
1952,1.0544803918932644e-09,0.0
1953,3.232148326759443e-09,3.232148326759443e-09
1954,3.9090144454689835e-09,1.9545072227344917e-09
1955,5.631364707880948e-09,0.0
1956,3.488456634670456e-09,8.72114158667614e-10
1957,0.0,5.301022731885041e-09
1958,4.136121722897457e-09,8.272243445794913e-10
1959,0.0,7.750747821333448e-10
1960,4.152500121534786e-09,3.460416619915918e-09
1961,1.3896318540318475e-09,2.779263708063695e-09
1962,1.9025869768540815e-09,1.9025869768540815e-09
1963,5.819447812527301e-09,6.466053248388448e-10
1964,1.8251904432275978e-09,6.083968329129164e-10
1965,4.924839203113152e-09,5.472043373977442e-10
1966,5.539074754423723e-09,1.6617224263271169e-09
1967,3.944268467392931e-09,9.860671168482327e-10
1968,4.940557296606585e-09,4.491415683816058e-09
1969,1.3625273131978588e-09,3.1792304344691047e-09
1970,2.7592350626548523e-09,3.219107425067591e-09
1971,5.652237122788506e-09,2.0553589941130213e-09
1972,6.156176346472364e-09,2.0520587451500205e-09
1973,3.859242703185828e-09,1.6539611902288698e-09
1974,3.937900283634832e-09,5.06301445213353e-09
1975,6.282628195464213e-09,3.4268881066168433e-09
1976,1.7140580066410394e-09,1.142705374768127e-09
1977,5.289103821581875e-09,2.3507127355770763e-09
1978,2.9702956760857546e-09,4.752473081737207e-09
1979,2.3407893401383717e-09,1.7555920051037788e-09
1980,2.8425752862659692e-09,7.390696055153967e-09
1981,1.2651099057237047e-09,6.325549417596221e-09
1982,1.8622506869903077e-09,1.2415004579935385e-09
1983,2.5261264191556165e-09,5.68378455412244e-09
1984,2.3196033982486597e-09,2.8995041922996734e-09
1985,1.1429560076159362e-08,1.8046674155058895e-09
1986,5.994485463567401e-10,2.997242676272549e-09
1987,6.110816852533674e-10,6.110816852533674e-10
1988,4.197587610832443e-09,5.99655392008458e-09
1989,9.329808037250586e-09,2.1952488715726304e-09
1990,1.089730194969718e-09,2.724325431913144e-09
1991,3.5168792322792797e-09,4.68917216167597e-09
1992,7.162927251336271e-09,5.509944167592096e-10
1993,0.0,5.539207426075166e-10
1994,7.912389743403025e-09,1.0549853213248639e-09
1995,0.0,2.7112254663563817e-09
1996,1.6014276571496566e-09,3.2028553142993132e-09
1997,2.3974471297094624e-09,3.835915585170824e-09
1998,1.9072516899143466e-09,3.814503379828693e-09
1999,2.7421207526856506e-09,3.656160929565999e-09
2000,4.4180314962005696e-10,1.3254094488601709e-09
2001,1.7524847129024579e-09,3.066848330846028e-09
2002,4.3812213301741565e-09,4.38122149670761e-10
2003,3.7502305705316985e-09,8.333845835650777e-10
2004,2.2023955992267474e-09,1.3214374039449694e-09
2005,1.3511248786457486e-09,4.954124666056714e-09
2006,2.4707338397433887e-09,2.0589450144825605e-09
2007,3.994479469415779e-10,3.1955835755326234e-09
2008,8.514879357157668e-10,4.257439678578834e-10
2009,9.53638501499654e-10,3.814554005998616e-09
2010,5.196172381261022e-09,1.4171379625338432e-09
2011,2.294383100176489e-09,7.64794394481072e-10
2012,3.7446779566074895e-09,0.0
2013,4.183687618564136e-09,2.7891249310130206e-09
2014,5.197068511653136e-09,2.1654451842767486e-10
2015,6.206411218290242e-09,8.866301581811342e-10
2016,6.214020076278359e-09,4.1426800878596737e-10
2017,3.5218558347427376e-09,2.515611330355938e-10
2018,4.130346731301415e-09,1.8070267504555204e-09
2019,5.357074395195838e-09,0.0
