year,meilleurs_ADJ archers_NOUN,meilleurs_ADJ marchés_NOUN
1929,6.684243825105796e-09,1.2254447234738564e-08
1930,0.0,6.302162347537887e-09
1931,3.4216069977333063e-09,1.2545892325022123e-08
1932,2.1919073223131136e-09,8.767629289252454e-09
1933,0.0,2.064719240024715e-08
1934,3.5944740517379614e-09,1.1981580172459871e-08
1935,0.0,3.590485242455088e-09
1936,0.0,4.849885826274658e-09
1937,1.2591118148108649e-09,6.295559185076627e-09
1938,0.0,6.482607339819424e-09
1939,7.647025235257843e-09,9.176430282309411e-09
1940,0.0,1.0143131667916805e-08
1941,0.0,2.9515025978810172e-09
1942,3.034211770724937e-09,6.068423541449874e-09
1943,0.0,2.0322646676618206e-08
1944,9.639558484764166e-09,3.2131861615880553e-09
1945,0.0,1.9606536838523425e-08
1946,5.568441707737293e-09,8.352662561605939e-09
1947,4.7683483828109274e-09,1.3112957830685446e-08
1948,0.0,9.784699273041042e-09
1949,2.945102384188658e-09,1.1780409536754632e-08
1950,2.1270722960764488e-09,1.595304155443955e-08
1951,6.396841278899501e-09,1.9190522948520083e-08
1952,0.0,3.1634410646574906e-09
1953,2.1547654771580937e-09,9.69644453618912e-09
1954,2.9317608341017376e-09,1.3681550115052232e-08
1955,3.754243138587299e-09,5.631364707880948e-09
1956,3.488456634670456e-09,1.0465369904011368e-08
1957,6.184526224473075e-09,9.718541527092839e-09
1958,8.272243445794913e-10,1.3235589513271862e-08
1959,3.100299128533379e-09,1.1626121398933265e-08
1960,2.7683333403416555e-09,6.2287499602575735e-09
1961,6.94815938118154e-09,5.55852741612739e-09
1962,7.610347907416326e-09,2.219684702708946e-08
1963,2.5864212993553792e-09,7.1126584622049904e-09
1964,3.6503808864551957e-09,1.0951143103454797e-08
1965,4.924839203113152e-09,7.660860390501512e-09
1966,5.539074976468328e-09,7.754704434148607e-09
1967,1.9721342336964653e-09,6.902469706915326e-09
1968,5.838840522187638e-09,9.88111459321317e-09
1969,4.995933444718048e-09,1.7712855182594467e-08
1970,9.197450023812337e-10,1.609553734738256e-08
1971,1.541519245584766e-09,1.3359833239690033e-08
1972,1.5390440033513642e-09,1.487742551375959e-08
1973,2.7566018356850464e-09,1.2129047988196362e-08
1974,2.2502286700643026e-09,1.4626486688484874e-08
1975,6.282628195464213e-09,1.313640396460869e-08
1976,1.142705374768127e-09,1.0284348483935446e-08
1977,1.7630346071939584e-09,1.4104276857551667e-08
1978,4.158414057542359e-09,1.6039596317796168e-08
1979,3.5111840102075575e-09,1.2289143924704149e-08
1980,5.116635559687666e-09,1.591842213599648e-08
1981,3.1627747087981106e-09,1.2651098835192442e-08
1982,1.2415004579935385e-09,1.0552754226011984e-08
1983,2.5261264191556165e-09,1.0104505676622466e-08
1984,2.3196033982486597e-09,1.6237223121606803e-08
1985,1.2031116103372597e-09,1.142956040922627e-08
1986,7.1933827783254856e-09,1.1389522214244607e-08
1987,1.2221633705067347e-09,1.3443797186596385e-08
1988,2.398621523624911e-09,1.679035044332977e-08
1989,1.6464366536794728e-09,1.0427432250992297e-08
1990,3.2691906959314565e-09,1.4166492867673242e-08
1991,4.68917216167597e-09,1.3481369798284959e-08
1992,3.30596661157756e-09,9.366905473484621e-09
1993,2.7696036575264316e-09,1.0524494165053966e-08
1994,5.274926717646622e-09,1.1077346151466827e-08
1995,6.506940763983948e-09,1.138714633697191e-08
1996,1.6014276571496566e-09,1.3345230698291743e-08
1997,6.7128524960935465e-09,5.274384040632185e-09
1998,1.9072516899143466e-09,6.198567881199324e-09
1999,4.113180906983871e-09,1.1882523409667556e-08
2000,6.185244316725402e-09,1.1486881668076876e-08
2001,1.7524847129024579e-09,7.886181485616817e-09
2002,8.324320788233308e-09,3.9430991805033955e-09
2003,4.583615265119079e-09,9.167230530238157e-09
2004,2.2023955992267474e-09,8.369103632333008e-09
2005,4.503749373441224e-09,1.306087415997581e-08
2006,5.353256948836815e-09,8.235780057930242e-09
2007,8.787854888225866e-09,8.38840730210677e-09
2008,2.9802078582719105e-09,1.0643598891135753e-08
2009,1.430457752249481e-09,1.0013204487790972e-08
2010,7.558068837454357e-09,1.369900015646408e-08
2011,1.1089518636708817e-08,2.2561435386592166e-08
2012,8.851056776393307e-09,1.6340413466764403e-08
2013,1.0877587719448911e-08,1.5061274893923837e-08
2014,1.645738301192523e-08,1.8189739492413537e-08
2015,1.662431614590787e-08,8.422986752520956e-09
2016,1.8020658743012063e-08,1.2635174684305639e-08
2017,1.735771881783421e-08,1.1571811953103861e-08
2018,2.0135439982027492e-08,1.3165480261534412e-08
2019,1.1224345897176136e-08,1.0969247732361964e-08
