year,ses_DET oies_NOUN,ses_DET mois_NOUN
1911,3.724261865567513e-08,3.298632078596597e-08
1912,1.8753916364300238e-08,4.532196562490043e-08
1913,2.227255713194154e-08,5.09086995337249e-08
1914,3.281404303834279e-08,3.5492739969278375e-08
1915,7.068456930880984e-09,2.0027295377644805e-08
1916,2.966614687238689e-08,4.1752354906776645e-08
1917,1.315970976634162e-08,8.115154104260114e-08
1918,1.9526840588923733e-08,4.5945506954581106e-08
1919,1.012863304339362e-08,5.3405520672455964e-08
1920,1.2872793941909322e-08,7.269342372495657e-08
1921,1.7417319808643583e-08,4.4679209221243354e-08
1922,2.7298360905092522e-08,4.648099238835357e-08
1923,2.7601466001669905e-08,5.414133408265798e-08
1924,2.7072411756812187e-08,5.2855660626072165e-08
1925,1.8696901804560184e-08,7.258797229958702e-08
1926,1.7833821197577038e-08,3.789687008648457e-08
1927,7.246995892273844e-08,5.240135836359627e-08
1928,2.5137291359556002e-08,3.7705935707066374e-08
1929,2.2280811862174232e-08,3.0079096546842266e-08
1930,1.3654685049324655e-08,4.62158538105939e-08
1931,2.167017854048936e-08,5.360517807417864e-08
1932,7.6716757391182e-09,4.7126007984843454e-08
1933,1.8353059516584835e-08,2.982372171445036e-08
1934,1.9170528275935794e-08,4.553000643170435e-08
1935,2.752705263731059e-08,5.505410793915644e-08
1936,2.9099314957647948e-08,3.8799085722018845e-08
1937,2.5182236740306507e-08,4.0291578073947676e-08
1938,1.1668692678767911e-08,4.408173026604345e-08
1939,2.141167065872196e-08,3.517631519400766e-08
1940,2.028626333583361e-08,3.803674530900025e-08
1941,1.1806010391524069e-08,4.7224042010185485e-08
1942,6.068423541449874e-09,3.944475457373642e-08
1943,3.4838823381733164e-08,8.129058670647282e-08
1944,6.4263723231761105e-09,7.390327816381159e-08
1945,1.5249527862692958e-08,3.0499055725385915e-08
1946,2.3665877257883494e-08,5.150808579656996e-08
1947,3.457052732969146e-08,4.649139784262957e-08
1948,1.522064252412747e-08,4.02259852094744e-08
1949,2.1597417965146803e-08,3.337782872314676e-08
1950,2.4461330738745346e-08,5.743095066179649e-08
1951,1.9190522948520083e-08,5.970385175135817e-08
1952,2.5307528517259925e-08,4.0070253559676416e-08
1953,2.693456835345387e-08,4.094054262271385e-08
1954,1.3681550115052232e-08,3.029486150829541e-08
1955,1.220129064449793e-08,3.472675080828935e-08
1956,1.2209597999301991e-08,4.098936390306562e-08
1957,3.180613461495341e-08,3.0039127851821945e-08
1958,2.1507833736222892e-08,2.6471179026543723e-08
1959,1.5501495198577686e-08,2.7127616819555556e-08
1960,2.4914999841030294e-08,2.560708417531643e-08
1961,1.876002997391879e-08,2.987708569435199e-08
1962,1.2683912586908264e-08,3.488076039115384e-08
1963,1.6165133231993423e-08,3.0390450600492613e-08
1964,1.946869854219102e-08,3.4070223531301735e-08
1965,2.0246559984116175e-08,3.7757098170221326e-08
1966,5.095948907296588e-08,2.6033651678858405e-08
1967,1.972134178185314e-08,4.289391775103013e-08
1968,1.886394726535734e-08,4.9405572410954335e-08
1969,4.587175481129968e-08,3.2700655738793216e-08
1970,1.7935028046034418e-08,3.173120327604195e-08
1971,3.596878228595557e-08,2.9288865888155158e-08
1972,2.0007572487656944e-08,3.07808809552057e-08
1973,2.5360738176161135e-08,3.4733182274759855e-08
1974,1.0688586016271984e-08,4.7254802071350355e-08
1975,1.4278700888326057e-08,3.998036302022001e-08
1976,1.3712464053128315e-08,3.542386806110187e-08
1977,1.116588582705802e-08,3.232229978111789e-08
1978,2.1386128423728223e-08,2.9108896848484278e-08
1979,2.8089471748593553e-08,4.213420801146839e-08
1980,2.6720207435548815e-08,3.183684427199296e-08
1981,1.4548763582755697e-08,2.71998629175485e-08
1982,3.2279010242497463e-08,3.662426328876478e-08
1983,2.273513821648976e-08,3.031351769600121e-08
1984,2.7835240168361253e-08,3.4214150290701184e-08
1985,1.9851341903631692e-08,4.030423861323129e-08
1986,1.498621315931814e-08,4.735643366338138e-08
1987,1.2221633483022742e-08,2.7498675003734263e-08
1988,1.5591039570495013e-08,4.3175186981159186e-08
1989,1.8659615408367358e-08,3.347754651272794e-08
1990,1.471135746555774e-08,3.323677222333288e-08
1991,1.4653663171770859e-08,3.2824204965198334e-08
1992,2.5345743781546304e-08,3.746761984002589e-08
1993,1.0524494165053966e-08,2.714211727594673e-08
1994,2.479215582829042e-08,4.378189166764912e-08
1995,2.1689803730851054e-08,2.5485518362344806e-08
1996,2.028475121207407e-08,3.3096171137003694e-08
1997,1.1507746866534774e-08,3.83591540753514e-08
1998,1.6211639697338853e-08,3.33769062388356e-08
1999,1.7366764665238676e-08,2.4679086912948733e-08
2000,1.1928684817696933e-08,4.7714741713278386e-08
2001,1.401987734239718e-08,2.6287271359670683e-08
2002,1.9715496790695397e-08,3.9869115731061555e-08
2003,1.5417615628621206e-08,3.250199914761609e-08
2004,1.673820673731008e-08,2.7750185621622236e-08
2005,2.7022498017004182e-08,3.107587198680761e-08
2006,1.4412614379732958e-08,3.294312084234363e-08
2007,1.477957436990529e-08,5.43249207840546e-08
2008,1.830699147831183e-08,4.214865290119718e-08
2009,2.0026408975581944e-08,3.385416635914851e-08
2010,2.8815136610127468e-08,3.4483689514974714e-08
2011,2.7532598423363197e-08,4.168129394410691e-08
2012,4.765953676155732e-08,5.378719120097131e-08
2013,4.0442312609911824e-08,5.3551201306678564e-08
2014,5.543539623176219e-08,5.781738501853262e-08
2015,4.189327339199078e-08,6.117747952671948e-08
2016,4.0391132216655024e-08,6.255447151937155e-08
2017,2.3646747338013085e-08,9.86119658152873e-08
2018,5.3436360447634e-08,6.789257556150119e-08
2019,3.4693431849586176e-08,6.32644971965135e-08
