year,mêmes_ADJ eaux_NOUN,mêmes_ADJ maux_NOUN
1860,2.755464834081067e-07,9.795173383508882e-08
1861,2.329686026314448e-07,9.47908702642053e-08
1862,2.1912232739396131e-07,7.725756745458057e-08
1863,2.402412633273343e-07,8.241124049845894e-08
1864,2.752173884346121e-07,1.0020981733305234e-07
1865,2.47109340989482e-07,1.1531768961958733e-07
1866,2.5301187633886e-07,7.97960524323571e-08
1867,2.203176450166211e-07,8.73506067478047e-08
1868,2.410658623830386e-07,6.520633633044781e-08
1869,2.3440891538939468e-07,7.569454396616493e-08
1870,2.2076088157518825e-07,1.2729587695048394e-07
1871,2.79336973108002e-07,1.317025919433945e-07
1872,2.5761664801393636e-07,1.1610891448299299e-07
1873,3.1306802839026204e-07,9.158586777857636e-08
1874,2.0970878722437192e-07,6.930546447847519e-08
1875,1.8652178823685972e-07,6.636971505713518e-08
1876,1.971000784806165e-07,5.562333527109331e-08
1877,1.57094319774842e-07,8.473197965486179e-08
1878,2.2948536582134693e-07,5.6163525385954927e-08
1879,1.7167204191537166e-07,7.636656818021947e-08
1880,1.7199828050706856e-07,3.7223507831640745e-08
1881,1.9034945353268995e-07,7.39085805889772e-08
1882,1.8967847381645697e-07,6.655385220710741e-08
1883,2.2370460328602348e-07,5.434631589196215e-08
1884,1.8748819741176703e-07,8.252121119767253e-08
1885,2.0368209163734718e-07,1.0764211566538506e-07
1886,1.800516429284471e-07,7.034275739670193e-08
1887,1.9195037737063103e-07,8.74875922818319e-08
1888,1.5914942252948094e-07,8.68664216113757e-08
1889,2.0862904648311087e-07,6.01453109538852e-08
1890,1.5992702628864208e-07,6.751017878059429e-08
1891,1.7975300181660714e-07,8.796423855983448e-08
1892,1.7050354017555946e-07,6.581937839200691e-08
1893,1.7366734539336903e-07,8.80653558965605e-08
1894,1.6825110549234523e-07,5.671385494565584e-08
1895,1.6069701302967587e-07,7.222337217172026e-08
1896,1.7042414413026563e-07,8.550691887876383e-08
1897,1.3401441378846357e-07,7.108590693860606e-08
1898,1.3523468567200325e-07,7.808530000374958e-08
1899,1.5035013234410144e-07,4.477338677588705e-08
1900,1.2718079744900024e-07,6.436906119233754e-08
1901,1.5089595706285763e-07,5.86817598957623e-08
1902,1.2030194795897842e-07,5.646826295446772e-08
1903,1.4094574396494863e-07,7.614310248982292e-08
1904,1.4941457493478083e-07,6.71828175313749e-08
1905,1.2489036294027756e-07,7.018632430799698e-08
1906,1.388929860013377e-07,8.385021033063822e-08
1907,1.3114249952650425e-07,8.485691438409049e-08
1908,1.8024798009719234e-07,7.416197433940397e-08
1909,1.4522596814003919e-07,7.041258953677243e-08
1910,1.07417427841483e-07,7.855901174025348e-08
1911,1.0747155698709321e-07,5.213966502992662e-08
1912,1.224213974637678e-07,5.886645837449578e-08
1913,1.0499919511630651e-07,5.780258760523793e-08
1914,8.571831955350717e-08,6.49584137590864e-08
1915,1.4608144738303963e-07,6.597226587246041e-08
1916,8.350470892537487e-08,6.59247731960022e-08
1917,7.23783983858084e-08,6.031533672512523e-08
1918,9.418828739171659e-08,1.1945832056881045e-07
1919,1.28909874774763e-07,9.023691660559052e-08
1920,9.692456615084666e-08,8.85951081386338e-08
1921,1.1359121288023744e-07,8.784387262039672e-08
1922,7.009038682781465e-08,7.082817887749115e-08
1923,6.581888101209188e-08,7.537322943562685e-08
1924,1.0055467214442615e-07,5.672314884463958e-08
1925,1.3417776756341482e-07,7.038833871320094e-08
1926,8.693987751939858e-08,7.467912865877224e-08
1927,1.0703256236865855e-07,4.4596898618465275e-08
1928,8.912311955100449e-08,5.9415413034002995e-08
1929,9.35794162160164e-08,4.233354289340241e-08
1930,9.348207186121726e-08,5.146765857944047e-08
1931,9.808606904471162e-08,3.763767608688795e-08
1932,1.1726704229886309e-07,5.4797684612140074e-08
1933,6.882397229901471e-08,5.850037609889114e-08
1934,9.106000931069502e-08,6.350237669039416e-08
1935,9.454944205344873e-08,6.582556011380802e-08
1936,1.066974846253288e-07,7.1535815493462e-08
1937,8.436049370175169e-08,5.414180748175568e-08
1938,8.427389275311725e-08,5.4453899167583586e-08
1939,6.270560959364957e-08,5.8117393564316444e-08
1940,1.1918179865233469e-07,5.832300686847702e-08
1941,1.269146139293298e-07,6.198155233505531e-08
1942,6.675266206457309e-08,7.888950648293758e-08
1943,1.0741970157823744e-07,4.064529335323641e-08
1944,5.7837350908584995e-08,3.855823393905666e-08
1945,7.406913482554955e-08,4.574858536443571e-08
1946,7.65660743695662e-08,6.12528623378239e-08
1947,4.52993091926146e-08,9.179070303844128e-08
1948,8.480072466454658e-08,8.480072466454658e-08
1949,6.97007607186606e-08,6.47922533403289e-08
1950,7.976520777219775e-08,3.93508372553697e-08
1951,8.635735326834038e-08,6.076999170545605e-08
1952,8.857634981040974e-08,6.643226413416414e-08
1953,6.679773179030235e-08,7.649417455013463e-08
1954,5.2771696346098906e-08,6.156697907044872e-08
1955,6.006789021739678e-08,6.945349895204345e-08
1956,8.285084618364635e-08,3.750090726839517e-08
1957,9.100088504965242e-08,5.03597163969971e-08
1958,7.69318617699355e-08,4.6324561964183886e-08
1959,7.673240531858028e-08,4.727956337546857e-08
1960,7.33608302994071e-08,5.605874875413974e-08
1961,7.434530147065743e-08,6.392306772795564e-08
1962,8.498221859554178e-08,4.3759499135376245e-08
1963,7.759263809248296e-08,4.7202188824257973e-08
1964,6.023128662491217e-08,7.604960217122425e-08
1965,6.675892905150249e-08,6.128688312401209e-08
1966,8.53017496638131e-08,5.428293192721867e-08
1967,7.740626983832044e-08,4.338695447358987e-08
1968,8.578604138165247e-08,5.704098171577243e-08
1969,8.44766958607579e-08,6.540130925714038e-08
1970,8.047769028962648e-08,7.863819462272659e-08
1971,8.27281994020268e-08,6.422996534638514e-08
1972,7.182205763456295e-08,4.463227654127877e-08
1973,6.119655893144227e-08,8.380069971281046e-08
1974,8.044567323395313e-08,3.937900316941523e-08
1975,8.738564361010503e-08,6.282628106646371e-08
1976,5.4278505245974884e-08,5.142174330785565e-08
1977,6.581995393162288e-08,7.874887586467594e-08
1978,5.524750079644036e-08,6.415838527118467e-08
1979,4.9741775143274936e-08,6.729769097546523e-08
1980,5.855705254020904e-08,7.902359300260287e-08
1981,8.286470176699368e-08,6.958104137311238e-08
1982,9.621628294098628e-08,6.82825245235108e-08
1983,6.567928778622445e-08,6.757387893685518e-08
1984,6.72685018798802e-08,5.97297855620127e-08
1985,4.812446263713355e-08,7.699914306158462e-08
1986,4.855533219938479e-08,6.23426501533686e-08
1987,6.355249837497468e-08,6.783006512023348e-08
1988,6.296381371839743e-08,6.896036808257122e-08
1989,5.927171997655023e-08,6.860152979015766e-08
1990,6.919786699199904e-08,8.499895187696893e-08
1991,5.6856212182765375e-08,8.323280553668155e-08
1992,5.7854414592384273e-08,7.824120729083006e-08
1993,5.594599628011565e-08,9.85978942935617e-08
1994,7.279398772652712e-08,7.490395859122145e-08
1995,6.01892011786731e-08,8.296349562897376e-08
1996,5.2847113352072483e-08,8.701090337126516e-08
1997,5.801822311468641e-08,9.206197404409977e-08
1998,6.24624902911819e-08,8.821039187978386e-08
1999,5.4385392189715276e-08,1.0785674930957612e-07
2000,6.229424087678126e-08,8.394259509714175e-08
2001,4.687896648647438e-08,8.630987480273689e-08
2002,8.411944918407244e-08,1.1172114966484514e-07
2003,5.958699844654802e-08,8.917214699977194e-08
2004,6.651234940591166e-08,7.356001674452273e-08
2005,5.044199724579812e-08,8.061712009066468e-08
2006,5.723866891571561e-08,8.441674026471446e-08
2007,6.710725841685417e-08,7.230007526004556e-08
2008,6.30101055776322e-08,9.45151583664483e-08
2009,7.104606680741199e-08,9.91784077086777e-08
2010,6.329882751288096e-08,8.550065189183442e-08
2011,6.577231914661752e-08,7.380265998335744e-08
2012,6.638293115202032e-08,6.638293115202032e-08
2013,6.10818418067538e-08,6.638117611146299e-08
2014,6.647916706015167e-08,7.189277795305316e-08
2015,5.896090726764669e-08,7.691516401564513e-08
2016,7.622531228435037e-08,7.291117043450868e-08
2017,4.7293493565803146e-08,9.056201122348284e-08
2018,5.343635933741098e-08,7.66695578136023e-08
2019,6.173390687536084e-08,6.453998935285199e-08
