year,différents_DET arbres_NOUN,différents_DET marbres_NOUN
1800,0.0,0.0
1801,0.0,0.0
1802,4.475680270843441e-09,6.713520406265161e-09
1803,0.0,0.0
1804,2.4718509461507665e-09,0.0
1805,0.0,0.0
1806,1.152667650217154e-08,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,2.106114038724627e-08,0.0
1811,0.0,0.0
1812,2.6672082320544632e-09,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,5.960588467246453e-09
1819,0.0,0.0
1820,0.0,1.1866481131050932e-09
1821,9.86148829262845e-10,9.86148829262845e-10
1822,0.0,0.0
1823,0.0,0.0
1824,0.0,0.0
1825,4.4027217427355936e-09,0.0
1826,8.80798456392995e-09,0.0
1827,2.7651818612639545e-08,0.0
1828,2.7516904310687096e-09,0.0
1829,2.4004892296147773e-08,0.0
1830,4.174734336004349e-09,0.0
1831,0.0,0.0
1832,2.705993873419743e-09,0.0
1833,2.0850531967653296e-08,0.0
1834,9.334530925997342e-10,0.0
1835,9.075705520444899e-09,0.0
1836,1.008112526790228e-08,0.0
1837,9.045257876039159e-09,0.0
1838,3.787297142565649e-09,0.0
1839,2.1673573158409454e-08,0.0
1840,9.554533164646273e-09,0.0
1841,9.630822361827995e-09,1.2841097074556274e-09
1842,1.609983613093391e-08,0.0
1843,1.1813821920725331e-08,0.0
1844,7.683985892015244e-09,0.0
1845,1.2834524554250493e-08,0.0
1846,6.439951683034906e-09,0.0
1847,3.235934187273415e-09,0.0
1848,4.82713291560799e-09,0.0
1849,7.54147322368226e-09,1.5920887719289567e-08
1850,1.5614691761811628e-08,0.0
1851,1.2898877521649865e-08,0.0
1852,1.8229528109259263e-08,6.510545436100301e-10
1853,1.791579506971175e-08,0.0
1854,8.832629738719788e-09,0.0
1855,7.429711956774554e-09,0.0
1856,6.212626857404757e-09,1.5531567143511893e-09
1857,1.4156376515472857e-08,0.0
1858,8.808616946964776e-09,0.0
1859,7.129042689513199e-09,5.092173349652285e-10
1860,7.781213007262977e-09,3.204028820036342e-09
1861,7.545541969022906e-09,9.431927461278633e-10
1862,6.325180823552046e-09,0.0
1863,4.994620717013731e-09,0.0
1864,1.1507347075223606e-08,0.0
1865,1.8827376990770972e-08,0.0
1866,3.4059290943133647e-09,0.0
1867,2.038180824115443e-08,0.0
1868,9.385760613156435e-09,0.0
1869,1.1720445947105418e-08,9.767038289254515e-10
1870,9.747882501187632e-09,0.0
1871,0.0,0.0
1872,1.6327815544059376e-08,6.047339295989218e-10
1873,1.0774807712721213e-08,1.1972008939764578e-09
1874,1.1351757756017378e-08,0.0
1875,4.577221712764867e-09,0.0
1876,2.2974855795609983e-08,0.0
1877,1.855444864418132e-08,1.8554447978047506e-09
1878,1.2078177569208037e-08,6.039088673581716e-10
1879,9.774920428640144e-09,0.0
1880,5.776061406947974e-09,0.0
1881,7.669758161910067e-09,0.0
1882,1.5972924316542958e-08,0.0
1883,1.516641390253426e-08,0.0
1884,6.601696966868076e-09,1.3203393933736152e-09
1885,1.0313017106966527e-08,0.0
1886,5.162771099520569e-09,0.0
1887,1.2404957061562527e-08,0.0
1888,2.599652049184442e-08,5.07249175996094e-09
1889,1.6915869593958632e-08,0.0
1890,2.0318598359381213e-08,0.0
1891,1.0198752065093686e-08,0.0
1892,1.9432388143059143e-08,6.268512375839919e-10
1893,1.1700991287000306e-08,6.158416554491453e-10
1894,1.7014155417882648e-08,0.0
1895,1.1435367319734269e-08,3.0093072478365457e-09
1896,1.0024948871034667e-08,3.5382172747233653e-09
1897,9.322741689743452e-09,0.0
1898,1.4145887128336199e-08,0.0
1899,1.326618814800895e-08,5.527578395003729e-10
1900,1.453494924419374e-08,0.0
1901,1.956058603980182e-08,0.0
1902,1.0311596021495006e-08,0.0
1903,2.052083658554693e-08,0.0
1904,1.3436562973367927e-08,3.7622376325430196e-09
1905,1.3934049469810361e-08,0.0
1906,9.259531807970234e-09,5.144184522798412e-10
1907,1.4399961223432456e-08,0.0
1908,1.3751889405000384e-08,0.0
1909,3.850688656825696e-09,0.0
1910,1.1222716089775986e-08,5.344150677544235e-10
1911,1.0640748726586935e-08,0.0
1912,2.6047106693738442e-09,0.0
1913,6.363587878865928e-09,0.0
1914,1.0714789944188396e-08,0.0
1915,5.890381071793627e-09,0.0
1916,0.0,0.0
1917,3.289927441585405e-09,0.0
1918,4.594550517822427e-09,0.0
1919,4.603924352863942e-09,0.0
1920,4.543339038320937e-09,7.572231730534895e-10
1921,7.572747762196741e-09,0.0
1922,4.426761179843197e-09,0.0
1923,3.1847844361720945e-09,0.0
1924,5.156649773851996e-09,3.867487219366694e-09
1925,6.598906754362588e-09,2.1996355847875293e-09
1926,1.5604593173179637e-08,0.0
1927,7.804457524684949e-09,0.0
1928,6.8556245125250825e-09,1.1426041224282812e-09
1929,5.570202965543558e-09,0.0
1930,4.201441416995522e-09,0.0
1931,6.843213995466613e-09,0.0
1932,1.0959536389520963e-08,0.0
1933,9.176529758292418e-09,0.0
1934,5.990790086229936e-09,0.0
1935,1.196828414151696e-08,0.0
1936,9.699771652549316e-09,0.0
1937,5.0364472592434595e-09,0.0
1938,6.482607339819424e-09,1.2965214457594243e-09
1939,4.588215141154706e-09,0.0
1940,5.0715658339584024e-09,0.0
1941,0.0,0.0
1942,3.034211770724937e-09,0.0
1943,5.806470415592457e-09,0.0
1944,0.0,0.0
1945,4.357008087652048e-09,0.0
1946,5.568441707737293e-09,1.3921104269343232e-09
1947,7.152522574216391e-09,1.1920870957027319e-09
1948,4.348755133776194e-09,3.2615663503321457e-09
1949,1.3743811422273211e-08,0.0
1950,5.317680518146517e-09,0.0
1951,1.5992101864981123e-08,3.1984206394497505e-09
1952,2.1089607837865287e-09,0.0
1953,5.386913581872932e-09,0.0
1954,1.7590565448699635e-08,0.0
1955,4.6928039232341234e-09,0.0
1956,3.488456634670456e-09,0.0
1957,0.0,8.835037701437898e-10
1958,1.6544486891589827e-09,8.272243445794913e-10
1959,6.200598257066758e-09,0.0
1960,4.152500121534786e-09,0.0
1961,1.3896318540318475e-09,0.0
1962,8.8787386332001e-09,1.9025869768540815e-09
1963,3.879631726988464e-09,0.0
1964,6.6923653285755336e-09,1.2167936658258327e-09
1965,2.73602163147757e-09,0.0
1966,6.092982118843793e-09,0.0
1967,3.944268467392931e-09,0.0
1968,4.940557296606585e-09,4.4914158503495116e-10
1969,3.6334062425424918e-09,1.3625273131978588e-09
1970,3.6789800095249348e-09,0.0
1971,4.1107179882260425e-09,0.0
1972,5.643161493651405e-09,1.5390440033513642e-09
1973,1.6539611902288698e-09,5.513203782392395e-10
1974,3.3753431161187564e-09,0.0
1975,2.2845920710778955e-09,5.711480177694739e-10
1976,3.4281160132820787e-09,0.0
1977,5.289103821581875e-09,0.0
1978,5.940591130126904e-09,0.0
1979,0.0,0.0
1980,2.2740602734216964e-09,0.0
1981,2.5302198114474095e-09,6.325549528618524e-10
1982,1.8622506869903077e-09,0.0
1983,0.0,0.0
1984,4.059305780401701e-09,0.0
1985,0.0,0.0
1986,5.395036861699509e-09,0.0
1987,4.888653482026939e-09,0.0
1988,6.596209356501959e-09,0.0
1989,4.390497743145261e-09,0.0
1990,2.179460389939436e-09,0.0
1991,4.10302547493302e-09,0.0
1992,1.65298330578878e-09,0.0
1993,1.1078414852150331e-09,0.0
1994,3.6924485691258724e-09,0.0
1995,2.7112254663563817e-09,1.626735190995987e-09
1996,1.6014276571496566e-09,1.6014276571496566e-09
1997,1.438468344439059e-09,4.79489448146353e-10
1998,3.337690568372409e-09,0.0
1999,3.1991407301035224e-09,4.570201161957499e-10
2000,8.836062992401139e-10,0.0
2001,1.7524847129024579e-09,0.0
2002,8.76244299341522e-10,0.0
2003,2.083461403401543e-09,0.0
2004,1.3214374039449694e-09,0.0
2005,9.007499190971657e-10,4.5037495954858286e-10
2006,4.529678854225949e-09,1.6471559671771274e-09
2007,3.1955835755326234e-09,3.994479469415779e-10
2008,1.7029758714315335e-09,1.2772318758180745e-09
2009,1.907277002999308e-09,4.76819250749827e-10
2010,9.447586046817946e-10,0.0
2011,2.2943831279320648e-09,0.0
2012,2.382976926895708e-09,3.404252713057332e-10
2013,3.3469500504423877e-09,8.367375126105969e-10
2014,3.4647122948427977e-09,8.661780737106994e-10
2015,1.5516027351836215e-09,8.866301581811342e-10
2016,4.764082017771898e-09,2.0713400439298368e-10
2017,2.0124890642847504e-09,2.515611330355938e-10
2018,3.3559066636712487e-09,2.5814667070633845e-10
2019,2.2958890344426663e-09,7.65296326310505e-10
