year,pourrez_VERB être_VERB,pourrez_VERB etre_VERB,pourrez_VERB mettre_VERB
1800,6.917161954334006e-08,0.0,6.288328968651058e-09
1801,5.000483582762172e-08,0.0,1.4287095950749062e-08
1802,4.4756802708434407e-08,0.0,1.7902721083373763e-08
1803,1.2092102963379148e-07,0.0,5.070882025393075e-08
1804,9.640218934237055e-08,0.0,1.4831105232815389e-08
1805,1.1371511021707192e-07,0.0,8.528632911009026e-09
1806,1.3255677799861587e-07,0.0,1.4408345627714425e-08
1807,6.832692633906845e-08,0.0,0.0
1808,4.305540457494317e-08,0.0,6.798221985349073e-09
1809,7.00299480627109e-08,1.129515236897305e-08,6.7770917766551975e-09
1810,8.658469141664682e-08,0.0,7.020380277111826e-09
1811,4.011322829455821e-08,0.0,7.521229861140455e-09
1812,5.3344166417446104e-08,0.0,1.3336041604361526e-08
1813,2.8757416004054903e-08,0.0,0.0
1814,5.349351184236184e-08,0.0,6.293354282149721e-09
1815,6.74305908887618e-08,0.0,0.0
1816,7.416332437060191e-08,0.0,0.0
1817,1.2766362544880394e-07,0.0,2.490997452753163e-08
1818,6.556647491606782e-08,0.0,5.960588467246453e-09
1819,8.177329391401145e-08,0.0,2.173720581311045e-08
1820,1.2459804565878585e-07,0.0,2.1359666035891678e-08
1821,9.861488337037372e-08,0.0,1.972297702934611e-08
1822,8.120748873352568e-08,0.0,1.303330066093622e-08
1823,7.313188632451784e-08,0.0,1.2847492847356534e-08
1824,8.673745810483524e-08,0.0,4.463189640091514e-08
1825,6.780191341704267e-08,0.0,3.0819052199149155e-08
1826,5.108631029315802e-08,0.0,6.694067877788257e-08
1827,4.7929820112813104e-08,0.0,1.2904182611350734e-08
1828,5.77854990524429e-08,0.0,6.420610709767516e-09
1829,6.086955295359076e-08,0.0,1.3717081692732336e-08
1830,7.514521627172144e-08,0.0,1.878630406793036e-08
1831,7.171954763407484e-08,0.0,1.2472964883158966e-08
1832,8.523880978827947e-08,0.0,2.1647950987357945e-08
1833,4.6334513115198206e-08,0.0,6.950177322551099e-09
1834,5.694063887062839e-08,0.0,1.7735608537350345e-08
1835,8.773182003096736e-08,0.0,3.100866052818674e-08
1836,6.98957975941994e-08,0.0,1.4113575197427508e-08
1837,7.584100814028716e-08,0.0,4.174734336004349e-09
1838,4.86036455527028e-08,0.0,1.830527018853445e-08
1839,6.432156851587933e-08,0.0,3.775396706373613e-08
1840,7.261444778805526e-08,0.0,1.7198159341091923e-08
1841,7.704657889462396e-08,0.0,1.0914932957462042e-08
1842,7.982835370512475e-08,0.0,2.2808102073668124e-08
1843,9.569195924541418e-08,0.0,1.8311423488626133e-08
1844,5.762989374602512e-08,0.0,1.756339607084101e-08
1845,5.524425716885162e-08,0.0,2.287893430263921e-08
1846,7.083946940156238e-08,0.0,1.6978054517835517e-08
1847,4.7460368080010085e-08,0.0,1.1865092020002521e-08
1848,9.654266364123032e-08,0.0,3.218088551193432e-08
1849,8.211826951765033e-08,0.0,6.703531951757213e-09
1850,6.381656447729256e-08,0.0,2.308258650884909e-08
1851,6.255955753431408e-08,0.0,1.4188765717904062e-08
1852,7.096494414327026e-08,0.0,3.580800012059626e-08
1853,6.688563303214323e-08,0.0,1.791579506971175e-08
1854,7.325886741682552e-08,0.0,1.8184826089395756e-08
1855,1.0560805208115198e-07,0.0,1.4859423913549108e-08
1856,7.248065259091163e-08,5.177189232874468e-10,2.174419400091665e-08
1857,9.030792114117503e-08,0.0,1.3180074809326925e-08
1858,8.270312434888183e-08,0.0,1.2234189661342043e-08
1859,5.754155907311542e-08,0.0,2.953460587207246e-08
1860,7.918528410755243e-08,0.0,5.5841642421228244e-08
1861,1.046943935989475e-07,0.0,2.0750240636857598e-08
1862,9.126332400910542e-08,4.517986262886353e-10,1.581295272501393e-08
1863,1.0888273749287691e-07,0.0,3.8958042125614156e-08
1864,6.233146621070773e-08,4.794727948009836e-10,6.856460998960756e-08
1865,8.707662146889561e-08,0.0,3.7654753981541944e-08
1866,7.493044051898323e-08,0.0,1.897589108068587e-08
1867,7.715970440358433e-08,4.85281148598915e-10,1.9896527092555516e-08
1868,1.1658102749834143e-07,4.93987406535723e-10,2.3711395513714706e-08
1869,7.618289998845285e-08,4.883519144627257e-10,1.12320943657096e-08
1870,7.454263339923273e-08,5.734048791339319e-10,1.0321287824410774e-08
1871,6.903765381593985e-08,0.0,1.6993883633631413e-08
1872,7.559174264315516e-08,0.0,2.3584624031514068e-08
1873,8.85928628235888e-08,0.0,1.1373408881354408e-08
1874,6.273339892004515e-08,0.0,1.5533982988813477e-08
1875,1.0527610072585958e-07,5.721527140956084e-10,2.8607635371713513e-08
1876,8.766721748543205e-08,0.0,1.6324239737741664e-08
1877,6.122967732835605e-08,0.0,2.4739264858908427e-08
1878,6.76377922559368e-08,0.0,1.1474268646338714e-08
1879,9.713826898405387e-08,0.0,2.871382953628654e-08
1880,5.776061584583658e-08,0.0,1.4119262203848848e-08
1881,8.994534539397137e-08,0.0,1.6036766581351003e-08
1882,5.457415852561098e-08,0.0,7.320923423037584e-09
1883,5.434631589196215e-08,0.0,1.2638677659992936e-08
1884,6.667713847718915e-08,6.601696966868076e-10,1.650424152899177e-08
1885,6.252266615547342e-08,6.445635691854079e-10,3.8029249083137984e-08
1886,4.58195934527339e-08,0.0,1.2261581083805595e-08
1887,4.309090329002174e-08,0.0,2.6768590899450828e-08
1888,3.6775563927449184e-08,0.0,2.789870379160675e-08
1889,7.455512474052739e-08,0.0,1.7542383545787743e-08
1890,8.192983358412675e-08,0.0,2.2284913470116408e-08
1891,7.33035321331954e-08,0.0,2.103492668936724e-08
1892,4.0745330665004076e-08,0.0,2.4447198043731078e-08
1893,4.0645549148621285e-08,0.0,3.1407925149551374e-08
1894,5.1042469806361623e-08,0.0,1.3863386882917439e-08
1895,3.91209944439197e-08,0.0,6.018614495673091e-09
1896,4.65865284127176e-08,0.0,1.2973464080801023e-08
1897,5.5936450138460714e-08,0.0,1.6897470089816125e-08
1898,3.677930848766664e-08,0.0,1.2448380992680086e-08
1899,6.798921248218903e-08,5.527578395003729e-10,2.984892333302014e-08
1900,8.357595504548954e-08,0.0,1.0901211489056095e-08
1901,5.756401222356544e-08,5.588738916095792e-10,2.1237207548097103e-08
1902,5.106695155632224e-08,4.910283846193408e-10,6.874397495693074e-09
1903,3.564145245604777e-08,1.6200660812870638e-09,1.5660639007819555e-08
1904,6.019580212068831e-08,0.0,1.6123875568041512e-08
1905,4.283430143914302e-08,5.160759042333041e-10,1.3934049469810361e-08
1906,4.0639058340730116e-08,0.0,1.7490227932626112e-08
1907,3.188563013623025e-08,0.0,1.2342823652033985e-08
1908,5.206072373198367e-08,4.911389073214423e-10,2.7503778810000767e-08
1909,6.271121577583472e-08,0.0,2.2554033307642385e-08
1910,4.1684376839157267e-08,0.0,1.6566866989364826e-08
1911,5.3203741856577835e-08,0.0,9.044636151145369e-09
1912,8.022508524163641e-08,0.0,1.9795800554334164e-08
1913,4.931780495098792e-08,0.0,1.0605979205990934e-08
1914,3.9510787530616653e-08,0.0,2.0090231700464756e-08
1915,3.180805663305364e-08,0.0,1.767114277129167e-08
1916,4.1752354462687435e-08,1.0987462051303964e-09,1.8678685265172135e-08
1917,3.61891991929042e-08,0.0,1.315970976634162e-08
1918,2.412139110674616e-08,0.0,2.8715941624568586e-08
1919,5.800944435918609e-08,0.0,8.287063479883727e-09
1920,4.0890050456710014e-08,0.0,1.2115570768855832e-08
1921,2.8019165654313838e-08,0.0,1.8931869405491852e-08
1922,4.0578644444622114e-08,0.0,1.475587119159627e-08
1923,7.325004247604738e-08,0.0,1.8047112249064412e-08
1924,4.769901096324247e-08,0.0,6.445812328337297e-09
1925,4.7292164850887275e-08,0.0,1.5397448649423495e-08
