year,pourrez_VERB être_VERB,pourrez_VERB etre_VERB,pourrez_VERB mettre_VERB
1926,3.009457216762712e-08,0.0,2.5636119005412183e-08
1927,5.686104742608222e-08,0.0,1.8953683067479687e-08
1928,3.085031252680892e-08,0.0,3.4278122562625413e-09
1929,9.023729319324048e-08,0.0,1.3368487650211591e-08
1930,6.932378227020308e-08,3.1510811737689437e-09,8.402882833991043e-09
1931,4.676196141417677e-08,0.0,1.710803587684495e-08
1932,2.9590749406338546e-08,0.0,9.863582839386709e-09
1933,3.555905436769535e-08,0.0,2.6382522833046096e-08
1934,4.4331848414458364e-08,0.0,1.0783422155213884e-08
1935,4.4282650435434334e-08,0.0,2.154291145473053e-08
1936,2.3036957230715416e-08,0.0,9.699771652549316e-09
1937,5.0364473480613015e-08,0.0,3.777335422228134e-08
1938,2.7226949583791793e-08,0.0,1.5558256905023882e-08
1939,5.964679417047591e-08,0.0,1.2235240376412548e-08
1940,3.550096039361961e-08,0.0,1.0143131667916805e-08
1941,2.9515025090631752e-08,0.0,8.854508237732261e-09
1942,3.034211815133858e-08,0.0,2.4273694165799498e-08
1943,4.935499831049128e-08,0.0,1.1612940831184915e-08
1944,4.4984606262232774e-08,0.0,6.4263723231761105e-09
1945,5.664110602765504e-08,0.0,1.089252066321933e-08
1946,5.150808490839154e-08,0.0,8.352662561605939e-09
1947,6.07964452115084e-08,0.0,1.907339353124371e-08
1948,4.783630558335972e-08,0.0,3.2615663503321457e-09
1949,6.47922533403289e-08,0.0,8.835307596655184e-09
1950,4.4668517773516214e-08,0.0,1.808011518278363e-08
1951,7.356366893418453e-08,0.0,8.529121409139861e-09
1952,5.2724018928529404e-08,0.0,1.5817205323287453e-08
1953,4.955960619668076e-08,0.0,5.386913581872932e-09
1954,2.7363100230104465e-08,0.0,1.9545073115523337e-08
1955,3.003394510869839e-08,0.0,1.783265446420046e-08
1956,5.319896345667985e-08,0.0,7.849027205963921e-09
1957,3.710716001137371e-08,0.0,1.236905244894615e-08
1958,3.8052320405768114e-08,0.0,9.926692356998501e-09
1959,3.952881399982289e-08,0.0,1.2401196514133517e-08
1960,3.18358317485945e-08,6.920833350854139e-10,1.7302083321624195e-08
1961,3.126671543896009e-08,0.0,1.181187059273725e-08
1962,3.868593267952747e-08,0.0,1.585489073363533e-08
1963,3.0390449268224984e-08,0.0,9.69907976156037e-09
1964,4.319617374903828e-08,0.0,2.3727476872181796e-08
1965,3.173785145804686e-08,0.0,1.6963333848707407e-08
1966,4.375868911665748e-08,0.0,8.862519607077957e-09
1967,4.092178684800274e-08,0.0,1.035370456037299e-08
1968,3.9973599541553995e-08,4.4914158503495116e-10,1.0330256650092906e-08
1969,4.995933622353732e-08,4.5417578031781147e-10,1.2716921737876419e-08
1970,4.092865424354386e-08,0.0,1.7015283404475667e-08
1971,3.494110245583215e-08,0.0,2.1581270104320538e-08
1972,4.360624927812751e-08,2.0520587451500205e-09,8.208234980600082e-09
1973,3.142526239230392e-08,0.0,1.2129047988196362e-08
1974,3.7691329168865195e-08,0.0,1.1251143128276908e-08
1975,3.198428899509054e-08,5.711480177694739e-10,1.313640396460869e-08
1976,3.713792295911844e-08,0.0,6.2848797277581525e-09
1977,2.4094806150287695e-08,0.0,1.057820764316375e-08
1978,4.217819693508318e-08,0.0,1.0693064211864112e-08
1979,4.037861600636461e-08,0.0,1.404473604083023e-08
1980,4.8892296433677984e-08,0.0,1.4212877097463661e-08
1981,3.6055631369436014e-08,0.0,9.488323904349727e-09
1982,3.1037512115972277e-08,0.0,1.3656505259973528e-08
1983,3.789189761960188e-08,0.0,9.47297440490047e-09
1984,2.8415142239168745e-08,0.0,5.219107812592938e-09
1985,3.9702683807263384e-08,0.0,7.820225356169885e-09
1986,3.6566362382473017e-08,0.0,1.6784559520033326e-08
1987,3.5442738521851425e-08,0.0,1.5277041853778428e-08
1988,4.557380961500712e-08,0.0,1.9188972188999287e-08
1989,3.677041959804228e-08,0.0,1.7013178421620978e-08
1990,2.8332985735346483e-08,5.44865097484859e-10,1.4166492867673242e-08
1991,2.4032006606944378e-08,0.0,9.37834432335194e-09
1992,3.0855687782604946e-08,0.0,7.162927584403178e-09
1993,2.1048988330107932e-08,0.0,1.4401939196773128e-08
1994,3.2177052133874895e-08,0.0,7.384897138251745e-09
1995,3.307695095600138e-08,0.0,9.21816667442954e-09
1996,3.149474281372022e-08,5.338092190498855e-10,1.3345230698291743e-08
1997,2.5892429533769246e-08,0.0,6.7128524960935465e-09
1998,3.146965354972053e-08,0.0,7.629006759657386e-09
1999,3.564757022900267e-08,0.0,1.0511462811280126e-08
2000,3.3135236776615784e-08,0.0,1.3254094710646314e-08
2001,4.205963222148057e-08,0.0,7.886181485616817e-09
2002,4.162160394116654e-08,8.76244299341522e-10,4.81934359086722e-09
2003,3.1251921939201566e-08,4.1669229178253886e-10,1.12506919336397e-08
2004,3.964312256243829e-08,0.0,1.5857247959161214e-08
2005,3.783149793434859e-08,0.0,1.8915748967174295e-08
2006,5.394435831362898e-08,0.0,1.93540827808647e-08
2007,6.191443446823541e-08,3.994479469415779e-10,2.236908436259455e-08
2008,5.960415450090295e-08,0.0,3.405951787271988e-08
2009,7.390698186782174e-08,2.384096253749135e-09,3.2423709939166656e-08
2010,8.644541082958312e-08,0.0,3.7790343299093365e-08
2011,1.4301654971404787e-07,0.0,6.921388973069043e-08
2012,1.763402934784608e-07,0.0,6.16169728573368e-08
2013,1.3973516388432472e-07,0.0,5.299337502151502e-08
2014,1.323086991078526e-07,0.0,4.612398285530617e-08
2015,1.516137615453772e-07,2.2165753954528356e-10,5.3862780902136365e-08
2016,1.4064399067592603e-07,0.0,5.9033190780155564e-08
2017,1.182337356908647e-07,5.031222660711876e-10,6.339340785643799e-08
2018,1.4946692772355163e-07,0.0,6.582740041949364e-08
2019,1.3596765313650394e-07,2.55098775436835e-10,6.42848902998594e-08
