year,mieux_ADV hérité_VERB,mieux_ADV mérité_VERB
1940,0.0,2.2822046474857416e-08
1941,0.0,2.066051862925633e-08
1942,0.0,1.517105907566929e-08
1943,0.0,3.4838823381733164e-08
1944,0.0,1.6065930807940276e-08
1945,0.0,3.703456741277478e-08
1946,0.0,2.645009899993056e-08
1947,0.0,2.3841742802233057e-08
1948,0.0,2.391815279167986e-08
1949,0.0,1.0798709482173763e-08
1950,0.0,2.3397795700930146e-08
1951,0.0,1.9190522948520083e-08
1952,0.0,1.687168627029223e-08
1953,0.0,3.5553629373907825e-08
1954,0.0,1.5636057781875934e-08
1955,0.0,2.2525458831523792e-08
1956,0.0,1.2209598665435806e-08
1957,0.0,8.835037590415595e-09
1958,0.0,2.2335056470978998e-08
1959,0.0,1.007597205671118e-08
1960,1.3841666701708277e-09,1.2457499920515147e-08
1961,0.0,1.528595028332802e-08
1962,0.0,1.77574772664002e-08
1963,6.466053248388448e-10,1.7458344103715717e-08
1964,0.0,2.251068309533366e-08
1965,0.0,2.681301225493371e-08
1966,0.0,1.9386762417639147e-08
1967,0.0,2.662381248796919e-08
1968,0.0,1.976222918642634e-08
1969,4.5417578031781147e-10,2.0892086283197386e-08
1970,0.0,1.6555409487750694e-08
1971,0.0,2.1067430466814585e-08
1972,1.0260293725750103e-09,2.0007572487656944e-08
1973,0.0,1.7090931336838366e-08
1974,0.0,1.518904291231138e-08
1975,5.711480177694739e-10,1.8847885030481848e-08
1976,5.713526873840635e-10,1.2569759455516305e-08
1977,0.0,1.1753563455840776e-08
1978,0.0,2.257424647211792e-08
1979,0.0,1.345953837272873e-08
1980,0.0,1.193881615790815e-08
1981,0.0,1.5181319312773667e-08
1982,0.0,1.8622506203769262e-08
1983,0.0,1.4525227243211702e-08
1984,0.0,1.5657322549600394e-08
1985,0.0,1.804667348892508e-08
1986,0.0,8.991728250862252e-09
1987,0.0,1.649920555735207e-08
1988,0.0,2.1587593934668803e-08
1989,0.0,1.8659616074501173e-08
1990,0.0,1.6345952147389653e-08
1991,0.0,1.992898113201136e-08
1992,2.2039776670368383e-09,1.4325855168806356e-08
1993,0.0,1.0524494165053966e-08
1994,0.0,1.2659823411809157e-08
1995,0.0,1.0844901865425527e-08
1996,0.0,1.0676184380997711e-08
1997,0.0,1.054876808126437e-08
1998,0.0,1.0013071261028017e-08
1999,0.0,1.2339542720951613e-08
2000,0.0,1.899753598877396e-08
2001,0.0,1.3143635513301888e-08
2002,4.38122149670761e-10,1.2267419968736704e-08
2003,0.0,9.167230530238157e-09
2004,0.0,8.369103632333008e-09
2005,0.0,9.908249332113428e-09
2006,1.6471559671771274e-09,8.64756888319107e-09
2007,0.0,1.837460494868992e-08
2008,4.257439678578834e-10,1.1495087548496485e-08
2009,0.0,1.0490023072406984e-08
2010,4.723793023408973e-10,8.502827775203059e-09
2011,3.82397197240536e-10,8.030340836739924e-09
2012,0.0,1.191488419038933e-08
2013,0.0,1.0040849929282558e-08
2014,0.0,1.1260315346817151e-08
2015,2.2165753954528356e-10,1.7067630864175953e-08
2016,4.1426800878596737e-10,2.0299133041135065e-08
2017,7.54683426862357e-10,5.0312225496895735e-09
2018,2.5814667070633845e-10,8.002547069452248e-09
2019,5.1019755087367e-10,8.418259866971312e-09
