year,autres_ADJ âges_NOUN,autres_ADJ ages_NOUN,autres_ADJ mages_NOUN
1800,1.0375742931501009e-07,0.0,0.0
1801,1.8096987730586989e-07,0.0,0.0
1802,1.6112448975036386e-07,0.0,0.0
1803,1.5992782209650613e-07,0.0,1.950339179046523e-08
1804,9.640218934237055e-08,0.0,0.0
1805,8.812921237222326e-08,0.0,0.0
1806,4.8988376022407465e-08,0.0,0.0
1807,3.131650672116848e-08,0.0,0.0
1808,9.290903335568146e-08,0.0,6.798221985349073e-09
1809,8.584316191218022e-08,2.259030518203531e-09,0.0
1810,1.0296557917399696e-07,0.0,2.3401267590372754e-09
1811,3.008491944456182e-08,0.0,1.7549536934780008e-08
1812,1.7870294755084615e-07,0.0,0.0
1813,1.35159851311073e-07,2.8757416448144113e-09,5.751483289628823e-09
1814,1.541871768040437e-07,0.0,3.1466771410748606e-09
1815,1.780167480092132e-07,0.0,0.0
1816,4.6352077731626196e-08,0.0,2.3176038865813098e-09
1817,7.7843672841027e-08,0.0,3.113746815941454e-09
1818,1.192117764503564e-07,0.0,1.9073883805731384e-08
1819,1.511253344688157e-07,0.0,1.0351049795076506e-08
1820,2.0173017389879533e-07,3.5599443393152796e-09,0.0
1821,1.272131981977509e-07,1.97229765852569e-09,0.0
1822,1.0426640528748976e-07,2.0051231786055723e-09,1.0025615893027862e-09
1823,8.004976592701496e-08,0.0,3.9530747564242574e-09
1824,1.5747480119898682e-07,1.6842225392110777e-09,5.052667617633233e-09
1825,7.836844417852262e-08,0.0,4.4027217427355936e-09
1826,6.077509340229881e-08,0.0,1.7615968683770689e-09
1827,8.019027575301152e-08,1.8434546111834038e-09,0.0
1828,1.8986663974374096e-07,1.8344602503717056e-09,0.0
1829,1.4660130887023115e-07,1.714635211591542e-09,3.429270423183084e-09
1830,1.0854309095975623e-07,0.0,0.0
1831,8.731075240575592e-08,1.5591206103948707e-09,1.5591206103948707e-09
1832,1.3394669906574563e-07,1.3529969367098715e-09,1.3529969367098715e-09
1833,1.5290389399069682e-07,1.1583628500844156e-09,2.3167257001688313e-09
1834,1.2508272106970253e-07,2.8003592777992026e-09,0.0
1835,8.924443761770817e-08,0.0,0.0
1836,1.1761312634916976e-07,1.3441500135158435e-09,2.688300027031687e-09
1837,1.5655254514967964e-07,2.7831563720326358e-09,2.087367279024477e-09
1838,1.009945904684173e-07,0.0,2.5248647617104325e-09
1839,1.50316722624666e-07,2.09744255297295e-09,6.9914751765765e-10
1840,8.599079848181646e-08,1.2739377330817092e-09,0.0
1841,1.5922960017178411e-07,6.420548537278137e-10,6.420548537278137e-10
1842,2.9046788085906883e-07,2.0124795163667386e-09,3.3541325272778977e-09
1843,1.4826346728114004e-07,1.1813822142769936e-09,1.594865928211675e-08
1844,1.4599572750739753e-07,2.1954245643662773e-09,1.701453911095996e-08
1845,1.7242903993519576e-07,5.580227946389016e-10,7.812319235966925e-09
1846,1.4577707929674943e-07,5.854501328173001e-10,2.9272506640865004e-09
1847,1.3213397664912918e-07,1.0786447290911383e-09,5.9325460100012606e-09
1848,1.3033259449457546e-07,1.6090443422100975e-09,9.654266219794039e-09
1849,1.0893239732467919e-07,0.0,8.379414939696517e-09
1850,1.439267123259924e-07,1.3577992064028876e-09,0.0
1851,1.0448091103398838e-07,6.449438760824933e-10,5.8044946626978344e-09
1852,1.3216407523941598e-07,0.0,3.2552727180501506e-09
1853,1.8931024214907666e-07,2.9859659189668264e-09,8.95789775690048e-09
1854,2.0938527711678034e-07,3.63696517347023e-09,1.195002835574499e-08
1855,1.3373481522194197e-07,1.5920811335945473e-09,1.0613874223963649e-08
1856,9.681343726697378e-08,1.5531567698623405e-09,5.177189232874468e-10
1857,8.786716421127494e-08,9.763018171682347e-10,1.5620829074691756e-08
1858,7.53626139271546e-08,1.4681028059904122e-09,4.893676019968041e-10
1859,9.878816342734353e-08,0.0,4.582956236731661e-09
1860,9.9324893199082e-08,9.154367819341758e-10,1.6477862185837466e-08
1861,1.9005334195298929e-07,9.431927461278633e-10,2.8295783494058924e-09
1862,1.3599138526387833e-07,9.035972525772706e-10,1.3102160467681756e-08
1863,1.0588595955596247e-07,9.989241656072068e-10,1.1487628182038634e-08
1864,1.0164823294189773e-07,1.4384183844029508e-09,1.0068928801842958e-08
1865,1.2237795488090342e-07,2.3534221793575227e-09,1.882737743486018e-09
1866,1.2310000840898283e-07,2.9193677475447544e-09,1.4596838737723772e-09
1867,1.232614152968381e-07,2.426405742994575e-09,8.73506067478047e-09
1868,1.150990627252213e-07,4.93987406535723e-09,5.433861360870651e-09
1869,1.2843655383676378e-07,6.836927024522765e-09,2.246418739915157e-08
1870,1.588331457469394e-07,1.7202146374017957e-09,1.1468097138589428e-08
1871,4.779529660936532e-08,0.0,1.6993883633631413e-08
1872,1.7839650467976753e-07,6.047339295989218e-10,5.442605366390296e-09
1873,1.2450888675630267e-07,2.9930021794299932e-09,5.986004469882289e-10
1874,1.0156835372754358e-07,2.3898436007918633e-09,1.5533984321081107e-08
1875,1.0699255881263525e-07,1.1443054281912168e-09,3.4329163400848017e-09
1876,9.37132327294421e-08,6.04601479992084e-10,1.3301232559825849e-08
1877,1.5894977423158707e-07,0.0,4.9478527941460015e-09
1878,1.2621694622794166e-07,1.8117266020745149e-09,7.2469064082980594e-09
1879,1.1057878879228156e-07,6.10932526790009e-10,4.27652757650776e-09
1880,1.1744658934276231e-07,2.5671385017744797e-09,3.8507077526617195e-09
1881,1.0598211730439289e-07,0.0,3.486253785656146e-09
1882,8.119570082953942e-08,2.6621540527571597e-09,1.9966155395678697e-09
1883,8.278333751832179e-08,6.319338941018771e-10,6.319338941018771e-10
1884,7.393900602892245e-08,1.3203393933736152e-09,1.3203393933736152e-09
1885,9.410628365458251e-08,0.0,5.156508553483263e-09
1886,7.486018205327127e-08,1.2906927748801422e-09,1.097088819790315e-08
1887,7.181817096579834e-08,1.9586773869484375e-09,2.6115698492645834e-09
1888,7.291706793921549e-08,1.9021844099853524e-09,0.0
1889,8.019375030698939e-08,1.8795409673089125e-09,1.2530273485467092e-09
1890,3.6704562944578356e-08,6.554386478008212e-10,5.898947774696239e-09
1891,8.159001652074949e-08,6.374220040683554e-10,1.1473595851185792e-08
1892,8.399806716852254e-08,6.268512375839919e-10,1.2537024751679837e-09
1893,6.404753349897874e-08,6.158416554491453e-10,6.158416665513755e-09
1894,5.230277722034771e-08,6.301539290376468e-10,6.9316934414587195e-09
1895,5.777869915846168e-08,6.018614495673091e-10,7.824198622330414e-09
1896,7.31231608597227e-08,1.179405795248556e-09,2.94851448812139e-09
1897,5.884980680548324e-08,5.82671366711196e-09,8.740070001067579e-09
1898,4.6964345301603316e-08,1.13167097914868e-09,6.224190496340043e-09
1899,4.753717419703207e-08,5.527578395003729e-10,1.326618814800895e-08
1900,6.229263505019844e-08,2.07642125715779e-09,6.22926377147337e-09
1901,4.247441509619421e-08,5.588738916095792e-10,1.117747761014698e-08
1902,7.512734612191707e-08,4.910283846193408e-10,1.0311596243539611e-08
1903,4.968202560462487e-08,1.6200660812870638e-09,1.6200660812870638e-09
1904,4.998401337275027e-08,0.0,3.7622376325430196e-09
1905,5.522012003211785e-08,1.5482277126999122e-09,6.708986810544104e-09
1906,5.9158121956670584e-08,1.0288369045596824e-09,3.6009290549365858e-09
1907,1.496567421099826e-07,4.114274587685429e-09,7.714265004565846e-09
1908,5.058730678797474e-08,1.4734167219643268e-09,4.911389073214423e-10
1909,5.0609049395689e-08,2.7504918342913243e-09,2.2003934230241384e-09
1910,7.214603670036013e-08,1.6032452032632705e-09,6.412980813053082e-09
1911,5.054355511902031e-08,1.5961122423746588e-09,3.1922244847493175e-09
1912,8.803922213473925e-08,1.5628263128064646e-09,3.6465947483854677e-09
1913,5.992378504515727e-08,0.0,4.242391882236518e-09
1914,5.1564928327252346e-08,1.3393487430235496e-09,4.687720656093575e-09
1915,6.125996065975414e-08,0.0,4.712304657594757e-09
1916,1.8678685265172135e-08,0.0,3.2962386153911893e-09
1917,7.128176093829097e-08,0.0,7.676496771580332e-09
1918,4.5945505178224266e-08,0.0,0.0
1919,4.603924352863942e-08,0.0,3.6831393490643904e-09
1920,4.770506123463747e-08,1.514446346106979e-09,3.028892692213958e-09
1921,6.588290091258386e-08,1.5145494858259667e-09,3.786373770076068e-09
1922,4.721878710256533e-08,7.377935484775833e-10,8.11572919978687e-09
1923,5.6264525483129546e-08,2.1231896241147297e-09,5.307974060286824e-09
1924,6.059063650809549e-08,0.0,2.578324886925998e-09
1925,3.519416935660047e-08,3.299453377181294e-09,7.698724546756353e-09
1926,4.56991671171636e-08,1.1146138456652466e-09,6.687682962969177e-09
1927,2.8987985345452216e-08,0.0,3.3447675740205796e-09
1928,5.0274582719112004e-08,0.0,1.371124969118398e-08
1929,5.458799279267623e-08,3.342121912552898e-09,4.4561625500705304e-09
