year,autres_ADJ âges_NOUN,autres_ADJ ages_NOUN,autres_ADJ mages_NOUN
1930,3.991369368350206e-08,5.251801771244402e-09,4.201441416995522e-09
1931,5.47457119637329e-08,0.0,6.843213995466613e-09
1932,5.041386685888938e-08,2.1919073223131136e-09,4.383814644626227e-09
1933,2.982372038218273e-08,0.0,6.882397540763918e-09
1934,5.152079296522061e-08,4.7926320689839486e-09,2.3963160344919743e-09
1935,5.2660450222674626e-08,2.393656828303392e-09,7.180970484910176e-09
1936,2.3036957230715416e-08,0.0,0.0
1937,5.9178255185088346e-08,1.2591118148108649e-09,1.2591118148108649e-09
1938,4.019216603978748e-08,1.2965214457594243e-09,7.779128785578848e-09
1939,5.8117393564316444e-08,0.0,6.117620188206274e-09
1940,4.3108308034334186e-08,2.5357829169792012e-09,0.0
1941,8.559357667081713e-08,0.0,5.9030051957620344e-09
1942,4.8547388331598995e-08,0.0,9.102635090130207e-09
1943,2.9032351633873077e-08,0.0,2.9032352077962287e-09
1944,8.675602458652065e-08,6.4263723231761105e-09,0.0
1945,4.574858536443571e-08,2.178504043826024e-09,1.742803190651898e-08
1946,5.986074569364064e-08,4.1763312808029696e-09,4.1763312808029696e-09
1947,5.4836007734593295e-08,1.1920870957027319e-09,8.344609669919123e-09
1948,6.305695166020087e-08,6.523132922708896e-09,9.784699050996437e-09
1949,4.810334175431308e-08,9.817008317369869e-10,9.817008317369869e-10
1950,5.104973510583477e-08,1.0635361480382244e-09,2.1270722960764488e-09
1951,7.569595084078173e-08,0.0,1.1727541826545007e-08
1952,7.4868104604775e-08,0.0,1.0544803918932644e-09
1953,6.141081598798337e-08,2.1547654771580937e-09,4.3095309543161875e-09
1954,6.352148318455875e-08,9.772536113672459e-10,6.840775279570721e-09
1955,6.569925403709931e-08,0.0,9.385607846468247e-10
1956,6.715278999536167e-08,1.744228317335228e-09,8.721141364631535e-09
1957,7.863183526524153e-08,8.835037701437898e-10,2.6505113659425206e-09
1958,5.046068451974861e-08,0.0,3.3088973783179654e-09
1959,3.332821663093455e-08,7.750747821333448e-10,3.100299128533379e-09
1960,5.052208251754564e-08,0.0,1.1765416307873977e-08
1961,8.129346440455265e-08,1.3896318540318475e-09,6.94815938118154e-09
1962,6.532214769094935e-08,0.0,1.9025869768540815e-09
1963,6.272071573221183e-08,1.9398159745165344e-09,0.0
1964,6.266487417860844e-08,0.0,7.909158661334459e-09
1965,6.073967995234852e-08,3.2832261354087677e-09,4.924839203113152e-09
1966,7.699313897546745e-08,1.1078149508847446e-09,4.985167167959048e-09
1967,5.521975765532261e-08,4.930335584241163e-10,8.381570493209978e-09
1968,8.713346488775642e-08,8.982831700699023e-10,6.287982079467014e-09
1969,1.0173537390301135e-07,1.8167031212712459e-09,6.812636621500445e-09
1970,6.484201975354154e-08,1.3796175313274261e-09,1.3796175091229657e-08
1971,8.324204259224643e-08,0.0,4.624557625731995e-09
1972,6.310080635785198e-08,1.0260293725750103e-09,1.0260293725750103e-09
1973,7.112032562872628e-08,0.0,5.513203726881244e-09
1974,6.469407765052893e-08,2.2502286700643026e-09,6.750686232237513e-09
1975,5.0832174025572385e-08,1.1422960355389478e-09,7.996072248772634e-09
1976,6.227744364650789e-08,0.0,3.428116124304381e-09
1977,6.699531240883516e-08,1.7630346071939584e-09,5.876782005476144e-09
1978,5.346532105932056e-08,5.940591352171509e-10,8.316827670995508e-09
1979,6.905328575612657e-08,7.607565244427406e-09,1.7555920051037788e-09
1980,5.5145960686786566e-08,5.685150683554241e-10,2.8425753417771205e-09
1981,5.060439534076977e-08,1.897664858585557e-09,8.223214109648325e-09
1982,6.9524027423995e-08,0.0,1.8622506869903077e-09
1983,7.1363068343544e-08,2.5261264191556165e-09,5.683784332077835e-09
1984,6.494889248642721e-08,4.059305891424003e-09,7.538711099819295e-09
1985,5.8350913434424e-08,6.015558051686298e-10,4.210890525158106e-09
1986,5.3350920126149504e-08,0.0,2.997242676272549e-09
1987,5.377518874638554e-08,0.0,5.499735000746853e-09
1988,8.275244312017094e-08,0.0,8.395175166153734e-09
1989,6.366222038423075e-08,5.488122178931576e-10,4.390497743145261e-09
1990,6.865300150593612e-08,1.6345953479657283e-09,4.903785877363731e-09
1991,6.857914058855386e-08,1.1722930404189924e-09,7.619904818234602e-09
1992,5.895640242670197e-08,0.0,4.958949806344037e-09
1993,7.090185505376212e-08,0.0,8.308810806045841e-09
1994,6.540908970009696e-08,5.274926606624319e-10,5.274926717646622e-09
1995,4.825981392286849e-08,0.0,2.1689803286761844e-09
1996,5.231330391097799e-08,1.6014276571496566e-09,7.473329066698398e-09
1997,4.938741327009666e-08,4.79489448146353e-10,6.233362936924891e-09
1998,5.864798779953162e-08,0.0,1.0966697328029795e-08
1999,4.433094957789763e-08,0.0,4.570201161957499e-09
2000,4.948195453380322e-08,0.0,5.7434409450607404e-09
2001,7.316623396036448e-08,0.0,3.5049695090716426e-09
2002,7.491888709409977e-08,8.76244299341522e-10,4.819343757400674e-09
2003,6.667076490884938e-08,8.333845835650777e-10,9.167230530238157e-09
2004,5.550036874524267e-08,0.0,5.285749449246424e-09
2005,6.215174153112457e-08,0.0,9.007499190971657e-09
2006,5.888582421675892e-08,0.0,6.58862386870851e-09
2007,4.753430715709328e-08,3.994479469415779e-10,1.3581230362547103e-08
2008,4.768332573235057e-08,4.257439678578834e-10,6.811903485726134e-09
2009,3.862236042095901e-08,4.76819250749827e-10,9.536384792951935e-09
2010,4.5820790717243653e-08,0.0,1.5588517143783065e-08
2011,5.20060190467575e-08,3.82397197240536e-10,3.1356570229235103e-08
2012,4.4595712012096556e-08,0.0,5.548931891752318e-08
2013,5.076207543197597e-08,0.0,6.359205118044997e-08
2014,4.027728195410418e-08,0.0,7.275895730352033e-08
2015,3.989835661855068e-08,0.0,4.588311131037415e-08
2016,4.8262222662742715e-08,0.0,5.7583254609028245e-08
2017,3.1193579275168304e-08,0.0,4.880285953134944e-08
2018,3.2268335559137995e-08,0.0,5.2145626483479646e-08
2019,3.21424451499297e-08,0.0,6.071350799885522e-08
