year,leurs_DET êtres_NOUN,leurs_DET mètres_NOUN
1800,0.0,3.144164484325529e-09
1801,4.7623651688866175e-09,0.0
1802,2.2378401354217203e-08,0.0
1803,5.070882025393075e-08,0.0
1804,1.4831105232815389e-08,0.0
1805,2.842877711017877e-09,0.0
1806,2.881669125542885e-09,0.0
1807,8.540865792383556e-09,2.8469551160981155e-09
1808,1.5862518409903714e-08,0.0
1809,2.259030518203531e-09,2.259030518203531e-09
1810,0.0,0.0
1811,5.0141535368197765e-09,0.0
1812,0.0,1.600324850414836e-08
1813,1.1502966579257645e-08,1.1502966579257645e-08
1814,3.1466772298927026e-08,0.0
1815,2.697223555614414e-09,0.0
1816,3.7081662185300956e-08,0.0
1817,1.556873407970727e-09,1.71256075987003e-08
1818,7.152706427149269e-09,0.0
1819,0.0,0.0
1820,1.1866481131050932e-09,0.0
1821,8.875339574387908e-09,0.0
1822,1.303330066093622e-08,0.0
1823,0.0,0.0
1824,6.736890156844311e-09,3.3684450784221553e-09
1825,1.584979791857677e-08,0.0
1826,7.0463874735082754e-09,8.807984341885344e-10
1827,8.295545583791863e-09,0.0
1828,3.668920500743411e-09,0.0
1829,1.3717081692732336e-08,8.573175946935407e-09
1830,1.0436835840010872e-09,0.0
1831,0.0,1.5591206103948707e-09
1832,1.3529969367098715e-09,1.0823975493678972e-08
1833,1.18153010930655e-07,9.266902800675325e-09
1834,6.16079063320285e-08,0.0
1835,1.5126175867408165e-09,2.2689263801112247e-09
1836,4.032449929525228e-09,0.0
1837,8.349468672008697e-09,0.0
1838,1.8936486156917454e-08,7.574594285131298e-09
1839,3.4957374772659477e-09,2.7965900706306e-09
1840,7.64362617644565e-09,1.2739377330817092e-09
1841,5.1364388298225094e-09,0.0
1842,5.366612043644636e-09,4.024959032733477e-09
1843,1.7130041385371442e-08,2.953455480181333e-09
1844,8.781698035420504e-09,1.097712254427563e-09
1845,1.674068439427856e-09,5.580227835366713e-09
1846,9.952652035849496e-09,1.1709002656346001e-09
1847,2.1572894581822766e-09,0.0
1848,0.0,8.045221711050488e-10
1849,8.379414939696517e-10,0.0
1850,5.0238568860550004e-08,0.0
1851,3.2247193804124663e-09,0.0
1852,0.0,6.510545436100301e-10
1853,0.0,0.0
1854,0.0,3.63696517347023e-09
1855,5.837630823180007e-09,1.0613874223963649e-09
1856,5.177189232874468e-10,1.0354378465748937e-09
1857,4.393358121745905e-09,4.393358121745905e-09
1858,7.34051397444091e-09,0.0
1859,1.2221216039165483e-08,7.129042689513199e-09
1860,1.373155145145688e-09,4.119465657481669e-09
1861,2.8295783494058924e-09,4.2443675241088386e-09
1862,1.1294965851504912e-08,4.9697850279528666e-09
1863,5.9935452156878455e-09,3.496234635136375e-09
1864,4.315255264231155e-09,5.753673537611803e-09
1865,1.1296426905005319e-08,9.41368871743009e-10
1866,5.352174259343201e-09,9.731225825149181e-10
1867,4.85281148598915e-10,2.426405742994575e-09
1868,4.44588676984381e-09,8.89177353968762e-09
1869,1.4650557433881772e-09,1.4650557433881772e-09
1870,8.601073631098188e-09,0.0
1871,1.0621177271019633e-09,0.0
1872,1.269941218851045e-08,4.23313739617015e-09
1873,4.190203295451056e-09,7.781805422268917e-09
1874,3.5847653734322193e-09,2.3898436563030145e-09
1875,1.1443054503956773e-08,2.2886108563824337e-09
1876,1.813804439976252e-09,2.478866001354163e-08
1877,1.8554447978047506e-09,8.040260901509555e-09
1878,3.0195443923020093e-09,1.2078177347163432e-09
1879,5.498392852132383e-09,1.710611030603104e-08
1880,1.0268554007097919e-08,5.776061406947974e-09
1881,3.4862537301449947e-09,1.1853263259808955e-08
1882,8.652000893505374e-09,6.655385131892899e-10
1883,3.791603475633565e-09,5.0554711528150165e-09
1884,1.8484751507230612e-08,1.5183903911974994e-08
1885,2.5782542767416317e-09,1.353583467533781e-08
1886,8.38950331427668e-09,1.0325542199041138e-08
1887,9.793386768208734e-09,4.570247291724172e-09
1888,2.0924028509838877e-08,1.268122939990235e-09
1889,1.3783300722991498e-08,3.132568426877924e-09
1890,9.831579994568074e-09,1.9663159989136147e-09
1891,1.466070642663908e-08,3.824531802365527e-09
1892,1.6298132621272998e-08,3.761107425503951e-09
1893,1.0469308087124318e-08,0.0
1894,1.764431090123253e-08,6.301539290376468e-10
1895,3.0694934372021976e-08,3.0093072478365457e-09
1896,1.9460195621601173e-08,5.307326134129653e-09
1897,1.1653426668090106e-08,1.1653427112179315e-09
1898,2.319925584970406e-08,6.224190496340043e-09
1899,2.1004797901014172e-08,1.1055156790007459e-09
1900,2.180242297811219e-08,1.5573159428683425e-09
1901,5.029864968975062e-09,0.0
1902,9.329539640834383e-09,4.910283846193408e-10
1903,1.8900771392438287e-08,1.6200660812870638e-09
1904,2.418581335206227e-08,5.374625189347171e-10
1905,2.6319871837543474e-08,1.0321518084666081e-09
1906,3.6009292214700395e-08,0.0
1907,1.902852053703441e-08,4.114274698707732e-09
1908,1.1296195090437777e-08,7.367083831866239e-09
1909,1.870334465081669e-08,8.801573692096554e-09
1910,3.366815093386322e-08,0.0
1911,1.968538476671e-08,9.044636151145369e-09
1912,2.7088990606216612e-08,1.0418842455450772e-09
1913,2.0151361468379037e-08,8.484783542428431e-09
1914,1.7411533548283842e-08,7.366418142140674e-09
1915,4.005459075528961e-08,1.8849219074468238e-08
1916,5.0542325880087446e-08,3.2962386153911893e-09
1917,3.61891991929042e-08,5.483212106582869e-09
1918,1.8378202071289707e-08,5.743188147278033e-09
1919,1.6574126959767455e-08,6.4454939163738345e-09
1920,4.164727540612034e-08,5.300562211374427e-09
1921,2.196096815509918e-08,7.572747762196741e-09
1922,4.131644004701229e-08,1.696925089333945e-08
1923,3.6094224498128824e-08,1.2739137744688378e-08
1924,4.898817351772777e-08,7.734974438733389e-09
1925,2.0896538499570738e-08,3.299453377181294e-09
1926,1.3375366592072169e-08,6.687683296036084e-09
1927,4.5711821883287485e-08,7.804457524684949e-09
1928,2.6279895593006586e-08,7.998228745975666e-09
1929,2.0052731031228177e-08,8.912325100141061e-09
1930,1.3654684494213143e-08,3.1510811737689437e-09
1931,1.596749932275543e-08,1.3686427990933225e-08
1932,1.753525857850491e-08,7.6716757391182e-09
1933,1.3764794637438627e-08,1.4911860191091364e-08
1934,5.990790086229936e-09,2.3963160344919743e-09
1935,1.196828414151696e-08,3.590485242455088e-09
1936,1.576212937948185e-08,8.487299751891442e-09
1937,1.3850230295986421e-08,0.0
1938,2.852347158466273e-08,2.5930428915188486e-09
1939,2.9058696782158222e-08,6.117620188206274e-09
1940,5.0715658339584024e-09,0.0
1941,1.1806010391524069e-08,0.0
1942,2.4273694831933312e-08,3.034211770724937e-09
1943,5.2258233296242906e-08,0.0
1944,3.213186161588055e-08,9.639558484764166e-09
1945,3.267756198965799e-08,6.535512131478072e-09
1946,3.6194869323935563e-08,5.568441707737293e-09
1947,2.5033829231801974e-08,1.1920870957027319e-09
1948,1.7395020535104777e-08,5.435944139264848e-09
1949,1.570721330779179e-08,1.2762110479513922e-08
1950,1.4889506516624351e-08,3.190608444114673e-09
1951,3.0918066329377325e-08,1.8124383771578323e-08
1952,1.6871685715180718e-08,4.2179215675730575e-09
1953,1.1851210013347213e-08,2.1547654771580937e-09
1954,3.127211556375187e-08,9.772536113672459e-10
1955,1.8771215692936494e-08,1.5016972554349195e-08
1956,3.488456457034772e-08,4.360570571293465e-09
1957,1.9437083054185678e-08,6.184526224473075e-09
1958,1.4062814024384807e-08,2.4816730892496253e-09
1959,1.3176271296266862e-08,6.975672928177801e-09
1960,2.0070416439921246e-08,4.152500121534786e-09
1961,1.945484662257968e-08,5.55852741612739e-09
1962,2.3465238307984748e-08,3.170978146727066e-09
1963,1.939815952312074e-08,1.939815863494232e-09
1964,2.007709548612624e-08,3.6503808864551957e-09
1965,2.0793764932136583e-08,7.1136563306595235e-09
1966,2.4925835617750636e-08,3.3234448526542337e-09
1967,1.1832804958089582e-08,4.437302081328198e-09
1968,2.560107012494761e-08,3.5931326802796093e-09
1969,3.2246479264586014e-08,4.087581828571274e-09
1970,2.9431840076199478e-08,6.438214850135182e-09
1971,3.134422532635739e-08,4.624557625731995e-09
1972,2.1033601527165047e-08,8.208234980600082e-09
1973,1.5988290802404492e-08,2.7566018356850464e-09
1974,1.2938814464291681e-08,6.1881286761433785e-09
1975,2.1132476213381324e-08,5.140332159925265e-09
1976,7.427584713948221e-09,1.7140580066410394e-09
1977,1.704266772151186e-08,1.7630346071939584e-09
1978,1.9603952239322098e-08,3.5643548113029055e-09
1979,1.6385525491990904e-08,2.925986564150662e-09
1980,1.9329512213062117e-08,4.548120546843393e-09
1981,1.2651098835192442e-08,2.5302198114474095e-09
1982,1.3035754697909852e-08,2.483000915987077e-09
1983,1.136756866415567e-08,6.315316047889041e-10
1984,1.6237223121606803e-08,9.278413592994639e-09
1985,2.285912048538563e-08,3.0077789148208467e-09
1986,1.8582904104391673e-08,5.395036861699509e-09
1987,1.588812459374367e-08,5.49973533381376e-09
1988,1.6190695006912392e-08,6.596209356501959e-09
1989,2.3050112929468014e-08,6.036934507847036e-09
1990,3.160217648678909e-08,9.262707045820662e-09
1991,1.4653663171770859e-08,6.4476117778156095e-09
1992,2.0386792698445788e-08,1.1570882918476855e-08
1993,2.1048988330107932e-08,1.0524494165053966e-08
1994,2.162719958676007e-08,8.439882570598911e-09
1995,2.3858783393393423e-08,5.4224509327127635e-09
1996,1.92171327739743e-08,4.270473752399084e-09
1997,2.7810388658622287e-08,8.630809844589749e-09
1998,2.43174582692518e-08,6.198567881199324e-09
1999,2.376504681933511e-08,7.312321859131998e-09
2000,3.0042613841096966e-08,2.6508188977203417e-09
2001,2.497290782499384e-08,9.20054432640427e-09
2002,4.205972459203622e-08,3.504977197366088e-09
2003,3.041853657848037e-08,5.8336921959778465e-09
2004,4.845270390463341e-08,3.0833537945085254e-09
2005,2.4320248148690382e-08,1.3511248786457486e-09
2006,3.1707752423670854e-08,4.529678854225949e-09
2007,3.23552832581786e-08,4.393927444112933e-09
2008,3.661398295662366e-08,3.405951742863067e-09
2009,4.529782904327817e-08,7.1522885392028e-09
2010,5.385124124401841e-08,9.447586046817946e-10
2011,5.3153209778056265e-08,4.5887662558641296e-09
2012,6.297867541360525e-08,3.063827413996023e-09
2013,6.19185793193644e-08,6.414987652192394e-09
2014,6.171518673880882e-08,4.330890313042346e-09
2015,7.336864699114543e-08,4.654808538617772e-09
2016,6.504007671326306e-08,3.314144070287739e-09
2017,6.993399337407169e-08,2.5156112748447867e-09
2018,8.570469478552667e-08,3.0977600484760615e-09
2019,7.678473412653375e-08,3.5713827450933877e-09
