year,voudrions_VERB être_VERB,voudrions_VERB etre_VERB,voudrions_VERB mettre_VERB
1800,7.231578535993322e-08,0.0,0.0
1801,9.048493865293494e-08,0.0,0.0
1802,2.0140561218795483e-08,0.0,0.0
1803,4.4857802805609026e-08,0.0,0.0
1804,4.943701981119375e-08,0.0,0.0
1805,4.264316544322355e-08,0.0,0.0
1806,6.051504897186533e-08,0.0,0.0
1807,3.9857372513552036e-08,0.0,0.0
1808,1.3596443970698147e-08,0.0,0.0
1809,1.581321384946932e-08,0.0,0.0
1810,1.942305232205399e-07,0.0,2.3401267590372754e-09
1811,1.504245972228091e-08,0.0,0.0
1812,2.1337665856435706e-08,0.0,0.0
1813,2.0130190847567064e-08,0.0,0.0
1814,5.97868634599763e-08,0.0,0.0
1815,2.966945977789237e-08,0.0,0.0
1816,6.721051448721482e-08,0.0,0.0
1817,9.49692804397273e-08,0.0,0.0
1818,5.96058882251782e-08,0.0,5.960588467246453e-09
1819,4.0369094733705424e-08,0.0,7.24573512300708e-09
1820,4.153268307049984e-08,0.0,2.3732962262101864e-09
1821,1.1833785862336299e-07,0.0,8.875339574387908e-09
1822,9.123310462655354e-08,0.0,0.0
1823,4.842516432290722e-08,0.0,9.882686891060644e-10
1824,5.810567671460376e-08,0.0,2.5263338088166165e-09
1825,4.402721387464226e-08,8.805443041381977e-10,8.805443041381977e-10
1826,4.227832306469281e-08,0.0,6.1655889282974385e-09
1827,3.133872894522938e-08,0.0,3.6869092223668076e-09
1828,4.3109814384934e-08,0.0,2.7516904310687096e-09
1829,4.543783305166471e-08,0.0,7.715858174606183e-09
1830,6.679574937606958e-08,0.0,1.0436835840010872e-09
1831,6.392394169552063e-08,0.0,1.5591206103948707e-09
1832,3.6530916958099624e-08,0.0,0.0
1833,8.91939393454777e-08,0.0,8.108539617524002e-09
1834,6.534171603789218e-08,0.0,6.534171426153534e-09
1835,8.924443761770817e-08,0.0,9.075705520444899e-09
1836,7.52724034214225e-08,0.0,5.376600054063374e-09
1837,2.922314124020886e-08,6.957890930081589e-10,6.262101948095733e-09
1838,5.1759727170974656e-08,0.0,7.574594285131298e-09
1839,5.8029243632518046e-08,0.0,2.0974426639952526e-09
1840,2.4841785517537573e-08,0.0,1.9109065441114126e-09
1841,7.76886395215115e-08,0.0,3.852329122366882e-09
1842,5.0311989241436095e-08,0.0,2.683306021822318e-09
1843,8.151537400635789e-08,5.906911071384968e-10,5.906910960362666e-09
1844,5.54344694592146e-08,5.488561272137815e-10,1.0428266250528395e-08
1845,5.357019006169139e-08,5.580227946389016e-10,1.9530798311961917e-08
1846,5.3861413107370026e-08,0.0,1.4050803187615202e-08
1847,4.961765753819236e-08,0.0,1.1325769655456952e-08
1848,9.010648227558704e-08,0.0,5.63165514222419e-09
1849,3.77073661184113e-08,0.0,3.603148357456121e-08
1850,4.8880771430503955e-08,0.0,2.4440385715251978e-08
1851,3.8696633453128015e-08,0.0,5.159551008659946e-09
1852,5.0131198747749295e-08,0.0,7.161600201754936e-09
1853,4.359510086260343e-08,0.0,4.777545470346922e-09
1854,8.261106643203675e-08,0.0,7.79349651480743e-09
1855,7.8542669257331e-08,5.306937111981824e-10,1.5920811335945473e-09
1856,7.714012184578678e-08,0.0,1.7084724746041502e-08
1857,5.8089959509288747e-08,0.0,8.298565390418844e-09
1858,6.655399431565456e-08,0.0,9.297984604472731e-09
1859,6.568903643255908e-08,0.0,1.323965115318515e-08
1860,6.133426211363258e-08,0.0,1.1442959468865865e-08
1861,6.602348889828136e-08,0.0,9.903524222920623e-09
1862,6.370360949858878e-08,0.0,1.626475132354699e-08
1863,7.99139314722197e-08,0.0,2.4973104473247076e-08
1864,5.993410212568051e-08,4.794727948009836e-10,2.2535221688713136e-08
1865,7.342676866528564e-08,0.0,2.0710114512212385e-08
1866,7.736324647567017e-08,0.0,7.784980660119345e-09
1867,5.338092634588065e-08,0.0,1.4073153309368536e-08
1868,7.311013661137622e-08,4.93987406535723e-10,1.2349684830326169e-08
1869,5.4695412643468444e-08,0.0,1.8069020057964735e-08
1870,5.6193677266946906e-08,0.0,2.064257564882155e-08
1871,6.903765381593985e-08,0.0,1.3807530230280918e-08
1872,6.833493415570047e-08,0.0,1.6327815544059376e-08
1873,4.3697831131339626e-08,0.0,1.97538145840781e-08
1874,5.018671700440791e-08,0.0,2.4495896866483235e-08
1875,7.266339707712177e-08,0.0,2.2886109007913547e-08
1876,3.748529309177684e-08,0.0,2.3579458385825092e-08
1877,5.999271479595336e-08,0.0,1.0514186854493346e-08
1878,6.34104324603868e-08,0.0,3.623453181944569e-08
1879,4.215434401544371e-08,6.10932526790009e-10,2.7491964260661916e-08
1880,5.0059199452334724e-08,0.0,4.2357786611546544e-08
1881,3.974329487732575e-08,0.0,2.1614773970668466e-08
1882,5.0580926114207614e-08,0.0,1.7304001787010748e-08
1883,4.1707636455612374e-08,0.0,2.7805091562527195e-08
1884,4.621188054443337e-08,6.601696966868076e-10,2.706695667598069e-08
1885,6.381179673553561e-08,0.0,1.2891271161663553e-08
1886,2.3232470169887165e-08,0.0,1.0325542199041138e-08
