year,ces_DET êtres_NOUN,ces_DET etres_NOUN,ces_DET maîtres_NOUN
1800,5.266475412213367e-06,1.0061326083388167e-07,9.086635266442045e-07
1801,4.1504013523763206e-06,1.4287095506659853e-08,9.35804758128711e-07
1802,3.5827819431233365e-06,2.2378401354217203e-09,7.093953513503948e-07
1803,5.221057989501787e-06,5.070882092006457e-08,8.074404362901078e-07
1804,3.450703914609221e-06,7.4155528384522995e-09,1.0258181220024198e-06
1805,3.820827629397172e-06,3.9800287288116465e-08,1.0006929391792596e-06
1806,3.2534043441501126e-06,1.6425514193230129e-07,9.653591703795428e-07
1807,2.436993689514111e-06,2.5053206309522125e-07,9.081786629394628e-07
1808,2.5765260431853676e-06,6.571614363792833e-08,1.3097907896053584e-06
1809,2.512042016178384e-06,4.518061036407062e-09,7.070765519756605e-07
1810,2.295664259577279e-06,7.020380277111826e-09,1.0085946371418686e-06
1811,1.7699961460948543e-06,5.264861302478607e-08,1.0228873392748028e-06
1812,2.8379095624586625e-06,2.6672082320544632e-09,9.548605355291784e-07
1813,2.7089486991371814e-06,1.7254449868886468e-08,7.333141192056303e-07
1814,2.2121140972330977e-06,1.5733385705374303e-08,9.943499783560128e-07
1815,3.3715294591729617e-06,5.394447111228828e-09,8.954782195758071e-07
1816,4.934178747362239e-06,1.1588019432906549e-08,9.78028825926458e-07
1817,4.1350557182795455e-06,1.401186056071424e-08,8.874178414330913e-07
1818,3.6264221421333787e-06,8.344824387052086e-09,1.0800586305315107e-06
1819,3.0908236396953725e-06,6.210630232317271e-09,9.419455317960512e-07
1820,3.434159694393202e-06,2.610625760013363e-08,9.255855228929022e-07
1821,3.010712447348851e-06,3.94459531705138e-09,8.747140265441544e-07
1822,3.512975752073544e-06,1.0025615893027862e-08,9.614565357196625e-07
1823,2.5882757199724438e-06,4.941343556552624e-09,1.0030927422022273e-06
1824,3.3650766084747374e-06,5.89477879842093e-08,7.520053406651073e-07
1825,3.0871882614746937e-06,7.044354211060977e-09,9.016773674375145e-07
1826,3.0237810477729e-06,1.7615968683770689e-09,8.253081165143783e-07
1827,2.9808661423658123e-06,1.8434546111834038e-09,7.880768175816399e-07
1828,3.5799492934529553e-06,7.3378408349533686e-09,8.218381850610967e-07
1829,3.274095831784507e-06,2.571952817387313e-09,1.3648496144935685e-06
1830,3.513038905111898e-06,1.9829988096020656e-08,1.0687320100011277e-06
1831,3.115122908070589e-06,7.795602829929749e-09,9.011717341245173e-07
1832,3.2458397214440993e-06,2.705993873419743e-09,8.88918971431174e-07
1833,3.879357223013358e-06,1.1583628389821854e-08,8.942560978386638e-07
1834,3.847693633929339e-06,1.213489042584115e-08,8.671779099245214e-07
1835,3.860956297785378e-06,1.0588323107185715e-08,8.047125348298323e-07
1836,3.229992415754168e-06,9.4090498725663e-09,6.935814138020469e-07
1837,3.394755012209316e-06,1.0436836284100082e-08,8.154648440950041e-07
1838,2.868877587047791e-06,5.049729523420865e-09,8.84965109415603e-07
1839,2.7854036375174474e-06,2.5169311190786914e-08,8.410744707365581e-07
1840,3.0472590708541247e-06,3.43963188487173e-08,9.911235476778302e-07
1841,3.5377222786792117e-06,9.630822805917205e-09,1.1300165070338153e-06
1842,2.744351121464206e-06,1.34165305532008e-08,9.009199790632749e-07
1843,3.6593315257960057e-06,1.2995204579091535e-08,1.1760659941462137e-06
1844,3.0395652999004596e-06,1.0428266250528395e-08,1.070269397773771e-06
1845,2.8799556304193175e-06,7.2542965523503256e-09,9.642633855833083e-07
1846,2.8306512973585995e-06,2.4003455889598513e-08,1.0456139811765297e-06
1847,2.5563879688661473e-06,8.629157832729106e-09,9.670050040710976e-07
1848,2.662163794298067e-06,9.654266053260585e-09,9.131326481059965e-07
1849,2.4090816879152044e-06,1.005529792763582e-08,7.809614857023917e-07
1850,2.6823323366897966e-06,2.0366988096043315e-09,9.762576027583236e-07
1851,2.6339507854800104e-06,7.739326512989919e-09,1.0370697509642923e-06
1852,3.0827432482283257e-06,1.2370036328590572e-08,1.061869959073647e-06
1853,3.0588235091499882e-06,1.3138249821409431e-08,1.1495968337271734e-06
1854,2.5401603238606185e-06,3.688921862421424e-08,1.0562785441869948e-06
1855,2.9172233553254046e-06,7.960405667972736e-09,1.212635105218851e-06
1856,2.4467396144700615e-06,1.346069211649592e-08,1.2818720338536593e-06
1857,2.811749212128234e-06,8.2985656679746e-09,1.0358562385626158e-06
1858,2.5510732228894994e-06,2.1532174265814774e-08,1.0961833893929906e-06
1859,2.7095455124026557e-06,4.582956014687056e-09,1.3107253913346995e-06
1860,2.947706320810539e-06,6.408057445783655e-09,1.1964759032423444e-06
1861,2.7786457792444708e-06,8.017138619642594e-09,1.3336745317005239e-06
1862,2.6882018886453807e-06,4.9697850279528666e-09,1.138984339732474e-06
1863,2.9498230276203685e-06,6.99246927027275e-09,1.1647455564478548e-06
1864,3.083969033923495e-06,5.2742009648554244e-09,1.3679358459306457e-06
1865,2.7610348496409642e-06,7.530951140477526e-09,1.1527061394289717e-06
1866,2.927639243921476e-06,5.838735717134114e-09,1.2490028868938907e-06
1867,2.7428091442516234e-06,1.1161466417775046e-08,1.254451740706486e-06
1868,2.9565146490995176e-06,1.0867722832763604e-08,1.3135125351837473e-06
1869,3.14889308583588e-06,6.348574999037737e-09,1.370803807354548e-06
1870,2.9346861794010692e-06,1.204150246181257e-08,1.2431418232594638e-06
1871,3.3286769394180737e-06,6.37270636261178e-09,8.082715723389811e-07
1872,2.7013464887204464e-06,9.071009166028432e-09,1.1356903641956961e-06
1873,2.520107940995331e-06,7.78180558880237e-09,9.888879191066735e-07
1874,2.2279317875018023e-06,2.3898436007918633e-09,1.0019419356410708e-06
1875,2.776657225922463e-06,5.1493745933939294e-09,1.1717687256052045e-06
1876,2.9927773397275814e-06,3.627608879952504e-09,1.3500750779549264e-06
1877,2.6730775459782308e-06,4.329371305900054e-09,1.0959494414208848e-06
1878,2.4367723909790584e-06,4.227361960484899e-09,1.3539636247728026e-06
1879,2.9251448694367355e-06,2.8102896787451925e-08,1.1839872637864346e-06
1880,2.573556386664677e-06,5.134277003548959e-09,1.2842110113098215e-06
1881,2.45432269707635e-06,1.6734018393194106e-08,1.315712228056043e-06
1882,2.6814547737785688e-06,3.3276925659464496e-09,1.3450532945213922e-06
1883,2.888569838432886e-06,4.423537203201988e-09,1.2746106516914324e-06
1884,2.7634703627654744e-06,4.621187876807653e-09,1.3388241786316257e-06
1885,2.3481449886730843e-06,3.8673814151124475e-09,1.2169359813185565e-06
1886,2.283880903064528e-06,1.936039106809062e-09,1.2384197054515766e-06
1887,2.4183136275723882e-06,4.570247291724172e-09,1.5127518491198089e-06
1888,2.3999227067861284e-06,6.340614699951175e-09,1.1920355582617503e-06
1889,2.402053311811869e-06,2.506054641582267e-09,1.3125461650886905e-06
1890,2.1111678307761395e-06,2.621754646714436e-09,1.2086288956325575e-06
1891,2.5356646204954814e-06,8.923907723890068e-09,1.179230724623892e-06
1892,2.082399802816326e-06,2.5074049503359674e-09,1.2587172619760167e-06
1893,2.3716061292589075e-06,6.158416554491453e-10,1.0647902479732352e-06
1894,2.2893491262721e-06,3.150769645188234e-09,1.1840592151202145e-06
1895,2.3406392557490108e-06,8.426060071897723e-09,1.3349286671626714e-06
1896,2.509775555381566e-06,7.666137613604462e-09,1.100385554231309e-06
1897,2.1815214950038353e-06,9.32274157872115e-09,1.1129022539080324e-06
1898,3.07248674857874e-06,1.0185038590293516e-08,1.0660341080992453e-06
1899,2.39731070905691e-06,6.633094074004475e-09,1.28792574294323e-06
1900,2.2804297259426676e-06,9.8630008604772e-09,1.3865302683768732e-06
1901,2.4238360651906987e-06,1.3412973398629902e-08,1.1412204887761845e-06
1902,1.8767104847938754e-06,1.9641135939885146e-09,1.0763342643826945e-06
1903,2.1951895092797713e-06,1.2960528428251905e-08,1.2641916224964689e-06
1904,2.189622250625689e-06,1.6123875568041512e-08,1.1361958174305187e-06
1905,1.9734741982802007e-06,7.741138674521864e-09,1.184394224473806e-06
1906,2.189364835203378e-06,1.6461390306421464e-08,1.1615568666911713e-06
1907,2.0401659952540285e-06,5.657127710723131e-09,1.0398829122237885e-06
1908,2.172798545529986e-06,5.893666887857307e-09,1.1846270773219203e-06
1909,2.2141457947100207e-06,4.400786846048277e-09,1.2954815851173862e-06
1910,2.32256797971786e-06,5.878565856320961e-09,1.1163931006308303e-06
1911,2.1371943716985697e-06,1.1172785474578006e-08,1.250287869680733e-06
1912,2.2140040840668007e-06,9.376958098883392e-09,1.155970583255339e-06
1913,2.3025580588864614e-06,8.484783708961885e-09,1.284384102184788e-06
1914,2.1938533336651744e-06,1.4063162023791875e-08,1.2435853484760173e-06
1915,1.76593616174614e-06,5.890380849749022e-09,9.589540104215644e-07
1916,1.7052540925988069e-06,6.592477230782379e-09,1.051500110094139e-06
1917,2.048528131126659e-06,1.0966424435210342e-09,8.597676810495614e-07
1918,1.91248165037905e-06,5.743188147278033e-09,1.1945831914772498e-06
1919,1.9585093298246647e-06,1.473255778483562e-08,1.5220573530427828e-06
1920,2.1323405547946095e-06,1.514446301698058e-08,1.377388908707644e-06
1921,2.1582331299896396e-06,8.330022172042817e-09,1.4032301152155924e-06
1922,2.147717012235262e-06,6.6401419362982494e-09,1.3265528249206682e-06
1923,2.1720229597121943e-06,2.0170300985000722e-08,1.32380868222981e-06
1924,2.4300713192815238e-06,7.734974660777993e-09,1.1911860884339376e-06
1925,2.601069155616642e-06,8.798542339150117e-09,1.3164818444266757e-06
1926,2.5279443036652083e-06,2.6750732518010523e-08,1.1146138838569186e-06
1927,2.594424643120874e-06,1.3379070296082318e-08,1.2687817907419685e-06
1928,2.2920639395351827e-06,4.5704163786908225e-09,1.1117537876970118e-06
1929,2.1289315697003985e-06,2.2280812750352652e-09,1.0327156676481763e-06
1930,2.0166918375252862e-06,2.100720708497761e-09,1.110230893885955e-06
1931,2.0301535101907575e-06,7.983749661377715e-09,1.0356063739891397e-06
1932,1.8477779093473146e-06,1.2055490383744427e-08,1.0762265034713892e-06
1933,1.727481702573641e-06,9.176529758292418e-09,9.532120444077918e-07
1934,1.7936425962261637e-06,5.990790086229936e-09,9.070056155024986e-07
1935,2.066922689891726e-06,8.377798899061872e-09,9.071959397033424e-07
1936,2.132737321858258e-06,6.0623572828433225e-09,1.082736984514554e-06
1937,2.0019877382537743e-06,0.0,1.0929090379363515e-06
1938,2.1262952145661984e-06,6.482607117774819e-09,9.270128309424308e-07
1939,2.0662261874804244e-06,1.3764645423464117e-08,9.176430424417958e-07
1940,1.5924716763038305e-06,0.0,1.1106729305154772e-06
1941,2.036536784544296e-06,2.9515025978810172e-09,1.0654924338382443e-06
1942,2.1573244879391495e-06,3.034211770724937e-09,9.709477861719051e-07
1943,2.4067820731943357e-06,0.0,1.1322616808584485e-06
1944,2.609107241369202e-06,3.2131861615880553e-09,1.0121536604401626e-06
1945,2.7558076567402168e-06,6.535512131478072e-09,1.0195398676415834e-06
1946,2.4668195806043514e-06,2.7842208538686464e-09,1.0064958200217688e-06
1947,2.579676390723762e-06,9.536696765621855e-09,9.775114193644185e-07
1948,2.2167779860637893e-06,1.1959076839929139e-08,1.1426354475929656e-06
1949,2.236314514902915e-06,1.7670615193310368e-08,8.030312876883272e-07
1950,2.270649702040828e-06,8.508289184305795e-09,7.944615205701666e-07
1951,1.9041264067709562e-06,7.462981344019681e-09,8.241263635966334e-07
1952,2.102633985145985e-06,7.381362521208246e-09,7.497355873908873e-07
1953,2.1806227294973723e-06,1.616074141175261e-08,8.597514380426219e-07
1954,2.3004550513405775e-06,7.818029112982572e-09,7.984161882745866e-07
1955,1.8855685794960664e-06,6.569925492527773e-09,7.677427191765673e-07
1956,2.1314470188826817e-06,8.72114158667614e-09,7.125172718502881e-07
1957,1.7943961125865826e-06,7.068030161150318e-09,8.508141196017505e-07
1958,1.7801868068545446e-06,7.4450192122377246e-09,6.857689758277274e-07
1959,1.8191004613754558e-06,4.960478539040025e-08,8.277798464462194e-07
1960,1.909457964188732e-06,9.689166802218097e-09,7.391449798888061e-07
1961,2.0142713736959195e-06,1.2506686519753174e-08,7.476219572311038e-07
1962,2.087137957573759e-06,4.5027891970583767e-08,7.565954174282297e-07
1963,1.9837851397142003e-06,1.4225316924409981e-08,7.58468068795537e-07
1964,1.8604774965069737e-06,1.8251905264943247e-08,7.677967932551155e-07
1965,1.986898993777686e-06,1.4774516721161035e-08,8.88112666075358e-07
1966,2.0084685417032233e-06,1.440159480559089e-08,7.605149683342916e-07
1967,1.9203656478339326e-06,1.133977206579928e-08,7.627229372531019e-07
1968,1.97712127203431e-06,1.7067379842750086e-08,9.373584610727903e-07
1969,1.8839211719523519e-06,1.0446042891798513e-08,7.312230323464064e-07
1970,1.7645307508473707e-06,1.6095537180849107e-08,6.990061898193289e-07
1971,1.7717194253918933e-06,1.0276794970565106e-08,7.609966665711454e-07
1972,1.7955513698098002e-06,5.643161493651405e-09,7.997899054146274e-07
1973,1.6953101038552632e-06,2.4258095698836968e-08,6.262999594497387e-07
1974,1.4575855828979911e-06,2.250228647859842e-08,5.85621984683371e-07
1975,1.2650928624680091e-06,9.138368284311582e-09,6.813796069593536e-07
1976,1.4678050774818985e-06,1.7711933697484028e-08,6.382009516414655e-07
1977,1.3175745436910802e-06,1.2928919546073558e-08,6.299910211282622e-07
1978,1.5356429088342338e-06,6.534650598410963e-09,5.744551963005051e-07
1979,1.7807554399951186e-06,1.5800327823889404e-08,5.787601864426506e-07
1980,1.6697287890110601e-06,2.899426809754857e-08,5.247394199159316e-07
1981,1.7306704052089117e-06,9.488324348438937e-09,5.465274890426031e-07
1982,1.810107676192274e-06,1.6760256071890467e-08,5.450187128275275e-07
1983,1.565566890349146e-06,2.0209010576088815e-08,5.393279884913227e-07
1984,1.5199201186533173e-06,1.797692672500517e-08,5.799008384599347e-07
1985,1.5598342173461788e-06,7.218669662023558e-09,5.600484449530541e-07
1986,1.6257044137546472e-06,1.0790073612376716e-08,5.233185706998711e-07
1987,1.6713084534103473e-06,7.944061852782625e-09,4.34479072275451e-07
1988,1.6898288208722079e-06,4.377484297268808e-08,5.348926022108458e-07
1989,1.466975049879693e-06,7.134558721588746e-09,4.862476288280959e-07
1990,1.6874472379413419e-06,1.0897302060719483e-08,5.394164315219996e-07
1991,1.584940193311013e-06,1.5239809691980355e-08,4.999829705809589e-07
1992,1.6144136907314532e-06,3.856960972825618e-09,4.947929976850673e-07
1993,1.61855638225461e-06,8.862732159276021e-09,4.846806476166421e-07
1994,1.8372569314806242e-06,1.3187316405538496e-08,5.021730142829028e-07
1995,1.5611236392487626e-06,1.1929391807719014e-08,5.248932435364395e-07
1996,1.6996485499021219e-06,9.074756945892659e-09,4.964425812659101e-07
1997,1.6657463106639625e-06,6.712852385071244e-09,4.895587331077422e-07
1998,1.588740673241773e-06,9.059445638115449e-09,5.202028861006625e-07
1999,1.685490133240819e-06,1.8737824458714414e-08,4.839842926429583e-07
2000,1.8683855103063252e-06,3.1368023734046346e-08,4.7405478564854775e-07
2001,1.8024305603603352e-06,1.840108909689775e-08,4.81495169069035e-07
2002,1.6556636381892531e-06,1.095305346421327e-08,4.2234975428101507e-07
2003,1.7117719437464984e-06,7.917153710401692e-09,4.4669415011355795e-07
2004,1.6473919259851755e-06,9.250061494547879e-09,4.395981578753094e-07
2005,1.771775075098958e-06,2.2969123714133843e-08,4.5758095179593283e-07
2006,1.7488678594190787e-06,1.4824403926638752e-08,5.20501282963437e-07
2007,1.7611660183547428e-06,8.388406691484107e-09,4.349988280694106e-07
2008,1.6808371299248392e-06,6.3861594623570994e-09,4.1935781069923905e-07
2009,1.8271713173589887e-06,1.2874119548200724e-08,4.7205105424552585e-07
2010,1.9235284867136215e-06,3.779034363216027e-09,3.585358809843342e-07
2011,1.9200163592358876e-06,5.735957819830162e-09,3.4186310315931223e-07
2012,2.216508846686338e-06,1.0553183493744456e-08,3.7855289924948465e-07
2013,2.417892488892903e-06,1.3945624655065103e-09,3.3385826458953716e-07
2014,2.6333978553338966e-06,3.248167693148396e-09,4.2594307103627216e-07
2015,2.5907334020303097e-06,3.3248630099125265e-09,4.5683617777569907e-07
2016,2.6364015184299205e-06,3.7284121345848575e-09,5.062355130647234e-07
2017,2.113365013656221e-06,5.031222521933998e-09,2.8300627974431336e-07
2018,2.490082891881684e-06,9.809573486840861e-09,3.57274982931699e-07
2019,2.7142509679833893e-06,4.0815804625005114e-09,3.966786010778378e-07
