year,jeunes_ADJ amants_NOUN,jeunes_ADJ mamans_NOUN
1915,4.712304768617059e-09,1.6493066468115103e-08
1916,5.493730803607377e-09,1.3184954461564757e-08
1917,2.1932848870420685e-09,1.0966424213165737e-08
1918,2.2972752589112133e-09,2.5270028736201766e-08
1919,7.366278698128781e-09,1.4732557507279864e-08
1920,9.086678076641874e-09,2.1959472462640406e-08
1921,8.330022116531666e-09,9.087297137000405e-09
1922,5.164555005876537e-09,2.4347187377316004e-08
1923,6.369568872344189e-09,2.441667978914097e-08
1924,2.578324886925998e-09,2.9650736976805092e-08
1925,1.3197813508725176e-08,2.5295809891190402e-08
1926,7.802296586589819e-09,1.114613823460786e-08
1927,1.6723836537835268e-08,2.8987985345452216e-08
1928,1.1426041446327417e-08,2.8565102283550914e-08
1929,7.798284462623428e-09,3.230717737778832e-08
1930,9.453243521306831e-09,1.8906487042613662e-08
1931,1.3686427990933225e-08,2.3951248095954725e-08
1932,8.767629289252454e-09,3.7262424257278326e-08
1933,3.4411986593596566e-09,3.0970788600370724e-08
1934,4.7926320689839486e-09,2.6359476379411717e-08
1935,1.4361940969820353e-08,2.752705441366743e-08
1936,7.274828739411987e-09,4.00115567344983e-08
1937,1.8886676889096066e-08,3.651424407280501e-08
1938,2.5930428915188486e-09,3.630259959308546e-08
1939,7.647025235257843e-09,1.6823456405745674e-08
1940,0.0,2.028626333583361e-08
1941,2.9515025978810172e-09,3.246652724442356e-08
1942,6.068423541449874e-09,2.4273694165799498e-08
1943,8.709705623388686e-09,2.6129116648121453e-08
1944,9.639558484764166e-09,5.7837350908584995e-08
1945,0.0,5.010559434026618e-08
1946,1.1136883415474585e-08,5.150808490839154e-08
1947,7.152522574216391e-09,2.7418003867296648e-08
1948,9.784699273041042e-09,4.348755111571734e-08
1949,5.890204768377316e-09,4.123143426681963e-08
1950,7.444753258312176e-09,3.828730266164371e-08
1951,6.396841278899501e-09,2.0256663901818683e-08
1952,3.1634410646574906e-09,5.061506003212202e-08
1953,3.2321482157371406e-09,5.171437322815109e-08
1954,1.9545072227344917e-09,3.224936762080688e-08
1955,8.447047505910632e-09,4.035811329572425e-08
1956,6.976913269340912e-09,2.7035539806874453e-08
1957,2.6505113659425206e-09,3.622365413180617e-08
1958,6.617794756635931e-09,2.316228081555849e-08
1959,6.200598257066758e-09,2.325224335297804e-08
1960,6.920833239831836e-09,2.9759583741739704e-08
1961,1.181187059273725e-08,2.2234108942864594e-08
1962,1.6489087428794846e-08,1.8391672906847845e-08
1963,1.2932106940866106e-08,3.297687256598181e-08
1964,1.4601523545820783e-08,3.3461826975944575e-08
1965,1.0396882466068291e-08,1.6963333848707407e-08
1966,1.3293779743683842e-08,1.606331601067268e-08
1967,1.4297973249810525e-08,2.6623811821835375e-08
1968,1.79656635679315e-08,1.9313088017725022e-08
1969,9.083515273289322e-09,2.1346262063515198e-08
1970,1.195668489217816e-08,1.839489982558007e-08
1971,8.735275947024945e-09,2.2608949379332444e-08
1972,5.130146973897354e-09,1.0773308634082213e-08
1973,6.615844760915479e-09,1.7090931336838366e-08
1974,5.06301445213353e-09,1.51890439115121e-08
1975,1.3707552426467373e-08,2.627280792921738e-08
1976,1.7140580066410394e-09,1.314111219841152e-08
1977,9.990529292736028e-09,1.9393379346865913e-08
1978,1.3663360443061379e-08,2.1980187558945374e-08
1979,1.0533551808578068e-08,2.399308984823989e-08
1980,9.096241149197937e-09,8.072913715295726e-08
1981,1.0753433921095734e-08,2.277197808098208e-08
1982,6.207502289967692e-09,5.89712728649161e-08
1983,1.7682885711245433e-08,2.273513821648976e-08
1984,1.391762050051426e-08,2.9574943383181562e-08
1985,7.218669662023558e-09,2.1054452403745927e-08
1986,1.558566253834215e-08,1.1988970705090196e-08
1987,2.199894044707662e-08,1.1610551631235921e-08
1988,1.499138491123375e-08,1.0194141475405871e-08
1989,1.865961496427815e-08,2.9635859988275115e-08
1990,1.0897302227252936e-08,2.3429199913493903e-08
1991,8.20605094986604e-09,2.6376593353916178e-08
1992,8.815910668147353e-09,2.259077191979486e-08
1993,8.862731881720265e-09,2.6034275180109034e-08
1994,8.439882570598911e-09,3.112206670152773e-08
1995,9.760411145975922e-09,2.7654498857554444e-08
1996,1.3345230476247139e-08,4.4839973956101176e-08
1997,7.192341611172992e-09,2.733089943252054e-08
1998,1.2397135651376345e-08,3.1469653216653626e-08
1999,1.0968482788697997e-08,3.8846710737061585e-08
2000,1.0603275923948274e-08,4.815654386369772e-08
2001,1.1391150772643854e-08,3.066848319743798e-08
2002,1.270554239596322e-08,4.381221430094229e-08
2003,9.58392298855415e-09,4.458607671953274e-08
2004,4.8452703238499595e-09,5.7702767009004674e-08
2005,1.5312748402607212e-08,4.323599711586468e-08
2006,1.0294725072412803e-08,5.394435831362898e-08
2007,1.0385646481703148e-08,6.590891388214004e-08
2008,1.8732735446169713e-08,9.153495222902208e-08
2009,1.6211854969583328e-08,8.725792599584281e-08
2010,1.6060896612657416e-08,1.2565289209121033e-07
2011,1.1471915750682626e-08,1.3383901803498688e-07
2012,2.2808492650128187e-08,1.7021264253624935e-07
2013,1.4782362334209154e-08,1.4085080990433596e-07
2014,1.472502719757074e-08,1.366395963042777e-07
2015,1.5959342292148904e-08,1.560469053557556e-07
2016,2.0091997676718876e-08,1.2407327459884598e-07
2017,1.1571811953103861e-08,1.3760393416384353e-07
2018,1.3681773047835577e-08,1.1461712229321463e-07
2019,1.8877308716191976e-08,1.0892717372534833e-07
