year,pouviez_VERB être_VERB,pouviez_VERB etre_VERB,pouviez_VERB mettre_VERB
1800,9.746909768182377e-08,0.0,0.0
1801,1.619204113012529e-07,0.0,4.7623651688866175e-09
1802,3.8043282302169246e-08,0.0,6.713520406265161e-09
1803,6.046051481689574e-08,0.0,1.950339223455444e-09
1804,5.9324420931261557e-08,0.0,0.0
1805,1.02343598484822e-07,0.0,5.685755422035754e-09
1806,4.610670600868616e-08,0.0,6.627838899930794e-08
1807,4.555128185756985e-08,0.0,0.0
1808,1.0423940466353088e-07,0.0,1.8128591960930862e-08
1809,3.6144488291256494e-08,0.0,4.518061036407062e-09
1810,1.1466621430145096e-07,0.0,1.1700633351097167e-08
1811,2.757784400841956e-08,0.0,2.5070767684098882e-09
1812,2.6672083208723052e-08,0.0,0.0
1813,2.0130190847567064e-08,0.0,2.8757416448144113e-09
1814,2.5173417128598885e-08,0.0,0.0
1815,4.8550024445148665e-08,0.0,2.1577788444915313e-08
1816,7.879853569647821e-08,0.0,9.270415546325239e-09
1817,5.60474440192138e-08,0.0,1.71256075987003e-08
1818,7.27191817873063e-08,0.0,1.1921177378582115e-09
1819,5.4860564091541164e-08,0.0,3.1053151161586356e-09
1820,5.3399165977907614e-08,0.0,1.6613073583471305e-08
1821,1.0354562363090736e-07,0.0,1.7750679148775816e-08
1822,9.223566621585633e-08,0.0,2.90742860897808e-08
1823,8.499110748516614e-08,0.0,5.929612356680991e-09
1824,7.831634718513669e-08,0.0,2.947389532437228e-08
1825,6.163810439829831e-08,0.0,1.4969252504215547e-08
1826,3.435113882233054e-08,0.0,1.76159691278599e-08
1827,4.147772969531616e-08,0.0,9.217273055917019e-10
1828,6.695779575238703e-08,0.0,1.2841221419535032e-08
1829,6.77280880267972e-08,0.0,5.143905745796928e-09
1830,6.679574937606958e-08,0.0,1.6698937344017395e-08
1831,5.3010101197514814e-08,0.0,1.5591206103948707e-09
1832,7.441482807735156e-08,0.0,2.1647950987357945e-08
1833,6.834341093053808e-08,0.0,8.108539617524002e-09
1834,7.187588835222414e-08,0.0,8.401078055442213e-09
1835,8.621920244422654e-08,0.0,2.193295500774184e-08
1836,7.796069922960669e-08,0.0,5.376600054063374e-09
1837,6.95789097449051e-08,0.0,2.2961039292113128e-08
1838,5.5547026533986354e-08,0.0,1.5149188570262595e-08
1839,5.103776956616457e-08,0.0,9.788065469251706e-09
1840,4.522479102320176e-08,0.0,6.3696887764308485e-09
1841,4.8154113585496816e-08,0.0,1.926164561183441e-09
1842,5.2995293486901573e-08,0.0,4.695785538189057e-09
1843,7.560846171372759e-08,0.0,4.134837805480629e-09
1844,6.421616660645668e-08,1.097712254427563e-09,1.6465684371524958e-09
1845,5.245414413934668e-08,0.0,6.138250796539069e-09
1846,6.205771541090144e-08,0.0,4.0981511517657054e-09
1847,2.3190860787281053e-08,0.0,3.775256551818984e-09
1848,3.298540818263973e-08,0.0,2.413566457803995e-09
1849,5.614208120618969e-08,0.0,0.0
1850,3.2587180953669304e-08,2.0366988096043315e-09,6.788996032014438e-09
1851,3.611685883697646e-08,0.0,7.094382858952031e-09
1852,4.6224872818356744e-08,0.0,9.765818376195057e-09
1853,4.658106789179328e-08,0.0,2.388772735173461e-09
1854,5.6113176327698966e-08,0.0,1.2469595134234623e-08
1855,6.899018245576372e-08,0.0,1.2205955357558196e-08
1856,4.193523395201737e-08,5.177189232874468e-10,8.28350277259915e-09
1857,6.150701636897793e-08,0.0,5.369659827891837e-09
1858,6.312841804856362e-08,0.0,1.1744822003834088e-08
1859,5.6523123959095756e-08,0.0,3.5645213447565993e-09
1860,6.774232019779447e-08,0.0,6.865775947773045e-09
1861,6.036433575218325e-08,4.715963730639317e-10,1.4619487842537637e-08
1862,5.421583537668084e-08,0.0,4.9697850279528666e-09
1863,5.4441368746438457e-08,0.0,8.990317823531768e-09
1864,6.32904075814622e-08,4.794727948009836e-10,1.2466292886870178e-08
1865,7.954567138312996e-08,0.0,1.9298061815220535e-08
1866,3.941146431429843e-08,0.0,6.3252967308358166e-09
1867,3.542552207136396e-08,0.0,4.367530337390235e-09
1868,4.347089088696521e-08,4.93987406535723e-10,1.1361710683388537e-08
1869,5.811387637777443e-08,0.0,4.395167341186834e-09
1870,5.6193677266946906e-08,0.0,2.2936195165357276e-09
1871,3.080141297573391e-08,0.0,5.3105884134652115e-09
1872,7.559174264315516e-08,0.0,6.047339518033823e-09
1873,5.327543917132971e-08,0.0,1.9155214303623325e-08
1874,6.333085877940903e-08,5.974609140757536e-10,1.1949218503559678e-08
1875,6.40811066432434e-08,0.0,1.2587359599081083e-08
1876,5.078652520751348e-08,0.0,7.255217759905008e-09
1877,4.9478529717816855e-08,0.0,1.1751150275074451e-08
1878,4.408534692856847e-08,0.0,9.662541877730746e-09
1879,4.3376211067425174e-08,6.10932526790009e-10,2.443730107160036e-09
1880,4.428314070992201e-08,0.0,8.343199908722454e-09
1881,6.275256936305595e-08,0.0,8.367009307619355e-09
1882,4.791877472598571e-08,0.0,1.9966155395678697e-09
1883,4.1707636455612374e-08,0.0,3.159669414998234e-09
1884,3.3668655419205606e-08,0.0,2.6406787867472303e-09
1885,2.5782542323327107e-08,0.0,1.933690763067375e-09
1886,2.19417763958063e-08,0.0,3.872078213618124e-09
1887,2.9380160526670807e-08,0.0,3.264462256069578e-09
1888,2.4728397107764977e-08,0.0,8.242799331981132e-09
1889,3.947036120166558e-08,6.265136742733546e-10,1.8795409673089125e-09
1890,2.818386235503567e-08,0.0,2.6217545912032847e-09
1891,2.932141285327816e-08,1.2748440081367107e-09,1.2748440081367107e-09
1892,3.5103667528346705e-08,6.268512375839919e-10,1.8805537127519756e-09
