year,tels_ADJ effets_NOUN,tels_ADJ méfaits_NOUN
1928,9.712135096151542e-08,1.0283437212876834e-08
1929,1.0249173953980062e-07,8.912325100141061e-09
1930,9.24317120620799e-08,6.302162347537887e-09
1931,8.782124893969012e-08,6.843213995466613e-09
1932,9.644391951724174e-08,1.4247397928102146e-08
1933,1.1700075219778228e-07,6.882397318719313e-09
1934,8.387105765450542e-08,1.677421224144382e-08
1935,1.0053358323602879e-07,1.795242710045386e-08
1936,9.578524640119213e-08,8.487299751891442e-09
1937,1.0324716726017868e-07,6.295559185076627e-09
1938,1.0242519721259669e-07,7.779128452511941e-09
1939,1.269406197934586e-07,1.2235240376412548e-08
1940,7.60734906180005e-08,1.7750480196809804e-08
1941,1.151085982087352e-07,8.854508237732261e-09
1942,4.5513175450651033e-08,9.102635090130207e-09
1943,1.0451646659248581e-07,5.806470415592457e-09
1944,8.354284375400312e-08,6.4263723231761105e-09
1945,5.664110602765504e-08,8.714016175304096e-09
1946,8.491873870752897e-08,1.8097434661967782e-08
1947,1.251691514880804e-07,4.7683483828109274e-09
1948,1.174163912764925e-07,1.522064252412747e-08
1949,1.0406029105070047e-07,2.945102384188658e-09
1950,1.3613262694889272e-07,1.1698897850465073e-08
1951,1.0874629907675626e-07,5.330700769690111e-09
1952,1.2759213063873176e-07,3.1634410646574906e-09
1953,1.1958948675783176e-07,8.619061908632375e-09
1954,1.5831508903829672e-07,8.795282724349818e-09
1955,1.351527600945701e-07,2.815682353940474e-09
1956,1.4564307093678508e-07,1.831439710997529e-08
1957,1.44011110592146e-07,9.718541527092839e-09
1958,1.7868045176783198e-07,1.1581140491045971e-08
1959,1.3021256961565086e-07,7.750747599288843e-09
1960,1.3841666657299356e-07,3.460416619915918e-09
1961,1.4243725843243737e-07,6.94815938118154e-09
1962,1.503043733919185e-07,8.244543714397423e-09
1963,1.500124398035041e-07,1.2932106940866106e-08
1964,1.6791751988876058e-07,7.909158661334459e-09
1965,1.4719796581630362e-07,8.755269398363907e-09
1966,1.8888245278958493e-07,4.431259803538978e-09
1967,1.814363486118964e-07,5.916402479044791e-09
1968,1.6169097705187596e-07,5.838840522187638e-09
1969,1.6849921280481794e-07,1.090021850558287e-08
1970,2.262572706968058e-07,7.817832603507213e-09
1971,1.8241311749989109e-07,1.284599360218408e-08
1972,1.775030824546775e-07,8.208234980600082e-09
1973,1.6043422590428236e-07,8.821126051827832e-09
1974,1.7045482536559575e-07,7.875800456247362e-09
1975,2.0961132918273506e-07,1.028066431985053e-08
1976,1.7083445413845766e-07,1.1427053969725876e-08
1977,1.76303458943039e-07,7.052138428775834e-09
1978,1.6811873138067313e-07,7.72276909088987e-09
1979,1.8726314010564238e-07,9.363157360553487e-09
1980,1.773767053236952e-07,8.527726080842513e-09
1981,1.9925481353766372e-07,8.855769451088236e-09
1982,1.7815531805354112e-07,1.1173503899897241e-08
1983,2.1977299979880627e-07,1.0736036948344463e-08
1984,1.9542657980764488e-07,5.799008384599347e-09
1985,1.9971652420736064e-07,1.142956040922627e-08
1986,1.7503897709048033e-07,1.1389522214244607e-08
1987,1.9432397380114708e-07,1.3443797186596385e-08
1988,2.0868007766239316e-07,1.3192418713003917e-08
1989,2.0909745046537864e-07,7.683371272548811e-09
1990,1.8906818866071262e-07,1.4166492867673242e-08
1991,1.9928981487282726e-07,7.6199047072123e-09
1992,2.0276594625556754e-07,9.91789939064347e-09
1993,1.617448504021013e-07,1.2186256448387667e-08
1994,1.9780975435423898e-07,1.160483886764041e-08
1995,1.708071977191139e-07,1.138714633697191e-08
1996,2.3167319795902586e-07,1.4412848692302305e-08
1997,1.9611118773354974e-07,1.5343662340683295e-08
1998,2.0979769033147022e-07,1.3350762273489636e-08
1999,1.9103440251910797e-07,1.6452723627935484e-08
2000,1.8467372342456656e-07,1.0603275590881367e-08
2001,2.0547882684240903e-07,1.270551397425379e-08
2002,2.0504116093889024e-07,1.8839251936242363e-08
2003,1.9917891336262983e-07,5.8336921959778465e-09
2004,2.0966805891475815e-07,1.5416770082765652e-08
2005,2.0176798898319248e-07,8.557123898356167e-09
2006,1.8406967683404218e-07,1.4824403926638752e-08
2007,1.7735489166170737e-07,2.0371844655642235e-08
2008,1.7242631145109044e-07,8.089135583588813e-09
2009,2.0550909596295241e-07,3.814554005998616e-09
2010,1.662775162003527e-07,4.723792912386671e-09
2011,1.4186936425630847e-07,1.0324724186716594e-08
2012,1.4468074027718103e-07,9.531907707582832e-09
2013,1.4866036224248091e-07,9.761937924679387e-09
2014,1.1390241638764564e-07,1.1043770342666903e-08
2015,1.2058170284490188e-07,1.4629397249166232e-08
2016,1.0936675209904934e-07,9.528164035543796e-09
2017,1.2200715104881965e-07,8.049956257139002e-09
2018,1.0842160236279597e-07,8.518839855753413e-09
2019,1.0841697672958617e-07,8.928457084778074e-09
