year,nos_DET airs_NOUN,nos_DET mers_NOUN
1892,1.817868566789116e-08,1.8993592054705744e-07
1893,2.894455697344256e-08,1.8906338550284119e-07
1894,4.2220313245522334e-08,1.6636063748798335e-07
1895,2.8889349357186234e-08,1.2037229168981867e-07
1896,2.8895442705234586e-08,1.592197804711759e-07
1897,2.097616802476665e-08,1.0954221352221793e-07
1898,1.2448381103702388e-08,1.3806385368297924e-07
1899,8.844125432005967e-09,1.0447122988921365e-07
1900,1.5573159761750333e-08,1.0537837624724489e-07
1901,2.4590450786732276e-08,7.991896572301371e-08
1902,2.356936334990678e-08,7.758248443678895e-08
1903,2.1060859722865644e-08,1.0638433689535987e-07
1904,1.8811189050893518e-08,1.1071728067690856e-07
1905,2.5287720029076866e-08,7.689531306143138e-08
1906,2.006231891726884e-08,9.619625246370944e-08
1907,1.5942813902380948e-08,9.874258982689454e-08
1908,3.14328898465277e-08,1.2671384053142276e-07
1909,1.870334465081669e-08,1.0946957418322967e-07
1910,1.4963622119168463e-08,1.1222716600478577e-07
1911,1.7025197585063268e-08,1.8727716621924628e-07
1912,2.344239469209697e-08,1.0210465778426325e-07
1913,1.909076252637476e-08,1.4901400535727305e-07
1914,4.754688076591407e-08,9.710278447983e-08
1915,2.1205371680821372e-08,7.304072369151982e-08
1916,2.307367052978293e-08,1.1317086134887688e-07
1917,4.496233962925089e-08,1.0747096013119517e-07
1918,2.5270027848023346e-08,1.3439059731723546e-07
1919,3.4069039145379065e-08,8.655377492505778e-08
1920,2.953170330499688e-08,1.5523074425871641e-07
1921,3.7863738422405646e-08,8.784387223181866e-08
1922,3.6889677090812256e-08,1.1288241541507205e-07
1923,2.653987030143412e-08,1.4225369815434874e-07
1924,5.156649840465377e-08,1.2375960156685295e-07
1925,2.969508017258704e-08,1.3527758824238845e-07
1926,1.0031524944054127e-08,9.697140512798796e-08
1927,1.8953683067479687e-08,1.3490561601159357e-07
1928,2.2852082337543322e-08,1.199734356305271e-07
1929,1.7824650200282122e-08,9.357941110899048e-08
1930,2.625900974440043e-08,8.507918636269096e-08
1931,3.5356604755065746e-08,9.124285682560185e-08
1932,1.53433514782364e-08,1.150751316458809e-07
1933,2.408839039347299e-08,9.635355979753513e-08
1934,2.6359476379411717e-08,9.10600128634087e-08
1935,2.393656917121234e-08,5.864459140525469e-08
1936,2.9099314957647948e-08,6.30485175179274e-08
1937,1.6368453259474336e-08,4.784624962894668e-08
1938,1.2965214124527336e-08,7.779128574636474e-08
1939,2.2941076593951948e-08,5.6587985852729616e-08
1940,1.0143131667916805e-08,3.4740224919005414e-07
1941,1.0920559567750843e-07,6.788455664263893e-08
1942,4.5513175450651033e-08,1.0012898599143227e-07
1943,2.6129116648121453e-08,7.83873517207212e-08
1944,3.213186161588055e-08,4.177142187700156e-08
1945,2.6142049414090707e-08,6.099811145077183e-08
1946,2.227376683094917e-08,4.872386316634447e-08
1947,1.668921911779364e-08,6.437270627657199e-08
1948,1.8482209318548826e-08,8.806229501168161e-08
1949,1.0798709482173763e-08,3.4359527556482305e-08
1950,1.8080114516649815e-08,5.9558026066497405e-08
1951,2.1322804077961166e-08,4.691016919355917e-08
1952,2.319856839960721e-08,7.381363076319758e-08
1953,1.4005975934594517e-08,4.41726913935625e-08
1954,2.6385848173049453e-08,8.990732891511755e-08
1955,7.508486277174597e-09,1.173200985249423e-07
1956,2.3547081839936368e-08,9.069987072507502e-08
1957,2.6505112771246786e-08,2.738861759610245e-08
1958,1.4062814024384807e-08,4.301566680631197e-08
1959,2.402731746897757e-08,3.7978666100890734e-08
1960,1.6610000486139143e-08,3.668041514970355e-08
1961,1.0422239238305764e-08,6.80919640672073e-08
1962,1.6489086374082973e-08,3.868593267952747e-08
1963,1.939815952312074e-08,4.332255798544793e-08
1964,6.692365273064382e-09,5.0496936188082486e-08
1965,2.1340969214023175e-08,4.979559631301811e-08
1966,2.1602391320207914e-08,1.1521275733450409e-07
1967,3.1061113570096666e-08,5.226155724846748e-08
1968,3.278733495815089e-08,4.850729051764091e-08
1969,1.907538335621517e-08,1.0991053933651074e-07
1970,2.4373242757391722e-08,5.104584915871513e-08
1971,3.185806363159571e-08,3.648262181243922e-08
1972,3.026786604687359e-08,4.1554189644799067e-08
1973,3.69384653975402e-08,3.969506834344827e-08
1974,1.518904385600095e-08,6.18812876496122e-08
1975,1.1994108817248161e-08,4.397839603598186e-08
1976,1.656922776760439e-08,3.885198096575948e-08
1977,1.8218024422367307e-08,4.818961230057539e-08
1978,2.8514838157356337e-08,3.207919185843622e-08
1979,2.1067103284089228e-08,3.511184021309788e-08
1980,2.0466542682839872e-08,4.775526685207865e-08
1981,1.4548763749289151e-08,3.352541355639005e-08
1982,1.9864007771985825e-08,2.483000827169235e-08
1983,2.2103606056589342e-08,3.8523428003145455e-08
1984,2.145633182237816e-08,5.451068069151077e-08
1985,1.6843562988810845e-08,3.0077789925364584e-08
1986,1.7983456501724504e-08,4.435919281897682e-08
1987,1.588812459374367e-08,3.605382092874976e-08
1988,1.739000587974715e-08,2.87834591161662e-08
1989,1.3720305114262032e-08,2.6342986125804657e-08
1990,2.2339469218923824e-08,3.160217609821103e-08
1991,1.9928982464278988e-08,3.282420646399942e-08
1992,1.2672871640972971e-08,2.975369917113113e-08
1993,1.4955860494492157e-08,2.9357799136153773e-08
1994,1.1077346151466827e-08,2.2682185019107237e-08
1995,2.006306776269895e-08,2.76544991351102e-08
1996,1.921713232988509e-08,3.0427125041754266e-08
1997,1.1507746533467866e-08,2.157702461147437e-08
1998,2.193339376788117e-08,2.6224711291433778e-08
1999,1.736676483177213e-08,2.696418732739403e-08
2000,1.9439339027371716e-08,2.2531960297555997e-08
2001,1.095302959441824e-08,1.971545290913035e-08
2002,1.3143664545633982e-08,1.9715496790695397e-08
2003,9.167230530238157e-09,2.5001536840818517e-08
2004,4.625030919358508e-08,2.7750185621622236e-08
2005,1.7564622978305522e-08,2.5671372805291526e-08
2006,1.6059770735488144e-08,3.953174249060609e-08
2007,2.1570189912001325e-08,4.953154486564415e-08
2008,2.6396125840655316e-08,3.9168443821679944e-08
2009,2.574823909640145e-08,1.2874119992289934e-08
2010,2.3618965894200983e-08,2.5036102802022953e-08
2011,2.3708625951357476e-08,3.212136490127193e-08
2012,2.6212745751763578e-08,4.6297836897579714e-08
2013,2.6217775839221247e-08,5.299337463293696e-08
2014,2.8583876265919628e-08,3.2914765690783554e-08
2015,3.125371372814101e-08,4.16716158524455e-08
2016,3.0655832650161585e-08,5.551191240016351e-08
2017,2.213738048428837e-08,2.7671725050248952e-08
2018,3.536609383125722e-08,3.5624239558273985e-08
2019,3.775461876465158e-08,3.9030111143034674e-08
