year,vos_DET auteurs_NOUN,vos_DET moteurs_NOUN
1939,1.3764645423464117e-08,3.058810094103137e-09
1940,2.5357829613881222e-08,5.0715658339584024e-09
1941,1.2396310467011062e-07,5.9030051957620344e-09
1942,3.034211770724937e-08,9.102635312174812e-09
1943,3.4838823381733164e-08,5.8064703267746154e-08
1944,2.8918675454292497e-08,2.5705489292704442e-08
1945,3.267756110147957e-08,4.1391576388605245e-08
1946,3.897909017780421e-08,1.5313214696277555e-08
1947,3.2186350917839945e-08,3.5762612871081956e-09
1948,2.8266908369545263e-08,1.4133454406817236e-08
1949,2.0615716911365212e-08,1.3743811311250909e-08
1950,4.5732053255420624e-08,1.1698897850465073e-08
1951,5.224086763178093e-08,2.1322803522849654e-09
1952,2.8470971358274255e-08,4.2179215675730575e-09
1953,2.4779802321184263e-08,1.0773827274768166e-08
1954,1.6613310860336128e-07,1.2704296725729591e-08
1955,2.815682398349395e-08,2.0648336374051723e-08
1956,2.0058624983221307e-08,2.616342476002842e-09
1957,1.9437083775830644e-08,8.835037701437898e-09
1958,3.060730113801924e-08,8.272243612328367e-09
1959,2.6352543258667538e-08,1.7051644762844376e-08
1960,2.0762500829718533e-08,8.305000243069571e-09
1961,1.806521465752553e-08,1.042223907177231e-08
1962,1.1859458481922047e-07,6.976152100435229e-09
1963,8.987813826522029e-08,7.1126584622049904e-09
1964,8.091677899946248e-08,7.909158661334459e-09
1965,1.1381849862601712e-07,8.755269675919664e-09
1966,2.43719298076428e-08,1.0524241922382771e-08
1967,8.529480699515091e-08,7.888536934785861e-09
1968,3.54821867443178e-08,1.0779397818794223e-08
1969,3.5425710032122026e-08,7.2668124850849836e-09
1970,2.7132477709024272e-08,5.978342709767048e-09
1971,3.0316544386010946e-08,3.083038491169532e-09
1972,5.437955574727482e-08,5.130146973897354e-09
1973,2.370677587570924e-08,1.102640756478479e-09
1974,1.2938814464291681e-08,5.063014507644681e-09
1975,1.8276735680444745e-08,9.138368284311582e-09
1976,4.627956617930806e-08,3.4281160132820787e-09
1977,2.6445518219730957e-08,2.3507127355770763e-09
1978,4.2178197601216993e-08,5.940591352171509e-10
1979,2.691907674545746e-08,4.096381456264453e-09
1980,2.3877632981950114e-08,4.548120546843393e-09
1981,2.2771979080182803e-08,3.162774764309262e-09
1982,3.04167616649309e-08,2.483000915987077e-09
1983,2.4629731809611144e-08,3.1576580239445207e-09
1984,1.565732282715615e-08,1.7397025486864948e-09
1985,2.0452897819822624e-08,4.210890747202711e-09
1986,2.877353055819043e-08,1.1389522269755759e-08
1987,5.9274923025487425e-08,1.1610551631235921e-08
1988,1.8589316530537303e-08,9.594486094499644e-09
1989,3.951447880012893e-08,6.036934507847036e-09
1990,2.6698389554713486e-08,4.358920779878872e-09
1991,2.696273926350301e-08,2.344586080837985e-09
1992,1.983579922537615e-08,1.1019888335184191e-09
1993,2.3264671966671813e-08,3.877445031719162e-09
1994,2.2154691858844444e-08,3.164955852952289e-09
1995,2.3858783393393423e-08,6.506940763983948e-09
1996,2.7224270393588768e-08,1.6014276571496566e-09
1997,2.109753616252874e-08,1.438468344439059e-09
1998,1.8595703199508762e-08,6.198568103243929e-09
1999,2.4222065464485354e-08,1.3710603763428253e-09
2000,3.7111463679906365e-08,3.5344251969604557e-09
2001,2.4096663997497103e-08,8.762423564512289e-10
2002,2.2782351782879573e-08,2.6287327870022636e-09
2003,3.5418846633383794e-08,1.6667691671301554e-09
2004,2.1583477671782703e-08,8.809582507929292e-10
2005,3.467887355057542e-08,1.3511248786457486e-09
2006,2.1001237637818804e-08,5.353256948836815e-09
2007,3.555086824924558e-08,7.589511241690161e-09
2008,2.426740630667723e-08,3.83169571072095e-09
2009,1.76423122777436e-08,6.675469510497578e-09
2010,3.967986084152386e-08,4.723792912386671e-09
2011,3.479814567053374e-08,1.2619107508937688e-08
2012,2.825529710204222e-08,2.382976976855744e-08
2013,3.179602442449081e-08,1.338780020176955e-08
2014,3.0532776529312855e-08,1.2343037703033133e-08
2015,4.277990373058316e-08,1.50727123282568e-08
2016,4.577661671945066e-08,1.3049442693091606e-08
2017,4.175914902759814e-08,2.113113528601218e-08
2018,4.07871750818245e-08,1.4456213670577256e-08
2019,5.0254458150433834e-08,9.94885246408117e-09
