year,grands_ADJ arrêts_NOUN,grands_ADJ marais_NOUN
2000,3.936465911014153e-07,9.277866475088103e-09
2001,3.960615396481071e-07,2.6725392343607268e-08
2002,3.95624297766517e-07,1.1391176002462089e-08
2003,3.846069802637686e-07,2.458484549272555e-08
2004,3.303593381076553e-07,1.497629043001325e-08
2005,3.688570835436167e-07,1.3060873604864298e-08
2006,2.767222078148279e-07,2.1001238081908014e-08
2007,2.532499969731816e-07,2.0771293685051262e-08
2008,2.12020492718068e-07,1.021785517307805e-08
2009,2.293500507288826e-07,1.4304577744539415e-08
2010,1.818660351204926e-07,1.2754241052181925e-08
2011,2.0420010216071205e-07,1.3766298961881418e-08
2012,1.1165949054259272e-07,2.6212746195852787e-08
2013,7.290772874313234e-07,1.8966050063795592e-08
2014,4.016900945202906e-07,1.5807749290108752e-08
2015,5.328647301183764e-07,1.662431632631911e-08
2016,3.9583307565038695e-07,2.5270348924522068e-08
2017,5.88904608911367e-07,1.5345229670282734e-08
2018,4.0916246624167485e-07,1.2907333535316923e-08
2019,3.5968926626051e-07,1.5050828139351324e-08
