year,grands_ADJ arrêts_NOUN,grands_ADJ marais_NOUN
1800,0.0,1.2262241710914168e-07
1801,0.0,1.3572740442668874e-07
1802,2.2378401354217203e-09,8.727576528144709e-08
1803,0.0,6.436119548425268e-08
1804,0.0,1.5325475999361515e-07
1805,0.0,4.8328921309348516e-08
1806,0.0,1.181484350354367e-07
1807,8.540865792383556e-09,1.537355700520493e-07
1808,0.0,8.837688625362716e-08
1809,0.0,1.400598961254218e-07
1810,0.0,1.3572734758326988e-07
1811,0.0,2.131015293116434e-07
1812,0.0,8.00162425207418e-09
1813,0.0,1.2653262615458516e-07
1814,0.0,1.321604372606089e-07
1815,0.0,4.5852800667489646e-08
1816,0.0,1.1356259221884102e-07
1817,0.0,3.113746771532533e-08
1818,0.0,8.583247534943439e-08
1819,0.0,9.005413714735511e-08
1820,0.0,5.577246042776096e-08
1821,0.0,5.621048315695987e-08
1822,1.0025615893027862e-09,8.72228582693424e-08
1823,0.0,3.162459805139406e-08
1824,0.0,1.7263280938095704e-07
1825,8.805443041381977e-10,5.547429027252804e-08
1826,0.0,7.662946188702335e-08
1827,0.0,7.92685455053288e-08
1828,1.0089530988466322e-08,5.595103758082587e-08
1829,1.457439946506156e-08,3.772197620932616e-08
1830,1.0436835840010872e-09,9.288783786587373e-08
1831,0.0,1.091384405071949e-07
1832,0.0,4.19429042608499e-08
1833,0.0,6.718504330649466e-08
1834,0.0,5.7874091963228125e-08
1835,2.2689263801112247e-09,9.605121675804185e-08
1836,2.016224964762614e-09,7.191202566758648e-08
1837,0.0,7.166627580268425e-08
1838,0.0,9.152634650178015e-08
1839,6.9914751765765e-10,9.508406284552962e-08
1840,7.0066574764382494e-09,8.853866972913238e-08
1841,1.926164561183441e-09,6.484754067059839e-08
1842,0.0,1.489234904283876e-07
1843,5.906911071384968e-10,3.2488010504039266e-08
1844,3.2931368743049916e-09,4.7750482679020934e-08
1845,1.674068439427856e-09,6.249855033502172e-08
1846,4.0981511517657054e-09,3.7468808500307205e-08
1847,6.47186837454683e-09,4.1527822958187244e-08
1848,8.045221711050488e-10,4.34441957963827e-08
1849,1.5920887719289567e-08,5.781796375003978e-08
1850,6.788996032014438e-10,6.924776130290411e-08
1851,0.0,9.158203084780325e-08
1852,1.3021090872200602e-09,4.687592536356533e-08
1853,0.0,1.4870110764952926e-07
1854,1.0391328908454511e-09,7.949366304105254e-08
1855,2.1227748447927297e-09,5.890700194299825e-08
1856,7.248064981535407e-09,3.1580852932755477e-08
1857,1.9526036343364694e-09,6.736482593971971e-08
1858,0.0,3.9149409047922745e-08
1859,5.092173349652285e-09,4.1755821911237945e-08
1860,1.8308735638683515e-09,5.446849016266242e-08
1861,2.357981809808507e-09,6.272231650727988e-08
1862,1.0843167280727428e-08,4.2469071842576867e-08
1863,1.4983863039219614e-09,3.3463959547841426e-08
1864,4.794727948009836e-10,5.993409779581071e-08
1865,3.294791106611683e-09,7.060266571379259e-08
1866,0.0,5.060237384668653e-08
1867,5.338092634588065e-09,3.542552207136396e-08
1868,4.939874287401835e-09,4.692880239964836e-08
1869,9.767038289254515e-10,2.8812763175345424e-08
1870,1.7202146374017957e-09,7.970327775552732e-08
1871,9.559059321873065e-09,6.372706540247464e-08
1872,1.8142017887967654e-09,3.9912439575573444e-08
1873,7.183205141814142e-09,4.7888036813770185e-08
1874,5.377148060148329e-09,3.644511537004291e-08
1875,3.432916173551348e-09,5.835957733735242e-08
1876,7.859819461941697e-09,4.6554312405078235e-08
1877,1.8554447978047506e-09,1.0081250356730465e-07
1878,1.8117265465633636e-09,6.824170112329497e-08
1879,9.163987790827832e-09,1.5028939515104867e-07
1880,4.492492600149944e-09,6.096953786283166e-08
1881,1.3945015142624584e-09,7.530308210323966e-08
1882,7.320923423037584e-09,2.928369480237336e-08
1883,1.2638677882037541e-09,5.055471269388434e-08
1884,7.922036360241691e-09,8.912290638818376e-08
1885,1.2891271383708158e-09,8.443782917311182e-08
1886,5.162771099520569e-09,8.776710758162665e-08
1887,7.834709769838355e-09,6.006610675513002e-08
1888,0.0,4.565242672782688e-08
1889,1.8795409673089125e-09,9.523007715728227e-08
1890,6.554386366985909e-09,4.653614382732485e-08
1891,8.286486163910922e-09,7.776548593962929e-08
1892,1.2537024751679837e-09,4.952124754709075e-08
1893,1.847525021858587e-09,9.176040605129998e-08
1894,3.780923574225881e-09,5.4823392048319874e-08
1895,5.416753268150387e-09,3.972285611553161e-08
1896,2.948514543632541e-09,6.368791360955584e-08
1897,1.1653426668090106e-08,5.4771106205997455e-08
1898,5.6583548957434e-10,4.979352419276495e-08
1899,1.1055156790007459e-09,6.080336234504102e-08
1900,2.595526460424935e-09,5.242963807550183e-08
1901,2.794369402536745e-09,5.309301803757549e-08
1902,3.928227076954727e-09,2.9461703299205055e-08
1903,2.7001101354784396e-09,5.832238048064653e-08
1904,6.987012746151322e-09,1.3866532366790807e-07
1905,5.160759042333041e-10,2.9416326818854088e-08
1906,6.173021205313489e-09,5.195626462395353e-08
1907,1.028568674676933e-09,4.88570114920428e-08
1908,9.822778146428846e-10,4.714933621308148e-08
1909,0.0,5.831042526605046e-08
1910,5.34415089958884e-09,3.046165941711365e-08
1911,3.7242617878519013e-09,6.278041275731283e-08
1912,2.6047106693738442e-09,4.532196562490043e-08
1913,4.772690687104841e-09,3.022704103683438e-08
1914,4.018046340092951e-09,3.683208982252495e-08
1915,0.0,7.657494904833584e-08
1916,1.0987462051303964e-09,8.24059636084229e-08
1917,2.1932848870420685e-09,8.005489604556715e-08
1918,1.1486376294556067e-09,4.135095466040184e-08
1919,0.0,7.826670866961649e-08
1920,7.572231730534895e-09,5.7548959375708364e-08
1921,4.543648568500203e-09,3.3320087244881336e-08
1922,2.951174193910333e-09,2.4347186822204492e-08
1923,1.4862327368803108e-08,4.458698166232011e-08
1924,9.02413699321869e-09,4.125319807979366e-08
1925,1.4297631523163545e-08,4.179307633300766e-08
1926,1.0031524610987219e-08,8.693988196029068e-08
1927,3.344767462998277e-09,7.246995892273844e-08
1928,3.4278122562625413e-09,3.3135519106330946e-08
1929,4.4561625500705304e-09,3.787738322991174e-08
1930,3.1510810627466412e-09,5.671945757512731e-08
1931,9.124285327288817e-09,5.360517718600022e-08
1932,1.8631212239661465e-08,4.7126007984843454e-08
1933,4.588264879146209e-09,3.0970788600370724e-08
1934,2.7557634396657704e-08,4.073737258636356e-08
1935,1.4361940969820353e-08,5.385727863682632e-08
1936,7.274828739411987e-09,5.33487423126644e-08
1937,1.510934133364117e-08,4.0291578073947676e-08
1938,1.8151300351654243e-08,4.537825049055755e-08
1939,1.5294050470515685e-08,3.058810094103137e-08
1940,1.5214697501875207e-08,2.5357829613881222e-08
1941,5.9030051957620344e-09,7.969057325141193e-08
1942,1.2136846860855144e-08,6.371844563091145e-08
1943,2.9032352077962287e-09,5.8064704155924574e-08
1944,3.2131861615880553e-09,6.42637232317611e-08
1945,6.535512131478072e-09,3.485606603348401e-08
1946,1.1136883415474585e-08,5.150808579656996e-08
1947,4.7683483828109274e-09,4.529930830443618e-08
1948,1.0871888278529696e-08,4.566192934873925e-08
1949,5.203014530330563e-08,4.5158238481946e-08
1950,1.4889506294579746e-08,3.616022903329963e-08
1951,1.2793682557799002e-08,2.985192482096721e-08
1952,2.31985678444957e-08,4.745161608088466e-08
1953,1.5083358673173564e-08,1.1851209791302608e-08
1954,2.4431340284181147e-08,4.788542540268281e-08
1955,3.4726748587843304e-08,4.3173795205575516e-08
1956,1.0465369904011368e-07,3.9245136917998025e-08
1957,5.5660738351726025e-08,3.975767048913781e-08
1958,4.136121739550802e-08,3.308897317255699e-08
1959,3.7978664324533895e-08,2.480239236213322e-08
1960,4.9829999015926774e-08,4.844583401109048e-08
1961,3.404598114542523e-08,4.099413919433914e-08
1962,1.236681490546232e-07,2.7270412428226365e-08
1963,8.535190110237068e-08,3.4270080440101935e-08
1964,7.118242906223315e-08,3.95457936397392e-08
1965,4.6512369955564736e-08,3.1737850236801535e-08
1966,8.640956794536692e-08,4.2096968577709504e-08
1967,1.2966782136913935e-07,2.6130778651989317e-08
1968,4.805814812769427e-08,3.4134760795723196e-08
1969,5.5409443699971916e-08,2.4525491804094912e-08
1970,8.461654221747494e-08,1.701528307140876e-08
1971,4.5731738618215445e-08,3.031654605134548e-08
1972,5.69446294562681e-08,3.437198259348406e-08
1973,7.442825161740885e-08,4.0246386778797216e-08
1974,1.2826303419366525e-07,2.8690415820875614e-08
1975,1.8733654449931691e-07,3.655347402542475e-08
1976,1.7254851125692028e-07,2.3425460238257756e-08
1977,1.2811384397792835e-07,2.1156414509171384e-08
1978,1.609900257548702e-07,3.207919385683766e-08
1979,2.9493945707947944e-07,2.2822695622259914e-08
1980,1.4610837451023428e-07,3.06998135801706e-08
1981,1.9735714973379004e-07,2.5934752845291342e-08
1982,1.6511955880371687e-07,3.41412621507331e-08
1983,1.9956398844556134e-07,2.7787391054800992e-08
1984,2.2964073398412665e-07,2.95749427725589e-08
1985,2.719032292652912e-07,3.0077790924565306e-08
1986,1.594533128312925e-07,4.4359192985510276e-08
1987,2.273223840276728e-07,3.0554083707556856e-08
1988,3.6938772307593126e-07,1.559103945947271e-08
1989,2.3324519649037256e-07,3.183110952598156e-08
1990,2.6534930142041446e-07,1.7980548217000347e-08
1991,3.798229517570917e-07,1.6412102177287835e-08
1992,3.49330461002495e-07,1.4325854502672541e-08
1993,3.805435540016333e-07,2.4372512896775334e-08
1994,3.1491311913711684e-07,2.9539588330962374e-08
1995,3.0636847903053877e-07,2.76544991351102e-08
1996,3.6138883752201423e-07,1.49466583554414e-08
1997,3.346836314754853e-07,2.1577025943742e-08
1998,2.6844567813100184e-07,2.14565816225587e-08
1999,3.37737859013032e-07,2.6964186022881975e-08
