year,divers_DET effets_NOUN,divers_DET méfaits_NOUN
1860,9.566314229658701e-08,5.492620580582752e-09
1861,9.71488565149059e-08,9.431927239234028e-09
1862,5.8282022985522985e-08,3.6143890103090826e-09
1863,6.493007076446844e-08,1.048870412745373e-08
1864,9.205877660178885e-08,5.753673537611803e-09
1865,5.883555576069455e-08,8.47231973466478e-09
1866,7.152450720582237e-08,5.352174259343201e-09
1867,6.745407610253551e-08,1.552899675516528e-08
1868,7.311013661137622e-08,3.457911734727759e-09
1869,6.153234011208042e-08,2.441759683335931e-09
1870,7.683625291576845e-08,1.6055336615750093e-08
1871,7.222400233430903e-08,1.911811864374613e-08
1872,3.809823734268747e-08,1.6327815544059376e-08
1873,4.3697832019518046e-08,4.190203295451056e-09
1874,6.870800461911131e-08,5.974609140757536e-10
1875,7.266339235867392e-08,1.1443054281912168e-09
1876,7.255217715496087e-08,1.0278225381910033e-08
1877,5.8755751375372256e-08,1.855444864418132e-08
1878,2.6571990718871064e-08,7.2469061862534545e-09
1879,4.5819939620272976e-08,9.774920428640144e-09
1880,4.685027699125044e-08,3.8507077526617195e-09
1881,2.7890029841159958e-08,9.761510710859511e-09
1882,3.727015607246642e-08,9.983077475794744e-09
1883,6.888079351341503e-08,1.0110942305630033e-08
1884,2.2445769687351458e-08,8.582206056928499e-09
1885,5.865528374116025e-08,1.2891271161663553e-08
1886,4.646493934057361e-08,1.871504551331782e-08
1887,6.202478175509896e-08,1.566941953967671e-08
1888,5.1358978181426096e-08,1.2047167707862627e-08
1889,5.951879877841293e-08,1.1277245803853475e-08
1890,5.767860145056147e-08,7.209825181320184e-09
1891,6.055508805502541e-08,7.0116419337296065e-09
1892,8.399806494807649e-08,3.761107425503951e-09
1893,4.926733160326435e-08,9.853466487186324e-09
1894,4.978215883966186e-08,1.8904618315218613e-08
1895,4.634333317099504e-08,7.22233739480771e-09
1896,3.833068706882159e-08,5.897029087265082e-09
1897,4.661370667236042e-08,1.1653426668090106e-08
1898,5.65835487353894e-08,3.3950129374460403e-09
1899,5.30647525920358e-08,5.527578395003729e-09
1900,6.17735342878234e-08,9.34389543516545e-09
1901,6.427049514812211e-08,7.265360757457984e-09
1902,4.71387240352783e-08,7.856454153909453e-09
1903,6.642270555801133e-08,3.7801539676252105e-09
1904,5.320878937453699e-08,3.7622376325430196e-09
1905,4.7478982356796706e-08,3.096455536422127e-09
1906,4.578324075410478e-08,9.773950537805831e-09
1907,3.2399914473568714e-08,1.1828539925318182e-08
1908,7.023286485718927e-08,5.893666887857307e-09
1909,4.5658164138373536e-08,1.320236009405562e-08
1910,7.428369386275335e-08,4.275320542035388e-09
1911,4.788336838146279e-08,2.0217422402879492e-08
1912,4.7405731506966475e-08,5.2094213387476884e-09
1913,5.090870081048138e-08,7.42418571064718e-09
1914,4.7546879322624136e-08,8.705766774141921e-09
1915,7.068457419379115e-08,1.1780761921542648e-09
1916,3.955486249651585e-08,4.394984820521586e-09
1917,2.3029492091097836e-08,9.869782324756216e-09
1918,3.445912799548978e-08,2.2972752589112133e-09
1919,9.852398008547425e-08,3.6831393490643904e-09
1920,3.8618383157995595e-08,5.300562211374427e-09
1921,4.0892837116501823e-08,6.058197943303867e-09
1922,3.24629156334133e-08,9.591316185719734e-09
1923,4.2463792038205384e-08,1.6985516992917837e-08
1924,3.3518222752881854e-08,1.4180787211159895e-08
1925,4.069325920674771e-08,8.798542339150117e-09
1926,3.232380019202452e-08,6.687683296036084e-09
1927,4.5711820995109065e-08,6.689535148041159e-09
1928,3.770593604013328e-08,1.1426041446327417e-08
1929,4.010546450494701e-08,7.798284684668033e-09
1930,4.3064775301360214e-08,4.201441416995522e-09
1931,3.307553431142196e-08,2.2810713318222042e-09
1932,3.06867030674951e-08,9.863582839386709e-09
1933,3.785318369864399e-08,1.1470662641954732e-08
1934,5.511526879331541e-08,7.188948103475923e-09
1935,3.949533855518439e-08,3.590485242455088e-09
1936,5.334874364493203e-08,6.0623572828433225e-09
1937,4.280980003823487e-08,8.813782592653752e-09
1938,4.797129271594258e-08,6.482607339819424e-09
1939,7.494084641734844e-08,1.5294050470515685e-09
1940,6.593035806190528e-08,1.5214697057785997e-08
1941,4.7224041566096275e-08,1.4757512545315876e-08
1942,3.6410540360520827e-08,0.0
1943,3.774205836748479e-08,1.1612940831184915e-08
1944,5.462416474699694e-08,3.2131861615880553e-09
1945,4.574858580852492e-08,2.178504043826024e-09
1946,5.150808402021312e-08,1.3921104269343232e-09
1947,2.7418003867296648e-08,0.0
1948,5.0010683594337024e-08,4.348755133776194e-09
1949,4.123143504397575e-08,2.945102384188658e-09
1950,2.339779503479633e-08,1.1698897850465073e-08
1951,5.5439288937364495e-08,8.529121409139861e-09
1952,4.323369484637851e-08,4.2179215675730575e-09
1953,5.0636988380148296e-08,8.619061908632375e-09
1954,4.88626810124515e-08,6.840775057526116e-09
1955,5.7252208307545516e-08,9.385607846468247e-10
1956,6.540856212211565e-08,3.488456634670456e-09
1957,6.096176152770028e-08,9.718541527092839e-09
1958,6.700517340973988e-08,1.6544486891589827e-09
1959,9.765942454720289e-08,3.8753737996444215e-09
1960,8.304999798980361e-08,3.460416619915918e-09
1961,4.7247482370949e-08,9.03260666262895e-09
1962,6.59563461624657e-08,7.610347907416326e-09
1963,5.1728427319375214e-08,5.1728425987107585e-09
1964,7.544120483871097e-08,4.867174663303331e-09
1965,6.019247678068496e-08,3.830430195250756e-09
1966,6.757671267010323e-08,8.862519607077957e-09
1967,6.705256527794745e-08,2.9582012395223956e-09
1968,5.8837548388979144e-08,8.982831367632116e-09
1969,7.403065116484697e-08,4.995933444718048e-09
1970,6.254265860761166e-08,5.978342709767048e-09
1971,5.9091569415414824e-08,8.735275613958038e-09
1972,7.182205896683058e-08,2.0520587451500205e-09
1973,6.560712506598065e-08,4.9618833486420044e-09
1974,5.85059469759841e-08,2.2502286700643026e-09
1975,6.625316917308055e-08,1.1422960355389478e-08
1976,5.827797400215218e-08,1.199840671262109e-08
1977,6.817066688924456e-08,3.526069214387917e-09
1978,6.475244429537952e-08,4.752473081737207e-09
1979,5.032697036888578e-08,9.363157360553487e-09
1980,6.594774615287236e-08,8.527726080842513e-09
1981,5.7562502098207347e-08,8.223214109648325e-09
1982,5.338452047087827e-08,8.069752865935698e-09
1983,6.378468864198794e-08,1.0104505676622466e-08
1984,7.480720959351927e-08,4.059305780401701e-09
1985,4.6319795998783775e-08,3.0077789148208467e-09
1986,4.136195053128233e-08,3.5966913891627428e-09
1987,7.394088141765565e-08,8.555143260480236e-09
1988,4.257553198883102e-08,6.596209356501959e-09
1989,6.750390513232674e-08,7.134558721588746e-09
1990,6.211462078020702e-08,8.717841559757744e-09
1991,8.206051305137407e-08,7.033758464558559e-09
1992,6.667032326213018e-08,4.4079553340736766e-09
1993,6.37008827908403e-08,4.985286850001103e-09
1994,6.593658197218133e-08,7.384897138251745e-09
1995,8.567472242759777e-08,4.880205572987961e-09
1996,7.793614931195236e-08,5.871901187504136e-09
1997,7.863627204951484e-08,5.753873377756236e-09
1998,9.488577212835025e-08,1.0013071261028017e-08
1999,9.003295975418268e-08,1.0968483010742602e-08
2000,7.996637041429722e-08,7.068850393920911e-09
2001,8.411926977203166e-08,5.695575122643959e-09
2002,8.149071994978385e-08,8.324320788233308e-09
2003,7.083769126836614e-08,3.7502307925763034e-09
2004,9.38220545698698e-08,6.607186797680242e-09
2005,7.25103663778981e-08,5.854874363109275e-09
2006,7.782812261325489e-08,3.706100981659688e-09
2007,6.750670378252721e-08,7.988958827809256e-09
2008,6.854478051820934e-08,2.9802078582719105e-09
2009,7.056925044324203e-08,1.430457752249481e-09
2010,6.802262153549066e-08,8.502827775203059e-09
2011,6.615471703774745e-08,2.6767803529281764e-09
2012,6.263824858798728e-08,3.744677901096338e-09
2013,5.21566387856609e-08,5.29933741333366e-09
2014,4.7639795663911855e-08,4.7639794331644225e-09
2015,4.3444878639053996e-08,2.881548111233201e-09
2016,4.681228338299093e-08,2.6927420293532123e-09
2017,4.603568837246996e-08,5.282783988036499e-09
2018,4.517566754014268e-08,3.614053500911041e-09
2019,4.2601497218797135e-08,3.826481798085979e-09
