year,véritables_ADJ êtres_NOUN,véritables_ADJ mètres_NOUN
1800,9.432493897065797e-09,0.0
1801,7.143547975374531e-09,0.0
1802,2.2378401354217203e-09,0.0
1803,3.1205427575287104e-08,0.0
1804,0.0,1.4831105232815389e-08
1805,0.0,0.0
1806,2.881669125542885e-09,0.0
1807,5.693910232196231e-09,0.0
1808,0.0,0.0
1809,3.162642769893864e-08,0.0
1810,7.020380277111826e-09,0.0
1811,1.2535384286138651e-08,1.0028307073639553e-08
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,1.6183340889597275e-08,2.697223555614414e-09
1816,0.0,0.0
1817,2.0239355080775567e-08,0.0
1818,1.1921177378582115e-09,0.0
1819,3.1053151161586356e-09,0.0
1820,1.1866481131050932e-09,0.0
1821,1.972297702934611e-08,0.0
1822,1.4035862250239006e-08,0.0
1823,3.9530747564242574e-09,0.0
1824,2.2737005167527968e-08,0.0
1825,1.3208164340028361e-08,0.0
1826,6.1655889282974385e-09,0.0
1827,4.608636583469661e-09,6.452091305675367e-09
1828,3.668920500743411e-09,0.0
1829,6.001223074036943e-09,0.0
1830,1.878630406793036e-08,0.0
1831,3.1182412207897414e-09,0.0
1832,3.92369123858316e-08,0.0
1833,1.1583628500844156e-09,0.0
1834,1.3068342852307069e-08,0.0
1835,4.5378527602224494e-09,1.5126175867408165e-09
1836,8.064899859050456e-09,0.0
1837,2.365682938432201e-08,0.0
1838,1.8936486156917454e-08,0.0
1839,1.3982949909063791e-08,0.0
1840,1.52872523528913e-08,0.0
1841,5.1364388298225094e-09,0.0
1842,1.2074877098200432e-08,0.0
1843,4.371114314949409e-08,0.0
1844,1.2623690537338916e-08,0.0
1845,2.622707206967334e-08,0.0
1846,1.9905304071698993e-08,0.0
1847,7.011190739092399e-09,5.393223645455691e-10
1848,7.24069959545659e-09,0.0
1849,2.3462362719328667e-08,8.379414939696517e-10
1850,5.431196825611551e-09,0.0
1851,1.5478653025979838e-08,0.0
1852,2.0833745395520964e-08,0.0
1853,1.0152284346531815e-08,0.0
1854,9.352196350675968e-09,0.0
1855,1.0613874223963649e-08,5.306937111981824e-09
1856,6.212626857404757e-09,1.0354378465748937e-09
1857,1.2203773103180993e-08,0.0
1858,1.1255455234504552e-08,0.0
1859,2.6988518087023294e-08,0.0
1860,1.1442959468865865e-08,0.0
1861,2.4051415081771665e-08,0.0
1862,2.2138133104476765e-08,2.710791813242963e-09
1863,1.9479021062807078e-08,4.994620828036034e-10
1864,1.342523781033833e-08,0.0
1865,5.177528628053096e-09,0.0
1866,2.3841502994059738e-08,0.0
1867,1.2132028714972876e-08,0.0
1868,1.2349684830326169e-08,4.93987406535723e-10
1869,1.953407746668745e-08,0.0
1870,1.204150201772336e-08,0.0
1871,3.18635318130589e-09,0.0
1872,2.3584624031514068e-08,0.0
1873,1.97538145840781e-08,0.0
1874,1.1949218503559678e-08,0.0
1875,2.6319025181464895e-08,0.0
1876,1.6928840551599933e-08,0.0
1877,8.658742167710898e-09,0.0
1878,1.1474268646338714e-08,0.0
1879,1.4662380642960215e-08,0.0
1880,1.6686399817444908e-08,0.0
1881,9.064259565150223e-09,0.0
1882,7.986462158271479e-09,0.0
1883,1.1374810426900694e-08,0.0
1884,1.7164412113856997e-08,0.0
1885,1.0957580620640783e-08,0.0
1886,9.034849313138693e-09,0.0
1887,1.0446279397058333e-08,0.0
1888,1.5851536971922542e-08,6.340614699951175e-10
1889,1.1277245803853475e-08,0.0
1890,7.209825181320184e-09,2.6217545912032847e-09
1891,5.736798147637501e-09,0.0
1892,1.0656471260972467e-08,0.0
1893,1.23168328869383e-08,0.0
1894,1.071261657159539e-08,0.0
1895,2.046328972937772e-08,0.0
1896,1.592197840238896e-08,0.0
1897,8.157399200570126e-09,0.0
1898,5.092519295146758e-09,0.0
1899,1.1055156790007459e-08,0.0
1900,1.2977633190303095e-08,0.0
1901,1.2295225282343836e-08,0.0
1902,9.329538919189417e-09,1.4730852093691738e-09
1903,8.100330184390714e-09,0.0
1904,1.2361637935498493e-08,0.0
1905,1.651442893546573e-08,0.0
1906,1.2346042410626978e-08,0.0
1907,3.0857059130084963e-09,0.0
1908,1.4734167663732478e-08,0.0
1909,9.351672325408344e-09,0.0
1910,1.3894791983659616e-08,0.0
1911,1.8621308939259507e-08,0.0
1912,2.2921453179947093e-08,0.0
1913,8.484783542428431e-09,1.590896969716482e-09
1914,5.357394972094198e-09,0.0
1915,1.1780761921542648e-09,0.0
1916,8.789969641043172e-09,0.0
1917,6.57985488317081e-09,0.0
1918,1.1486376294556067e-09,0.0
1919,6.4454939163738345e-09,0.0
1920,3.786115865267448e-09,0.0
1921,3.7863738810983705e-09,0.0
1922,1.696925089333945e-08,0.0
1923,1.8047112249064412e-08,0.0
1924,1.2891624656674594e-08,0.0
1925,1.6497267552040284e-08,0.0
1926,1.0031524944054127e-08,0.0
1927,1.3379070296082318e-08,0.0
1928,1.2568645679778001e-08,0.0
1929,5.570202965543558e-09,0.0
1930,1.2604324695075775e-08,0.0
1931,2.2810713318222042e-09,0.0
1932,1.3151444377967891e-08,0.0
1933,6.882397318719313e-09,0.0
1934,2.875579241390369e-08,0.0
1935,8.377798899061872e-09,0.0
1936,1.2124714565686645e-08,0.0
1937,1.0072894518486919e-08,1.2591118148108649e-09
1938,1.1668692678767911e-08,0.0
1939,9.176430282309411e-09,0.0
1940,2.2822046474857416e-08,0.0
1941,8.854508237732261e-09,0.0
1942,6.068423541449874e-09,0.0
1943,5.806470415592457e-09,0.0
1944,9.639558484764166e-09,0.0
1945,1.3071024262956144e-08,0.0
1946,9.744772988540262e-09,0.0
1947,1.1920871401116528e-08,0.0
1948,1.195907639583993e-08,0.0
1949,7.853606653895895e-09,0.0
1950,3.190608444114673e-09,0.0
1951,1.4925962688039363e-08,0.0
1952,4.2179215675730575e-09,0.0
1953,1.939288907237824e-08,0.0
1954,1.2704297169818801e-08,0.0
1955,1.0324168187025862e-08,0.0
1956,6.976913269340912e-09,0.0
1957,3.534015080575159e-09,0.0
1958,3.3088973783179654e-09,0.0
1959,1.3176271629333769e-08,0.0
1960,1.038124963770315e-08,0.0
1961,2.084447814354462e-08,0.0
1962,1.4586500007851555e-08,0.0
1963,1.7458344103715717e-08,0.0
1964,1.2167936658258327e-09,0.0
1965,1.4227312661319047e-08,0.0
1966,6.6468897053084675e-09,0.0
1967,4.437302081328198e-09,0.0
1968,9.88111459321317e-09,0.0
1969,6.358460868938209e-09,0.0
1970,8.7375777724219e-09,0.0
1971,9.762954888969944e-09,5.138397485282553e-10
1972,6.156176013405457e-09,0.0
1973,4.9618833486420044e-09,0.0
1974,6.750686232237513e-09,0.0
1975,7.996072248772634e-09,5.711480177694739e-10
1976,7.427584769459372e-09,0.0
1977,7.639816779203557e-09,0.0
1978,1.0099005187669263e-08,0.0
1979,7.022368020415115e-09,0.0
1980,5.116635559687666e-09,0.0
1981,8.223214109648325e-09,1.2651099057237047e-09
1982,6.828252629986764e-09,0.0
1983,1.0104505676622466e-08,0.0
1984,6.378909400694965e-09,0.0
1985,6.015557829641693e-09,0.0
1986,8.392279760016663e-09,1.1988970927134801e-09
1987,1.0388388815840699e-08,6.110816852533674e-10
1988,8.395175221664886e-09,0.0
1989,7.683371272548811e-09,1.0976244357863152e-09
1990,1.1442167213715493e-08,0.0
1991,1.1722930182145319e-08,0.0
1992,4.958949695321735e-09,0.0
1993,1.4955860550003308e-08,1.661762283333701e-09
1994,1.318731612798274e-08,0.0
1995,1.0302656505700725e-08,0.0
1996,2.5089033073300016e-08,5.338092190498855e-10
1997,1.1507746755512471e-08,0.0
1998,1.0013071261028017e-08,0.0
1999,1.2339542720951613e-08,0.0
2000,1.3254094710646314e-08,0.0
2001,9.638665865452367e-09,0.0
2002,1.1829298429688606e-08,4.38122149670761e-10
2003,1.7917768602160322e-08,1.6667691671301554e-09
2004,1.1452457648886138e-08,0.0
2005,1.261049931144953e-08,0.0
2006,8.64756888319107e-09,0.0
2007,1.5578470069499417e-08,0.0
2008,1.7455501932772677e-08,0.0
2009,1.1443662017995848e-08,0.0
2010,8.030448306328708e-09,0.0
2011,1.2619107536693264e-08,3.82397197240536e-10
2012,2.0765941854961056e-08,3.404252713057332e-10
2013,1.6734750474256543e-08,0.0
2014,1.3209215943277286e-08,0.0
2015,2.0392493027543424e-08,0.0
2016,1.4292246497404903e-08,0.0
2017,1.6603035390971854e-08,0.0
2018,1.652138692520566e-08,2.5814667070633845e-10
2019,1.6581420680950032e-08,0.0
