year,mauvais_ADJ auteurs_NOUN,mauvais_ADJ moteurs_NOUN
1858,4.0128142586581816e-08,0.0
1859,8.554851405051522e-08,0.0
1860,4.851814949802247e-08,0.0
1861,4.385846352761291e-08,0.0
1862,2.84633134839396e-08,1.3553959066214816e-09
1863,6.493007020935693e-08,0.0
1864,2.0137857603685916e-08,0.0
1865,2.4004906507002488e-08,4.706844358715045e-10
1866,3.7465218927223987e-08,0.0
1867,2.620518202434141e-08,9.7056229719783e-10
1868,3.309715523869272e-08,0.0
1869,3.076617005604021e-08,0.0
1870,6.078091985273204e-08,0.0
1871,1.274541272522356e-08,0.0
1872,1.9956219787786722e-08,0.0
1873,2.0352415197599782e-08,5.986004469882289e-10
1874,1.7326366119618797e-08,0.0
1875,2.8607635371713513e-08,0.0
1876,2.8416270225761764e-08,0.0
1877,5.3807898581226254e-08,0.0
1878,4.7708802242141246e-08,6.039088673581716e-10
1879,5.5594860270957724e-08,0.0
1880,5.84024004712802e-08,0.0
1881,2.2312024228199334e-08,0.0
1882,2.9283693692150337e-08,0.0
1883,1.64302811356265e-08,0.0
1884,1.1222884843675729e-08,0.0
1885,1.933690718658454e-08,1.2891271383708158e-09
1886,3.1621972595985426e-08,6.453463874400711e-10
1887,1.9586773092328258e-08,0.0
1888,2.8532765483646472e-08,0.0
1889,4.1976417008982025e-08,0.0
1890,2.4906668727453507e-08,4.5880703680722945e-09
1891,3.314594465564369e-08,0.0
1892,1.0656471260972467e-08,1.8805537127519756e-09
1893,3.017624200518654e-08,0.0
1894,2.142523314319078e-08,0.0
1895,3.91209944439197e-08,0.0
1896,1.592197840238896e-08,0.0
1897,4.603103676004139e-08,0.0
1898,5.8846890027552945e-08,0.0
1899,2.65323762960179e-08,0.0
1900,1.4015843596837385e-08,0.0
1901,1.4530721514915967e-08,0.0
1902,9.820567470342212e-09,0.0
1903,1.1880484152015924e-08,5.400220270956879e-10
1904,1.1824175416563776e-08,0.0
1905,1.0321517862621477e-08,0.0
1906,1.4403716441790948e-08,5.144184522798412e-10
1907,1.337139288182243e-08,3.599990305858114e-09
1908,1.9154416719402434e-08,1.4734167219643268e-09
1909,1.7053048750881317e-08,2.2003934230241384e-09
1910,2.7255168788542505e-08,0.0
1911,3.405039450399272e-08,2.128149656499545e-09
1912,2.7609932118366487e-08,0.0
1913,1.856046338843953e-08,2.6514948014977335e-09
1914,2.8795998474606677e-08,0.0
1915,1.6493066468115103e-08,0.0
1916,1.538244731591476e-08,0.0
1917,2.3029491202919417e-08,0.0
1918,1.6080926812378493e-08,0.0
1919,1.012863304339362e-08,0.0
1920,3.48322650722821e-08,0.0
1921,2.8019165654313838e-08,1.5145494858259667e-09
1922,1.8444838545406128e-08,0.0
1923,4.777176698667063e-08,1.0615948120573648e-09
1924,3.0939897754933554e-08,1.289162443462999e-09
1925,3.519416935660047e-08,0.0
1926,2.3406890647947876e-08,1.1146138456652466e-09
1927,2.7873062080630007e-08,0.0
1928,3.5420729460611255e-08,0.0
1929,3.676334259239411e-08,0.0
1930,2.6259009189288918e-08,0.0
1931,7.755642172924126e-08,2.2810713318222042e-09
1932,2.7398842306070037e-08,1.0959536611565568e-09
1933,3.0970788156281515e-08,1.1470662197865522e-09
1934,1.7972370258689807e-08,0.0
1935,1.3165112555668657e-08,0.0
1936,1.6974599503782883e-08,0.0
1937,1.0072894518486919e-08,0.0
1938,1.8151300018587335e-08,0.0
1939,1.3764645423464117e-08,0.0
1940,2.028626333583361e-08,2.5357829169792012e-09
1941,3.246652724442356e-08,0.0
1942,3.944475324146879e-08,0.0
1943,2.0322646676618206e-08,0.0
1944,0.0,0.0
1945,1.9606536838523425e-08,0.0
1946,3.6194869323935563e-08,0.0
1947,2.5033829231801974e-08,0.0
1948,1.9569398546082084e-08,0.0
1949,1.2762110479513922e-08,0.0
1950,2.0207187034770868e-08,0.0
1951,2.4521224162299404e-08,0.0
1952,3.057992969957013e-08,0.0
1953,2.370242058180594e-08,4.3095309543161875e-09
1954,3.0294863506696856e-08,0.0
1955,1.9709776921672528e-08,0.0
1956,1.2209598665435806e-08,0.0
1957,1.1485549400447326e-08,0.0
1958,9.926692356998501e-09,0.0
1959,9.30089749662244e-09,0.0
1960,2.1454583665203586e-08,0.0
1961,4.029932298976746e-08,0.0
1962,1.9025868880362395e-08,0.0
1963,3.0390449268224984e-08,0.0
1964,2.5552667481942848e-08,0.0
1965,2.2982582947861374e-08,1.6416130677043839e-09
1966,1.82789473557321e-08,0.0
1967,4.5852120322820156e-08,0.0
1968,4.311759294051143e-08,4.4914158503495116e-10
1969,1.6804503094602907e-08,0.0
1970,3.6329927066702794e-08,0.0
1971,2.7747346198481182e-08,0.0
1972,2.2059630899740057e-08,0.0
1973,1.9847534282746437e-08,5.513203782392395e-10
1974,1.9689500252439984e-08,0.0
1975,2.056132819561185e-08,1.1422960355389478e-09
1976,1.3141112142900369e-08,0.0
1977,1.4104276857551667e-08,0.0
1978,2.0198010375338527e-08,0.0
1979,1.4629933042797916e-08,0.0
1980,6.822180709242787e-09,0.0
1981,1.4548763971333756e-08,0.0
1982,7.449002747961231e-09,0.0
1983,1.0104505676622466e-08,0.0
1984,2.0296529457120016e-08,0.0
1985,1.9851341903631692e-08,0.0
1986,2.2179596825822046e-08,5.994485463567401e-10
1987,1.1610551631235921e-08,0.0
1988,1.139345240375178e-08,0.0
1989,1.6464367313950845e-08,0.0
1990,1.47113579651581e-08,0.0
1991,1.2309077312977479e-08,0.0
1992,1.487684930800981e-08,0.0
1993,3.046564156505838e-08,0.0
1994,1.793475012945578e-08,0.0
1995,2.0605312733845693e-08,0.0
1996,1.014237493990322e-08,0.0
1997,1.5823151788829648e-08,0.0
1998,9.536258560594035e-09,0.0
1999,1.7366764026860437e-08,4.570201161957499e-10
2000,1.3695897749244068e-08,0.0
2001,1.8839209831034154e-08,0.0
2002,1.3581786695304743e-08,0.0
2003,1.2500768420409258e-08,0.0
2004,1.5857247959161214e-08,0.0
2005,1.0358624180639708e-08,4.5037495954858286e-10
2006,2.3471972809829822e-08,4.1178899179428186e-10
2007,1.717626255115512e-08,3.994479469415779e-10
2008,1.2772319202269955e-08,4.257439678578834e-10
2009,2.0503227560197956e-08,0.0
2010,7.0856894796023084e-09,0.0
2011,8.795135286732148e-09,0.0
2012,1.1234033758800166e-08,0.0
2013,8.367375237128272e-09,5.578250084070646e-10
2014,1.1260314861094578e-08,2.1654451842767486e-10
2015,8.422986752520956e-09,1.10828768384863e-09
2016,1.2220906064897008e-08,0.0
2017,7.043711669485475e-09,0.0
2018,9.293280200939336e-09,0.0
2019,8.16316081397872e-09,0.0
