year,grands_ADJ arbres_NOUN,grands_ADJ marbres_NOUN
1862,2.1528203433263116e-06,4.517986262886353e-10
1863,1.789073166946764e-06,3.496234635136375e-09
1864,1.8100098486684146e-06,0.0
1865,2.060185806840309e-06,3.765475486972036e-09
1866,2.144275640603155e-06,1.9462451650298362e-09
1867,2.0076081455044914e-06,9.7056229719783e-10
1868,1.9695278297149343e-06,4.93987406535723e-10
1869,1.9446172245807247e-06,9.767038289254515e-10
1870,2.0183852029731497e-06,5.734048791339319e-10
1871,2.186900474043796e-06,0.0
1872,2.1921605366514996e-06,4.8378714367913744e-09
1873,2.1483770069608e-06,1.7958012854535355e-09
1874,2.036744263023138e-06,6.572069999322139e-09
1875,1.983653419301845e-06,2.8607636259891933e-09
1876,2.2817660010332474e-06,2.418405919968336e-09
1877,2.0954157662345096e-06,1.1751150275074451e-08
1878,1.9687429357873043e-06,2.4156354694326865e-09
1879,2.3117686396290082e-06,1.221865053580018e-09
1880,2.0909342310915235e-06,1.9253538763308597e-09
1881,2.217257360825897e-06,1.045876096839038e-08
1882,2.131054316123482e-06,3.9932310791357395e-09
1883,2.0133413727307925e-06,1.7062214752172622e-08
1884,2.346243036299711e-06,1.3203393933736152e-09
1885,2.1148130144865718e-06,1.933690763067375e-09
1886,2.1980497422191547e-06,3.872078213618124e-09
1887,2.0644458800234133e-06,3.9173548849191775e-09
1888,2.074649046335253e-06,0.0
1889,2.0574709651555168e-06,3.132568426877924e-09
1890,2.1485279830812942e-06,1.9663159989136147e-09
1891,2.0199902337481035e-06,2.5496880162734215e-09
1892,2.142577613994945e-06,4.387958441043338e-09
1893,2.140049673471367e-06,1.847525021858587e-09
1894,2.2313749923341675e-06,0.0
1895,2.1522564566112123e-06,1.023164486468886e-08
1896,2.026219135586871e-06,8.255840455717589e-09
1897,2.057412530120928e-06,2.330685333618021e-08
1898,1.9029047280127998e-06,1.6975064687230201e-09
1899,2.1253538307064446e-06,9.39688327150634e-09
1900,1.943530378412106e-06,9.34389543516545e-09
1901,1.9426456674409565e-06,3.353243460679778e-09
1902,1.751989316289837e-06,6.38336894454028e-09
1903,2.1201265099080047e-06,3.2401321625741275e-09
1904,1.7736263089318527e-06,1.0749250378694342e-09
1905,1.7845904949354008e-06,3.6125313851442797e-09
1906,2.0113761820539366e-06,5.144184522798412e-10
1907,1.8827950043487363e-06,3.599990305858114e-09
1908,1.7553304587636376e-06,2.9468334439286537e-09
1909,1.7245583876501769e-06,3.850688656825696e-09
1910,1.8902261444964097e-06,2.137660271017694e-09
1911,1.7674283299129456e-06,4.25629931299909e-09
1912,1.7665147424850147e-06,2.6047106693738442e-09
1913,1.78074390078109e-06,4.242391771214216e-09
1914,1.7485198213762487e-06,6.696743715117748e-10
1915,1.4301845112640876e-06,1.1780761921542648e-09
1916,1.6909704072531895e-06,0.0
1917,1.8313928649149602e-06,0.0
1918,1.6804568758743699e-06,2.2972752589112133e-09
1919,1.7844810145106749e-06,9.207848372660976e-10
1920,1.8021911500909482e-06,7.572231730534895e-10
1921,1.4509383845506818e-06,2.2718242842501013e-09
1922,1.7448817288823193e-06,1.9182632371439468e-08
1923,1.5562980024697026e-06,2.1231896241147297e-09
1924,1.779044168870314e-06,1.289162443462999e-09
1925,1.8630913700690144e-06,6.598906754362588e-09
1926,1.7120469237852376e-06,0.0
1927,2.1239272882667137e-06,1.1149224654616319e-08
1928,1.8167405642088852e-06,5.713020723163709e-09
1929,1.7768948055163492e-06,6.684243825105796e-09
1930,1.653267190704355e-06,4.201441416995522e-09
1931,1.5317393717850791e-06,0.0
1932,1.5200877214738284e-06,3.287861094491973e-09
1933,1.2411256875566323e-06,2.2941324395731044e-09
1934,1.2880199165010708e-06,1.1981580172459871e-09
1935,1.4122575748842792e-06,2.393656828303392e-09
1936,1.417379166923638e-06,4.849885826274658e-09
1937,1.335917659162078e-06,6.295559185076627e-09
1938,1.6413961247963016e-06,0.0
1939,1.3672880641024676e-06,1.5294050470515685e-09
1940,1.407359491167881e-06,2.5357829169792012e-09
1941,1.5111693301150808e-06,5.9030051957620344e-09
1942,1.6263375073322095e-06,3.034211770724937e-09
1943,1.8464576214682893e-06,2.9032352077962287e-09
1944,1.7929578461917117e-06,0.0
1945,1.4661331988463644e-06,2.178504043826024e-09
1946,1.4422264484892366e-06,6.960552134671616e-09
1947,1.5306397926906357e-06,0.0
1948,1.4459610611083917e-06,4.348755133776194e-09
1949,1.283082951886172e-06,9.817008317369869e-10
1950,1.3517544630303746e-06,4.2541445921528975e-09
1951,1.4179664731273078e-06,5.330700769690111e-09
1952,1.4277665059125866e-06,0.0
1953,1.2325258467171807e-06,1.0773827163745864e-08
1954,1.428744781151181e-06,0.0
1955,1.2407773510858533e-06,2.815682353940474e-09
1956,1.3779404071101453e-06,3.488456634670456e-09
1957,1.1865455462611862e-06,8.835037701437898e-10
1958,1.194511924040853e-06,4.9633461784992505e-09
1959,1.099831138162699e-06,0.0
1960,1.1855387356263236e-06,3.460416619915918e-09
1961,1.3236243603387265e-06,2.779263708063695e-09
1962,1.2182898672108422e-06,6.341956404476434e-10
1963,1.236309344676556e-06,1.939815863494232e-09
1964,1.1510868489494896e-06,4.867174663303331e-09
1965,1.0632180647007772e-06,3.830430195250756e-09
1966,1.3199614841141738e-06,1.6617224263271169e-09
1967,1.077278284355998e-06,2.465167847631733e-09
1968,1.2908328699268168e-06,8.982831700699023e-10
1969,1.0559587053649011e-06,6.358460868938209e-09
1970,1.1763538623199565e-06,4.598724956395017e-09
1971,1.1571671620913548e-06,1.0276794970565106e-09
1972,9.506161973149574e-07,2.565073486948677e-09
1973,1.0927169569185935e-06,0.0
1974,9.524092661195027e-07,2.2502286700643026e-09
1975,9.0641191263785e-07,2.2845920710778955e-09
1976,1.0095801599163678e-06,2.285410749536254e-09
1977,9.367590223519073e-07,1.7630346071939584e-09
1978,1.0978212685586186e-06,5.940591130126904e-09
1979,9.807907872527721e-07,2.925986564150662e-09
1980,9.68181211646879e-07,2.2740602734216964e-09
1981,1.0241064956062473e-06,1.2651099057237047e-09
1982,9.236763389708358e-07,1.2415004579935385e-09
1983,9.176154094348021e-07,0.0
1984,1.1337061778249335e-06,5.799008495621649e-10
1985,9.648955483498867e-07,7.218669662023558e-09
1986,1.136554487857211e-06,8.392279760016663e-09
1987,9.710088306746911e-07,3.0554083707556856e-09
1988,9.630465456211823e-07,9.594486094499644e-09
1989,9.938988796420745e-07,6.036934507847036e-09
1990,1.0090901696457877e-06,3.2691906959314565e-09
1991,9.120439585785789e-07,2.344586080837985e-09
1992,1.0276046396029415e-06,7.162927584403178e-09
1993,1.0319542980141705e-06,3.323524566667402e-09
1994,1.0043460179076646e-06,6.329911705904578e-09
1995,1.0069491054309765e-06,2.1689803286761844e-09
1996,9.672622809375753e-07,5.871901187504136e-09
1997,9.484301131124084e-07,4.315404922294874e-09
1998,9.254939072889101e-07,1.43043876743576e-09
1999,9.57457132244599e-07,2.7421207526856506e-09
2000,8.588653486185649e-07,1.7672125984802278e-09
2001,9.590472700438113e-07,3.5049694258049158e-09
2002,9.476582363276975e-07,3.9430991805033955e-09
2003,9.517252124169318e-07,3.7502307925763034e-09
2004,9.131132401307696e-07,3.523833003171717e-09
2005,9.295739005210635e-07,3.602999676388663e-09
2006,9.759398835740285e-07,2.4707338397433887e-09
2007,9.846392003964866e-07,2.7961355453243186e-09
2008,1.0341320830775658e-06,3.405951742863067e-09
2009,1.2025381010971614e-06,1.907277002999308e-09
2010,1.3136868801666424e-06,9.447586046817946e-10
2011,1.4603748468289268e-06,1.1471915639660324e-09
2012,1.7446794799980125e-06,1.3617010852229328e-09
2013,1.7671895875537302e-06,1.1156500168141292e-09
2014,1.8906501964011113e-06,8.661780737106994e-10
2015,2.03060471903882e-06,2.21657536769726e-09
2016,2.355113565499778e-06,6.214020409345267e-10
2017,1.5664711554563837e-06,7.54683426862357e-10
2018,1.8867940525524318e-06,7.744400121190154e-10
2019,1.8443641920384835e-06,7.65296326310505e-10
