year,quelques_DET êtres_NOUN,quelques_DET etres_NOUN,quelques_DET mètres_NOUN
1800,2.7668648883150126e-07,0.0,2.04370692813427e-07
1801,2.9050428418386787e-07,0.0,1.9525697325661895e-07
1802,2.886813774694019e-07,0.0,5.818384352096473e-08
1803,1.5992782209650613e-07,0.0,1.0921899473714802e-07
1804,2.3976953755777686e-07,0.0,1.9033252840472414e-07
1805,2.1890158263815351e-07,0.0,2.2174445746259153e-07
1806,1.123850950079941e-07,0.0,1.498467980809437e-07
1807,1.1387820109121094e-07,1.1387820908481672e-08,1.6227643584443285e-07
1808,1.6089124699192325e-07,4.5321479902327155e-09,2.0847880932706175e-07
1809,7.228897658251299e-08,0.0,1.6716825257390155e-07
1810,1.1232608132516475e-07,0.0,1.7316938283329364e-07
1811,1.0028306718368185e-07,0.0,4.41245504134713e-07
1812,1.4669645054254943e-07,0.0,2.3738153842600695e-07
1813,1.380355929558874e-07,0.0,1.8692320225000003e-07
1814,2.1397404736944736e-07,0.0,1.3845379953636439e-07
1815,1.6722785622924619e-07,0.0,9.440282155992463e-08
1816,1.0892738089296472e-07,0.0,1.715026911597306e-07
1817,1.3389111330752712e-07,0.0,2.615547316509037e-07
1818,1.9550730434580998e-07,0.0,1.5735953695639182e-07
1819,1.23177498423388e-07,0.0,3.27093190422012e-07
1820,2.6699582988953807e-07,1.1866481131050932e-09,1.044250339532482e-07
1821,2.6034328914903426e-07,0.0,1.646868579285865e-07
1822,2.315917271289436e-07,0.0,3.2182225595533964e-07
1823,1.976537351566776e-07,0.0,1.2551012673611694e-07
1824,1.0779024606222265e-07,0.0,1.364220310051678e-07
1825,1.2239565294613897e-07,0.0,2.0956954926987237e-07
1826,1.1450379844291092e-07,0.0,2.4398116238444345e-07
1827,1.1890282003435004e-07,0.0,1.8803237367137626e-07
1828,1.5868081471026585e-07,0.0,2.7058289697734494e-07
1829,1.723208384873942e-07,0.0,2.846294364644564e-07
1830,1.5342148751429363e-07,0.0,3.204108622867352e-07
1831,1.4187998065295915e-07,0.0,2.6193225721726776e-07
1832,1.2853471087481694e-07,0.0,2.2730348370192388e-07
1833,1.44795358480998e-07,0.0,4.6913695417316603e-07
1834,1.4841904660833904e-07,0.0,4.555251109650271e-07
1835,1.3916082508558247e-07,0.0,3.063050684204427e-07
1836,1.6264215663142068e-07,0.0,2.627813142086488e-07
1837,8.488626601632632e-08,0.0,3.965997734667326e-07
1838,1.0288823837356631e-07,0.0,2.758414723302849e-07
1839,1.0766871572087666e-07,6.9914751765765e-10,4.271791472776343e-07
1840,1.273937768608846e-07,0.0,3.8154434189863196e-07
1841,1.4703055839504486e-07,0.0,5.733550096920226e-07
1842,9.861149630197019e-08,0.0,5.353195731139238e-07
1843,1.4885416588228395e-07,5.906911071384968e-10,5.257150683668499e-07
1844,9.38543984752016e-08,0.0,5.867272145909652e-07
1845,1.450859303808727e-07,0.0,6.266596234150157e-07
1846,1.1006462230511715e-07,0.0,7.206890879629668e-07
1847,1.472350064091188e-07,1.0786447290911383e-09,7.674557087611333e-07
1848,1.1826476153942167e-07,1.6090443422100975e-09,7.972814799472872e-07
1849,1.0641857306481484e-07,8.379414939696517e-10,7.918547011431798e-07
1850,8.078905100461498e-08,0.0,6.320555403505068e-07
1851,7.094382525885123e-08,0.0,8.190786964235031e-07
1852,1.015645090252093e-07,0.0,1.0052282091166376e-06
1853,1.1286950840627696e-07,5.971931837933653e-10,1.0002985852963775e-06
1854,7.273930435758302e-08,0.0,8.552063825995049e-07
1855,9.340208961816643e-08,0.0,8.167376357448575e-07
1856,1.0509694448046503e-07,5.177189232874468e-10,9.85219088533995e-07
1857,1.0055908639117206e-07,1.4644527812635033e-09,8.776953146494293e-07
1858,6.019221521214035e-08,9.787352039936081e-10,9.562242917482422e-07
1859,1.0133424765967902e-07,5.092173349652285e-10,8.402086266734443e-07
1860,6.911547778543081e-08,0.0,9.245911356536851e-07
1861,8.394415473844674e-08,9.431927461278633e-10,9.870512602816461e-07
1862,9.984749782532276e-08,0.0,9.862763978851774e-07
1863,7.891500786172401e-08,0.0,9.984246540639674e-07
1864,8.582562838199692e-08,0.0,1.3032070702578835e-06
1865,1.6332749552816495e-07,2.3534221238463715e-09,1.1823593513149433e-06
1866,6.471264946128485e-08,0.0,1.2091048358087164e-06
1867,7.813026137171164e-08,0.0,1.4170210036468234e-06
1868,5.779652800796953e-08,0.0,1.3718029716613955e-06
1869,6.20206943580115e-08,0.0,1.2199030972048774e-06
1870,1.0378628090279562e-07,0.0,1.3641301856992527e-06
1871,6.266494767537267e-08,0.0,1.8279046418712142e-06
1872,6.228759164006448e-08,0.0,1.5837981441890747e-06
1873,6.883905001586754e-08,5.986004469882289e-10,1.5437905296344923e-06
1874,5.078417908421784e-08,0.0,1.4351010904078976e-06
1875,1.5333692715557845e-07,0.0,1.575136391096521e-06
1876,8.403960727321191e-08,6.04601479992084e-10,1.6354470560031587e-06
1877,7.421779324445765e-08,0.0,1.5301234892461935e-06
1878,7.971596938105563e-08,0.0,1.609417168424443e-06
1879,9.958200131165995e-08,0.0,1.6654020953410509e-06
1880,5.904418687308066e-08,0.0,1.6371926037095363e-06
1881,7.530308288039578e-08,0.0,1.821916210786867e-06
1882,6.455723600140573e-08,0.0,1.902774627637882e-06
1883,5.181857787306399e-08,0.0,1.7491930037749626e-06
1884,5.677459480324387e-08,6.601696966868076e-10,1.7910403418142096e-06
1885,1.1150949896787665e-07,0.0,1.9536722817292684e-06
1886,8.841245691115773e-08,0.0,1.92506829677086e-06
1887,6.3330568789155e-08,0.0,2.0311485151580655e-06
1888,9.003673184793115e-08,0.0,2.079721623360342e-06
1889,7.330210216593969e-08,0.0,1.8776614414406367e-06
1890,3.5393685759999016e-08,0.0,1.9669714870218513e-06
1891,6.374220262728159e-08,1.2748440081367107e-09,1.8969678521330025e-06
1892,3.6984221907232495e-08,0.0,1.994640548730331e-06
1893,4.680396537004583e-08,0.0,2.199170584304966e-06
1894,1.2161970630586438e-07,0.0,2.301952211070102e-06
1895,6.981593125843233e-08,6.018614495673091e-10,1.9722998914062373e-06
1896,6.958494314091013e-08,0.0,1.966069405057169e-06
1897,4.544836618158854e-08,0.0,2.0259483193285632e-06
1898,5.6017713467859664e-08,0.0,2.053982882443961e-06
1899,8.125540418291166e-08,0.0,2.2530410035415116e-06
1900,6.177353117919893e-08,0.0,2.3178053183414704e-06
1901,7.824234460329649e-08,1.1177477832191585e-09,2.10695466762445e-06
1902,7.021706194265676e-08,0.0,2.004377753550557e-06
1903,6.858280010568762e-08,1.0800440541913758e-09,2.439279594312893e-06
1904,7.040759175680478e-08,0.0,2.224557295704699e-06
1905,5.5736196546973815e-08,0.0,2.073593030615939e-06
1906,6.275905084507372e-08,0.0,2.275787259975459e-06
1907,4.6799875086378506e-08,0.0,2.4335935346897486e-06
1908,8.152905817127021e-08,0.0,2.3461705502825225e-06
1909,7.151278902384206e-08,0.0,2.241650840062448e-06
1910,8.978173049456473e-08,0.0,2.4791514086075495e-06
1911,8.61900577575625e-08,0.0,2.2398775705312346e-06
1912,8.856015742964019e-08,5.209421227725386e-10,2.123360101080607e-06
1913,7.21206616649539e-08,0.0,2.1031657730929965e-06
1914,8.17002767661279e-08,0.0,2.5628438855562763e-06
1915,1.0249262771822032e-07,0.0,3.4305579035276423e-06
1916,5.713480377700364e-08,1.0987462051303964e-09,3.640146196914884e-06
1917,9.10213252547365e-08,0.0,3.1353007656775844e-06
1918,5.6283244731503146e-08,1.1486376294556067e-09,2.531597381505435e-06
1919,9.576162574020941e-08,0.0,2.9096799778471905e-06
1920,1.1888404127802232e-07,7.572231730534895e-10,2.217149386751771e-06
1921,8.481477031807572e-08,7.572747429129834e-10,2.1862520718229916e-06
1922,9.074860729541001e-08,0.0,2.2665017951339905e-06
1923,8.811236762440444e-08,0.0,2.3599252259032255e-06
1924,8.250639638163193e-08,0.0,2.235407637662945e-06
1925,6.928852358534243e-08,0.0,2.169940408691673e-06
1926,1.0142985917838132e-07,1.1146138456652466e-09,2.1656947026826856e-06
1927,9.699825342934787e-08,0.0,2.1919376749224284e-06
1928,6.51284337571667e-08,0.0,2.5971391721668624e-06
1929,8.689517105864297e-08,0.0,1.9696238453548176e-06
1930,6.932378404655992e-08,0.0,2.2173106906109297e-06
1931,6.843213729013087e-08,0.0,2.313006341125856e-06
1932,8.000461848567397e-08,0.0,2.26095241373514e-06
1933,6.423570564351166e-08,0.0,2.670370200519301e-06
1934,7.30876426047189e-08,0.0,2.4334590449370808e-06
1935,1.0891138657598276e-07,0.0,2.4247743404259836e-06
1936,1.0548501583329539e-07,0.0,2.7401855806630238e-06
1937,9.569249881380415e-08,1.2591118148108649e-09,2.6151752052783195e-06
1938,7.649476785331899e-08,0.0,2.4400532794288665e-06
1939,7.64702559052921e-08,0.0,2.6657530725060496e-06
1940,6.846613587185857e-08,0.0,2.738645498823189e-06
1941,8.854508060096578e-08,0.0,3.164010877299006e-06
1942,1.1226583285228742e-07,0.0,2.721688012741197e-06
1943,7.83873517207212e-08,0.0,2.9903322555924206e-06
1944,1.0924833127035072e-07,0.0,3.6244740542201725e-06
1945,1.0021118290737263e-07,0.0,3.3047905674266076e-06
1946,1.3642681651049315e-07,0.0,3.027840271840887e-06
1947,1.7523680728714908e-07,0.0,2.517687853753614e-06
1948,1.0437011965791498e-07,0.0,2.6984026284537777e-06
1949,8.835307818699789e-08,9.817008317369869e-10,2.4630872985653696e-06
1950,1.233701967251477e-07,2.1270722960764488e-09,2.7896554186668254e-06
1951,1.2047384156943508e-07,0.0,3.123790669690152e-06
1952,1.1177492176273063e-07,0.0,3.7328605628772493e-06
1953,9.91192115051831e-08,0.0,3.2106005285470474e-06
1954,1.0163437558219357e-07,0.0,3.758517479468537e-06
1955,1.1638153596393863e-07,0.0,3.22771049354742e-06
1956,2.2064488547357541e-07,0.0,3.0489111217946174e-06
1957,9.365139641559495e-08,0.0,3.1364383126231132e-06
1958,1.2242920099936327e-07,8.272243445794913e-10,3.3560492411766063e-06
1959,6.898165860746985e-08,0.0,3.0522445157998845e-06
1960,8.58183324403683e-08,1.3841666701708277e-09,3.4894842073640575e-06
1961,8.129346618090949e-08,1.3896318540318475e-09,3.131535386557971e-06
1962,9.766613118245004e-08,1.2683912808952869e-09,3.107558733006499e-06
1963,1.0539666916997703e-07,6.466053248388448e-10,3.101765656765565e-06
1964,1.0707784436903012e-07,0.0,2.743869742971583e-06
1965,1.0889366652833132e-07,0.0,2.767759468724762e-06
1966,1.3792296815751115e-07,1.1078149508847446e-09,2.6604177136846374e-06
1967,1.0649524817551992e-07,0.0,2.7392944623727544e-06
1968,1.1183625581168144e-07,0.0,2.657121587645861e-06
1969,8.811010365761263e-08,0.0,2.5442926165908375e-06
1970,1.0715028953001138e-07,4.5987250119061684e-10,2.206928066073033e-06
1971,8.375587645659266e-08,1.0276794970565106e-09,2.4941780303322503e-06
1972,9.131661737882268e-08,0.0,2.3511462146075246e-06
1973,6.395316409779639e-08,0.0,2.3149942087741238e-06
1974,7.200732099477136e-08,0.0,2.2429154036274213e-06
1975,5.768594935062765e-08,5.711480177694739e-10,2.094970987798206e-06
1976,8.570290033205197e-08,0.0,2.0974356544911643e-06
1977,5.8767820165783746e-08,5.876781838942691e-10,2.238466233706049e-06
1978,9.980193826919503e-08,5.940591352171509e-10,2.254454344097212e-06
1979,7.432006032814797e-08,0.0,2.179859993844957e-06
1980,7.163289739153811e-08,1.1370301367108482e-09,2.656102424225537e-06
1981,9.614835061455551e-08,1.2651099057237047e-09,2.3404533351367718e-06
1982,8.690503117136927e-08,0.0,2.3898882730577498e-06
1983,8.399370443612497e-08,0.0,2.579806640312654e-06
1984,9.568364234269211e-08,0.0,2.5451848628677e-06
1985,5.1132241996043604e-08,0.0,2.3869734064874137e-06
1986,7.732885909383924e-08,1.1988970927134801e-09,2.410382702322522e-06
1987,6.844114830428794e-08,0.0,2.3575531535868777e-06
1988,7.375761112982104e-08,1.1993107618124554e-09,2.3950235679137677e-06
1989,7.57360836267651e-08,5.488122178931576e-10,2.305560034443488e-06
1990,8.717841781802349e-08,5.44865097484859e-10,2.3565416036319675e-06
