year,pouvions_VERB être_VERB,pouvions_VERB etre_VERB,pouvions_VERB mettre_VERB
1800,1.0375742931501009e-07,3.144164484325529e-09,6.288328968651058e-09
1801,1.1905913055443307e-07,0.0,0.0
1802,1.2979472785445978e-07,0.0,0.0
1803,1.2482171030114841e-07,1.950339223455444e-09,1.950339223455444e-09
1804,1.7550141251376772e-07,0.0,4.943701892301533e-09
1805,6.822906328807221e-08,0.0,2.842877711017877e-09
1806,1.3255677799861587e-07,0.0,8.645007376628655e-09
1807,1.0818429529990681e-07,0.0,0.0
1808,1.2916622438297054e-07,0.0,4.5321479902327155e-09
1809,9.487928309681593e-08,0.0,9.036122072814123e-09
1810,2.386929338626942e-07,0.0,2.3401267590372754e-09
1811,8.774768645025688e-08,0.0,2.5070767684098882e-09
1812,6.668020802180763e-08,0.0,2.6672082320544632e-09
1813,4.601186631703058e-08,0.0,0.0
1814,8.181360300341112e-08,3.1466771410748606e-09,3.1466771410748606e-09
1815,1.4834729711310501e-07,0.0,0.0
1816,9.733936678912869e-08,0.0,6.952811659743929e-09
1817,9.49692804397273e-08,0.0,4.670620334934483e-09
1818,6.675859509641668e-08,0.0,7.152706427149269e-09
1819,1.0247539705687814e-07,0.0,4.140420006848444e-09
1820,1.7325062628970045e-07,0.0,3.678609061807947e-08
1821,1.9427132258442725e-07,0.0,1.972297702934611e-08
1822,1.3334069137727056e-07,0.0,2.7069162911175226e-08
1823,2.648559984663734e-07,0.0,1.8777104315859106e-08
1824,1.4652735558229324e-07,0.0,1.3473780313688621e-08
1825,1.171123926724249e-07,0.0,7.044354433105582e-09
1826,1.0041102171953753e-07,0.0,8.80798456392995e-09
1827,6.175572764277604e-08,0.0,1.1060727445055818e-08
1828,8.346793833879929e-08,0.0,2.2013523448549677e-08
1829,1.1916714726112332e-07,0.0,5.143905745796928e-09
1830,1.7951357733636542e-07,0.0,2.400472176589119e-08
1831,1.1225668572478753e-07,0.0,1.5591206103948707e-09
1832,1.5018265742128278e-07,0.0,4.058990654698391e-08
1833,1.6680425574122637e-07,0.0,1.2741991461950875e-08
1834,1.6428774074483954e-07,0.0,6.534171426153534e-09
1835,1.595811625065835e-07,0.0,5.294161553592858e-09
1836,8.132107609526429e-08,0.0,2.688300071440608e-08
1837,1.0784730619661786e-07,0.0,2.7831564608504777e-08
1838,7.448350913819013e-08,0.0,2.9667161172142187e-08
1839,8.87917366299007e-08,0.0,8.38977065598101e-09
1840,9.23604872582473e-08,0.0,1.8472096741106725e-08
1841,9.245589893680517e-08,0.0,1.733548060656176e-08
1842,1.1739464156335089e-07,0.0,2.0124794275488966e-08
1843,8.624090241937665e-08,0.0,1.3585895075607368e-08
1844,9.879410356461449e-08,0.0,3.841992946007622e-09
1845,1.1774280750387334e-07,0.0,5.022205318283568e-09
1846,9.601382089385879e-08,5.854501328173001e-10,5.854501328173001e-09
1847,7.011190916728083e-08,0.0,1.5101026207275936e-08
1848,1.1906928421012708e-07,0.0,2.815827571112095e-08
1849,1.4747770649137237e-07,1.6758829879393033e-09,3.016589289472904e-08
1850,9.097254860535031e-08,6.788996032014438e-10,1.5614691761811628e-08
1851,8.384270699934859e-08,0.0,2.192809134271556e-08
1852,1.0677294426386652e-07,0.0,1.5625309046640723e-08
1853,9.973125969509056e-08,0.0,2.448492075757258e-08
1854,1.0183502041627435e-07,0.0,1.8704392701351935e-08
1855,9.446348059327647e-08,0.0,1.0613874223963649e-08
1856,7.506924504241397e-08,0.0,2.1226476576430287e-08
1857,1.2935998938701232e-07,4.881509085841174e-10,2.636014961865385e-08
1858,9.83628893891364e-08,0.0,6.8511463169329545e-09
1859,8.402086137948572e-08,0.0,8.147477359443656e-09
1860,1.016134802966917e-07,4.119465657481669e-09,1.5562426014525954e-08
1861,7.309743921268819e-08,0.0,1.1789909493131745e-08
1862,1.1475685113282452e-07,9.035972525772706e-10,3.207770404856092e-08
1863,7.891500786172401e-08,0.0,2.2975255475898848e-08
1864,1.0356612278883404e-07,4.794727948009836e-10,1.3904711160250827e-08
1865,1.1720042181195822e-07,0.0,1.1767110841276462e-08
1866,1.2310000840898283e-07,9.731225825149181e-10,1.5083399418358567e-08
1867,7.861554252031056e-08,0.0,9.7056229719783e-09
1868,1.230028630061497e-07,0.0,3.408512938563035e-08
1869,1.2697149998075474e-07,9.767038289254515e-10,1.12320943657096e-08
1870,1.1296076252165221e-07,1.1468097582678638e-09,2.2362790730312554e-08
1871,1.8162212711558823e-07,0.0,4.5671061599250606e-08
1872,1.7900124760217295e-07,6.047339295989218e-10,2.4794090336399677e-08
1873,1.1792428722401382e-07,0.0,4.7289436366781956e-08
1874,1.2307694419178006e-07,0.0,4.241972462182275e-08
1875,8.696721209844327e-08,0.0,2.689117728493784e-08
1876,8.524880712457161e-08,0.0,1.753344314181504e-08
1877,1.2740720478632284e-07,0.0,2.4120781816350245e-08
1878,1.1715832215486444e-07,6.039088673581716e-10,1.509772218355465e-08
1879,8.553055153015521e-08,6.10932526790009e-10,1.4662380642960215e-08
1880,1.1359588114601138e-07,0.0,1.1552122813895949e-08
1881,1.0040410813871858e-07,6.972507571312292e-10,9.064259565150223e-09
1882,6.05640053663592e-08,0.0,1.8635077481121698e-08
1883,7.899173937175874e-08,0.0,1.3902545781263598e-08
1884,4.8192386969958534e-08,0.0,5.281357573494461e-09
1885,7.02574283195645e-08,1.2891271383708158e-09,9.66845359329227e-09
1886,9.228453023979455e-08,0.0,1.936039240035825e-08
1887,8.618180658004349e-08,0.0,2.546280519766242e-08
1888,1.0588826881985369e-07,6.340614699951175e-10,7.60873763994141e-09
