year,puissiez_VERB être_VERB,puissiez_VERB etre_VERB,puissiez_VERB mettre_VERB
1800,1.4148740490327327e-07,0.0,9.432493897065797e-09
1801,1.8811341817581706e-07,0.0,3.095537337571841e-08
1802,8.280008501060365e-08,2.2378401354217203e-09,1.3427040812530322e-08
1803,1.2287136996746995e-07,0.0,9.751696339321825e-09
1804,1.7797326279378467e-07,0.0,9.887403784603066e-09
1805,5.1171799242411e-08,0.0,1.9900143755080535e-08
1806,1.873084869430386e-07,0.0,1.729001475325731e-08
1807,8.54086508184082e-08,0.0,0.0
1808,1.1330369886763947e-07,0.0,1.1330369531492579e-08
1809,8.358412628695078e-08,0.0,0.0
1810,1.942305232205399e-07,7.020380277111826e-09,1.1700633351097167e-08
1811,1.0780430415024966e-07,0.0,0.0
1812,1.5736529235255148e-07,0.0,8.00162425207418e-09
1813,9.489947672136623e-08,0.0,8.627225156487839e-09
1814,7.552024783308298e-08,0.0,0.0
1815,6.203614333344376e-08,0.0,2.697223555614414e-09
1816,1.9467873357825738e-07,0.0,4.6352077731626196e-09
1817,2.3353101141765364e-07,0.0,4.670620334934483e-09
1818,1.0371424252753059e-07,0.0,5.960588467246453e-09
1819,1.2007218685994303e-07,0.0,4.864993385922389e-08
1820,1.091716228529549e-07,0.0,2.610625848831205e-08
1821,1.7750679148775816e-07,0.0,2.7612166775270452e-08
1822,1.73443154949382e-07,0.0,1.604098542884458e-08
1823,2.1148949258531502e-07,0.0,1.3835761869529506e-08
1824,2.2147526124172146e-07,0.0,8.421112696055388e-09
1825,2.1133062944045378e-07,0.0,7.924898959288385e-09
1826,2.105108194427885e-07,8.807984341885344e-10,2.6423952803611428e-08
1827,1.3549392008371797e-07,0.0,1.6591091167583727e-08
1828,1.5226019911551703e-07,0.0,3.944089499441361e-08
1829,1.1830982771243725e-07,8.57317605795771e-10,8.573175946935407e-09
1830,1.315041373572967e-07,0.0,1.6698937344017395e-08
1831,1.5279381671007286e-07,1.5591206103948707e-09,4.677361609140007e-09
1832,1.7453660916544322e-07,0.0,5.411987746839486e-09
1833,1.3205335847032984e-07,0.0,5.791814139399776e-09
1834,1.1294782353843402e-07,0.0,8.401078055442213e-09
1835,1.5428699384756328e-07,0.0,1.5882484660778573e-08
1836,1.330708556679383e-07,0.0,8.736974699274924e-09
1837,1.2802519222532283e-07,0.0,1.7394727436226276e-08
1838,1.1298769919676488e-07,0.0,8.2058102535143e-09
1839,1.6639711475363583e-07,6.9914751765765e-10,2.1673573158409454e-08
1840,1.2611982924681797e-07,0.0,1.9109066329292546e-08
1841,1.0401288363937056e-07,0.0,1.4125206782011901e-08
1842,1.0666141747606162e-07,0.0,1.475818312002275e-08
1843,1.0691508833815533e-07,5.906911071384968e-10,1.3585895075607368e-08
1844,1.3556746125686914e-07,1.097712254427563e-09,1.701453911095996e-08
1845,1.2109094882362115e-07,0.0,2.5669049108500985e-08
1846,1.1591912851827146e-07,0.0,8.781752214304106e-09
1847,8.413428531639511e-08,0.0,1.240441438454809e-08
1848,8.769291781618449e-08,0.0,6.43617736884039e-09
1849,7.206296714912241e-08,0.0,5.02764896381791e-09
1850,1.0590834165213892e-07,0.0,1.6972489191857676e-08
1851,7.997304152240758e-08,0.0,6.449438760824933e-09
1852,1.1718982051434068e-07,0.0,5.859490670445666e-09
1853,7.823230419035099e-08,0.0,1.5527023222716707e-08
1854,2.041896181026459e-07,0.0,1.3508727469968562e-08
1855,1.496556194524601e-07,0.0,6.8990182455763716e-09
1856,1.755067131625765e-07,0.0,2.4332790005132665e-08
1857,9.030792114117503e-08,4.881509085841174e-10,2.4895696171256532e-08
1858,1.472996444817909e-07,0.0,2.936205589776364e-08
1859,1.1762920593128001e-07,5.092173349652285e-10,1.2730433596175317e-08
1860,1.0893698032532484e-07,0.0,2.5632230560290736e-08
1861,9.431927594505396e-08,0.0,1.0846716413936974e-08
1862,1.3328059367267997e-07,0.0,1.581295272501393e-08
1863,1.3535422738186753e-07,0.0,2.597202808374277e-08
1864,8.294879449977088e-08,0.0,3.0206784629172034e-08
1865,1.7274118135901517e-07,0.0,7.530950973944073e-09
1866,1.1434190128056798e-07,0.0,1.8002767276925624e-08
1867,7.521857980918867e-08,4.85281148598915e-10,2.9602150064533816e-08
1868,1.1707501812452392e-07,4.93987406535723e-10,9.87974857480367e-09
1869,1.1720445769469734e-07,0.0,2.490594752657671e-08
1870,7.855646799725946e-08,5.734048791339319e-10,9.17447806614291e-09
1871,6.691341525311145e-08,0.0,9.559059321873065e-09
1872,7.740594298866199e-08,0.0,1.3304146229131675e-08
1873,8.500126114086015e-08,1.7958012854535355e-09,1.0774807712721213e-08
1874,6.333085877940903e-08,0.0,1.0156835372754358e-08
1875,9.612165285943775e-08,5.721527140956084e-10,2.1169650921137873e-08
1876,9.310862481015647e-08,0.0,1.0278225381910033e-08
1877,7.545475710912797e-08,0.0,6.80329748092845e-09
1878,5.737134145533673e-08,0.0,5.435179861734696e-09
1879,6.964630472339195e-08,0.0,1.3440515367335593e-08
1880,7.059630746653056e-08,0.0,1.0268554007097919e-08
1881,7.669758161910067e-08,6.972507571312292e-10,1.3945014920579979e-08
1882,8.0530156765235e-08,6.655385131892899e-10,3.9932310791357395e-09
1883,8.088753844504026e-08,0.0,2.0221884611260066e-08
1884,6.733731083841121e-08,6.601696966868076e-10,1.386356363042296e-08
1885,4.383032248256313e-08,0.0,1.2891271161663553e-08
1886,5.679048342699389e-08,0.0,1.4842966855610484e-08
1887,4.6355363991779086e-08,0.0,1.4363633837888301e-08
1888,6.404020780337305e-08,0.0,1.8387781963724592e-08
1889,4.1349903057152915e-08,0.0,8.14467782106476e-09
1890,4.9813337454907014e-08,0.0,9.176140736144589e-09
1891,3.952016314201501e-08,0.0,5.099376032546843e-09
1892,5.0774950466347946e-08,0.0,3.761107425503951e-09
1893,5.480990594719515e-08,0.0,1.6011883374744684e-08
1894,2.835692747282792e-08,0.0,1.827446460822557e-08
1895,6.921406736637437e-08,0.0,6.6204757231957956e-09
1896,3.066455178668548e-08,0.0,5.897029087265082e-09
1897,4.603103676004139e-08,0.0,1.5732126712464378e-08
1898,2.093591255913907e-08,0.0,1.6975064687230201e-09
1899,3.8693048765026106e-08,5.527578395003729e-10,9.39688327150634e-09
1900,3.3741844873702576e-08,0.0,6.22926377147337e-09
1901,3.073806453812722e-08,0.0,3.353243460679778e-09
1902,4.3210498290591204e-08,0.0,3.928227076954727e-09
1903,4.806195974538241e-08,0.0,7.020286574288548e-09
1904,5.4283713524228006e-08,0.0,3.2247751136083025e-09
1905,6.502556715304308e-08,0.0,1.909480928929952e-08
1906,3.9095802151223324e-08,1.0288369045596824e-09,3.0865106026567446e-09
1907,4.011417686911045e-08,0.0,1.491424583832668e-08
1908,5.451641982290312e-08,4.911389073214423e-10,1.7680999775393502e-08
1909,4.015717891547865e-08,0.0,7.151278680339601e-09
1910,5.557916793463846e-08,0.0,6.412980813053082e-09
1911,3.1390207766435196e-08,1.0640748282497725e-09,2.6601871816467337e-09
1912,7.136907242966117e-08,0.0,7.814131564032323e-09
1913,5.302989691813309e-08,0.0,1.7499866444836698e-08
1914,4.620753202289052e-08,0.0,6.696743604095445e-09
1915,1.767114277129167e-08,0.0,2.3561523843085297e-09
1916,3.076489463182952e-08,0.0,8.789969641043172e-09
1917,4.0575770299255964e-08,0.0,1.0966424435210342e-09
1918,3.101321510712296e-08,0.0,1.1486376294556067e-09
1919,1.749491218561161e-08,0.0,4.603924352863942e-09
1920,3.7861159540852896e-08,0.0,2.2716695191604686e-09
1921,2.3475516641724425e-08,0.0,6.815472630705699e-09
1922,3.9103056792555435e-08,0.0,5.164555005876537e-09
1923,3.290944050604594e-08,0.0,6.369568872344189e-09
1924,4.383152329978657e-08,0.0,9.02413699321869e-09
