year,premiers_ADJ arrêts_NOUN,premiers_ADJ marais_NOUN
1800,0.0,0.0
1801,0.0,0.0
1802,2.2378401354217203e-09,0.0
1803,3.900678446910888e-09,0.0
1804,2.7190360185613827e-08,0.0
1805,1.9900143755080535e-08,0.0
1806,0.0,0.0
1807,4.555128185756985e-08,0.0
1808,1.5862518409903714e-08,0.0
1809,4.743964154840796e-08,0.0
1810,3.7442028144596406e-08,0.0
1811,0.0,0.0
1812,4.800974906515876e-08,0.0
1813,4.026038169513413e-08,0.0
1814,1.2586708564299443e-08,0.0
1815,3.506390555685357e-08,0.0
1816,9.270415546325239e-09,0.0
1817,1.0898113522728181e-08,0.0
1818,1.9073883805731384e-08,1.1921177378582115e-09
1819,9.108924103884419e-08,0.0
1820,9.493184904840746e-09,0.0
1821,2.2681422962023134e-08,0.0
1822,3.208197085768916e-08,0.0
1823,1.7788836736976066e-08,0.0
1824,2.0210670470532932e-08,0.0
1825,2.1133063299316746e-08,0.0
1826,5.372870504061211e-08,0.0
1827,6.267745789045875e-08,0.0
1828,7.33784091266898e-08,0.0
1829,7.115735844998028e-08,6.001223074036943e-09
1830,3.235419043789989e-08,0.0
1831,2.8064171431196883e-08,0.0
1832,1.7588959622116818e-08,0.0
1833,3.938433579264711e-08,0.0
1834,4.667265329771908e-08,0.0
1835,4.689114518896531e-08,0.0
1836,2.2850549896702432e-08,0.0
1837,2.852735292435682e-08,6.957890930081589e-10
1838,3.7241754569095065e-08,0.0
1839,5.103776956616457e-08,4.194885327990505e-09
1840,4.9046601446889326e-08,0.0
1841,2.8250413564023802e-08,0.0
1842,4.695785449371215e-08,6.708265054555795e-10
1843,3.36693943836508e-08,0.0
1844,5.0494762149355665e-08,0.0
1845,3.2923345827384765e-08,0.0
1846,4.2152407786488766e-08,2.9272506640865004e-09
1847,6.795461615638487e-08,3.775256551818984e-09
1848,3.861706332486392e-08,4.02261068899179e-09
1849,4.692472543865733e-08,0.0
1850,2.9192683825840504e-08,0.0
1851,6.384944128967618e-08,0.0
1852,3.2552726736412296e-08,0.0
1853,2.149895550473957e-08,5.971931837933653e-10
1854,2.7537021551893304e-08,0.0
1855,3.8209947206269135e-08,0.0
1856,2.6403665032148638e-08,0.0
1857,4.29572786231347e-08,0.0
1858,2.3489644007668176e-08,3.4255731584664773e-09
1859,5.550468884507609e-08,0.0
1860,2.746310379109218e-08,1.8308735638683515e-09
1861,2.263662679524714e-08,9.431927461278633e-10
1862,2.5752521892741242e-08,0.0
1863,4.994620894649415e-08,4.994620828036034e-10
1864,2.205574922697906e-08,0.0
1865,3.106517354467542e-08,0.0
1866,3.5518972651971126e-08,0.0
1867,3.34843974769683e-08,0.0
1868,3.6061081232219294e-08,0.0
1869,4.541672637969896e-08,0.0
1870,2.2936195165357276e-08,0.0
1871,3.18635318130589e-09,0.0
1872,3.507456725060365e-08,0.0
1873,1.4366410283628284e-08,0.0
1874,1.0156835372754358e-08,0.0
1875,1.94531928343622e-08,0.0
1876,1.4510435519810017e-08,6.04601479992084e-10
1877,1.855444864418132e-08,0.0
1878,3.502671286348402e-08,0.0
1879,1.1607718342077078e-08,0.0
1880,1.6686399817444908e-08,6.417846254436199e-10
1881,2.5101027034679646e-08,0.0
1882,2.1962771157291172e-08,1.9966155395678697e-09
1883,2.1485751844352308e-08,0.0
1884,9.902545450302114e-09,0.0
1885,2.4493415295978593e-08,0.0
1886,1.936039240035825e-08,0.0
1887,5.027272109714431e-08,0.0
1888,2.0289966817799154e-08,0.0
1889,2.8819629349641218e-08,0.0
1890,2.818386235503567e-08,0.0
1891,3.1233678754460925e-08,0.0
1892,3.2596265242545996e-08,0.0
1893,2.894455697344256e-08,1.2316833108982905e-09
1894,2.5836311090543518e-08,6.301539290376468e-10
1895,1.9861428057765806e-08,6.018614495673091e-10
1896,1.6511680911435178e-08,1.179405795248556e-09
1897,2.2724183423861177e-08,0.0
1898,3.1120951149432585e-08,5.6583548957434e-10
1899,2.7637891975018647e-08,0.0
1900,1.038210584169974e-08,0.0
1901,1.620734302321125e-08,0.0
1902,2.5042448115186744e-08,0.0
1903,3.348136701220028e-08,0.0
1904,1.7736262236667244e-08,1.6123875568041512e-09
1905,1.9610883583709438e-08,0.0
1906,1.5432553013283723e-08,5.144184522798412e-10
1907,2.3657079850636364e-08,1.028568674676933e-09
1908,2.7503778810000767e-08,0.0
1909,2.7504917454734823e-08,0.0
1910,3.153049021875631e-08,0.0
1911,2.2345570727111408e-08,0.0
1912,2.917275843117295e-08,5.209421227725386e-10
1913,1.9090762748419365e-08,1.590896969716482e-09
1914,1.9420557606508737e-08,0.0
1915,1.6493066468115103e-08,0.0
1916,3.625862632361532e-08,0.0
1917,6.57985488317081e-09,0.0
1918,2.412139110674616e-08,0.0
1919,4.235610262526279e-08,0.0
1920,3.48322650722821e-08,0.0
1921,3.332008802203745e-08,0.0
1922,3.9840852394945614e-08,0.0
1923,4.0340601970001444e-08,9.554353752605493e-09
1924,1.4180787211159895e-08,0.0
1925,7.698724324711748e-09,1.0998177923937646e-09
1926,3.343841470382358e-08,1.1146138456652466e-09
1927,2.3413372574054847e-08,0.0
1928,2.5137291359556002e-08,1.1426041224282812e-09
1929,3.119313873867213e-08,0.0
1930,1.575540586884472e-08,4.201441416995522e-09
1931,2.3951248095954725e-08,0.0
1932,1.753525857850491e-08,0.0
1933,2.7529589274877253e-08,2.2941324395731044e-09
1934,2.516131836216573e-08,0.0
1935,1.0771455727365264e-08,1.196828414151696e-09
1936,1.6974599503782883e-08,2.424942913137329e-09
1937,2.2664012888640173e-08,2.5182236296217297e-09
1938,2.5930429359277696e-08,0.0
1939,2.7529290846928234e-08,0.0
1940,2.282204625281281e-08,0.0
1941,2.066051862925633e-08,0.0
1942,2.4273693721710288e-08,1.2136847082899749e-08
1943,3.193558839598154e-08,0.0
1944,1.2852744646352221e-08,0.0
1945,1.742803235060819e-08,0.0
1946,8.352662561605939e-09,0.0
1947,2.622591566137089e-08,0.0
1948,2.0656587551570738e-08,0.0
1949,3.5341230386620737e-08,9.817008317369869e-10
1950,2.5524867552917385e-08,0.0
1951,3.0918066329377325e-08,1.0661401761424827e-09
1952,5.061505703451985e-08,1.0544803918932644e-09
1953,3.232148060305917e-08,1.0773827385790469e-09
1954,3.909014423264523e-08,0.0
1955,5.819076687174629e-08,2.815682353940474e-09
1956,5.145473380707699e-08,0.0
1957,2.9155623693100097e-08,0.0
1958,5.1287909030861556e-08,0.0
1959,2.712761748568937e-08,0.0
1960,3.18358317485945e-08,0.0
1961,2.779263752472616e-08,2.779263708063695e-09
1962,4.94672605100277e-08,6.341956404476434e-10
1963,3.427008365974871e-08,1.939815863494232e-09
1964,2.4335873760605864e-08,1.2167936658258327e-09
1965,2.407699106754535e-08,5.472043373977442e-10
1966,4.2096967689531084e-08,3.3234448526542337e-09
1967,2.7609878827661305e-08,4.930335584241163e-10
1968,2.4253646202510026e-08,0.0
1969,3.179230390060184e-08,1.8167031212712459e-09
1970,2.667260581845632e-08,1.8394900047624674e-09
1971,2.4664307929356255e-08,2.569198631618974e-09
1972,2.565073486948677e-08,0.0
1973,1.7642251715077606e-08,5.513203782392395e-10
1974,2.981553137715309e-08,2.2502286700643026e-09
1975,3.0270843609514486e-08,5.140332159925265e-09
1976,1.7711933253394818e-08,0.0
1977,2.8796231177352638e-08,5.876781838942691e-10
1978,3.742572474152439e-08,1.1881182704343018e-09
1979,2.3407892513205297e-08,2.3407893401383717e-09
1980,2.558317740986027e-08,5.685150683554241e-10
1981,4.1748627666038374e-08,1.8976649140967083e-09
1982,2.4209259708030118e-08,0.0
1983,3.6628833299801045e-08,6.315316047889041e-10
1984,3.073474630355122e-08,4.639206796497319e-09
1985,4.3913573222198465e-08,0.0
1986,4.1961399688261736e-08,5.994485463567401e-10
1987,3.177624918748734e-08,1.2221633705067347e-09
1988,4.8572086797094016e-08,1.1993107618124554e-09
1989,2.4147738031388144e-08,5.488122178931576e-10
1990,4.631353434092489e-08,2.724325431913144e-09
1991,4.630557476348329e-08,1.7584396161396398e-09
1992,3.967159756257388e-08,1.1019888335184191e-09
1993,5.040678630052753e-08,1.661762283333701e-09
1994,3.639699386326356e-08,2.1099706426497278e-09
1995,3.958389171998533e-08,1.0844901643380922e-09
1996,4.056949975961288e-08,2.135236876199542e-09
1997,3.931813452595634e-08,1.438468344439059e-09
1998,3.671459580800729e-08,4.768129224785866e-10
1999,4.0217770447270595e-08,5.484241505371301e-09
2000,4.2854905513145525e-08,0.0
2001,3.811654281093979e-08,8.762423564512289e-10
2002,4.381221430094229e-08,2.1906108038649563e-09
2003,3.5835537204320644e-08,1.6667691671301554e-09
2004,2.99525808600265e-08,1.3214374039449694e-09
2005,3.1526248278623825e-08,3.1526248278623825e-09
2006,3.047238550379916e-08,1.2353669198716943e-09
2007,2.676301313897511e-08,7.988958938831558e-10
2008,2.043571098453434e-08,8.514879357157668e-10
2009,1.8595951445377068e-08,1.430457752249481e-09
2010,2.267420740054149e-08,2.3618964561933353e-09
2011,2.0649448373433188e-08,2.2943831279320648e-09
2012,2.0765941854961056e-08,2.7234021704458655e-09
2013,3.5700800538052135e-08,3.3469500504423877e-09
2014,2.403644216997236e-08,1.5158115873603606e-09
2015,2.881547978006438e-08,2.659890530054554e-09
2016,2.713455415914723e-08,1.4499380585064614e-09
2017,3.0438897624662786e-08,7.54683426862357e-10
2018,3.0977599152492985e-08,2.323319980845895e-09
2019,3.673422455108266e-08,2.806086474294034e-09
