year,vastes_ADJ airs_NOUN,vastes_ADJ mers_NOUN
1914,0.0,2.678697441638178e-08
1915,0.0,2.3561524287174507e-08
1916,0.0,1.7579939282086343e-08
1917,0.0,4.7155623406069935e-08
1918,0.0,1.378365155346728e-08
1919,0.0,2.301962176431971e-08
1920,0.0,1.0601124422748853e-08
1921,0.0,3.0290991048786964e-08
1922,0.0,1.9920426197472807e-08
1923,0.0,3.927900849021171e-08
1924,0.0,1.675911143195208e-08
1925,0.0,3.959344141435395e-08
1926,0.0,3.232380052509143e-08
1927,0.0,4.6826745148109694e-08
1928,0.0,5.5987602110008083e-08
1929,1.1140406375176326e-09,2.5622934884950155e-08
1930,0.0,2.8359728787563654e-08
1931,0.0,1.0264820993199919e-08
1932,0.0,3.1782654730250215e-08
1933,0.0,2.2941325283909464e-08
1934,0.0,2.036868629318178e-08
1935,0.0,3.351119559624749e-08
1936,0.0,1.9399543305098632e-08
1937,0.0,3.777335422228134e-08
1938,2.5930428915188486e-09,2.074434313215079e-08
1939,0.0,1.8352860564618823e-08
1940,0.0,1.0143131667916805e-08
1941,0.0,2.9515025090631752e-08
1942,0.0,5.158160121254696e-08
1943,0.0,2.322588166236983e-08
1944,0.0,5.462416652335378e-08
1945,0.0,1.742803235060819e-08
1946,0.0,1.9489545977080525e-08
1947,2.3841741914054637e-09,2.5033829231801974e-08
1948,0.0,2.2830963786191205e-08
1949,0.0,3.6322930441201606e-08
1950,0.0,2.8715476219076663e-08
1951,0.0,2.4521224162299404e-08
1952,0.0,2.1089608281954497e-08
1953,0.0,1.1851209791302608e-08
1954,3.9090144454689835e-09,1.7590565448699635e-08
1955,0.0,1.1262729415761896e-08
1956,0.0,1.657016923672927e-08
1957,0.0,1.6786572132332367e-08
1958,0.0,1.8198935691771112e-08
1959,1.5501495642666896e-09,1.1626121398933265e-08
1960,6.920833350854139e-10,2.422291700554524e-08
1961,0.0,1.945484662257968e-08
1962,0.0,2.0928455413127267e-08
1963,6.466053248388448e-10,1.1638896069143811e-08
1964,6.083968329129164e-10,2.7377858202726202e-08
1965,0.0,2.0793764932136583e-08
1966,0.0,2.3818021332999706e-08
1967,9.860671168482327e-10,2.5144711202074177e-08
1968,4.4914158503495116e-10,3.368561962702188e-08
1969,9.083515606356229e-10,2.043791091921321e-08
1970,9.197450023812337e-10,2.3913370839068193e-08
1971,0.0,2.980270608077262e-08
1972,5.130146862875051e-10,2.205963234302999e-08
1973,0.0,1.1026407342740185e-08
1974,0.0,1.3501372464475025e-08
1975,0.0,2.1132477101559743e-08
1976,0.0,1.428381679602353e-08
1977,0.0,9.990529292736028e-09
1978,0.0,1.6633656230169436e-08
1979,0.0,1.0533551808578068e-08
1980,0.0,9.664756106531058e-09
1981,0.0,1.3283654176632353e-08
1982,6.207502289967692e-10,1.8622506203769262e-08
1983,0.0,1.0104505676622466e-08
1984,0.0,1.8556827185989277e-08
1985,0.0,1.142956040922627e-08
1986,0.0,1.1988970705090196e-08
1987,0.0,2.4443266966045485e-08
1988,0.0,1.9188972188999287e-08
1989,0.0,1.7013178421620978e-08
1990,0.0,1.198703181159999e-08
1991,5.861465202094962e-10,1.992898113201136e-08
1992,1.1019888335184191e-09,1.5427843891302473e-08
1993,5.539207426075166e-10,9.970573700002205e-09
1994,5.274926606624319e-10,1.4242301560329906e-08
1995,5.422450821690461e-10,1.7351842629409475e-08
1996,0.0,1.1209993822092201e-08
1997,4.79489448146353e-10,1.102825741838842e-08
1998,0.0,1.716526476513991e-08
1999,1.3710603763428253e-09,1.416762351880152e-08
2000,4.4180314962005696e-10,1.4137700787841823e-08
2001,4.3812117822561447e-10,1.0514908055370142e-08
2002,0.0,9.63868718173444e-09
2003,4.1669229178253886e-10,1.2917460878725251e-08
2004,0.0,1.4535810777260849e-08
2005,4.5037495954858286e-10,1.1259373877692269e-08
2006,0.0,1.7706927479821388e-08
2007,0.0,1.5578470069499417e-08
2008,0.0,1.0217855006544596e-08
2009,9.53638501499654e-10,1.8119131084404216e-08
2010,0.0,8.97520635589899e-09
2011,0.0,1.873746313663105e-08
2012,0.0,2.4851045665741367e-08
2013,8.367375126105969e-10,2.370756213565528e-08
2014,4.330890368553497e-10,2.4469530401916018e-08
2015,6.649726325136385e-10,3.3913604369217865e-08
2016,6.214020409345267e-10,4.287673860403629e-08
2017,2.515611330355938e-10,2.1885819379008353e-08
2018,2.5814667070633845e-10,3.665682868358999e-08
2019,0.0,3.265264325591488e-08
