year,vastes_ADJ airs_NOUN,vastes_ADJ mers_NOUN
1800,0.0,3.9302057075474295e-07
1801,0.0,2.7383600809116615e-07
1802,0.0,4.520437073551875e-07
1803,3.900678446910888e-09,2.7889851139661914e-07
1804,0.0,6.05603474923555e-07
1805,0.0,4.406460334394069e-07
1806,0.0,4.668303859034495e-07
1807,0.0,2.4768510797912313e-07
1808,2.2660739951163578e-09,3.08186059783111e-07
1809,0.0,1.6716825257390155e-07
1810,0.0,5.218482783675427e-07
1811,0.0,3.0586335242333007e-07
1812,0.0,2.9339290108509886e-07
1813,0.0,3.9110085481297574e-07
1814,0.0,1.4474714760126517e-07
1815,0.0,2.022917726662854e-07
1816,0.0,2.109019590079697e-07
1817,3.113746815941454e-09,1.9927979622025305e-07
1818,4.768470951432846e-09,3.707486087023426e-07
1819,9.315945348475907e-09,2.5670604486549564e-07
1820,0.0,3.061552149574709e-07
1821,5.9168927535324656e-09,2.3568956919461925e-07
1822,2.0051231786055723e-09,2.917454366979655e-07
1823,5.929612356680991e-09,1.6701740435109969e-07
1824,0.0,2.3663326942369167e-07
1825,8.805443485471187e-09,2.958628897431481e-07
1826,0.0,1.8056367423469055e-07
1827,2.7651818612639545e-09,1.2812009231311094e-07
1828,3.668920500743411e-09,2.7792071932708495e-07
1829,2.571952872898464e-09,1.5431716349212365e-07
1830,5.218417697960831e-09,2.536150986998109e-07
1831,1.5591206103948707e-09,2.011265536339124e-07
1832,0.0,1.7588959622116818e-07
1833,2.548398292390175e-08,2.8264054208193556e-07
1834,0.0,2.2962946388815908e-07
1835,7.563087933704082e-09,2.2008586597621616e-07
1836,0.0,2.2716135106293223e-07
1837,6.957890930081589e-10,1.0784730619661786e-07
1838,6.312161904276081e-10,1.9315216093218623e-07
1839,0.0,1.6779540601419285e-07
1840,0.0,1.4459193664606573e-07
1841,0.0,1.9454262201179517e-07
1842,0.0,2.0795621935576492e-07
1843,1.1813822142769936e-09,1.9374668625005143e-07
1844,0.0,1.3446975799524807e-07
1845,0.0,1.5792045360285556e-07
1846,2.3418005312692003e-09,1.4928978941952664e-07
1847,3.235934187273415e-09,1.2134752580550412e-07
1848,2.413566457803995e-09,1.2872354204773728e-07
1849,0.0,1.0139092410099693e-07
1850,0.0,1.2831202411689446e-07
1851,0.0,9.996630012665264e-08
1852,1.9531636308300904e-09,1.8489949127342697e-07
1853,0.0,1.068975805651462e-07
1854,0.0,1.5067426772930048e-07
1855,5.306937111981824e-10,1.5973880351793923e-07
1856,0.0,1.2373482149996562e-07
1857,0.0,1.039761414745044e-07
1858,9.787352039936081e-10,1.1108644315527272e-07
1859,1.5276520048956854e-09,1.5276519604867644e-07
1860,4.577183909670879e-10,1.0024032803812588e-07
1861,0.0,1.2544462890673458e-07
1862,0.0,1.0572087916216333e-07
1863,3.496234635136375e-09,9.539725454033032e-08
1864,0.0,1.1507346897587922e-07
1865,0.0,9.178346260796388e-08
1866,0.0,6.617233339056838e-08
1867,0.0,8.589476152565112e-08
1868,2.4699371437009177e-09,7.459210138449635e-08
1869,0.0,1.1476269889953983e-07
1870,1.1468097582678638e-09,9.002456380358126e-08
1871,0.0,6.691341525311145e-08
1872,0.0,7.135860613516343e-08
1873,0.0,8.500126114086015e-08
1874,1.1949218281515073e-09,4.062734149101743e-08
1875,1.1443054281912168e-09,8.868367018521894e-08
1876,1.209202959984168e-09,7.436598536969541e-08
1877,1.2369632429454214e-08,8.34950171224591e-08
1878,6.039088673581716e-10,9.843714821045069e-08
1879,0.0,6.903537297375806e-08
1880,0.0,6.546203223933844e-08
1881,0.0,7.321133210780317e-08
1882,0.0,4.991538915533056e-08
1883,0.0,5.8137917591238875e-08
1884,6.601696966868076e-10,7.261866841190567e-08
1885,0.0,5.220964993668531e-08
1886,0.0,4.711028722681476e-08
1887,0.0,4.961982824625011e-08
1888,0.0,4.56524276160053e-08
1889,6.265136742733546e-10,4.1976417008982025e-08
1890,0.0,4.1948073459252555e-08
1891,1.9122659011827636e-09,3.6970476458009216e-08
1892,6.268512375839919e-10,4.2625885043889866e-08
1893,2.463366621796581e-09,3.571881634911733e-08
1894,0.0,4.4110773700367645e-08
1895,0.0,2.2870734639468537e-08
1896,0.0,2.8305738197786923e-08
1897,0.0,2.6220211779559577e-08
1898,0.0,2.8291774256672397e-08
1899,0.0,3.040167939616367e-08
1900,0.0,3.114631752509922e-08
1901,0.0,3.4650181390816215e-08
1902,0.0,1.5221880644844532e-08
1903,0.0,3.348136701220028e-08
1904,2.1498500757388683e-09,2.741058935384899e-08
1905,0.0,4.18021492976095e-08
1906,1.0288369045596824e-09,2.6749759740596346e-08
1907,0.0,3.1371342856800766e-08
1908,0.0,2.4065807124884486e-08
1909,0.0,2.53045246978445e-08
1910,0.0,3.099607326362275e-08
1911,0.0,3.6178544604581475e-08
1912,0.0,2.5005221004903433e-08
1913,0.0,3.2878535449754054e-08
