year,pourrais_VERB être_VERB,pourrais_VERB etre_VERB,pourrais_VERB mettre_VERB
1921,1.5902769234799052e-07,0.0,2.120369302360814e-08
1922,1.7633266224947874e-07,0.0,3.541408943874558e-08
1923,1.879022875073133e-07,0.0,2.9724654737606215e-08
1924,2.3591672970724176e-07,0.0,1.4180787211159895e-08
1925,2.1006519546062918e-07,0.0,2.1996356736053713e-08
1926,1.6050439910486602e-07,0.0,1.114613823460786e-08
1927,2.2409942346257594e-07,0.0,3.4562596340492746e-08
1928,1.5767936645261216e-07,0.0,2.5137291359556002e-08
1929,2.1055367938060954e-07,0.0,3.676334259239411e-08
1930,1.6700730043339718e-07,0.0,4.411513643276521e-08
1931,1.8590731087897439e-07,0.0,3.42160717536899e-08
1932,1.7316067157935322e-07,0.0,2.9590749406338546e-08
1933,1.835306022712757e-07,0.0,1.8353059516584835e-08
1934,1.6894027510261367e-07,0.0,3.1152108448395666e-08
1935,2.106418008906985e-07,0.0,3.231436807027421e-08
1936,1.9035802267808322e-07,0.0,4.00115567344983e-08
1937,1.9642143911369203e-07,0.0,2.0145789036973838e-08
1938,2.191121240002758e-07,0.0,2.2040865133021725e-08
1939,1.8964622938710818e-07,0.0,1.6823456405745674e-08
1940,7.100192078723921e-08,0.0,1.0143131667916805e-08
1941,1.7709015764921787e-07,2.9515025978810172e-09,1.4757512545315876e-08
1942,1.9722376976005762e-07,0.0,3.944475324146879e-08
1943,2.2064587312797812e-07,0.0,2.0322646676618206e-08
1944,1.4138018400444707e-07,0.0,1.6065930807940276e-08
1945,2.701345067634975e-07,0.0,3.485606470121638e-08
1946,2.9791164024572936e-07,0.0,1.6705325123211878e-08
1947,3.2543977113164146e-07,0.0,3.099426493236024e-08
1948,2.1526338400690292e-07,0.0,2.8266908813634473e-08
1949,2.1990098275637138e-07,1.9634016634739737e-09,2.5524220959027843e-08
1950,2.435497776787088e-07,0.0,4.1477910883713776e-08
1951,2.7932873081226717e-07,0.0,4.477788806411809e-08
1952,2.6362010885350173e-07,0.0,3.1634410646574906e-08
1953,2.521075543882034e-07,0.0,2.1547654327491728e-08
1954,2.452906642247399e-07,0.0,3.0294863506696856e-08
1955,1.7738798874233908e-07,0.0,2.0648336374051723e-08
1956,2.5901789513227413e-07,0.0,1.831439710997529e-08
1957,2.0408937473348487e-07,0.0,2.738861759610245e-08
1958,2.5230343680959777e-07,0.0,1.9026160202884057e-08
1959,1.968689957720926e-07,2.325224457422337e-09,2.712761748568937e-08
1960,2.7060457341576694e-07,0.0,3.668041514970355e-08
1961,2.862641679257649e-07,0.0,1.876002997391879e-08
1962,2.4416533506155247e-07,0.0,2.7904608401740916e-08
1963,2.3213131328247982e-07,2.5864212993553792e-09,2.5864213881732212e-08
1964,2.372747616163906e-07,0.0,3.285342842218597e-08
1965,1.9206872536869923e-07,1.0944086747954884e-09,3.0643441562006046e-08
1966,2.254403455026477e-07,0.0,2.99110034518435e-08
1967,2.1151139151243115e-07,4.930335584241163e-10,1.9228309611207806e-08
1968,2.515192818464129e-07,8.982831700699023e-10,2.7397636159776084e-08
1969,2.121000903798631e-07,0.0,2.2708789515490935e-08
1970,2.1016172979670955e-07,4.5987250119061684e-10,2.0694262303777577e-08
1971,2.075912561849691e-07,0.0,2.8775026805760717e-08
1972,1.55443444782577e-07,0.0,2.1546616935097518e-08
1973,2.0674514189522597e-07,1.102640756478479e-09,1.6539610570021068e-08
1974,1.749552751562078e-07,0.0,2.981553137715309e-08
1975,1.9533261763626797e-07,5.711480177694739e-10,2.227477224892027e-08
1976,1.8626097642027162e-07,5.713526873840635e-10,2.628222439682304e-08
1977,2.0451200555271498e-07,1.7630346071939584e-09,3.114694280270669e-08
1978,2.1207911515830347e-07,1.1881182704343018e-09,2.8514838490423244e-08
1979,1.878483431028144e-07,1.7555920051037788e-09,2.57486831856113e-08
1980,2.1091909729875624e-07,0.0,1.762396628635088e-08
1981,2.087431312247645e-07,0.0,2.4669642328944974e-08
1982,1.9677781892823987e-07,6.207502289967692e-10,1.6139505731871395e-08
1983,2.1408921213605936e-07,0.0,1.4525227243211702e-08
1984,1.9948589624618762e-07,0.0,1.9136727757995686e-08
1985,1.9670875417432399e-07,0.0,2.6468455871508922e-08
1986,2.265915526322715e-07,5.994485463567401e-10,2.038125046510686e-08
1987,1.9615721669197228e-07,6.110816852533674e-10,2.13878585952898e-08
1988,2.218724972635755e-07,0.0,1.9788627625416666e-08
1989,2.3489162970236066e-07,1.6464366536794728e-09,2.140367705294466e-08
1990,1.945168435213418e-07,0.0,2.6153525567451652e-08
1991,1.8932531986592949e-07,2.344586080837985e-09,3.3996499837485317e-08
1992,2.1654081194810715e-07,1.1019888335184191e-09,2.3692759754112558e-08
1993,2.409555293070298e-07,0.0,2.6034275180109034e-08
1994,2.0994207261537667e-07,0.0,1.2132331583813993e-08
1995,2.1147558015854884e-07,0.0,2.277429267394382e-08
1996,1.9003607576451031e-07,1.067618438099771e-09,2.93595068256991e-08
1997,2.2296259771792393e-07,0.0,2.4453962410575514e-08
1998,2.1790350501760258e-07,4.768129224785866e-10,2.2410207023426665e-08
1999,2.303381450019515e-07,0.0,3.153438754566196e-08
2000,2.2399419208340987e-07,8.836062992401139e-10,1.8113929911578452e-08
2001,2.2913737041108106e-07,0.0,2.760163475556965e-08
2002,2.5323458885395667e-07,4.38122149670761e-10,2.9354184860608257e-08
2003,2.4418167754447495e-07,4.1669229178253886e-10,2.2084691408963408e-08
2004,2.863114332285477e-07,1.3214374039449694e-09,2.5988267537968568e-08
2005,2.891407291372161e-07,4.5037495954858286e-10,2.7022498017004182e-08
2006,2.5901528033500654e-07,4.1178899179428186e-10,3.417848759568187e-08
2007,4.302054321669857e-07,0.0,3.7947554432093966e-08
2008,3.993478401298489e-07,8.514879357157668e-10,4.725757918322415e-08
2009,4.2055458493450715e-07,1.907277002999308e-09,5.960240656577298e-08
2010,6.013388542669418e-07,4.723793023408973e-10,6.188168555354423e-08
2011,7.001692665653536e-07,1.1471915639660324e-09,8.1450600930566e-08
2012,8.803397690826387e-07,1.0212758416727752e-09,9.361694708331925e-08
2013,9.49139234762697e-07,5.578250084070646e-10,1.034765375607094e-07
2014,1.0344331258238526e-06,1.0827225782605865e-09,1.0134283456864068e-07
2015,1.0333674254070502e-06,8.866301581811342e-10,1.1437528968372135e-07
2016,1.0638402727636276e-06,1.0356699942093428e-09,1.1185236559185796e-07
2017,1.135043817157566e-06,2.515611330355938e-10,1.1672436528442631e-07
2018,1.2664676205531578e-06,1.290733298020541e-09,1.4662731473435997e-07
2019,1.2152905810580705e-06,7.65296326310505e-10,1.1760053553189209e-07
