year,deux_DET auteurs_NOUN,deux_DET moteurs_NOUN
1869,3.745659249432265e-07,2.0510779741300667e-08
1870,4.3922812409391554e-07,3.268407766654491e-08
1871,2.5703248240915855e-07,1.911811864374613e-08
1872,3.09623782612789e-07,1.9351485636143195e-08
1873,3.382092668147152e-07,4.250063073696353e-08
1874,3.136669874947984e-07,3.525019276473529e-08
1875,2.958029625688141e-07,2.6319025181464895e-08
1876,3.325308099988433e-07,4.29267066337502e-08
1877,3.6057476648920783e-07,1.9172929910382663e-08
1878,3.81066488586157e-07,4.831270938865373e-08
1879,3.628939282407373e-07,4.276527842961286e-08
1880,4.24219638972545e-07,4.1715999321567665e-08
1881,4.2462572480417293e-07,5.0899305881202395e-08
1882,4.299378701944079e-07,4.326000446752687e-08
1883,3.0585599830601495e-07,4.2339570072158494e-08
1884,4.192077440734465e-07,7.922036626695217e-08
1885,3.184143970713649e-07,9.410628210027028e-08
1886,3.091209066496958e-07,9.357522601227686e-08
1887,3.610495404871017e-07,9.271073198036106e-08
1888,3.214691624009447e-07,9.510922183153525e-08
1889,3.4583554509026726e-07,1.4284511795636945e-07
1890,4.168589669006906e-07,1.5402808806186385e-07
1891,2.9767608111797017e-07,2.24372540991169e-07
1892,3.967968211782136e-07,2.7769508648134433e-07
1893,3.5472479353870767e-07,3.2023766216582317e-07
1894,3.068849778742333e-07,3.7179080791815977e-07
1895,3.803764414556099e-07,4.255160455102214e-07
1896,3.479247006055175e-07,4.4463598847244157e-07
1897,3.61256251579789e-07,6.555052927126326e-07
1898,3.468571527776021e-07,8.73084143648839e-07
1899,3.3220746686879465e-07,5.726571057351748e-07
1900,3.208070822324771e-07,5.040512469633995e-07
1901,2.950854174343931e-07,6.851793727946642e-07
1902,2.4404110732234585e-07,1.0316506866558939e-06
1903,3.499342788870763e-07,6.777276553293632e-07
1904,3.095784038009697e-07,7.578221712378763e-07
1905,3.2874034161523014e-07,5.625227359473683e-07
1906,3.734677918032503e-07,8.333578840336031e-07
1907,3.779989796726113e-07,6.896552946500378e-07
1908,3.899642884164223e-07,6.394628790928891e-07
1909,4.0157178915478653e-07,7.811396756096656e-07
1910,3.8638208721408773e-07,7.77573944787946e-07
1911,3.559330252755899e-07,9.15104372722908e-07
1912,4.162327620349515e-07,8.022508879435009e-07
1913,3.4893671951863325e-07,8.01812017670045e-07
1914,3.877414549435798e-07,5.511420333448314e-07
1915,2.5564253647303303e-07,6.620788397526667e-07
1916,3.032539659386657e-07,6.614452061626253e-07
1917,2.588076224441238e-07,7.303638547284663e-07
1918,2.699298455866028e-07,6.799935050594286e-07
1919,3.0201742440283397e-07,6.924301807487154e-07
1920,3.748254755464586e-07,9.321417309138269e-07
1921,3.725791870579087e-07,7.30770153722915e-07
1922,4.81041400490767e-07,6.94263729172917e-07
1923,4.1189877819647336e-07,4.5330097009355086e-07
1924,4.795684205305406e-07,5.659422903647737e-07
1925,4.190305915585668e-07,4.4212676364452363e-07
1926,4.558770640983312e-07,4.826277866243345e-07
1927,5.106345142280588e-07,3.8687810288706714e-07
1928,4.821789474362959e-07,4.878919579454077e-07
1929,3.821159495487336e-07,4.177652375148e-07
1930,4.495542356153237e-07,3.854822629989485e-07
1931,4.915708657904361e-07,6.386999906737856e-07
1932,4.318057307273193e-07,4.833155635708408e-07
1933,4.473558234963093e-07,7.065928180338688e-07
1934,4.900466166191109e-07,4.7566874528115477e-07
1935,4.452201736171446e-07,3.9136290297392407e-07
1936,4.437645628740938e-07,5.286375319712988e-07
1937,3.651424158590544e-07,5.351225063066067e-07
1938,5.004572756206471e-07,4.5507903223551693e-07
1939,5.13880095809327e-07,4.894096266028214e-07
1940,5.09692355876723e-07,3.321875601258739e-07
1941,3.8369532973092646e-07,3.040047822366887e-07
1942,5.582949640370316e-07,1.7295006671247393e-07
1943,4.645176296946829e-07,1.6258117363499025e-07
1944,4.402065059139204e-07,1.7351205983118234e-07
1945,4.966989237686903e-07,2.788485193860879e-07
1946,4.287700221539126e-07,2.8538262419885996e-07
1947,4.4226430873095524e-07,2.0980733062003765e-07
1948,4.4574738922165125e-07,3.4898759793122736e-07
1949,3.9562544529303523e-07,4.1820455720653626e-07
1950,5.424034483780815e-07,3.6266582270627623e-07
1951,4.893583422926895e-07,5.479960520915483e-07
1952,4.4709967994549515e-07,2.878731564237569e-07
1953,4.514233609143048e-07,3.9970898413344e-07
1954,4.69081733456278e-07,2.5017691207551707e-07
1955,4.3079941036694436e-07,2.8813814623163125e-07
1956,4.918723846003559e-07,2.2936603016887602e-07
1957,4.3291684903579153e-07,3.4103246449035396e-07
1958,4.524917116555116e-07,3.3585307779304685e-07
1959,4.7202053110595443e-07,2.937533345459542e-07
1960,4.7476916975597305e-07,2.297716719112941e-07
1961,4.967933904254096e-07,2.473544711278919e-07
1962,4.889648437256255e-07,2.409943427039707e-07
1963,4.3839840913051376e-07,3.1166375968894044e-07
1964,4.921930383261497e-07,2.2936560739594825e-07
1965,5.017863742295958e-07,1.9097431369630158e-07
1966,4.6971355516234325e-07,1.7392695284002002e-07
1967,5.171922126123718e-07,1.972134215932897e-07
1968,5.025894438404066e-07,1.5854697910100413e-07
1969,4.941432507621357e-07,3.1338128358981976e-07
1970,4.837858824657815e-07,2.2349803963095383e-07
1971,5.138397440873632e-07,2.8107033678281823e-07
1972,5.704723449184712e-07,3.0370468628859726e-07
1973,5.000475837846352e-07,3.3189487069762436e-07
1974,4.961754171972643e-07,2.987178451263617e-07
1975,5.060371321974344e-07,2.564454568698693e-07
1976,5.159314895308853e-07,2.405394781135328e-07
1977,5.559435720670081e-07,2.703319701424789e-07
1978,6.095046458653997e-07,2.5663354463745236e-07
1979,5.922196990582052e-07,2.55146041183707e-07
1980,5.895501473673903e-07,2.581058442530093e-07
1981,5.724622624825315e-07,2.599800907887584e-07
1982,5.766769817228123e-07,2.2098707397333328e-07
1983,6.391099987013149e-07,2.1030001740030002e-07
1984,6.326718207105841e-07,1.4149580795930206e-07
1985,6.647191739261871e-07,1.539982843468124e-07
1986,7.924710061502083e-07,1.3847261248756126e-07
1987,6.825782605801578e-07,1.5582582513218313e-07
1988,6.734130124641524e-07,1.1333486948927884e-07
1989,6.662580460670142e-07,1.1305531533167823e-07
1990,7.382922078136289e-07,1.0951788187441025e-07
1991,6.699654804265265e-07,8.792197903062515e-08
1992,7.388835285837558e-07,8.430214926136159e-08
1993,7.223126416988634e-07,1.0302926067851104e-07
1994,7.042027121428873e-07,7.543145086330583e-08
1995,7.032918816207712e-07,8.350574143278777e-08
1996,7.558738559509948e-07,7.580090954917296e-08
1997,7.777318629109686e-07,1.0404921013673629e-07
1998,7.82926825593222e-07,1.0823653440183989e-07
1999,8.043554160508393e-07,8.13495835139122e-08
2000,8.07174345140993e-07,9.631308639512781e-08
2001,7.356054396723266e-07,9.069108664050418e-08
2002,7.645231221431459e-07,1.0295870644938532e-07
2003,7.204609460131906e-07,8.292176278956731e-08
2004,7.805290138662713e-07,1.1892936235824436e-07
2005,8.102245345753545e-07,8.602161916115847e-08
2006,7.968116833012573e-07,7.741632845892354e-08
2007,7.210035661842085e-07,9.387026578266955e-08
2008,6.675665460420532e-07,9.53666496883443e-08
2009,6.255868711946277e-07,8.248973060176468e-08
2010,5.14421067521198e-07,9.73101386136932e-08
2011,3.7704362654267243e-07,9.827608016266254e-08
2012,3.1319125071149756e-07,8.646802163170264e-08
2013,3.02620058789671e-07,7.809550428561352e-08
2014,2.962329155309362e-07,8.098764725517071e-08
2015,3.149753666775723e-07,8.068334755861883e-08
2016,2.9827296899043176e-07,8.430354014876684e-08
2017,3.1042644010881304e-07,9.33291817162285e-08
2018,2.940290606545659e-07,7.796029333206889e-08
2019,3.280570339825317e-07,7.882552388593922e-08
