year,sans_ADP hériter_VERB,sans_ADP mériter_VERB
1916,1.0987462051303964e-09,5.054232432577521e-08
1917,0.0,7.018511283263251e-08
1918,2.2972752589112133e-09,5.2837332731314746e-08
1919,7.366278753639932e-09,5.064316610514652e-08
1920,6.057785384427916e-09,4.694783584113793e-08
1921,3.0290989716519334e-09,5.0737408552326e-08
1922,7.377935484775833e-10,4.279202714396746e-08
1923,2.1231896241147297e-09,6.051090561953743e-08
1924,2.578324886925998e-09,4.640984829773487e-08
1925,2.1996355847875293e-09,6.048997813756785e-08
1926,2.229227691330493e-09,5.461608021395392e-08
1927,4.4596899506643695e-09,4.013721111029156e-08
1928,0.0,3.5420727240165206e-08
1929,2.2280812750352652e-09,3.3421218459395163e-08
1930,5.2518016602221e-09,5.146765613694981e-08
1931,2.2810713318222042e-09,5.47457119637329e-08
1932,6.575722188983946e-09,5.150982085311284e-08
1933,3.4411986593596566e-09,2.7529588830788043e-08
1934,4.7926320689839486e-09,4.67281626725935e-08
1935,3.590485242455088e-09,4.906996409204112e-08
1936,6.0623572828433225e-09,7.274828961456592e-08
1937,5.0364472592434595e-09,4.658713548266746e-08
1938,1.2965214457594243e-09,5.4453899167583586e-08
1939,3.058810094103137e-09,4.5882151411547056e-08
1940,5.0715658339584024e-09,4.0572528225979454e-08
1941,2.9515025978810172e-09,3.8369532440185594e-08
1942,6.068423541449874e-09,7.58552971547033e-08
1943,0.0,2.6129116870166058e-08
1944,0.0,4.177142010064472e-08
1945,6.535512131478072e-09,2.3963544037997053e-08
1946,1.2528993842408909e-08,8.074240653854758e-08
1947,4.7683483828109274e-09,4.053096125389288e-08
1948,3.2615663503321457e-09,3.80516074205417e-08
1949,3.9268033269479474e-09,3.6322930441201606e-08
1950,3.190608444114673e-09,2.658840414504482e-08
1951,3.1984206394497505e-09,4.157946797977985e-08
1952,2.1089607837865287e-09,2.847097024805123e-08
1953,4.30953106533849e-09,3.878577725657806e-08
1954,9.772536113672459e-10,2.8340354951694735e-08
1955,6.569925492527773e-09,3.191106756617046e-08
1956,8.72114114258693e-09,3.401245152190313e-08
1957,1.7670075402875796e-09,4.329168623584678e-08
1958,8.272243445794913e-10,3.805232023923466e-08
1959,6.200598257066758e-09,4.650448615084457e-08
1960,2.076250060767393e-09,3.806458326316431e-08
1961,1.3896318540318475e-09,5.002674807741414e-08
1962,6.341956404476434e-10,5.0101456761098007e-08
1963,5.819448034571906e-09,5.302163508247304e-08
1964,6.083968329129164e-10,3.224503331011874e-08
1965,2.73602163147757e-09,6.730613222316606e-08
1966,3.3234448526542337e-09,3.54500770960442e-08
1967,5.423369309198733e-09,3.5991448488204014e-08
1968,3.1439910674890825e-09,3.952446037125412e-08
1969,8.175163657142548e-09,4.587175417292144e-08
1970,6.438214850135182e-09,3.908916146322383e-08
1971,3.5968783507200897e-09,4.1107178549992796e-08
1972,5.130146696341598e-09,3.591102704092464e-08
1973,6.615844760915479e-09,2.370677676388766e-08
1974,1.1251143350321513e-09,2.4752516036841143e-08
1975,3.998036124386317e-09,3.3126585030629485e-08
1976,2.856763492431469e-09,2.6853577084207103e-08
1977,3.526069214387917e-09,1.8805702606261576e-08
1978,1.7821774056514528e-09,2.6138601838532338e-08
1979,7.607565244427406e-09,2.750427441355896e-08
1980,2.8425752862659692e-09,1.9329512213062117e-08
1981,6.958104370458074e-09,1.7711538125020354e-08
1982,1.8622506869903077e-09,2.917526109591506e-08
1983,6.946847541655643e-09,3.03135170298674e-08
1984,4.059306057957457e-09,3.537395087960249e-08
1985,3.0077789148208467e-09,2.5265343595037848e-08
1986,1.7983456945813714e-09,2.038125046510686e-08
1987,1.8332451112712533e-09,2.5054349706010726e-08
1988,8.994830658082265e-09,1.9188972077976985e-08
1989,5.488121956886971e-09,2.359892548042808e-08
1990,6.538381391862913e-09,2.1249738191286838e-08
1991,3.5168792322792797e-09,2.2859714121636898e-08
1992,5.509944056569793e-09,1.5427843502724414e-08
1993,4.985286850001103e-09,2.603427451397522e-08
1994,3.164955852952289e-09,1.7407257857371405e-08
1995,2.7112254663563817e-09,3.0907970405280594e-08
1996,6.4057104065540216e-09,2.1352368095861607e-08
1997,1.917957792585412e-09,1.3905193774199631e-08
1998,6.675381136744818e-09,2.0502956221690738e-08
1999,8.683382013430219e-09,1.508166369568187e-08
2000,3.97622823555821e-09,1.9881142288014075e-08
2001,2.6287270138425356e-09,2.4534785397767322e-08
2002,3.9430991805033955e-09,2.059174109003692e-08
2003,1.1667384058888786e-08,1.625100010116398e-08
2004,7.488145215006625e-09,1.5857249208162116e-08
2005,8.106749049829887e-09,2.2068372684813653e-08
2006,3.706100981659688e-09,2.058944903460258e-08
2007,7.589511158423434e-09,1.3181782609894555e-08
2008,8.51487946817997e-09,1.958422179981767e-08
2009,6.198650259747751e-09,1.8595950557198648e-08
2010,3.3066551718974324e-09,1.606089627959051e-08
2011,2.6767803529281764e-09,1.6060682339613663e-08
2012,6.468080293586809e-09,1.2936160198595559e-08
2013,3.0680376017500066e-09,1.1156500390185897e-08
2014,2.5985342766432495e-09,3.183204422274599e-08
2015,4.876465897751814e-09,1.8619233599359575e-08
2016,6.4211539696490405e-09,3.003443116433857e-08
2017,1.509366853724714e-09,1.3332739912108593e-08
2018,3.614053334377587e-09,1.600509291765917e-08
2019,3.826481520530223e-09,2.8571062626880916e-08
