year,deux_DET êtres_NOUN,deux_DET etres_NOUN,deux_DET mètres_NOUN
1828,6.63157383229418e-07,1.8344602503717056e-09,9.300713467164101e-07
1829,6.944272445963406e-07,1.714635211591542e-09,1.2088178209523903e-06
1830,8.756505032181394e-07,4.174734336004349e-09,9.862809946525886e-07
1831,7.171954550244664e-07,6.236482441579483e-09,1.2098776096536312e-06
1832,9.173319295285864e-07,4.058990921151917e-09,1.1946963240916375e-06
1833,6.96176048364805e-07,2.3167257001688313e-09,1.5047133956613834e-06
1834,8.354404918975433e-07,3.733812370398937e-09,1.42818318860094e-06
1835,8.06981489631653e-07,5.294161553592858e-09,1.3764819755124336e-06
1836,7.507077981472321e-07,9.409050205633207e-09,1.2581243709064438e-06
1837,7.194459143988752e-07,6.957890930081589e-10,1.1376152109221493e-06
1838,6.62145797747371e-07,5.049729523420865e-09,1.0478188414708711e-06
1839,6.467114683772479e-07,1.3982949909063791e-08,1.3570453423206175e-06
1840,6.618106667133361e-07,1.974603480725534e-08,1.0758404684341194e-06
1841,8.051367856864999e-07,2.5682194149112547e-09,1.4028898784879118e-06
1842,9.176906701213738e-07,3.3541325272778977e-09,1.2148668062650358e-06
1843,9.338826210125717e-07,9.451057936260554e-09,1.4590070034348201e-06
1844,7.387603702113665e-07,3.293136763282689e-09,1.644921792998133e-06
1845,8.230835977229845e-07,5.580227946389016e-10,1.5646959470316801e-06
1846,8.401209221631234e-07,7.610851726624901e-09,1.534464751706821e-06
1847,5.991871745436583e-07,4.314578916364553e-09,1.374732693015801e-06
1848,6.114368620302457e-07,0.0,1.459403194736808e-06
1849,8.320759121716037e-07,1.6758829879393033e-09,1.4387455407049998e-06
1850,6.972298933760612e-07,1.3577992064028876e-09,1.5139460893820456e-06
1851,6.771910427971761e-07,0.0,1.3756652670338099e-06
1852,7.155089392085756e-07,5.208436348880241e-09,1.9486061724194315e-06
1853,6.772170770830144e-07,0.0,1.949238564336042e-06
1854,6.645254586601368e-07,1.246959496770117e-08,1.3945163512829595e-06
1855,9.218149727985292e-07,2.653468555990912e-09,1.3957244853202155e-06
1856,6.057311576768143e-07,6.73034605824796e-09,1.5008671905292204e-06
1857,7.844584963834222e-07,8.786716299002961e-09,1.586978592982291e-06
1858,7.502005239246046e-07,2.446837954472869e-09,1.6271473199935826e-06
1859,7.61789152647907e-07,1.018434669930457e-09,1.8016108906948602e-06
1860,9.122327568888977e-07,1.8308735638683515e-09,1.7970023922231348e-06
1861,8.57362188355637e-07,1.4147891747029462e-09,1.5477792967288906e-06
1862,7.260403727116227e-07,9.035972525772706e-10,2.254023308001507e-06
1863,8.171199858963973e-07,1.4983862484108101e-09,1.70616247441302e-06
1864,8.208573980539313e-07,3.356309563606885e-09,2.281331525022523e-06
1865,7.55448500200373e-07,5.6482132304580546e-09,2.092192342928456e-06
1866,7.429790809254655e-07,4.865613023596893e-09,1.8737474931640463e-06
1867,7.293775627914556e-07,4.85281148598915e-10,1.907154969060798e-06
1868,6.658950297833144e-07,1.4819622196071691e-09,2.0154686346529616e-06
1869,9.38124014027153e-07,2.441759683335931e-09,1.7282774189553152e-06
1870,7.362518417153296e-07,1.1468097582678638e-09,1.580877261986302e-06
1871,6.25587322389265e-07,2.1242354542039266e-09,1.999967578214523e-06
1872,7.129812757966647e-07,6.047339295989218e-10,1.8002928698912513e-06
1873,6.111710710854368e-07,2.3944017324417644e-09,1.8981620271141253e-06
1874,6.404781114355274e-07,1.1949218281515073e-09,1.9764007963551933e-06
1875,1.0212926468966543e-06,1.1443054281912168e-09,1.910417902983852e-06
1876,8.585341007005809e-07,1.209202959984168e-09,2.027228700463013e-06
1877,7.180571302001226e-07,5.566334393414252e-09,1.7354593122576034e-06
1878,5.453296836321897e-07,0.0,1.9439826641765023e-06
1879,9.500000679452114e-07,6.10932526790009e-10,1.7827010827531353e-06
1880,7.739922800453769e-07,6.417846254436199e-10,1.875294716846554e-06
1881,6.177641544979906e-07,2.789003084036068e-09,2.275826496145328e-06
1882,6.342581748697285e-07,2.6621540527571597e-09,2.0691591497978834e-06
1883,6.357255095679193e-07,4.423537092179686e-09,2.0499935473594633e-06
1884,6.278213575683367e-07,1.3203393933736152e-09,2.0623700685007407e-06
1885,5.227410753150252e-07,6.445635691854079e-10,2.5202436217952595e-06
1886,6.072709552995548e-07,0.0,2.2328985043174043e-06
1887,6.189420318492012e-07,0.0,2.24725595732167e-06
1888,7.49460674853708e-07,0.0,2.3124222439108166e-06
1889,6.603454227871453e-07,6.265136742733546e-10,2.3882700830313297e-06
1890,6.456070735794128e-07,6.554386478008212e-10,2.0200620260979463e-06
1891,7.094506706550874e-07,6.374220040683554e-10,1.7458988175178547e-06
1892,6.958048679450712e-07,0.0,2.0592063760815904e-06
1893,8.042891899151527e-07,3.695050043717174e-09,2.310637798430548e-06
1894,7.385404146020846e-07,1.8904617871129403e-09,2.3019522679135207e-06
1895,7.800124208756642e-07,3.0093072478365457e-09,2.237720847730884e-06
1896,8.503516060187621e-07,4.1279202278587945e-09,2.0268089571118253e-06
1897,7.976770852735626e-07,1.1653427112179315e-09,2.1395691822689855e-06
1898,8.674257809815344e-07,1.6975064687230201e-09,2.059641178497884e-06
1899,9.402410832137775e-07,1.6582735185011188e-09,2.1170624684430095e-06
1900,8.809217106886535e-07,2.07642125715779e-09,2.0421602311415654e-06
1901,8.293688420479839e-07,2.7943695135590474e-09,2.018652493163131e-06
1902,7.561836952163503e-07,0.0,1.8840759068439183e-06
1903,9.115571586448823e-07,2.7001101354784396e-09,1.8387750078119325e-06
1904,9.185234297603984e-07,1.6123875568041512e-09,2.0402076978953687e-06
1905,7.43149300319601e-07,0.0,1.676214482770888e-06
1906,9.007467234312116e-07,5.144184522798412e-09,1.7742292683919914e-06
1907,8.686262518153853e-07,0.0,1.914166302796616e-06
1908,9.90627164298985e-07,0.0,1.6909912865514798e-06
1909,1.0968960708623854e-06,2.7504918342913243e-09,1.7526133975209746e-06
1910,1.053866540701165e-06,5.344150788566537e-09,1.57385237997687e-06
1911,8.938228788224478e-07,1.0640748282497725e-09,1.5508891131332803e-06
1912,9.080021428076179e-07,4.167536871158006e-09,1.4794755944791405e-06
1913,9.030991208192063e-07,2.121195885607108e-09,1.403701366475829e-06
1914,8.853095181393655e-07,2.678697486047099e-09,1.558332229478765e-06
1915,5.807915819389109e-07,2.3561523843085297e-09,1.801278473934076e-06
1916,6.010141841983341e-07,1.0987462051303964e-09,1.5481334045830408e-06
1917,8.619609417337415e-07,2.1932848870420685e-09,1.4958202836368173e-06
1918,8.201272478913779e-07,2.2972752589112133e-09,1.2439745766812393e-06
1919,8.885573485883924e-07,2.762354511798293e-09,1.277128529153515e-06
1920,9.495578794371795e-07,4.543339038320937e-09,1.1827826380539364e-06
1921,1.0957765184116397e-06,3.786373770076068e-09,1.2472314532274709e-06
1922,1.218834967176008e-06,2.951174138399182e-09,1.3988566038847239e-06
1923,1.0679644297795221e-06,4.246379248229459e-09,1.4034283228880895e-06
1924,1.1073905810121687e-06,0.0,1.5689106396266084e-06
1925,1.1416108804951364e-06,1.0998177923937646e-09,1.385770417527965e-06
1926,1.0611123428816427e-06,3.3438415369957397e-09,1.3431096839155998e-06
1927,1.345711417855e-06,1.1149224876660924e-09,1.5207543251349875e-06
1928,1.2168734073725318e-06,6.855624623547385e-09,1.4739593439117016e-06
1929,1.012662927735164e-06,1.1140406375176326e-09,1.3513312460133875e-06
1930,1.0167488788681567e-06,6.3021621254932825e-09,1.5156700268192935e-06
1931,9.580499593653258e-07,9.124285327288817e-09,1.4553235532233089e-06
1932,9.447120490335692e-07,2.1919073223131136e-09,1.3743258593379437e-06
1933,8.23593570231651e-07,0.0,1.4636564644732175e-06
1934,9.872821919998387e-07,1.1981580172459871e-09,1.4078356986857443e-06
1935,1.0089263042800667e-06,3.590485242455088e-09,1.4014860845179555e-06
1936,9.772520073170199e-07,3.6374143697059935e-09,1.4137417698734112e-06
1937,9.29224540868745e-07,0.0,1.5235253503220747e-06
1938,1.0955605951323832e-06,1.0372171566075394e-08,1.5700875195534536e-06
1939,1.0170544086918198e-06,6.117620188206274e-09,1.6548162271590172e-06
1940,8.08914734307109e-07,5.0715658339584024e-09,1.4301815456363443e-06
1941,7.998572257861269e-07,0.0,1.428527271585267e-06
1942,1.0043241189805485e-06,0.0,1.4200110647344388e-06
1943,1.2280684451582147e-06,2.9032352077962287e-09,1.8058123334441234e-06
1944,1.359177694837399e-06,0.0,1.6837094971577926e-06
1945,1.2874958983388751e-06,4.357008087652048e-09,1.8299434252355695e-06
1946,1.3879340983180555e-06,0.0,1.4603237854515783e-06
1947,1.3887815057955777e-06,2.3841741914054637e-09,1.2206972392903026e-06
1948,1.347026952203123e-06,3.2615663503321457e-09,1.4361763853720788e-06
1949,1.092633056032355e-06,1.9634016634739737e-09,1.3302046415475388e-06
1950,1.3155942539810894e-06,6.381216888229346e-09,1.3942958876356215e-06
1951,1.1130503096978828e-06,1.4925962688039363e-08,1.5395064032475148e-06
1952,1.1810180566840245e-06,2.1089607837865287e-09,1.5279421177183394e-06
1953,1.2400675686308205e-06,2.1547654771580937e-09,1.5438894891417476e-06
1954,1.3388374995315644e-06,9.772536113672459e-10,1.6671946561075401e-06
1955,1.004260028025783e-06,9.385607846468247e-10,1.4397522090092707e-06
1956,1.322997121633307e-06,2.616342476002842e-09,1.3892778465418587e-06
1957,1.1741765035822027e-06,1.7670075402875796e-09,1.3985864306675921e-06
1958,1.0712555216230157e-06,0.0,1.4195169715236489e-06
1959,1.040150344522317e-06,9.300897829689347e-09,1.3873838344835576e-06
1960,1.275509575293654e-06,3.4604166754270693e-09,1.5391933665398483e-06
1961,1.1596477982322995e-06,4.168895617606694e-09,1.5369328867365084e-06
1962,1.319126958776451e-06,1.7123282791686734e-08,1.437721504515821e-06
1963,1.219497661963942e-06,3.879631726988464e-09,1.5751305699751583e-06
1964,1.1206669157104443e-06,5.4755713296827935e-09,1.287367678237672e-06
1965,1.2120576187157894e-06,7.113656441681826e-09,1.367463683621395e-06
1966,1.1981019198969989e-06,3.877352328096606e-09,1.3742444835429524e-06
1967,1.2158207454149306e-06,4.930335584241163e-10,1.3326697043680724e-06
1968,1.1655224412265852e-06,5.8388404389209114e-09,1.4538713593026387e-06
1969,1.0841175424047833e-06,3.1792303789579535e-09,1.3620732151053971e-06
1970,1.0738023128453733e-06,7.357959935783143e-09,1.235677443034433e-06
1971,1.1700130535530207e-06,4.11071787720374e-09,1.225507817892435e-06
1972,9.716497899603382e-07,3.0780881177250308e-09,1.212253664562013e-06
1973,9.57092183284658e-07,3.859242703185828e-09,1.2978082040149275e-06
1974,9.293444378499771e-07,6.750686065704059e-09,1.2561901208130166e-06
1975,8.395875923383755e-07,2.2845920710778955e-09,1.1999819804486833e-06
1976,1.0324343051593132e-06,3.428116124304381e-09,1.2489769520840355e-06
1977,8.967969193918179e-07,3.526069047854463e-09,1.256455950837676e-06
1978,1.0318807355247372e-06,2.3762365408686037e-09,1.2605934660570028e-06
1979,1.065644312348013e-06,1.1118749032590358e-08,1.182683792677608e-06
1980,1.131344998128725e-06,5.6851505725319385e-09,1.3502232407702763e-06
1981,1.0272692563262353e-06,2.5302198114474095e-09,1.2954725914227083e-06
1982,1.0292038865600261e-06,4.966001831974154e-09,1.343303445366928e-06
1983,9.9971452627301e-07,6.315315825844436e-09,1.2889560405682232e-06
1984,1.0212053638269936e-06,6.378909289672663e-09,1.2734622210075486e-06
1985,1.0406915649241455e-06,1.8046674155058895e-09,1.3360554014241188e-06
1986,1.0574272728547385e-06,3.596691222629289e-09,1.3020022722187719e-06
1987,1.1060578373189855e-06,6.721898371253587e-09,1.3095480806413207e-06
1988,1.0284090237178134e-06,1.2592762832497328e-08,1.3174428357132228e-06
1989,9.85666741115665e-07,8.780995597312824e-09,1.3325160921340284e-06
1990,1.0188977235259244e-06,4.90378582185258e-09,1.3839573895779722e-06
1991,9.911737564038958e-07,1.1136783939491579e-08,1.3293803000635762e-06
1992,9.13548753089799e-07,5.509944167592096e-10,1.3135706620204246e-06
1993,9.854250215823868e-07,6.647048689245594e-09,1.4014194444911254e-06
1994,1.0032910289226038e-06,5.274926495602017e-09,1.3714809750098311e-06
1995,1.0600891222622977e-06,4.3379606018412176e-09,1.2189669007511839e-06
1996,9.85945650455733e-07,4.270473752399084e-09,1.2960888184920805e-06
1997,1.0184356220577229e-06,4.315405033317177e-09,1.4888147852332168e-06
1998,1.028485524301459e-06,3.814503379828693e-09,1.3117123778272344e-06
1999,1.0680560116327342e-06,2.2851005809787495e-09,1.2846835248936372e-06
2000,1.0802087402339566e-06,1.7672125984802278e-09,1.2675332499156866e-06
2001,1.0335278624040711e-06,1.3143635457790737e-08,1.2241105959986953e-06
2002,1.0563125485418823e-06,2.6287329535357173e-09,1.3305769304139403e-06
2003,1.1175687113507138e-06,6.667076501987168e-09,1.3459161234408157e-06
2004,1.0822572598101488e-06,4.404791337231373e-09,1.3368541829095193e-06
2005,1.0020842609037572e-06,8.106749271874492e-09,1.279064871795299e-06
2006,1.153832791089826e-06,3.294311934354255e-09,1.3271958838600995e-06
2007,1.2155201360997125e-06,7.988958938831558e-10,1.522695612266034e-06
2008,1.1703701758847274e-06,1.7029758436759579e-09,1.540767449625946e-06
2009,1.180127647160134e-06,9.53638501499654e-10,1.7351452257230449e-06
2010,1.3897399497864171e-06,2.8342757585342326e-09,2.3160757365303652e-06
2011,1.3207999387532254e-06,1.5295887612065684e-09,2.611390371498601e-06
2012,1.4828924506105068e-06,3.404252713057332e-10,3.180593417084765e-06
2013,1.522862241642997e-06,1.952387529424726e-09,3.2189292724638108e-06
2014,1.7527113698179164e-06,1.5158116151159362e-09,3.546999195691569e-06
2015,1.4882087384648912e-06,1.551602762939197e-09,3.2559276519350533e-06
2016,1.5503979824416092e-06,1.035670049720494e-09,3.3008875419682226e-06
2017,1.442954641106553e-06,1.760927903493581e-09,3.351549082708516e-06
2018,1.5080929003374877e-06,3.614053278866436e-09,3.4583909709340332e-06
2019,1.5374803723489094e-06,2.0407902590058313e-09,3.191795975965306e-06
