year,certains_DET êtres_NOUN,certains_DET etres_NOUN
1800,1.6349655140857067e-07,0.0
1801,1.3572740442668874e-07,0.0
1802,1.1636768704192946e-07,0.0
1803,5.851017803593095e-08,0.0
1804,2.0763548103097662e-07,0.0
1805,9.381496113292087e-08,8.528632911009026e-09
1806,6.339671898558663e-08,0.0
1807,1.1103124819555887e-07,2.562259560079383e-08
1808,3.852325747288887e-08,0.0
1809,2.710836710662079e-08,0.0
1810,6.084329839950442e-08,0.0
1811,8.022645481275958e-08,0.0
1812,8.535066342574282e-08,0.0
1813,1.2365688917270745e-07,0.0
1814,2.5173416240420465e-08,0.0
1815,7.012781111370714e-08,0.0
1816,1.2051540032587127e-07,0.0
1817,8.874178547557676e-08,0.0
1818,7.152706160695743e-08,0.0
1819,1.3870406800897683e-07,0.0
1820,9.493184904840746e-08,5.933240565525466e-09
1821,6.607196922914227e-08,9.86148829262845e-10
1822,5.714601059025881e-08,0.0
1823,9.882686669016039e-08,0.0
1824,1.1284291190349904e-07,1.6842225392110777e-09
1825,1.0214314016820936e-07,0.0
1826,1.294773710469599e-07,0.0
1827,7.28164592511682e-08,0.0
1828,1.2566052021156793e-07,0.0
1829,1.0287811269549252e-07,0.0
1830,1.5655253093882493e-07,1.0436835840010872e-09
1831,1.4032085515758297e-07,0.0
1832,2.1512650638655373e-07,0.0
1833,1.1815301148576651e-07,0.0
1834,1.586870297387577e-07,0.0
1835,1.2176571573263573e-07,7.563087933704082e-10
1836,9.005804901818237e-08,0.0
1837,1.3359150230485284e-07,0.0
1838,1.1488134532555705e-07,0.0
1839,1.2864313703175867e-07,6.9914751765765e-10
1840,2.0128215805215177e-07,0.0
1841,1.66292209780039e-07,0.0
1842,1.596567069661603e-07,1.341653010911159e-09
1843,3.278335611867078e-07,0.0
1844,1.674011187446922e-07,5.488561272137815e-10
1845,1.9419193408864999e-07,0.0
1846,2.1603109634504847e-07,0.0
1847,1.5963942701091582e-07,5.393223645455691e-10
1848,1.1424214907407304e-07,0.0
1849,1.2820505435051643e-07,0.0
1850,1.4053221697452045e-07,1.3577992064028876e-09
1851,1.4446742602203244e-07,0.0
1852,1.946653078732652e-07,0.0
1853,1.6363093813254181e-07,1.1943863675867306e-09
1854,1.5379166828921598e-07,2.4939190268469247e-08
1855,1.703526741891892e-07,5.306937111981824e-10
1856,1.485853262650494e-07,4.141751386299575e-09
1857,1.3472964988103797e-07,4.881509085841174e-10
1858,1.497464862665332e-07,1.468102750479261e-09
1859,2.0012241108702256e-07,5.092173349652285e-10
1860,1.7164439913841534e-07,0.0
1861,2.1174677478086323e-07,4.715963730639317e-10
1862,1.6264750302141806e-07,0.0
1863,1.823036660519861e-07,0.0
1864,2.2870852589562674e-07,4.794727948009836e-10
1865,1.5862064861593694e-07,4.706844358715045e-10
1866,1.3283122646257084e-07,0.0
1867,1.8877436680497794e-07,0.0
1868,1.393044445352487e-07,1.4819622196071691e-09
1869,1.772717386216982e-07,4.883519144627257e-10
1870,1.6972783978275174e-07,5.734048791339319e-10
1871,1.7843577282405931e-07,0.0
1872,1.6025449145473658e-07,6.047339295989218e-10
1873,1.6521371665190188e-07,5.986004469882289e-10
1874,1.6430175708848083e-07,0.0
1875,1.7507872485111875e-07,0.0
1876,2.0858750549024307e-07,0.0
1877,1.5894976712615971e-07,6.184815992682502e-10
1878,1.872117536549922e-07,0.0
1879,2.1016078388669257e-07,1.832797580370027e-09
1880,1.6686400883259012e-07,0.0
1881,1.5757867188881391e-07,1.3945015142624584e-09
1882,1.4442185469754065e-07,0.0
1883,1.6683054404609265e-07,6.319338941018771e-10
1884,1.359949548529471e-07,6.601696966868076e-10
1885,1.2955727424213137e-07,0.0
1886,1.3487739281003996e-07,0.0
1887,1.031570113774194e-07,6.528924623161458e-10
1888,1.7246472427956405e-07,0.0
1889,1.7103823246600314e-07,0.0
1890,1.258442177132224e-07,6.554386478008212e-10
1891,1.70191675863407e-07,0.0
1892,1.661155764054456e-07,0.0
1893,1.471861570401245e-07,0.0
1894,1.392640207598106e-07,0.0
1895,1.5347467474668974e-07,1.2037228991346183e-09
1896,1.9283284746762774e-07,0.0
1897,1.6139997072173173e-07,0.0
1898,1.629606145581164e-07,0.0
1899,1.74671475505761e-07,0.0
1900,1.6819012138569178e-07,5.191053142894475e-10
1901,1.676621730339889e-07,0.0
1902,1.482905709337956e-07,0.0
1903,1.6956692316938415e-07,2.7001101354784396e-09
1904,2.386333637360849e-07,0.0
1905,1.7185327827462515e-07,1.0321518084666081e-09
1906,1.6975809113972673e-07,6.68743965759333e-09
1907,1.8102808496678335e-07,0.0
1908,1.7779227867720238e-07,0.0
1909,2.337918072470302e-07,5.500983557560346e-10
1910,2.0681863777127774e-07,0.0
1911,2.0749459039848261e-07,1.0640748282497725e-09
1912,2.3390300718517665e-07,0.0
1913,2.0363479968921183e-07,0.0
1914,2.0960807933789738e-07,6.696743715117748e-10
1915,2.0616333840095535e-07,0.0
1916,1.3954077182631863e-07,0.0
1917,2.2700499258121454e-07,0.0
1918,1.7114701478249117e-07,0.0
1919,2.9188879580033245e-07,0.0
1920,2.726003511810404e-07,6.815008557481406e-09
1921,2.438424644424231e-07,0.0
1922,2.5748994580965245e-07,7.377935484775833e-10
1923,2.547827619991949e-07,0.0
1924,3.158447920981189e-07,0.0
1925,2.562575520670407e-07,1.0998177923937646e-09
1926,2.697365388826256e-07,2.229227691330493e-09
1927,3.6792443403044217e-07,1.1149224876660924e-09
1928,2.2623561068968456e-07,0.0
1929,2.907646194927338e-07,5.570203187588163e-09
1930,2.520864796906608e-07,2.100720708497761e-09
1931,2.6118267015817764e-07,0.0
1932,2.6960461418923387e-07,3.287861094491973e-09
1933,2.557957685667134e-07,2.2941324395731044e-09
1934,2.8036898314098835e-07,0.0
1935,3.135690320732465e-07,0.0
1936,3.649539124239709e-07,0.0
1937,2.7574548511211106e-07,0.0
1938,3.785842714876253e-07,1.2965214457594243e-09
1939,3.9917472349770833e-07,0.0
1940,2.40899371561909e-07,0.0
1941,2.921987665160941e-07,0.0
1942,4.0051595462387013e-07,3.034211770724937e-09
1943,4.122593999511537e-07,2.9032352077962287e-09
1944,4.6912518314456975e-07,0.0
1945,4.596643456977745e-07,0.0
1946,4.6218066884762266e-07,0.0
1947,4.3272762439983126e-07,0.0
1948,4.4466021975608783e-07,0.0
1949,4.142777534354991e-07,0.0
1950,4.1796970862151284e-07,0.0
1951,3.400987047541548e-07,0.0
1952,3.6906814315784686e-07,1.0544803918932644e-09
1953,3.4153032757444635e-07,0.0
1954,3.9578771549031444e-07,9.772536113672459e-10
1955,3.632230125560909e-07,0.0
1956,3.933234715702838e-07,8.72114158667614e-10
1957,3.6135305414575214e-07,0.0
1958,3.2675360372991236e-07,8.272243445794913e-10
1959,2.9995392836212886e-07,7.750747821333448e-10
1960,3.114374997892355e-07,0.0
1961,3.4949241722870283e-07,6.948159270159238e-10
1962,3.221713829049122e-07,1.9025869768540815e-09
1963,3.2588907217245833e-07,6.466053248388448e-10
1964,3.4617780642065554e-07,6.083968329129164e-10
1965,3.305114333329584e-07,5.472043373977442e-10
1966,3.007717559455614e-07,3.3234448526542337e-09
1967,3.199787670382648e-07,0.0
1968,3.2068708932797563e-07,8.982831700699023e-10
1969,2.7068876917724083e-07,0.0
1970,2.6120758001013655e-07,0.0
1971,2.7130737478842093e-07,0.0
1972,2.5137718928647246e-07,5.130146862875051e-10
1973,2.999182804330758e-07,1.102640756478479e-09
1974,2.2164751811715178e-07,0.0
1975,2.3931101367224983e-07,5.711480177694739e-10
1976,2.3539730520383273e-07,0.0
1977,1.962845193048679e-07,0.0
1978,2.4534641873685814e-07,0.0
1979,2.6684998744030963e-07,5.851973350345929e-10
1980,2.1376166081665815e-07,5.685150683554241e-10
1981,2.84649726012276e-07,0.0
1982,2.4519633612385405e-07,0.0
1983,2.5703336703486457e-07,1.2630632095778083e-09
1984,2.8415140818083273e-07,5.799008495621649e-10
1985,2.4483321325874385e-07,1.2031116103372597e-09
1986,2.3438437501965836e-07,3.596691222629289e-09
1987,2.2671130928131333e-07,0.0
1988,2.4885698834964387e-07,2.3986214681137596e-09
1989,2.1129270422193258e-07,0.0
1990,2.114076629311512e-07,1.089730194969718e-09
1991,2.2976944080710382e-07,1.1722930404189924e-09
1992,2.1158185603553648e-07,0.0
1993,2.5923491264734366e-07,1.1078414852150331e-09
1994,2.0308467973961797e-07,0.0
1995,2.0442638870576957e-07,2.7112253553340793e-09
1996,2.540931873795671e-07,5.338092190498855e-10
1997,2.157702496674574e-07,0.0
1998,2.2171801461468021e-07,0.0
1999,2.2531092369604266e-07,1.3710603485872497e-09
2000,2.3503927337742425e-07,0.0
2001,2.238799297060723e-07,1.7524847129024579e-09
2002,2.2300416802067957e-07,0.0
2003,2.7168338334604414e-07,0.0
2004,2.4931118147719644e-07,4.404791253964646e-10
2005,2.495077282560487e-07,9.007499190971657e-10
2006,2.9278197288817864e-07,4.1178899179428186e-10
2007,2.3367704216070706e-07,1.1983438408247338e-09
2008,2.1968389241067143e-07,0.0
2009,2.493764625910444e-07,9.53638501499654e-10
2010,2.6925619778239707e-07,4.723793023408973e-10
2011,2.650012618232722e-07,0.0
2012,3.2408485139967524e-07,3.404252713057332e-10
2013,2.9927311473443297e-07,2.789125042035323e-10
2014,3.386756155521198e-07,0.0
2015,2.965777774477374e-07,0.0
2016,2.9288748137901166e-07,0.0
2017,2.792328643863584e-07,0.0
2018,2.8809167673671254e-07,2.5814667070633845e-10
2019,2.678537072142717e-07,5.1019755087367e-10
