year,nos_DET in_ADJ,nos_DET mines_NOUN
1844,4.390849017710252e-09,1.5807056463756908e-07
1845,3.348136878855712e-09,1.4062174802376148e-07
1846,3.5127007969038004e-09,1.6802419366968024e-07
1847,5.9325460100012606e-09,1.493923011963716e-07
1848,8.045221711050488e-10,1.5125016661343693e-07
1849,4.1897072478036534e-09,1.1898769258777975e-07
1850,2.0366988096043315e-09,8.011015051323511e-08
1851,1.9348316282474798e-09,1.2576405117314948e-07
1852,3.2552727180501506e-09,1.0156451213383377e-07
1853,1.1943863675867306e-09,2.0244849086026306e-07
1854,2.5978321716024766e-09,1.9951351326596978e-07
1855,4.2455496895854594e-09,1.5973879996522555e-07
1856,5.694908100650764e-09,1.941445955111476e-07
1857,5.857811125054013e-09,1.0788135362815865e-07
1858,1.468102750479261e-09,1.6491687748754202e-07
1859,7.638259802433822e-09,1.4054398445040306e-07
1860,9.154367819341758e-10,2.64561233365157e-07
1861,2.357981809808507e-09,1.6883149456248248e-07
1862,4.517986429419807e-09,1.4322017083401306e-07
1863,1.4983863039219614e-09,1.3285690858566568e-07
1864,3.3563094525845827e-09,1.3137554422115727e-07
1865,1.4120533631256649e-09,1.9768746839510243e-07
1866,5.1088935748566655e-08,1.21153756638126e-07
1867,1.3102591012170706e-08,3.2999116861276434e-07
1868,3.457911734727759e-09,2.2624623596811944e-07
1869,1.953407657850903e-09,2.1292143248530238e-07
1870,4.587239033071455e-09,1.9725127131664522e-07
1871,1.274541272522356e-08,1.8799484280407341e-07
1872,3.0236697590169115e-09,1.6932549451453838e-07
1873,1.7958012854535355e-09,1.6521371914990368e-07
1874,1.7923826867161097e-09,1.583271482807902e-07
1875,2.8607636259891933e-09,1.5905844952257553e-07
1876,3.02300739996042e-09,1.7352062497977272e-07
1877,1.2369632429454214e-08,2.040989253160319e-07
1878,3.0195443923020093e-09,1.2621695399950283e-07
1879,6.109325489944695e-09,1.3562702694258633e-07
1880,2.5671385017744797e-09,1.2578978059174517e-07
1881,2.091752326904839e-09,1.3317488850583814e-07
1882,4.6587693702804245e-09,1.1646923780972429e-07
1883,3.159669414998234e-09,1.0995649901701654e-07
1884,4.621187876807653e-09,1.3467462256500085e-07
1885,3.86738152613475e-09,1.1602144511790868e-07
1886,5.808117542471791e-09,1.1938907817921063e-07
1887,1.9586774424595887e-09,1.2796691972738472e-07
1888,3.804368819970705e-09,1.1793543652771632e-07
1889,1.2530273485467092e-09,1.2968832763249338e-07
1890,6.554386478008212e-10,1.5206176051663078e-07
1891,6.374220040683554e-10,1.1792307219593567e-07
1892,1.8805537127519756e-09,1.3226561090817768e-07
1893,1.2316833108982905e-09,1.1824159434903336e-07
1894,5.041231432301174e-09,1.651003227465253e-07
1895,2.4074457982692365e-09,1.4565046857484276e-07
1896,2.948514543632541e-09,1.3327284809072637e-07
1897,5.826713556089658e-10,1.3809311116830258e-07
1898,1.13167097914868e-09,1.2222046441578982e-07
1899,2.2110313580014918e-09,1.497973709518874e-07
1900,1.5573159428683425e-09,2.1594780541533964e-07
1901,1.676621730339889e-09,1.9951797392003812e-07
1902,4.910283846193408e-10,1.846266703964261e-07
1903,2.1600881083827517e-09,1.4148577154315944e-07
1904,1.0749250378694342e-09,1.1125474319584328e-07
1905,1.0321518084666081e-09,1.8681947677734456e-07
1906,2.0576738091193647e-09,2.0782504783767308e-07
1907,3.0857059130084963e-09,1.733138244031096e-07
1908,3.437972351250096e-09,1.8957962488741487e-07
1909,0.0,2.299411185902045e-07
1910,2.67207544979442e-09,2.1109395387242103e-07
1911,5.320374141248863e-10,1.276889793899727e-07
1912,1.5628263128064646e-09,1.6513865119804905e-07
1913,1.060597942803554e-09,2.3227095091726824e-07
1914,6.696743715117748e-10,2.5916397916603273e-07
1915,0.0,6.208461638124163e-07
1916,2.197492410260793e-09,6.295815540013905e-07
1917,1.0966424435210342e-09,7.566832653793654e-07
1918,6.89182577673364e-09,6.880339569192984e-07
1919,0.0,7.449149386218323e-07
1920,0.0,8.488471792134078e-07
1921,1.5145494858259667e-09,4.331611620500553e-07
1922,7.377935484775833e-10,4.2939585842560746e-07
1923,4.246379248229459e-09,3.8642051869430816e-07
1924,2.578324886925998e-09,2.6041081291339196e-07
1925,1.0998177923937646e-09,2.881522505049361e-07
1926,2.229227691330493e-09,2.7308038408335733e-07
1927,1.1149224876660924e-09,2.4305309942462827e-07
1928,1.1426041224282812e-09,1.988131150820749e-07
1929,2.2280812750352652e-09,1.5707973233247685e-07
1930,1.0503603542488804e-09,1.659569317524756e-07
1931,2.2810713318222042e-09,1.5283178100844452e-07
1932,4.383814644626227e-09,1.589132834212137e-07
1933,5.735331320977366e-09,1.479715368013501e-07
1934,1.1981580172459871e-09,1.246084355699395e-07
1935,0.0,1.2087966716478604e-07
1936,3.6374143697059935e-09,1.6247118050927156e-07
1937,1.2591118148108649e-09,1.6746187192495654e-07
1938,1.2965214457594243e-09,1.5428605770750892e-07
1939,1.5294050470515685e-09,1.6364633292909048e-07
1940,0.0,1.3693227352007398e-07
1941,0.0,1.5052663870918082e-07
1942,3.034211770724937e-09,1.3350531946620947e-07
1943,8.709705845433291e-09,2.1774263903040492e-07
1944,0.0,1.960043611859419e-07
1945,0.0,3.507391443946517e-07
1946,2.7842208538686464e-09,3.424591739076277e-07
1947,4.7683483828109274e-09,2.2649654418671616e-07
1948,5.435944139264848e-09,2.4461747694104474e-07
1949,0.0,2.002669736711482e-07
1950,4.2541445921528975e-09,2.520580544285167e-07
1951,4.264560704569931e-09,2.8785783534601705e-07
1952,3.1634410646574906e-09,1.8242511456989519e-07
1953,0.0,1.4221452460105866e-07
1954,9.772536113672459e-10,1.7199663382427843e-07
1955,9.385607846468247e-10,1.6330957919308275e-07
1956,8.72114158667614e-10,1.709343773192984e-07
1957,0.0,1.2545753502735124e-07
1958,8.272243445794913e-10,1.3152866840115962e-07
1959,2.325224457422337e-09,9.145882451377929e-08
1960,0.0,7.889750253120553e-08
1961,2.779263708063695e-09,7.573493332468928e-08
1962,3.170978146727066e-09,8.87873903288039e-08
1963,2.5864212993553792e-09,9.569758852023824e-08
1964,6.083968329129164e-10,7.239922239499208e-08
1965,2.188817349590977e-09,9.411914447809977e-08
1966,0.0,7.810095192795075e-08
1967,1.4791006197611978e-09,5.127548963201889e-08
1968,1.7965663401398047e-09,6.782037620389758e-08
1969,2.2708788183223305e-09,1.1717734826888204e-07
1970,2.7592350626548523e-09,9.611335194392723e-08
1971,5.138397485282553e-10,6.268845087475938e-08
1972,1.5390440033513642e-09,6.310080546967356e-08
1973,5.513203782392395e-10,4.3002989169593775e-08
1974,1.1251143350321513e-09,7.0882201441691e-08
1975,1.7134440533084216e-09,7.025120485337766e-08
1976,2.856763492431469e-09,7.313314742685151e-08
1977,2.3507127355770763e-09,5.7004784004277553e-08
1978,1.7821774056514528e-09,3.683166660550796e-08
1979,1.1703946700691858e-09,8.836479992169188e-08
1980,5.685150683554241e-10,6.31051713106956e-08
1981,6.325549528618524e-10,5.6297392303505944e-08
1982,6.207502289967692e-10,4.03487647737677e-08
1983,0.0,5.1785590926556324e-08
1984,1.739702604197646e-09,6.37890960053511e-08
1985,1.8046674155058895e-09,4.8726020995815134e-08
1986,0.0,6.174320033025538e-08
1987,6.110816852533674e-10,3.910922785621551e-08
1988,5.996553809062277e-10,4.8572086353004806e-08
1989,0.0,5.378359890784168e-08
1990,1.6345953479657283e-09,8.118489946973284e-08
1991,0.0,3.2824205853376753e-08
1992,1.65298330578878e-09,3.801861381269589e-08
1993,1.1078414852150331e-09,6.314696365805617e-08
1994,0.0,4.43093843838227e-08
1995,0.0,3.849939922417889e-08
1996,1.067618438099771e-09,4.964425848186238e-08
1997,0.0,5.6100266210279415e-08
1998,0.0,4.911173134836133e-08
1999,9.140402323914998e-10,4.295988953462171e-08
2000,4.4180314962005696e-10,3.711146612239702e-08
2001,0.0,2.6725391233384244e-08
2002,4.38122149670761e-10,4.205972792270529e-08
2003,2.9168460979889232e-09,5.1253153499075665e-08
2004,0.0,8.148863761547886e-08
2005,4.5037495954858286e-10,4.0984119653586504e-08
2006,1.6471559671771274e-09,4.5708578921832554e-08
2007,7.988958938831558e-10,4.9930994228120085e-08
2008,8.514879357157668e-10,5.279225301357826e-08
2009,0.0,5.054283969130324e-08
2010,1.4171379625338432e-09,7.321879191835023e-08
2011,3.82397197240536e-10,7.418505720835356e-08
2012,3.404252713057332e-10,6.468080027133283e-08
2013,5.578250084070646e-10,6.108183758790631e-08
2014,2.1654451842767486e-10,9.636231013132601e-08
2015,2.2165753954528356e-10,7.602853346888594e-08
2016,8.285360175719347e-10,1.035670003091127e-07
2017,5.031222660711876e-10,7.395897450024336e-08
2018,2.5814667070633845e-10,9.628870811795309e-08
2019,1.53059265262101e-09,9.081516427755787e-08
