year,peux_VERB être_VERB,peux_VERB etre_VERB,peux_VERB mettre_VERB
1858,1.0472466982491824e-07,0.0,4.893676130990343e-09
1859,1.2577667973801e-07,0.0,3.5645213447565993e-09
1860,1.3319605329797923e-07,4.577183909670879e-10,1.373155189554609e-08
1861,1.0799556804386157e-07,0.0,1.8863854478468056e-08
1862,9.126332400910542e-08,9.035972525772706e-10,1.2650361647104091e-08
1863,9.09020982930997e-08,0.0,1.9978482868054925e-08
1864,1.3473184878876054e-07,9.589455896019672e-10,2.3973639073915365e-08
1865,9.837305015025777e-08,4.706844358715045e-10,9.413688495385486e-09
1866,1.0023162388961282e-07,0.0,2.578774882522339e-08
1867,1.218055700746845e-07,4.85281148598915e-10,1.0190904120577216e-08
1868,9.879747864260935e-08,4.93987406535723e-10,1.333765986544222e-08
1869,1.3918030106196966e-07,4.883519144627257e-10,1.660396442559886e-08
1870,7.740965912717002e-08,0.0,5.160643912205387e-09
1871,1.4975860551658116e-07,0.0,5.523012092112367e-08
1872,8.950062380108648e-08,0.0,1.9351485747165498e-08
1873,9.517746946130501e-08,0.0,1.2570609442263958e-08
1874,8.66318359271645e-08,3.5847653734322193e-09,1.1351757756017378e-08
1875,1.6134706015691336e-07,0.0,1.94531928343622e-08
1876,9.673623679873344e-08,6.04601479992084e-10,1.0278225381910033e-08
1877,1.0761579716245251e-07,0.0,6.80329748092845e-09
1878,7.367687970827319e-08,6.039088673581716e-10,2.959153455606156e-08
1879,1.0996785704264767e-07,0.0,1.5273313280772527e-08
1880,1.1487944817645257e-07,0.0,1.9253539207397807e-08
1881,7.809208568687609e-08,1.3945015142624584e-09,3.137628468152798e-08
1882,1.0448954412822786e-07,0.0,1.7304001787010748e-08
1883,8.404720830412771e-08,0.0,2.7805091562527195e-08
1884,1.095881714263669e-07,6.601696966868076e-10,1.7164412113856997e-08
1885,6.639005079023264e-08,0.0,2.320428826863008e-08
1886,5.227305877042454e-08,0.0,8.38950331427668e-09
1887,9.140494228176976e-08,0.0,1.3710741875172516e-08
1888,8.813454144274147e-08,0.0,1.4583413587843097e-08
1889,8.207329216247672e-08,0.0,1.0024218788373673e-08
1890,5.89894781910516e-08,0.0,1.1142456735058204e-08
1891,8.031517495510343e-08,0.0,3.1233678754460925e-08
1892,1.0280360385195308e-07,0.0,1.7551833764173352e-08
1893,1.0284555429507236e-07,0.0,1.1700991287000306e-08
1894,1.3044186175648065e-07,6.301539290376468e-10,8.822155450616265e-09
1895,1.1435367497369953e-07,0.0,1.9259566386153892e-08
1896,9.789068400323231e-08,1.179405795248556e-09,2.0639602027472392e-08
1897,8.332200707172888e-08,5.826713556089658e-10,1.9228155068162778e-08
1898,7.355861697533328e-08,0.0,1.6975064909274806e-08
1899,7.075300345604774e-08,0.0,1.4371703827009696e-08
1900,1.1939421540319017e-07,5.191053142894475e-10,1.8168686111152965e-08
1901,8.718432553678213e-08,5.588738916095792e-10,7.824234593556412e-09
1902,8.052865752006255e-08,0.0,1.276673788908056e-08
1903,8.316339261682515e-08,0.0,1.4040573148577096e-08
1904,9.244355680948502e-08,0.0,1.2361637935498493e-08
1905,7.6895311451608e-08,5.160759042333041e-10,1.0837593933388234e-08
1906,1.208883304570918e-07,0.0,1.6461390472954918e-08
1907,9.051404248339168e-08,0.0,1.902852098112362e-08
1908,1.0805055694618204e-07,4.911389073214423e-10,1.3751889405000384e-08
1909,1.2157173046034586e-07,0.0,1.8153246017504898e-08
1910,1.0634860103664323e-07,0.0,5.076943310200477e-08
1911,8.459394962301303e-08,0.0,2.3409645777405785e-08
1912,1.0418842322224009e-07,0.0,1.1460726589973547e-08
1913,1.1454457649051619e-07,0.0,2.2802856491921375e-08
1914,7.366418230958516e-08,0.0,1.5402511266415786e-08
1915,1.0720493293092659e-07,0.0,2.8273827723523937e-08
1916,7.91097249930317e-08,1.0987462051303964e-09,2.4172416956957932e-08
1917,1.1953402179187833e-07,0.0,8.773139548168274e-09
1918,9.189101035644853e-08,0.0,9.189101035644853e-09
1919,1.1049417736330724e-07,3.6831393490643904e-09,8.287063479883727e-09
1920,1.2872793320184428e-07,0.0,2.6502810612782923e-08
1921,1.537267735329806e-07,0.0,2.120369302360814e-08
1922,1.5124767571705888e-07,0.0,2.1396012073182646e-08
1923,2.1550374640355585e-07,0.0,5.201814445854325e-08
1924,1.9337436185651313e-07,0.0,2.4494086758863887e-08
1925,1.330779468844412e-07,0.0,3.629398648286042e-08
1926,1.370975013514908e-07,0.0,3.566764306128789e-08
1927,2.408232546713407e-07,0.0,1.8953683067479687e-08
1928,1.805314582270512e-07,0.0,1.82816659588525e-08
1929,1.737903403409291e-07,0.0,2.8965056131369238e-08
1930,1.3759721184669615e-07,0.0,2.8359728787563654e-08
1931,1.5283177390301717e-07,0.0,2.8513390759599133e-08
1932,1.1397918342481717e-07,0.0,2.082311922890767e-08
1933,1.4911860546362732e-07,0.0,3.4411986149507356e-08
1934,1.7612923386423063e-07,0.0,2.036868629318178e-08
1935,1.7114646766458463e-07,0.0,2.0346082152400413e-08
1936,1.1882220007919386e-07,0.0,1.6974599503782883e-08
1937,1.7501653815088503e-07,0.0,2.2664012888640173e-08
1938,1.7762343418326054e-07,0.0,2.463390735840676e-08
1939,2.0188146265809337e-07,0.0,1.8352860564618823e-08
1940,1.0903866609623947e-07,0.0,1.7750480196809804e-08
1941,1.1806010036252701e-07,0.0,1.7709016475464523e-08
1942,1.7295006671247393e-07,0.0,1.517105907566929e-08
1943,2.52581457971246e-07,0.0,4.645176332473966e-08
1944,2.0885710227958043e-07,0.0,3.213186161588055e-08
1945,3.006335589361697e-07,0.0,5.8819608739213436e-08
1946,2.6450098289387824e-07,0.0,2.7842208538686464e-08
1947,2.527224580717302e-07,0.0,3.695469885656166e-08
1948,2.1091462087952095e-07,0.0,3.696441908118686e-08
1949,2.3462649778593914e-07,0.0,1.9634017078828947e-08
1950,2.775829273105046e-07,0.0,2.3397795700930146e-08
1951,2.5800591174629517e-07,0.0,4.691016641800161e-08
1952,2.140595256605593e-07,0.0,3.268889159357968e-08
1953,2.6395878194307443e-07,0.0,2.477980309834038e-08
1954,2.853580554074142e-07,0.0,6.156697907044872e-08
1955,2.1493042368092574e-07,9.385607846468247e-10,2.7218263198847126e-08
1956,2.520409907447174e-07,1.744228317335228e-09,3.488456457034772e-08
1957,2.1027389607297664e-07,0.0,4.94762097957846e-08
1958,2.622301167320984e-07,0.0,4.4670112941957996e-08
1959,2.6042513923130173e-07,0.0,2.325224279786653e-08
1960,2.643758421072562e-07,0.0,3.5988332314218496e-08
1961,2.4388037900280324e-07,6.948159270159238e-10,3.61304266505158e-08
1962,2.517756740871846e-07,6.341956404476434e-10,4.312530421657357e-08
1963,2.6058194180222927e-07,6.466053248388448e-10,3.814971449855875e-08
1964,2.895968975735741e-07,0.0,3.4070222199034106e-08
1965,2.303730326502773e-07,2.188817349590977e-09,3.55682807651192e-08
1966,2.243325241124694e-07,0.0,3.7665706997813686e-08
1967,2.613077754176629e-07,1.9721342336964653e-09,5.324762497593838e-08
1968,2.1693539054012945e-07,8.982831700699023e-10,3.952445837285268e-08
1969,2.284504176941482e-07,0.0,3.40631842732364e-08
1970,2.4833116185618564e-07,0.0,3.49503110896876e-08
1971,2.286586919808542e-07,0.0,3.956565919338573e-08
1972,2.0366682917938306e-07,0.0,3.693705608043274e-08
1973,2.3596511766754702e-07,0.0,5.954260018370405e-08
1974,2.002703496373215e-07,5.625571675160757e-10,6.019361364906217e-08
1975,2.0275754764043086e-07,5.711480177694739e-10,3.541117621352896e-08
1976,2.4168218715203693e-07,1.142705374768127e-09,3.7709277478370495e-08
1977,2.49763218107546e-07,0.0,2.9971587878208084e-08
1978,2.5069294906643336e-07,0.0,3.326731246033887e-08
1979,2.674351833320543e-07,1.1703946700691858e-09,4.388979846225993e-08
1980,2.825519800353504e-07,1.1370301367108482e-09,5.002932468300969e-08
1981,2.6440795863891253e-07,6.958104314946922e-09,3.985096341807548e-08
1982,2.706470922930748e-07,6.207502289967692e-10,3.227901146374279e-08
1983,2.8734689294651616e-07,1.2630632095778083e-09,3.978649232294629e-08
1984,2.6327498403588834e-07,3.479405208395292e-09,3.943325666000419e-08
1985,2.430285519494646e-07,5.414002135495366e-09,4.4515129360434e-08
1986,3.2490112289451645e-07,1.1988970927134801e-09,4.375974427262008e-08
1987,2.7315351758261386e-07,0.0,3.727598141267663e-08
1988,2.9443080507007835e-07,5.996553809062277e-10,4.61734650514245e-08
1989,2.908704743731505e-07,2.1952488715726304e-09,4.006329135108899e-08
1990,2.740671334322542e-07,5.44865097484859e-10,4.4678937882736136e-08
1991,3.2355288226426637e-07,1.1722930404189924e-09,4.9236309251909915e-08
1992,2.8376211957947817e-07,2.7549720282848966e-09,4.35285585353995e-08
1993,3.550632072801818e-07,0.0,5.317639306667843e-08
1994,3.5078261362286867e-07,2.637463358823311e-09,4.641935547056164e-08
1995,3.248048017212568e-07,0.0,5.1513282528503623e-08
1996,3.1387980925501324e-07,2.6690460952494277e-09,4.5373784729463296e-08
1997,3.366016017025686e-07,1.917957792585412e-09,5.849771156363204e-08
1998,3.576096787583083e-07,4.768129224785866e-10,5.5787111818972335e-08
1999,3.404799997497321e-07,1.3710603763428253e-09,5.529943436499707e-08
2000,4.1529494865244487e-07,4.4180314962005696e-10,5.87598201207129e-08
2001,3.925565863482916e-07,8.762423564512289e-10,5.52032695111393e-08
2002,4.03948632765605e-07,3.066854992184176e-09,6.221334558631497e-08
2003,4.129420574372489e-07,1.6667691671301554e-09,8.708868648454882e-08
2004,4.695507413998712e-07,1.7619165015858584e-09,6.959569986975112e-08
2005,4.3776447000709595e-07,4.5037495954858286e-10,6.98081166206066e-08
2006,4.58321153473662e-07,8.235779835885637e-10,7.082770991928555e-08
2007,6.49901835458877e-07,0.0,8.508241222671131e-08
2008,7.041805361041042e-07,1.7029758714315335e-09,1.0899045577161814e-07
2009,8.05347724508465e-07,2.384096253749135e-09,1.2206572819195571e-07
2010,1.0576573004072998e-06,1.4171379625338432e-09,1.5635754380127764e-07
2011,1.1930792425118852e-06,7.64794394481072e-10,1.5907723138752772e-07
2012,1.34127560613706e-06,3.404252713057332e-10,2.0629771313451783e-07
2013,1.4623382185163791e-06,5.578250084070646e-10,2.3177629770998465e-07
2014,1.656998620092054e-06,0.0,2.31053007837545e-07
2015,1.609898731658177e-06,2.2165753954528356e-10,2.145644941720093e-07
2016,1.7080269572034013e-06,4.1426800878596737e-10,2.367541611647539e-07
2017,2.0225515982019715e-06,5.031222660711876e-10,3.008671285442688e-07
2018,2.1893420125707053e-06,2.5814667070633845e-10,3.0203159440134186e-07
2019,2.146911356248893e-06,2.55098775436835e-10,2.969349850445724e-07
