year,leurs_DET âges_NOUN,leurs_DET ages_NOUN,leurs_DET mages_NOUN
1800,8.174827570428533e-08,0.0,2.515331631869344e-08
1801,1.523956829618811e-07,0.0,1.6668277424969347e-08
1802,1.2308120744819462e-07,0.0,2.4616241489638924e-08
1803,1.014176405078615e-07,0.0,1.1702035340732664e-08
1804,6.426812149129546e-08,0.0,1.4831105898949204e-08
1805,3.695740957709859e-08,0.0,8.528633133053631e-09
1806,9.50950811429152e-08,0.0,3.1698359492793315e-08
1807,1.1957211620838848e-07,5.693910232196231e-09,5.693910232196231e-09
1808,4.078933102391602e-08,0.0,3.172503593162901e-08
1809,6.325285539787728e-08,2.259030518203531e-09,7.454800421413665e-08
1810,1.0062544930633521e-07,2.3401267590372754e-09,2.3401267146283544e-08
1811,3.008492122091866e-08,0.0,7.521229861140455e-09
1812,4.5342538612658245e-08,0.0,6.668020802180763e-08
1813,1.3228410944421398e-07,5.751483289628823e-09,0.0
1814,8.810695728556084e-08,0.0,2.8320094713762956e-08
1815,4.315557688983063e-08,2.697223555614414e-09,5.394447111228828e-09
1816,7.184571870766376e-08,4.6352077731626196e-09,1.3905623319487859e-08
1817,1.1987924608547473e-07,0.0,2.1796228488746294e-08
1818,6.675859509641668e-08,0.0,9.536941902865692e-09
1819,5.6930774094965386e-08,3.1053151161586356e-09,3.8298885840504227e-08
1820,9.730514527461764e-08,0.0,7.119888678630559e-09
1821,8.776724769177235e-08,2.9584463767662328e-09,2.9584464877885353e-09
1822,8.622029668003961e-08,0.0,2.0051231786055723e-09
1823,4.941343334508019e-08,0.0,9.882687224127551e-09
1824,6.652679118701599e-08,0.0,5.052667617633233e-09
1825,5.28326600246487e-08,8.805443041381977e-10,1.5849797696532164e-08
1826,4.051672597427114e-08,0.0,7.0463874735082754e-09
1827,5.1616730445402936e-08,0.0,2.949527377893446e-08
1828,6.145441955318631e-08,0.0,0.0
1829,6.858540757548326e-08,6.001223296081548e-09,8.57317605795771e-10
1830,5.740259823028282e-08,1.0436835840010872e-09,6.262101504006523e-09
1831,7.639690635663499e-08,0.0,1.091384405071949e-08
1832,1.0418076623608385e-07,0.0,8.117981842303834e-09
1833,6.139323061038482e-08,1.1583628500844156e-09,4.6334514003376626e-09
1834,2.8003592333902816e-08,1.8669061851994684e-09,1.4001796166951408e-08
1835,8.016873209726327e-08,1.5126175867408165e-09,6.050470346963266e-09
1836,4.771732697861353e-08,4.704525213838906e-09,2.688300027031687e-09
1837,3.409366655660051e-08,2.0873671680021744e-09,8.349469116097907e-09
1838,2.20925673311001e-08,6.312161904276081e-10,1.830527018853445e-08
1839,4.544458864774725e-08,0.0,1.1885507689157748e-08
1840,6.051204193280313e-08,1.2739377330817092e-09,1.910906599622564e-09
1841,5.585877183023058e-08,0.0,3.852329122366882e-09
1842,5.702025163145663e-08,4.695785538189057e-09,1.1404050148655642e-08
1843,7.738053264816358e-08,0.0,1.4767278067040479e-08
1844,4.335963410539989e-08,2.195424508855126e-09,2.2503100882698135e-08
1845,3.9061596290856926e-08,5.580227946389016e-10,1.5624637417221976e-08
1846,5.795956425913573e-08,2.9272506640865004e-09,1.4636253098387897e-08
1847,6.25613978399997e-08,5.393223645455691e-10,3.235934187273415e-09
1848,6.757986170669028e-08,0.0,1.206783206697537e-08
1849,6.619738002200393e-08,1.6758829879393033e-09,5.865590679832167e-09
1850,3.59816780814981e-08,1.3577992064028876e-09,8.146795238417326e-09
1851,6.642921590582773e-08,6.449438760824933e-10,1.7413483988093503e-08
1852,9.114763432904738e-08,4.557382027314816e-09,7.812654523320361e-09
1853,5.315019468987714e-08,5.971931837933653e-10,8.360704129017904e-09
1854,5.2995775989828076e-08,2.0782657816909023e-09,7.79349651480743e-09
1855,7.641989796525195e-08,5.306937111981824e-10,1.326734277995456e-08
1856,5.90199555894344e-08,3.6240323519898254e-09,1.0872097000458325e-08
1857,6.19951672220509e-08,1.464452725752352e-09,9.763017949637742e-09
1858,8.5149962414377e-08,2.4468380099840203e-09,4.893676075479192e-09
1859,6.314294864750991e-08,1.9350258062544867e-08,2.036869339860914e-09
1860,8.05584373375634e-08,1.876645328025006e-08,7.323494033428801e-09
1861,1.0752397283653181e-07,2.3579819208308095e-09,2.8295783494058924e-09
1862,3.56920929478477e-08,4.066187719864445e-09,5.873382169507835e-09
1863,5.6439216855608265e-08,0.0,1.9479021062807078e-08
1864,9.877139317548966e-08,1.4384183844029508e-09,1.1507347075223606e-08
1865,6.495444893062086e-08,1.8827377989971694e-09,5.6482134525026595e-09
1866,6.568577193277747e-08,2.432806400776144e-09,5.352174259343201e-09
1867,6.163070587206221e-08,4.85281148598915e-10,4.367530337390235e-09
1868,7.607405905218911e-08,1.975949626142892e-09,7.903798504571569e-09
1869,8.008971619233307e-08,1.4650557433881772e-09,7.325278827963189e-09
1870,4.9312818273250514e-08,1.7202146374017957e-09,4.587239033071455e-09
1871,2.973929724703339e-08,0.0,1.0621177271019633e-09
1872,5.865918950576088e-08,1.2094678591978436e-09,1.0885210843802895e-08
1873,4.0704829895599204e-08,1.7958012854535355e-09,1.1373408881354408e-08
1874,6.094101401288299e-08,0.0,4.779687201583727e-09
1875,6.522540996201087e-08,5.721527140956084e-10,9.7265964171811e-09
1876,4.5949712923487596e-08,6.04601479992084e-10,5.441413319928756e-09
1877,3.587193120324628e-08,6.184815992682502e-10,8.658742611800108e-09
1878,4.891661964379068e-08,1.8117266020745149e-09,1.3285995414946683e-08
1879,5.070739872437002e-08,1.832797580370027e-09,7.331190321480108e-09
1880,2.88803083670075e-08,0.0,1.3477476690226808e-08
1881,6.484431935849244e-08,0.0,2.789003084036068e-09
1882,3.7935693475432686e-08,1.3310770263785798e-09,8.652000671460769e-09
1883,7.267239965358385e-08,2.5277355764075082e-09,1.4534479397809719e-08
1884,4.7532218161450146e-08,3.300848483434038e-09,1.1883054540362536e-08
1885,5.801071989441908e-08,4.511945039809007e-09,1.9336907075562237e-09
1886,7.744156760303156e-08,2.5813854942491332e-09,7.098810428374236e-09
1887,4.6355363991779086e-08,0.0,8.48760217664335e-09
1888,6.911270267195846e-08,6.340614699951175e-10,3.804368819970705e-09
1889,4.197641673142627e-08,1.2530273485467092e-09,6.891650361495749e-09
1890,5.046877760150892e-08,6.554386478008212e-10,1.3108772956016423e-09
1891,3.952016314201501e-08,6.374220040683554e-10,6.374220040683554e-10
1892,4.952124688095694e-08,1.2537024751679837e-09,6.268512375839919e-09
1893,5.357822285834146e-08,1.8475249663474358e-09,1.2316833108982905e-09
1894,3.465846476480294e-08,1.2603078580752936e-09,1.0712616793639995e-08
1895,4.935263930860856e-08,0.0,3.0093072478365457e-09
1896,8.373781112958056e-08,2.3588115349859606e-09,4.1279202278587945e-09
1897,5.826713622703039e-08,5.826713556089658e-10,6.409385022720926e-09
1898,5.035935757291554e-08,1.6975064687230201e-09,2.26334195829736e-09
1899,4.69844163575317e-08,5.527578395003729e-10,4.9748205555033564e-09
1900,5.8139793979172794e-08,0.0,1.038210584169974e-08
1901,5.085752274869293e-08,2.794369402536745e-09,5.588738916095792e-10
1902,6.334266233753993e-08,1.9641135384773634e-09,1.9641135384773634e-09
1903,7.182292938168189e-08,0.0,0.0
1904,5.5896101969210576e-08,1.0749250378694342e-09,2.1498500757388683e-09
1905,3.2512783243454635e-08,5.160759042333041e-10,5.1607592088664944e-09
1906,6.018695763998494e-08,5.144184522798412e-10,4.629766015007419e-09
1907,4.011417686911045e-08,1.5428530120153994e-09,3.0857059130084963e-09
1908,3.388858615949175e-08,9.822778146428846e-10,1.964555629285769e-09
1909,6.601180313481336e-08,5.500983557560346e-10,1.1001967115120692e-09
1910,5.557916771259386e-08,1.068830135508847e-09,1.068830179917768e-08
1911,4.8415405906609976e-08,5.320374141248863e-10,1.0640748282497725e-09
1912,5.938740299527012e-08,5.209421227725386e-10,2.6047106693738442e-09
1913,4.1363321268139686e-08,2.6514948014977335e-09,5.302989825040072e-09
1914,3.3483718020477227e-08,0.0,6.696743715117748e-10
1915,5.890381116202548e-08,4.712304657594757e-09,1.1780761921542648e-09
1916,4.285110111190704e-08,1.0987462051303964e-09,1.0987462051303964e-09
1917,4.8252267070836297e-08,0.0,6.57985488317081e-09
1918,3.79050408838566e-08,1.1486376294556067e-09,2.2972752589112133e-09
1919,3.867296216597538e-08,0.0,4.603924352863942e-09
1920,5.906340572181534e-08,0.0,2.2716695191604686e-09
1921,8.178567334482523e-08,7.572747429129834e-10,8.330022505109724e-09
1922,1.0033992303704053e-07,1.4755870969551665e-09,1.4755870969551665e-09
1923,7.855801920086947e-08,4.246379248229459e-09,3.1847844361720945e-09
1924,5.9301473509520974e-08,0.0,1.289162443462999e-09
1925,5.169143690864075e-08,1.0998177923937646e-09,1.0998177923937646e-09
1926,6.910605687693305e-08,0.0,2.229227691330493e-09
1927,6.243565864316736e-08,2.2298449753321847e-09,1.1149224876660924e-09
1928,5.0274582719112004e-08,5.713020612141406e-09,1.1426041224282812e-09
1929,5.7930112706827686e-08,0.0,2.2280812750352652e-09
1930,5.3568378732826716e-08,1.0503603542488804e-09,3.1510810627466412e-09
1931,4.676196141417677e-08,3.4216069977333063e-09,6.843213995466613e-09
1932,5.04138677470678e-08,2.1919073223131136e-09,2.1919073223131136e-09
1933,5.1617980556528664e-08,0.0,3.4411986593596566e-09
1934,4.7926322466196325e-08,0.0,7.188948103475923e-09
1935,4.188899360713094e-08,0.0,0.0
1936,5.4561213769233063e-08,1.2124714565686645e-09,0.0
1937,5.162358451826776e-08,0.0,2.5182236296217297e-09
1938,4.148868537612316e-08,1.2965214457594243e-09,1.0372171566075394e-08
1939,5.199977071157491e-08,1.5294050470515685e-09,0.0
1940,4.057252667166722e-08,0.0,0.0
1941,5.017554371988808e-08,0.0,0.0
1942,6.37184480734021e-08,0.0,0.0
1943,5.2258233740332116e-08,0.0,0.0
1944,3.534504600111177e-08,3.2131861615880553e-09,6.4263723231761105e-09
1945,3.0499057057653545e-08,0.0,6.535512131478072e-09
1946,4.733175362758857e-08,2.7842208538686464e-09,6.960552134671616e-09
1947,5.245183132274178e-08,3.5762612871081956e-09,3.5762612871081956e-09
1948,5.544662773360187e-08,1.0871887834440486e-09,6.523132700664291e-09
1949,5.301184358152966e-08,0.0,7.853606653895895e-09
1950,5.104973377356714e-08,2.1270722960764488e-09,0.0
1951,5.330700902916874e-08,1.0661401761424827e-09,2.1322803522849654e-09
1952,1.0861147714535946e-07,1.0544803918932644e-09,2.1089607837865287e-09
1953,6.572034605412114e-08,1.0773827385790469e-09,4.3095309543161875e-09
1954,8.11120495214368e-08,8.795282502305213e-09,0.0
1955,7.414630287527757e-08,1.8771215692936494e-09,1.8771215692936494e-09
1956,5.2326847965744605e-08,1.744228317335228e-09,8.72114158667614e-10
1957,8.393285799712658e-08,3.5340151360863103e-09,0.0
1958,8.272243556817216e-08,2.4816730892496253e-09,4.1361216673863055e-09
1959,6.82065834922696e-08,7.750747821333448e-10,7.750748043378053e-09
1960,7.682124891772446e-08,2.076250060767393e-09,1.3841666701708277e-09
1961,7.156603754054913e-08,0.0,7.642975308197464e-09
1962,6.595634705064413e-08,2.5367825617905737e-09,4.43936931660005e-09
1963,5.948769032926293e-08,6.466053248388448e-10,6.466053248388448e-10
1964,6.32732706229433e-08,1.2167936658258327e-09,4.258777719368112e-09
1965,5.855086371298057e-08,5.472043373977442e-10,1.0944086747954884e-09
1966,7.477750862960875e-08,5.539074754423723e-10,3.3234448526542337e-09
1967,6.21222300267732e-08,5.423369309198733e-09,4.437301970305896e-09
1968,6.826952070326797e-08,2.6948494546985557e-09,2.24570789741918e-09
1969,6.085955606138782e-08,1.8167030935156703e-09,6.358460841182634e-09
1970,6.300253263535893e-08,9.197450023812337e-10,3.6789800095249348e-09
1971,7.142372804302966e-08,5.138397485282553e-10,3.083038491169532e-09
1972,6.976999866736833e-08,1.0260293725750103e-09,3.0780880067027283e-09
1973,5.623467869142473e-08,5.513203782392395e-10,8.821126162850135e-09
1974,7.144476388276644e-08,1.6876715580593782e-09,4.500457451150908e-09
1975,6.282628106646371e-08,1.1422960355389478e-09,1.7134440533084216e-09
1976,6.399149921065828e-08,1.142705374768127e-09,2.856763492431469e-09
1977,9.402850631445858e-08,5.876781838942691e-10,3.526069047854463e-09
1978,8.792075245622755e-08,0.0,4.752473081737207e-09
1979,8.134242968083072e-08,2.925986564150662e-09,1.1703946700691858e-09
1980,8.243468130331166e-08,1.1370301367108482e-09,0.0
1981,7.653914746441615e-08,6.325549528618524e-10,3.795329828193417e-09
1982,6.952402564763815e-08,2.483000915987077e-09,6.207502289967692e-10
1983,7.767838550165607e-08,6.315316047889041e-10,2.5261264191556165e-09
1984,8.118611827256927e-08,1.739702604197646e-09,4.639206796497319e-09
1985,7.038202709530594e-08,2.4062232206745193e-09,4.210890636180409e-09
1986,6.953603337578329e-08,1.1988970927134801e-09,1.0790073834421321e-08
1987,5.7441677192571206e-08,0.0,4.888653426515788e-09
1988,4.8572085908915597e-08,0.0,2.99827696004229e-09
1989,5.6527657221749905e-08,1.0976244357863152e-09,3.292873196336643e-09
1990,5.394164626082443e-08,5.44865097484859e-10,5.44865097484859e-10
1991,5.0994747979871136e-08,1.1722930404189924e-09,1.1722930404189924e-09
1992,7.05272884538033e-08,1.1019888335184191e-09,3.305966445044106e-09
1993,5.649991452472136e-08,5.539207426075166e-10,2.2156830259412175e-09
1994,7.332147955452228e-08,1.0549853213248639e-09,3.6924485691258724e-09
1995,5.2055527888228426e-08,1.0844901643380922e-09,3.795715741716776e-09
1996,6.192186763342988e-08,5.338092190498855e-10,2.6690460952494277e-09
1997,5.5141286203763684e-08,9.58978896292706e-10,2.397447240731765e-09
1998,5.387985924087957e-08,2.3840645013706308e-09,2.86087753487152e-09
1999,6.261175444777223e-08,4.570201106446348e-09,3.1991408133702492e-09
2000,5.522539359148482e-08,0.0,1.7672125984802278e-09
2001,5.520326862296088e-08,8.762423564512289e-10,3.5049695090716426e-09
2002,5.651775825121774e-08,1.752488598683044e-09,1.752488598683044e-09
2003,6.708745914352221e-08,1.6667691671301554e-09,2.083461403401543e-09
2004,7.840528759572862e-08,8.809582507929292e-10,2.2023955992267474e-09
2005,7.746449259826704e-08,3.6029997874109654e-09,3.1526248278623825e-09
2006,5.6826879868410174e-08,8.235779835885637e-10,5.353256837814513e-09
2007,8.068848655895522e-08,3.994479469415779e-10,4.393927360846206e-09
2008,8.046560662222646e-08,1.7029758714315335e-09,2.554463834902876e-09
2009,8.392018813196955e-08,2.384096253749135e-09,3.814554005998616e-09
2010,8.927969119554291e-08,4.723793023408973e-10,9.447586046817946e-10
2011,7.342025876155844e-08,1.529588788962144e-09,1.5678285086861976e-08
2012,9.123397548549406e-08,6.808505426114664e-10,1.1234033842066893e-08
2013,9.566698944141194e-08,0.0,1.2272149962910817e-08
2014,8.661780714902534e-08,0.0,1.6024294391403515e-08
2015,9.642103071527686e-08,4.433150790905671e-10,8.201328755008674e-09
2016,9.279603618850274e-08,4.1426800878596737e-10,7.45682429692529e-09
2017,8.024800202122151e-08,1.2578056374223934e-09,9.559323388419472e-09
2018,9.396538480643812e-08,1.0325866828253538e-09,1.4456213504043802e-08
2019,9.311104953724225e-08,7.65296326310505e-10,1.0714148679369373e-08
