year,nos_DET arrêts_NOUN,nos_DET marais_NOUN
1800,9.432493452976587e-09,1.131899196593622e-07
1801,2.3811825844433088e-09,3.143161109164794e-07
1802,8.951360541686881e-09,1.767893706983159e-07
1803,0.0,1.248217091909254e-07
1804,7.4155526164076946e-09,1.6314216111368296e-07
1805,5.4014676953428875e-08,1.59201146265886e-07
1806,1.729001475325731e-08,1.325567842158648e-07
1807,8.540865792383556e-09,6.832692633906845e-08
1808,4.5321479902327155e-08,2.764610247396604e-07
1809,3.388545621874073e-08,1.0617443280125372e-07
1810,3.042164919975221e-08,1.8018975822542416e-07
1811,1.2535384286138651e-08,3.1589168258960854e-07
1812,3.200649700829672e-08,2.960601079848857e-07
1813,7.476928232108548e-08,1.8404746526812232e-07
1814,0.0,9.754699048514226e-08
1815,1.0788894222457657e-08,2.6972235778188747e-08
1816,1.1588019432906549e-08,1.7613789893289322e-07
1817,4.51493296083072e-08,1.8682480629195197e-07
1818,8.344824387052086e-09,2.2292602075424384e-07
1819,3.1053151161586356e-08,1.2421260464634543e-07
1820,5.102586797534059e-08,9.255854926948359e-08
1821,2.2681422962023134e-08,5.621048160264763e-08
1822,2.105379337535851e-08,1.73443154949382e-07
1823,3.9530748452420994e-08,8.103803139647425e-08
1824,2.2737005167527968e-08,8.084268188213173e-08
1825,5.81159262935671e-08,1.2679837446682996e-07
1826,2.9947145985254053e-08,1.6735169872106326e-07
1827,4.7929821000991524e-08,1.2812009231311094e-07
1828,3.0268594741755805e-08,1.3575006124755262e-07
1829,3.6864655328372464e-08,1.5860375413012662e-07
1830,1.0436835395921662e-08,1.7533884610898554e-07
1831,2.6505050598757407e-08,3.2273797678783467e-07
1832,3.788391467196561e-08,9.741577855493233e-08
1833,3.1275796175123105e-08,1.2973663499060706e-07
1834,2.0535967593104942e-08,1.5495321181724364e-07
1835,9.832014313815307e-09,1.603374570890992e-07
1836,2.419469957715137e-08,1.4180783125539165e-07
1837,2.5744196108234974e-08,1.377662419699277e-07
1838,2.0830134062066463e-08,1.2119350856210076e-07
1839,9.088918062616358e-09,1.8876982377236118e-07
1840,3.3122380393990625e-08,1.3121558595230454e-07
1841,1.7977536348467993e-08,1.2199042531690907e-07
1842,2.951636668413471e-08,7.379091382375691e-08
1843,2.7762482313065107e-08,9.391988259332962e-08
1844,1.701453911095996e-08,2.5192496133641384e-07
1845,2.7901139176833567e-08,1.8303147308884604e-07
1846,2.0490753982471688e-08,1.0830827434915591e-07
1847,2.480882876909618e-08,6.957258325002158e-08
1848,1.850401076808339e-08,1.6170895777989358e-07
1849,6.703531951757213e-09,1.2736710175431654e-07
1850,1.1541293254424545e-08,8.214685465190996e-08
1851,3.353708066811123e-08,1.2769889057295813e-07
1852,3.906327128433418e-08,1.0286661722425094e-07
1853,2.149895550473957e-08,1.0152284346531815e-07
1854,2.961528799971802e-08,1.6366343658091864e-07
1855,1.6451505047143655e-08,1.0720012966203285e-07
1856,1.50138483867579e-08,9.836659486950339e-08
1857,3.368241152656992e-08,1.127628617147991e-07
1858,1.5659763152875428e-08,7.780944688562386e-08
1859,1.884104072757964e-08,7.536416912756749e-08
1860,3.4786598490654796e-08,8.467789980315388e-08
1861,1.8863854478468056e-08,1.6930310159368744e-07
1862,1.400575744270327e-08,6.91251927920078e-08
1863,2.4473642945554985e-08,8.341016677348989e-08
1864,6.041357192287933e-08,8.151037733661326e-08
1865,3.0594487832047434e-08,1.0260920491056424e-07
1866,3.454585240092456e-08,8.612134527741233e-08
1867,1.164674756637396e-08,8.638004267425003e-08
1868,1.6301584082611953e-08,1.0719527021585407e-07
1869,2.8324411260882698e-08,7.81363054258577e-08
1870,2.0069169881509197e-08,1.410576029314825e-07
1871,1.5931766128574054e-08,8.072094459521395e-08
1872,1.5723081503438152e-08,9.917636489831239e-08
1873,1.97538145840781e-08,9.99662757017461e-08
1874,2.7483202824640784e-08,8.842421550525614e-08
1875,3.718992758194872e-08,1.1500269669895147e-07
1876,3.929909464517323e-08,8.585341060296514e-08
1877,2.2265336907523192e-08,7.978412952525105e-08
1878,2.4760263173106978e-08,7.005343038990475e-08
1879,4.154341104456449e-08,7.942122692838893e-08
1880,2.759673956020947e-08,7.187987893786385e-08
1881,2.9981783389310124e-08,5.6477312715408345e-08
1882,4.592215763210561e-08,8.186123934272871e-08
1883,2.780509184008295e-08,6.824886122913654e-08
1884,1.3203393933736152e-08,7.12983307948889e-08
1885,2.5137978920675152e-08,4.963139588198828e-08
1886,3.613939925095622e-08,3.6784743639994844e-08
1887,1.566941953967671e-08,6.724792300794036e-08
1888,3.0434949893631824e-08,3.6775563483359974e-08
1889,4.009687604167311e-08,6.828999205010788e-08
1890,3.015017774332662e-08,5.177965345382063e-08
1891,2.677172439291553e-08,6.629188931128738e-08
1892,1.2537025195769047e-08,4.137218212463267e-08
1893,3.7566341593020525e-08,4.7419806969983824e-08
1894,2.6466464575491955e-08,4.0329851458409394e-08
1895,3.671354709133823e-08,5.898242183555169e-08
1896,2.77160354666961e-08,4.2458609073037223e-08
1897,1.806281169081103e-08,4.836172351474488e-08
1898,3.225262323880429e-08,5.6017714911149596e-08
1899,1.7688250864011934e-08,5.9145088826539904e-08
1900,3.010810756265414e-08,3.7894686499839736e-08
1901,2.4031576839611546e-08,4.750428006516927e-08
1902,2.553347533407191e-08,3.780918689244572e-08
1903,3.6181474705188066e-08,6.318258050086456e-08
1904,3.2247750247904605e-08,5.105894018697654e-08
1905,2.167518753370956e-08,3.251278357652154e-08
1906,2.9321851335861737e-08,4.5783241808816655e-08
1907,3.239991386294605e-08,7.714265137792609e-08
1908,2.062783388545597e-08,5.107844547325158e-08
1909,4.9508851240887e-08,4.1257376182102234e-08
1910,4.114996121629133e-08,3.580580809625644e-08
1911,4.841540413025314e-08,7.07609775218998e-08
1912,3.6986889551116064e-08,4.688478938419394e-08
1913,2.333315451963358e-08,6.310557409960893e-08
1914,2.2768928353844586e-08,4.151981070066313e-08
1915,1.0602685840410686e-08,3.652036184575991e-08
1916,3.406113324722071e-08,3.625862632361532e-08
1917,1.97395633172448e-08,3.0705988196544354e-08
1918,2.6418664589300533e-08,2.6418664589300533e-08
1919,2.5781975665495338e-08,4.327688746252889e-08
1920,3.634671141838908e-08,5.906340660999376e-08
1921,1.9689144148404836e-08,5.679560644011872e-08
1922,2.4347186822204492e-08,3.467629738906908e-08
1923,3.290943828559989e-08,5.732612162745454e-08
1924,1.2891624545652292e-08,9.926550947891855e-08
1925,9.898360353588487e-09,2.4195990988573612e-08
1926,2.0063049888108253e-08,2.340688998181406e-08
1927,3.0102906833917586e-08,2.564321655018631e-08
1928,2.6279895148917376e-08,1.7139061725401916e-08
1929,1.3368487294940223e-07,1.6710609784809094e-08
1930,1.3654685049324655e-08,6.512234362876512e-08
1931,7.52753521737759e-08,4.904303452235581e-08
1932,1.5343351700281005e-08,3.6166470818166374e-08
1933,9.176529758292418e-09,3.670611814499125e-08
1934,1.3179738189705859e-08,2.875579241390369e-08
1935,2.2739738980703805e-08,1.3165112555668657e-08
1936,1.9399543749187842e-08,4.243650053581405e-08
1937,1.2591118370153254e-08,2.0145789036973838e-08
1938,1.9447822019458272e-08,3.759912203804561e-08
1939,1.3764645423464117e-08,2.4470480752825097e-08
1940,2.7893612752905028e-08,1.7750480196809804e-08
1941,5.9030051957620344e-09,6.493305448884712e-08
1942,6.068423541449874e-09,2.730790527039062e-08
1943,2.9032351855917682e-08,4.064529335323641e-08
1944,2.5705489292704442e-08,9.639558484764166e-09
1945,1.9606536394434215e-08,3.0499057057653545e-08
1946,2.0881655515836428e-08,8.352662561605939e-09
1947,2.5033829231801974e-08,2.3841742802233057e-08
1948,1.956939832403748e-08,2.6092530802657166e-08
1949,1.47255123650325e-08,1.1780409536754632e-08
1950,1.595304155443955e-08,2.4461330738745346e-08
1951,1.4925962243950153e-08,1.8124382994422206e-08
1952,1.5817205989421268e-08,1.4762725264461096e-08
1953,1.5083358784195866e-08,1.6160740301529586e-08
1954,1.6613311171198575e-08,3.322662278648636e-08
1955,1.0324169075204281e-08,1.9709776921672528e-08
1956,2.4419197108827007e-08,1.4825940919394043e-08
1957,9.718541527092839e-09,1.3252556385623393e-08
1958,3.3088973783179654e-09,1.6544486503011768e-08
1959,1.6276570313777938e-08,9.300897829689347e-09
1960,1.314958364417862e-08,1.6609999708983025e-08
1961,1.1811870759270704e-08,1.4591134689379004e-08
1962,1.268391242037481e-08,1.3952304200870458e-08
1963,2.4571003010009917e-08,2.7804029301137234e-08
1964,1.9468698431168718e-08,1.2167936880302932e-08
1965,1.532172105855878e-08,8.755269398363907e-09
1966,1.2739871713129958e-08,1.2185964237687585e-08
1967,1.3311906243984595e-08,1.1339771788243524e-08
1968,1.0779397763283072e-08,9.431973424511852e-09
1969,1.226274631838109e-08,2.4071315607443466e-08
1970,1.3336302950861523e-08,2.0234389830342536e-08
1971,7.707596338946132e-09,1.1818314327172175e-08
1972,9.747279428040656e-09,2.0007572043567734e-08
1973,1.1577728220579786e-08,1.4334330167287135e-08
1974,8.438357623763437e-09,1.518904385600095e-08
1975,9.138368284311582e-09,1.028066431985053e-08
1976,7.998937401332284e-09,1.5426522947947774e-08
1977,1.0578207476630297e-08,2.1744093192666014e-08
1978,8.316828004062415e-09,1.3663360332039076e-08
1979,8.192762579461998e-09,1.0533551808578068e-08
1980,1.534990723417451e-08,9.096241149197937e-09
1981,1.644642921849737e-08,1.2651099334792804e-08
1982,1.5518755946963836e-08,1.6760255405756652e-08
1983,6.946847541655643e-09,1.3262164144656197e-08
1984,1.1018116197192285e-08,1.2177918229383522e-08
1985,9.624893104742682e-09,5.414002135495366e-09
1986,8.392279760016663e-09,6.593933843390687e-09
1987,1.5888123539031795e-08,1.2832715001742656e-08
1988,1.1993107784658008e-08,1.2592763276586538e-08
1989,8.780995153223614e-09,1.9757239066997556e-08
1990,9.80757164370516e-09,1.0897301727652575e-08
1991,1.9928981409567115e-08,1.1136784217047335e-08
1992,1.046889430700304e-08,1.3774860363469088e-08
1993,8.308811083601597e-09,1.0524494165053966e-08
1994,7.912389743403025e-09,1.1604838812129259e-08
1995,2.1147558093570495e-08,1.3556126887692699e-08
1996,1.1743802375008272e-08,6.939520069693117e-09
1997,1.4384683777457496e-08,9.58978851883785e-09
1998,5.244942036242151e-09,9.536258005482523e-09
1999,1.5538684033922223e-08,1.4167623435534793e-08
2000,7.952456804183328e-09,5.3016377954406835e-09
2001,6.571817839917671e-09,6.133696661692056e-09
2002,6.571832134039113e-09,7.448076544402937e-09
2003,8.333845613606172e-09,6.250384210204629e-09
2004,4.845270407116686e-09,5.285749449246424e-09
2005,1.2610498645315715e-08,1.8014997493764895e-08
2006,9.47114670024618e-09,1.4000825387938676e-08
2007,6.7906151812735516e-09,8.388407135573317e-09
2008,2.1287197782271505e-08,8.51487946817997e-09
2009,8.582746513496886e-09,8.582746735541491e-09
2010,1.2754241052181925e-08,7.558068837454357e-09
2011,7.265546830836911e-09,4.5887662558641296e-09
2012,9.19148204769904e-09,1.1574459418683958e-08
2013,8.646287241731443e-09,1.1993237514218436e-08
2014,1.234303714792162e-08,1.1260315346817151e-08
2015,1.0196247068883224e-08,1.728928755717618e-08
2016,1.2842308105831535e-08,1.6984987916135452e-08
2017,8.553078245654433e-09,6.037467248365402e-09
2018,1.1874747074536174e-08,1.4198066999870917e-08
2019,1.3265135989648513e-08,8.418259589415555e-09
