year,petits_ADJ archers_NOUN,petits_ADJ marchés_NOUN
1926,0.0,3.1209186346359274e-08
1927,0.0,5.0171511389862644e-08
1928,0.0,2.399468712610542e-08
1929,0.0,3.4535258208734376e-08
1930,0.0,3.151081173768944e-08
1931,0.0,3.307553342324354e-08
1932,0.0,3.7262424257278326e-08
1933,0.0,4.01473165823063e-08
1934,0.0,6.82950087593781e-08
1935,0.0,3.351119559624749e-08
1936,0.0,4.00115567344983e-08
1937,0.0,7.428759829508635e-08
1938,1.2965214457594243e-09,1.8151300906765755e-08
1939,0.0,5.505858169385647e-08
1940,0.0,6.339457314652464e-08
1941,0.0,5.017554371988808e-08
1942,0.0,3.034211815133858e-08
1943,0.0,8.709705845433291e-09
1944,0.0,2.8918675454292497e-08
1945,0.0,1.742803235060819e-08
1946,4.1763312808029696e-09,3.6194869323935563e-08
1947,1.1920870957027319e-09,2.622591566137089e-08
1948,0.0,3.152847583010043e-08
1949,0.0,7.755436826073492e-08
1950,0.0,5.8494489252325366e-08
1951,0.0,6.610068936652169e-08
1952,0.0,5.377849987553418e-08
1953,0.0,6.033343424860504e-08
1954,0.0,6.156697907044872e-08
1955,0.0,4.5050917663047585e-08
1956,0.0,5.5815306154727296e-08
1957,0.0,3.8874166108371355e-08
1958,0.0,8.768578396711746e-08
1959,0.0,5.658045765244424e-08
1960,0.0,5.813500081330858e-08
1961,0.0,7.990383465994455e-08
1962,0.0,9.132417488899591e-08
1963,6.466053248388448e-10,7.500621990175205e-08
1964,0.0,4.258777863697105e-08
1965,0.0,8.37222629002099e-08
1966,0.0,1.0413460671543362e-07
1967,0.0,7.001076340884538e-08
1968,4.4914158503495116e-10,5.749012288447375e-08
1969,0.0,6.767218962977495e-08
1970,9.197450023812337e-10,7.541908786379281e-08
1971,5.138397485282553e-10,5.960541216154525e-08
1972,0.0,7.438713112151163e-08
1973,0.0,9.372446641009446e-08
1974,0.0,7.594521633791373e-08
1975,0.0,9.252597976683319e-08
1976,0.0,6.627691107041755e-08
1977,0.0,1.0049296861325274e-07
1978,0.0,8.91088731691525e-08
1979,0.0,8.017203612098456e-08
1980,1.7055452605774235e-09,1.176826174287271e-07
1981,0.0,1.1575755820558697e-07
1982,0.0,6.331652002700139e-08
1983,0.0,1.1620181794569362e-07
1984,0.0,1.443953152602262e-07
1985,0.0,9.023337099733908e-08
1986,0.0,9.231507647200488e-08
1987,6.110816852533674e-10,1.3138256349520816e-07
1988,0.0,1.1153590406820513e-07
1989,0.0,1.1415293954541994e-07
1990,0.0,9.262706868184978e-08
1991,0.0,9.261115252456875e-08
1992,0.0,1.0468893663073686e-07
1993,0.0,1.0746062173438986e-07
1994,5.274926606624319e-10,8.28163493338252e-08
1995,1.626735190995987e-09,1.0085758361810804e-07
1996,1.6014276571496566e-09,1.1903945562607987e-07
1997,2.3974471297094624e-09,9.350043939093666e-08
1998,4.768129224785866e-10,1.2111048874885455e-07
1999,0.0,9.140402568164063e-08
2000,4.4180314962005696e-10,7.819915737172778e-08
2001,0.0,1.331888341837839e-07
2002,0.0,1.274935499395724e-07
2003,1.2500769308587678e-09,1.0875668721155307e-07
2004,3.523833003171717e-09,1.3654852182298782e-07
2005,0.0,1.0268549033298768e-07
2006,0.0,9.42996791764017e-08
2007,0.0,1.074514983656627e-07
2008,8.514879357157668e-10,9.494090136286104e-08
2009,4.76819250749827e-10,7.819835445843637e-08
2010,0.0,9.447585824773341e-08
2011,0.0,1.0286484553034825e-07
2012,3.404252713057332e-10,1.0451055487692429e-07
2013,5.578250084070646e-10,9.98506735072624e-08
2014,8.661780737106994e-10,7.579058092233026e-08
2015,0.0,6.738389402016765e-08
2016,0.0,7.021842662879862e-08
2017,2.515611330355938e-10,5.710437633865695e-08
2018,0.0,6.660184226348065e-08
2019,0.0,5.969311445142012e-08
