year,petits_ADJ archers_NOUN,petits_ADJ marchés_NOUN
1800,0.0,3.144164484325529e-09
1801,0.0,1.904946067554647e-08
1802,0.0,2.9091921760482364e-08
1803,0.0,1.1702034896643454e-08
1804,0.0,9.887403784603066e-09
1805,0.0,2.55858996212055e-08
1806,0.0,2.881669125542885e-09
1807,0.0,1.7081731584767113e-08
1808,0.0,6.798221985349073e-09
1809,0.0,2.25903047379461e-08
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,4.6352077731626196e-09
1817,0.0,0.0
1818,0.0,1.3113295338484932e-08
1819,0.0,2.5877625375869684e-08
1820,0.0,7.119888678630559e-09
1821,0.0,4.930744257336528e-09
1822,0.0,1.804610860745015e-08
1823,0.0,9.882686669016039e-09
1824,0.0,1.3473780313688621e-08
1825,0.0,1.7610886082763955e-09
1826,0.0,9.688783109140786e-09
1827,9.217273055917019e-10,3.6869092223668076e-09
1828,0.0,2.384798314380987e-08
1829,0.0,2.0575622983187714e-08
1830,0.0,1.1480519646056564e-08
1831,0.0,2.9623292263636358e-08
1832,0.0,3.2471927369215337e-08
1833,9.266902800675325e-09,1.7375443306377747e-08
1834,0.0,2.8937046536725575e-08
1835,0.0,7.563087933704082e-09
1836,6.720750067579218e-10,7.392825018825988e-09
1837,1.3915781860163179e-09,1.3915782304252389e-08
1838,6.312161904276081e-10,1.009945904684173e-08
1839,0.0,1.8876983531868063e-08
1840,0.0,1.9109066329292546e-08
1841,0.0,1.0272877659645019e-08
1842,0.0,1.609983613093391e-08
1843,0.0,3.1306630177141415e-08
1844,0.0,7.1351298203126134e-09
1845,0.0,1.7298706467272496e-08
1846,0.0,3.5127008857216424e-08
1847,2.1572894581822766e-09,1.833696039454935e-08
1848,2.413566457803995e-09,1.448139919091318e-08
1849,0.0,1.0893239199560867e-08
1850,0.0,1.9009188889640427e-08
1851,0.0,1.7413483988093503e-08
1852,5.208436348880241e-09,3.059956199535918e-08
1853,0.0,6.569124799682413e-09
1854,5.195664454227256e-10,7.27393034694046e-09
1855,0.0,1.8043586180738203e-08
1856,5.694908100650764e-09,2.7439103433835044e-08
1857,0.0,2.1966791052818735e-08
1858,0.0,7.829881631948865e-09
1859,0.0,4.3283474582267445e-08
1860,0.0,4.394096464466202e-08
1861,0.0,1.7920662287451705e-08
1862,2.710791813242963e-09,1.355395884417021e-08
1863,0.0,1.6482248454963155e-08
1864,0.0,6.712618905169165e-09
1865,0.0,1.7886009118228685e-08
1866,0.0,1.4110277390955162e-08
1867,2.426405742994575e-09,2.9602150064533816e-08
1868,0.0,2.420538258718352e-08
1869,0.0,5.860222973552709e-09
1870,0.0,1.7202147262196377e-08
1871,0.0,2.1242353653860846e-08
1872,0.0,2.7213026498884574e-08
1873,0.0,7.183205141814142e-09
1874,0.0,4.958925714504403e-08
1875,0.0,1.0870901512305409e-08
1876,0.0,1.3301232115736639e-08
1877,0.0,2.72131899237138e-08
1878,0.0,2.3552445327368332e-08
1879,0.0,2.6270098985037293e-08
1880,0.0,2.2462462112571302e-08
1881,0.0,2.1614773970668466e-08
1882,0.0,1.5972924316542958e-08
1883,0.0,2.5277355319985872e-08
1884,7.922036360241691e-09,2.8387297845711146e-08
1885,6.445635691854079e-10,1.6114089618213256e-08
1886,6.453463874400711e-10,2.0005737511041843e-08
1887,6.528924623161458e-10,2.9380160526670807e-08
1888,0.0,2.2192152115962926e-08
1889,6.265136742733546e-10,3.132568338060082e-08
1890,0.0,1.5075089621063853e-08
1891,0.0,2.7409146952095398e-08
1892,6.268512375839919e-10,1.6924984080901595e-08
1893,0.0,1.539604177480669e-08
1894,0.0,1.1972924873759894e-08
1895,0.0,1.5648398132839247e-08
1896,0.0,1.7691087705884456e-08
1897,1.7480140668268973e-09,3.088158351260972e-08
1898,0.0,4.187182511827814e-08
1899,0.0,1.9899282222013426e-08
1900,1.038210628578895e-09,1.2977633190303095e-08
1901,0.0,2.6267072072982955e-08
1902,1.9641135384773634e-09,4.3210498290591204e-08
1903,0.0,4.590187074882124e-08
1904,0.0,1.4511488011237361e-08
1905,0.0,2.838417501038748e-08
1906,0.0,3.189394348623864e-08
1907,0.0,3.085705913008496e-08
1908,0.0,2.553922229253658e-08
1909,0.0,3.4656196135074424e-08
1910,0.0,2.7255168788542505e-08
1911,0.0,3.458243114096149e-08
1912,1.0418842455450772e-09,2.81308754068732e-08
1913,1.1666577037772186e-08,3.181793672979438e-08
1914,0.0,1.5402511266415786e-08
1915,3.534228465440492e-09,6.125996065975414e-08
1916,0.0,1.9777431248257926e-08
1917,0.0,3.838248474608008e-08
1918,0.0,2.1824114071478107e-08
1919,0.0,2.5781975665495338e-08
1920,0.0,3.63467123065675e-08
1921,0.0,2.877644078580488e-08
1922,0.0,3.024953443286904e-08
1923,0.0,3.6094224498128824e-08
1924,0.0,3.0939897754933554e-08
1925,0.0,3.409435223034052e-08
