year,sans_ADP être_VERB,sans_ADP etre_VERB,sans_ADP mettre_VERB
1847,2.4781863260159298e-05,6.74152982327314e-08,8.742415360529776e-07
1848,2.4084980793759314e-05,7.321151990202779e-08,7.723412913662742e-07
1849,2.3489176612656593e-05,5.6142081650278897e-08,5.966143650226741e-07
1850,2.4295100672588887e-05,4.412847509627227e-08,8.594868781131026e-07
1851,2.4024159586133464e-05,5.933483526732175e-08,8.822832029409255e-07
1852,2.5010261197166983e-05,5.2735416478100205e-08,7.636869856497697e-07
1853,2.487011022367369e-05,3.4040013030534055e-08,7.817259000120202e-07
1854,2.4610823572857043e-05,7.585670369625319e-08,8.98330405618708e-07
1855,2.478551925833017e-05,4.8823821430232783e-08,7.652603244423517e-07
1856,2.454557164810467e-05,5.228960953118644e-08,9.215396659101316e-07
1857,2.5122687247858266e-05,4.490988247951577e-08,8.401077380426614e-07
1858,2.4839810521370964e-05,6.019221648889683e-08,8.074565585047822e-07
1859,2.5548452185830683e-05,4.43019092521979e-08,9.05388404248697e-07
1860,2.549674604779284e-05,5.0806743034925717e-08,7.808675768217199e-07
1861,2.522050306197343e-05,4.433005740267504e-08,8.682089003286819e-07
1862,2.439577122004266e-05,4.9697849835439456e-08,9.230245936464598e-07
1863,2.3580603738082573e-05,5.8437064076599654e-08,9.329951495828936e-07
1864,2.3536360913567478e-05,4.7467805242007444e-08,9.316156486249838e-07
1865,2.3919711907183228e-05,4.942186754286482e-08,8.670007396460733e-07
1866,2.4028828647715272e-05,4.2330832616954694e-08,8.714312684787728e-07
1867,2.3200805912892974e-05,4.998395830568825e-08,7.817879392746363e-07
1868,2.302080110894167e-05,5.384462853363914e-08,8.615140210110894e-07
1869,2.401714766619989e-05,8.399652717816508e-08,9.176132529375991e-07
1870,2.4071537382042152e-05,6.192772739055386e-08,9.019659010789383e-07
1871,2.256256652799493e-05,4.24847077518109e-08,7.626005213978715e-07
1872,2.3104463934942032e-05,7.801067691826091e-08,9.427802147854436e-07
1873,2.3174815851234598e-05,4.609223291929254e-08,8.482168247780919e-07
1874,2.2610908104070404e-05,2.7483201825440062e-08,7.241226143150925e-07
1875,2.3042305429044063e-05,4.863297919932563e-08,8.107403886015163e-07
1876,2.2398670807888266e-05,2.9020870595530823e-08,7.611932844042713e-07
1877,2.1838584984834597e-05,3.525345027011184e-08,7.39085496803682e-07
1878,2.2060186211092514e-05,4.710489037718091e-08,7.313336283232275e-07
1879,2.241572519778856e-05,6.048232215061233e-08,9.054020253529416e-07
1880,2.189704991906183e-05,4.043243251317108e-08,8.157082653781345e-07
1881,2.072298900657188e-05,3.5559789779426865e-08,7.94865876230233e-07
1882,2.1341823753573408e-05,3.593907904608784e-08,8.1195696566283e-07
1883,2.107183604493912e-05,3.602023268545196e-08,7.538971509291059e-07
1884,2.1299714944689185e-05,3.4328825115892414e-08,8.79346032434114e-07
1885,2.0299885818531038e-05,5.5432465728699754e-08,7.76054548623506e-07
1886,2.0564608007589413e-05,4.3238208458085126e-08,7.24723971501362e-07
1887,2.080637648305128e-05,6.267767738155072e-08,7.10346984789112e-07
1888,2.0400928065100743e-05,3.7409627395845746e-08,7.76091237497667e-07
1889,2.048198496140685e-05,3.132568282548931e-08,7.417921707997266e-07
1890,2.0059043777109764e-05,3.146105653772935e-08,7.432674316021348e-07
1891,1.947706743976596e-05,4.14324303754654e-08,7.617193169551228e-07
1892,1.9198573454559664e-05,3.5730521874555166e-08,7.597436777473376e-07
1893,1.8762231206892466e-05,3.756634137097592e-08,6.78657503527802e-07
1894,1.8697926748245663e-05,3.339815823899528e-08,6.67333011961091e-07
1895,1.9580358639359474e-05,3.4907962520591695e-08,7.126039527349803e-07
1896,1.9659515714920417e-05,3.538217563381352e-08,8.025856175208901e-07
1897,1.8700836335483473e-05,3.4960280781426434e-08,7.586381123303454e-07
1898,1.907431408199045e-05,2.998928050335081e-08,7.870771554507883e-07
1899,1.941064476795873e-05,3.537650350438071e-08,7.274293380987729e-07
1900,1.852686796155467e-05,4.620037441505076e-08,6.436906119233754e-07
1901,1.8584233089313784e-05,3.017919081305109e-08,6.399106169396873e-07
1902,1.7890127310238313e-05,2.9461702855115846e-08,6.869487307881172e-07
1903,1.8043216186924838e-05,4.644189477431837e-08,6.350658807718901e-07
1904,1.854836852999142e-05,3.117282609821359e-08,6.739780218367741e-07
1905,1.861330986230314e-05,3.818961635815299e-08,6.549003401801201e-07
1906,1.843161271608551e-05,3.343719856552241e-08,7.047532797344047e-07
1907,1.8149608763451397e-05,4.217131666095497e-08,7.210266375068386e-07
1908,1.768689492109843e-05,2.3083528866152392e-08,6.620552426284121e-07
1909,1.798601499558572e-05,6.161101628876509e-08,6.722202066100635e-07
1910,1.7692345863906667e-05,4.970060252240671e-08,7.417681402444032e-07
1911,1.7548190157867793e-05,2.9262058220957954e-08,7.065456593124964e-07
1912,1.811055290090735e-05,3.33402970786878e-08,6.855598506660954e-07
1913,1.7530623381389887e-05,2.4393752795504042e-08,7.599184428386252e-07
1914,1.689186581188551e-05,4.151981269906457e-08,6.75031749608479e-07
1915,1.6187944822831923e-05,1.8849218963445935e-08,6.114215587160743e-07
1916,1.6387799291806004e-05,4.065360870164625e-08,8.39442115818656e-07
1917,1.6435379961876606e-05,2.851270441972531e-08,7.632631628951003e-07
1918,1.6377275414924952e-05,4.364822991931305e-08,6.891825563570819e-07
1919,1.6140437423928233e-05,1.7494911797033552e-08,5.893022745340204e-07
1920,1.684973040028126e-05,3.180337326824656e-08,6.792292133184219e-07
1921,1.5724810168649128e-05,3.3320087633459394e-08,6.383825841282942e-07
1922,1.585592110586731e-05,3.467629533515648e-08,6.780322863164656e-07
1923,1.6518416146027448e-05,3.1847843917631735e-08,6.613735727967196e-07
1924,1.6394278986808786e-05,2.3204923760289375e-08,7.090393623343516e-07
1925,1.638618482502352e-05,6.488924952918751e-08,6.213970742408037e-07
1926,1.5977989392013114e-05,3.009457216762712e-08,6.331006652260385e-07
1927,1.6639102568660746e-05,2.3413372018943335e-08,6.522296800426375e-07
1928,1.6275252960440412e-05,2.170947865920425e-08,6.592825911866385e-07
1929,1.617921236629627e-05,1.893869061575515e-08,6.116083071106004e-07
1930,1.571759275975637e-05,3.88633343284539e-08,7.247486522032887e-07
1931,1.56652572513849e-05,4.44808918587114e-08,6.489647823570976e-07
1932,1.5258962548614363e-05,2.0823119339929974e-08,7.320970674129512e-07
1933,1.4766183198844374e-05,2.064719195615794e-08,6.607101639133361e-07
1934,1.510278138994181e-05,2.156684431042777e-08,6.482034820010085e-07
1935,1.4726973290635215e-05,3.4708024010399185e-08,6.426968717221371e-07
1936,1.4550869877894002e-05,3.516167312866969e-08,6.535220933301389e-07
1937,1.4677466310786258e-05,4.155068988875854e-08,6.446652669467312e-07
1938,1.493722379564133e-05,8.038432863788358e-08,5.704694245878272e-07
1939,1.4302996191872808e-05,4.435274547631707e-08,6.805852521551969e-07
1940,1.3404148830886697e-05,4.057252622757801e-08,5.553364701427199e-07
1941,1.4302981981018092e-05,1.7709016475464523e-08,6.02106524638657e-07
1942,1.509823823653278e-05,3.944475457373642e-08,6.371844563091145e-07
1943,1.505037153037847e-05,3.193558706371391e-08,6.270987924494875e-07
1944,1.4787082932343765e-05,5.1410976809052045e-08,7.069009626547995e-07
1945,1.5149317050600075e-05,5.66411042512982e-08,7.494053981815796e-07
1946,1.5605558132847364e-05,3.897909017780421e-08,7.75405524677808e-07
1947,1.605383658898063e-05,3.933887304796713e-08,7.843933005347026e-07
1948,1.4810772654527682e-05,3.152847383169899e-08,6.523132540792176e-07
1949,1.380664002681442e-05,5.2030142860814976e-08,7.637632606360967e-07
1950,1.4382198969542515e-05,4.254144569948437e-08,6.806631134281815e-07
1951,1.4831075645815872e-05,4.584402824026057e-08,6.972556612083736e-07
1952,1.4111056998444838e-05,6.221434167841267e-08,6.632681603946367e-07
1953,1.4260238231145195e-05,2.801195209123364e-08,7.477036305658658e-07
1954,1.429819792519993e-05,3.8112890177188774e-08,7.739848726373566e-07
1955,1.4124400763648737e-05,6.100644922568677e-08,7.47094411224225e-07
1956,1.414830774137954e-05,3.4884567901016794e-08,7.168778424215816e-07
1957,1.3691658296011155e-05,4.329168423744534e-08,6.582102898278208e-07
1958,1.4151326809042075e-05,3.474342313847245e-08,7.40365813101107e-07
1959,1.4032728586244048e-05,4.4179264024890585e-08,7.200444684940521e-07
1960,1.400845906118775e-05,3.252791708208136e-08,7.612916519406099e-07
1961,1.365938601338712e-05,5.0026746467590755e-08,8.087657619171296e-07
1962,1.3975135516375303e-05,4.9467259011226616e-08,7.642057369139366e-07
1963,1.3781745792584843e-05,5.560805771409605e-08,7.558816150776693e-07
1964,1.417868816133705e-05,4.5629762912557936e-08,7.878738728095414e-07
1965,1.419010277459165e-05,1.088936656401529e-07,8.591107842903511e-07
1966,1.4327924873214215e-05,3.821961691574671e-08,8.696347251202496e-07
1967,1.4252613709686557e-05,3.451234764639821e-08,7.942770423596812e-07
1968,1.503276848779933e-05,5.030385707982532e-08,8.68190660696655e-07
1969,1.5575958059343975e-05,4.405504980264929e-08,9.156183580216748e-07
1970,1.433652505511418e-05,4.598725028559514e-08,8.742175978682099e-07
1971,1.397644098233286e-05,3.905182033303589e-08,8.894565795003473e-07
1972,1.402582154241827e-05,5.3866541449565375e-08,8.269797007187663e-07
1973,1.2983043689018814e-05,4.1900348302092993e-08,8.225700298680749e-07
1974,1.2709291240753373e-05,3.094064504605143e-08,8.573371488296289e-07
1975,1.2615517107406049e-05,4.226495242676265e-08,8.327337823743619e-07
1976,1.292799686325452e-05,3.8851984296428554e-08,8.416024854795978e-07
1977,1.2831365324927901e-05,6.640763638987579e-08,8.832803146674451e-07
1978,1.360930036753416e-05,5.5247498131905104e-08,8.756431881806748e-07
1979,1.3413308238341415e-05,8.894999448116891e-08,8.555585040426195e-07
1980,1.3166240250939154e-05,5.457744656212071e-08,8.487930216460882e-07
1981,1.3165998780095833e-05,4.7441623074462314e-08,8.868420522389897e-07
1982,1.3510628832591465e-05,4.531476560654113e-08,8.547730629970829e-07
1983,1.3334157983990735e-05,6.694235121784686e-08,8.696190221257893e-07
1984,1.3458918942887976e-05,5.972978733836953e-08,8.640522679570495e-07
1985,1.3162040886527393e-05,1.0166293251678837e-07,8.253345598063788e-07
1986,1.3250810184217698e-05,5.5748713867487254e-08,8.398273934062672e-07
1987,1.3238473911769688e-05,4.0331392003878364e-08,8.188494362570964e-07
1988,1.3431080787995597e-05,5.037105255123464e-08,9.000827461136396e-07
1989,1.3702743331123202e-05,7.244321142962917e-08,8.599887380000837e-07
1990,1.387444501688151e-05,6.592867679566794e-08,8.679700727043382e-07
1991,1.3650766504724743e-05,4.1030257413865456e-08,8.546016019295166e-07
1992,1.3714802207687171e-05,5.565043542654635e-08,9.047328077826933e-07
1993,1.409506751315348e-05,4.8745025182928003e-08,9.012290362875319e-07
1994,1.3618805382975552e-05,2.9539588330962374e-08,8.545380936197944e-07
1995,1.3947627735433343e-05,4.392185104507007e-08,8.833172486788499e-07
1996,1.4158221574689378e-05,8.11390012955826e-08,8.418171404400709e-07
1997,1.4054315670364304e-05,6.233362670471365e-08,8.443808994229585e-07
1998,1.447174918212113e-05,3.6714593809605844e-08,8.582632489151365e-07
1999,1.4275480111791694e-05,3.564756989593576e-08,8.774786266485535e-07
2000,1.4838842730569013e-05,7.599014428816275e-08,9.048128362110219e-07
2001,1.4517145132231235e-05,3.8116543032984396e-08,9.187401204258094e-07
2002,1.483788287259813e-05,4.819343679685062e-08,9.253139552356515e-07
2003,1.4864663739899697e-05,4.750291948685259e-08,9.063057646585548e-07
2004,1.4924754054845835e-05,3.567880818566849e-08,8.972560010533925e-07
2005,1.4824992263129388e-05,5.719762019573693e-08,9.034521823991781e-07
2006,1.5241546407196438e-05,3.870816467355098e-08,8.923467404997609e-07
2007,1.5445054032170447e-05,4.5137619530954964e-08,8.520224525909725e-07
2008,1.5319970884775103e-05,4.981204299037145e-08,8.47656252744855e-07
2009,1.5370268329206738e-05,2.527142117791925e-08,8.692415036648526e-07
2010,1.5141173662414076e-05,3.070465393051336e-08,8.772083610608661e-07
2011,1.545037594041787e-05,5.73595806130367e-08,8.917502789529408e-07
2012,1.5519306884925754e-05,1.225530954496179e-08,9.021269775644214e-07
2013,1.6039700653891487e-05,1.0040849762749104e-08,9.39377287068055e-07
2014,1.6668297575961333e-05,8.661780473429026e-09,9.467326194112502e-07
2015,1.7119942526733212e-05,7.093041265449074e-09,8.626911522924274e-07
2016,1.793821866158396e-05,1.4292246275360299e-08,8.83012280183948e-07
2017,1.5610625723638805e-05,1.1320250792312692e-08,8.6763435902526e-07
2018,1.6175211840163684e-05,2.2458760018384538e-08,9.05836653686265e-07
2019,1.6566879708079796e-05,5.357074228662384e-09,8.938661011370641e-07
