year,véritables_ADJ arrêts_NOUN,véritables_ADJ marais_NOUN
1897,1.7480140668268973e-09,1.981082675683865e-08
1898,6.7900258748920805e-09,1.3580051749784161e-08
1899,4.9748205555033564e-09,6.633094074004475e-09
1900,3.633737311048435e-09,2.076421168339948e-08
1901,1.117747761014698e-08,5.029864968975062e-09
1902,5.892340837476695e-09,1.9641135384773634e-09
1903,8.100330184390714e-09,1.9440793863623185e-08
1904,9.13686282189019e-09,4.837162670412454e-09
1905,8.773290538499623e-09,6.192911072844254e-09
1906,2.572092316910357e-09,1.0288369267641428e-08
1907,4.6285588695127444e-09,7.199980611716228e-09
1908,4.4202499438483756e-09,1.1787333775714615e-08
1909,5.5009836685826485e-09,1.5952851484257735e-08
1910,5.34415089958884e-09,4.275320542035388e-09
1911,3.7242617878519013e-09,1.4365010514438836e-08
1912,6.772247651554153e-09,7.814131564032323e-09
1913,5.302989602995467e-09,8.484783542428431e-09
1914,6.696743715117748e-10,6.027069510139427e-09
1915,1.1780761921542648e-09,5.890381071793627e-09
1916,0.0,1.0987462051303964e-09
1917,0.0,2.1932848870420685e-09
1918,0.0,1.378365155346728e-08
1919,2.762354567309444e-09,5.524709134618888e-09
1920,5.300562211374427e-09,6.815008557481406e-09
1921,1.5145494858259667e-09,8.330022005509363e-09
1922,1.770704471937279e-08,7.377935484775833e-10
1923,1.0615948120573648e-09,3.1847844361720945e-09
1924,6.445812328337297e-09,5.156649773851996e-09
1925,0.0,8.798542339150117e-09
1926,6.687683296036084e-09,5.57306911730393e-09
1927,1.0034302277972529e-08,2.2298449753321847e-09
1928,4.570416489713125e-09,4.570416489713125e-09
1929,6.684243825105796e-09,3.342121912552898e-09
1930,2.100720708497761e-09,1.05036033204442e-08
1931,4.5621426636444085e-09,3.4216069977333063e-09
1932,4.383814644626227e-09,1.0959536611565568e-09
1933,9.176529758292418e-09,1.1470662197865522e-09
1934,2.3963160344919743e-09,0.0
1935,0.0,9.574627313213568e-09
1936,2.424942913137329e-09,4.849885826274658e-09
1937,7.554670666820584e-09,6.295559185076627e-09
1938,9.075650453382877e-09,1.2965214457594243e-09
1939,6.117620188206274e-09,3.058810094103137e-09
1940,0.0,5.0715658339584024e-09
1941,5.9030051957620344e-09,1.7709016475464523e-08
1942,3.034211770724937e-09,0.0
1943,8.709705845433291e-09,0.0
1944,0.0,3.2131861615880553e-09
1945,0.0,0.0
1946,4.1763312808029696e-09,1.3921104269343232e-09
1947,3.5762612871081956e-09,0.0
1948,8.697510267552389e-09,0.0
1949,9.817008317369869e-10,2.945102384188658e-09
1950,5.317680518146517e-09,8.508289184305795e-09
1951,7.462981344019681e-09,3.1984206394497505e-09
1952,0.0,6.326882129314981e-09
1953,7.54167928107563e-09,3.232148326759443e-09
1954,3.9090144454689835e-09,2.9317608341017376e-09
1955,5.631364707880948e-09,0.0
1956,9.593255967388359e-09,4.360570571293465e-09
1957,3.534015080575159e-09,3.534015080575159e-09
1958,8.272243445794913e-10,2.4816730892496253e-09
1959,6.200598257066758e-09,2.325224457422337e-09
1960,4.844583401109048e-09,4.844583401109048e-09
1961,2.08444772553662e-09,0.0
1962,6.976152100435229e-09,6.341956404476434e-10
1963,4.526237162849611e-09,6.466053470433053e-09
1964,1.8251904432275978e-09,3.041984220075733e-09
1965,2.188817349590977e-09,1.0944086747954884e-09
1966,2.769537488234164e-09,1.1078149508847446e-09
1967,3.451234853457663e-09,9.860671168482327e-10
1968,7.186265360559219e-09,3.1439910674890825e-09
1969,3.1792304344691047e-09,3.1792304344691047e-09
1970,5.058597540852361e-09,4.5987250119061684e-10
1971,3.5968783507200897e-09,5.138397485282553e-10
1972,1.0260293725750103e-09,5.130146862875051e-10
1973,3.859242703185828e-09,0.0
1974,3.3753431161187564e-09,2.812785782069227e-09
1975,2.8557400888473694e-09,2.8557400888473694e-09
1976,1.142705374768127e-09,1.142705374768127e-09
1977,2.3507127355770763e-09,1.7630346071939584e-09
1978,3.5643548113029055e-09,1.7821774056514528e-09
1979,2.3407893401383717e-09,5.851973350345929e-10
1980,2.2740602734216964e-09,1.1370301367108482e-09
1981,3.795329828193417e-09,0.0
1982,4.345251713999687e-09,3.1037510339615437e-09
1983,1.89459470334441e-09,0.0
1984,1.739702604197646e-09,2.3196033982486597e-09
1985,6.015558051686298e-10,6.015558051686298e-10
1986,3.5966913891627428e-09,0.0
1987,2.4443267410134695e-09,1.2221633705067347e-09
1988,2.398621523624911e-09,0.0
1989,2.1952488715726304e-09,5.488122178931576e-10
1990,5.44865097484859e-10,1.6345953479657283e-09
1991,1.7584396161396398e-09,1.1722930404189924e-09
1992,3.30596661157756e-09,1.1019888335184191e-09
1993,2.2156829704300662e-09,5.539207426075166e-10
1994,2.637463358823311e-09,0.0
1995,3.253470381991974e-09,0.0
1996,3.2028553142993132e-09,1.067618438099771e-09
1997,2.3974471297094624e-09,2.3974471297094624e-09
1998,3.337690568372409e-09,2.3840645013706308e-09
1999,4.113180906983871e-09,1.8280804647829996e-09
2000,3.5344251969604557e-09,1.7672125984802278e-09
2001,2.190605918883648e-09,4.3812117822561447e-10
2002,2.1906108038649563e-09,4.38122149670761e-10
2003,4.166922806803086e-09,3.333538334260311e-09
2004,3.523833003171717e-09,8.809582507929292e-10
2005,1.8014998381943315e-09,4.5037495954858286e-10
2006,1.2353669198716943e-09,1.6471559671771274e-09
2007,2.3966877371606188e-09,1.1983438685803094e-09
2008,1.2772318758180745e-09,1.2772318758180745e-09
2009,9.53638501499654e-10,0.0
2010,1.4171379625338432e-09,0.0
2011,1.529588788962144e-09,0.0
2012,1.7021263287730903e-09,6.808505426114664e-10
2013,1.9523875849358774e-09,1.1156500168141292e-09
2014,1.9489005964601347e-09,1.0827225782605865e-09
2015,1.7732603163622684e-09,8.866301581811342e-10
2016,2.0713399884186856e-09,1.4499380585064614e-09
2017,3.2702947017071438e-09,5.031222660711876e-10
2018,7.744400121190154e-10,2.5814667070633845e-10
2019,1.53059265262101e-09,2.55098775436835e-10
