year,deviez_VERB être_VERB,deviez_VERB etre_VERB,deviez_VERB mettre_VERB
1800,1.6349655140857067e-07,0.0,9.432493897065797e-09
1801,1.0953439755212457e-07,0.0,2.3811825844433088e-09
1802,1.2979472785445978e-07,0.0,4.475680270843441e-09
1803,1.2287136996746995e-07,0.0,2.3404069793286908e-08
1804,1.1123329102247226e-07,0.0,1.2359254952798437e-08
1805,1.5635826855486812e-07,0.0,1.421438877713399e-08
1806,1.3255677799861587e-07,0.0,0.0
1807,1.4234775846944103e-07,0.0,8.540865792383556e-09
1808,7.931259204951857e-08,0.0,6.798221985349073e-09
1809,6.551188391767937e-08,0.0,4.518061036407062e-09
1810,1.8721013361755467e-07,0.0,9.360507036149102e-09
1811,7.270522672797597e-08,0.0,0.0
1812,8.001624962616916e-08,0.0,3.200649700829672e-08
1813,5.463909147351842e-08,0.0,8.627225156487839e-09
1814,1.2272040805783035e-07,0.0,0.0
1815,9.710004889029733e-08,0.0,2.697223555614414e-09
1816,1.5064425440414198e-07,0.0,1.1588019432906549e-08
1817,1.1520863552050287e-07,0.0,1.2454987263765815e-08
1818,7.867976847819591e-08,0.0,2.384235475716423e-09
1819,1.1593176196811328e-07,0.0,9.315945348475907e-09
1820,1.7206397728841694e-07,0.0,1.1866481131050932e-09
1821,2.0511895115760126e-07,0.0,3.35290586406245e-08
1822,2.3359685030754918e-07,0.0,1.4035862250239006e-08
1823,1.5318164514610544e-07,0.0,1.087095569118901e-08
1824,1.0863235644364977e-07,0.0,1.9368560089105813e-08
1825,1.2327620879659662e-07,0.0,9.68598712347557e-09
1826,8.191425138193154e-08,0.0,4.403992281964975e-09
1827,9.585964022562621e-08,0.0,4.608636583469661e-09
1828,1.6601865127086057e-07,0.0,6.420610709767516e-09
1829,1.1059397309054475e-07,0.0,8.57317605795771e-10
1830,1.49246758951449e-07,0.0,5.218417697960831e-09
1831,1.4655734048574232e-07,0.0,1.5591206103948707e-09
1832,1.3394669906574563e-07,0.0,4.058990921151917e-09
1833,1.4016190164056752e-07,0.0,9.266902800675325e-09
1834,1.213489042584115e-07,0.0,2.333632664885954e-08
1835,1.3159773004645103e-07,0.0,1.663879345414898e-08
1836,1.1425274948351216e-07,0.0,2.688300027031687e-09
1837,1.029767844329399e-07,0.0,4.87052354003481e-09
1838,1.1425012758081721e-07,0.0,1.1361890983607736e-08
1839,1.2235081214839738e-07,0.0,1.0487212875887053e-08
1840,1.3057861281140504e-07,0.0,9.554533164646273e-09
1841,9.630822717099363e-08,0.0,5.1364388298225094e-09
1842,1.3215282024248154e-07,6.708265054555795e-10,1.341653010911159e-08
1843,8.91943585656918e-08,0.0,5.31621990873532e-09
1844,1.1855292569862286e-07,0.0,3.841992946007622e-09
1845,1.283452490952186e-07,0.0,2.0088821273134272e-08
1846,8.079211966105504e-08,0.0,2.9272506640865004e-09
1847,9.16848037491036e-08,5.393223645455691e-10,5.3932236454556914e-09
1848,1.1182858372649207e-07,8.045221711050488e-10,2.413566457803995e-09
1849,6.452149392544015e-08,0.0,2.513824481908955e-09
1850,5.7706465383944305e-08,6.788996032014438e-10,8.146795238417326e-09
1851,8.577753618510542e-08,0.0,3.8696632564949596e-09
1852,1.0481978307552708e-07,0.0,1.8880582430824688e-08
1853,1.0928635418849808e-07,0.0,5.971931837933653e-09
1854,1.5846777046135685e-07,0.0,1.0391328686409906e-08
1855,1.3373481522194197e-07,0.0,4.2455496895854594e-09
1856,1.1286272183497204e-07,0.0,7.248064815001953e-09
1857,1.1666806898347204e-07,0.0,5.857811125054013e-09
1858,1.2625683609712723e-07,1.468102750479261e-09,3.4255731584664773e-09
1859,1.0846328990510301e-07,0.0,4.073738679721828e-09
1860,8.742421186980209e-08,0.0,8.696649622663699e-09
1861,8.535894124861443e-08,0.0,1.0375120318428799e-08
1862,1.3328059367267997e-07,4.517986262886353e-10,4.9697850279528666e-09
1863,1.6532194990759308e-07,4.994620828036034e-10,9.989241434027463e-09
1864,1.0979926656773387e-07,1.4384183844029508e-09,1.0548401263577034e-08
1865,1.3979327206925518e-07,0.0,1.4591217123438582e-08
1866,1.4645495127751929e-07,4.865612912574591e-10,1.0704348518686402e-08
1867,8.20125123368598e-08,9.7056229719783e-10,2.91168689159349e-09
1868,8.644779825317528e-08,4.93987406535723e-10,8.89177353968762e-09
1869,1.1769281371698526e-07,9.767038289254515e-10,1.3185501579471293e-08
1870,9.805223299963473e-08,0.0,7.454262984651905e-09
1871,8.815577245968598e-08,2.1242354542039266e-09,9.559059321873065e-09
1872,1.034095049590178e-07,4.23313739617015e-09,5.442605477412599e-09
1873,6.584605216630735e-08,5.986004469882289e-10,3.591602570907071e-09
1874,1.0634803970788198e-07,0.0,7.766991494406739e-09
1875,8.52507540116676e-08,0.0,3.432916173551348e-09
1876,8.948101992700686e-08,0.0,3.627608879952504e-09
1877,1.0761579716245251e-07,0.0,8.040260901509555e-09
1878,6.280652087298222e-08,0.0,9.058632954861423e-09
1879,9.347267848625052e-08,0.0,2.5659165459046562e-08
1880,1.0204375655575859e-07,0.0,9.626769603698904e-09
1881,9.900960407094317e-08,0.0,8.367009307619355e-09
1882,9.051323957010027e-08,0.0,9.983077475794744e-09
1883,7.772786858595282e-08,0.0,3.791603475633565e-09
1884,7.261866841190567e-08,0.0,3.9610181801208455e-09
1885,9.21725913372029e-08,0.0,6.445635580831777e-09
1886,6.25986018576441e-08,0.0,1.936039106809062e-09
1887,8.683469587822401e-08,6.528924623161458e-10,6.528924623161458e-10
1888,8.369611492753393e-08,0.0,1.268122939990235e-09
1889,4.51089832154139e-08,0.0,9.397704836544563e-09
1890,6.095579152542996e-08,0.0,6.554386478008212e-10
1891,5.16311828846483e-08,0.0,6.3742202627281586e-09
1892,5.5162907131034444e-08,0.0,6.8953633913793055e-09
1893,5.357822274731916e-08,0.0,4.310891643655168e-09
1894,5.1042469806361623e-08,0.0,5.671385139294216e-09
1895,4.1528441130367355e-08,0.0,1.625025980445116e-08
1896,5.425266635938897e-08,0.0,4.717623180994224e-09
1897,4.1952336715667116e-08,0.0,4.661370844871726e-09
1898,6.507108452069588e-08,0.0,0.0
1899,5.5275783950037294e-08,0.0,8.291367592505594e-09
1900,5.1391424449320766e-08,0.0,7.26747462209687e-09
1901,5.309301798206434e-08,0.0,5.58873880507349e-09
1902,5.2049010434984666e-08,0.0,9.820567692386817e-10
1903,6.318257561588325e-08,0.0,1.0800440541913758e-09
1904,5.2671325079245435e-08,0.0,3.2247751136083025e-09
1905,4.438252787508645e-08,5.160759042333041e-10,4.1286072338664326e-09
1906,4.78409170057148e-08,0.0,7.201858220895474e-09
1907,5.502842270743713e-08,1.5428529565042481e-09,8.228549397415463e-09
1908,5.1569585934885254e-08,0.0,1.4734167219643268e-09
1909,3.685659066832159e-08,0.0,4.400786846048277e-09
1910,5.825124205216525e-08,0.0,2.67207544979442e-09
1911,7.554931613640292e-08,0.0,4.25629931299909e-09
1912,7.032718940536142e-08,0.0,6.251305251225858e-09
1913,6.946916641936696e-08,0.0,7.954484182448596e-09
1914,5.558297289098846e-08,0.0,1.0714789944188396e-08
1915,4.2410743361642744e-08,0.0,3.534228465440492e-09
1916,7.801097723358907e-08,0.0,2.197492410260793e-09
1917,4.0575770299255964e-08,0.0,7.676496771580332e-09
1918,5.054005569604669e-08,0.0,3.44591288836682e-09
