year,deviez_VERB être_VERB,deviez_VERB etre_VERB,deviez_VERB mettre_VERB
1919,3.775218004875569e-08,0.0,9.207848372660976e-10
1920,3.558949046578164e-08,0.0,8.329454459499175e-09
1921,5.2251955651172466e-08,0.0,1.5145494858259667e-09
1922,5.016996240669869e-08,0.0,2.2133805899215986e-09
1923,5.4141334970836397e-08,0.0,4.246379248229459e-09
1924,6.059063650809549e-08,0.0,1.289162443462999e-09
1925,6.378942885021388e-08,1.0998177923937646e-09,1.4297631523163545e-08
1926,4.7928395474627905e-08,0.0,0.0
1927,9.030872405446644e-08,0.0,3.3447675740205796e-09
1928,4.570416578530967e-08,0.0,2.2852082448565625e-09
1929,8.243900850857244e-08,0.0,0.0
1930,7.982738736700412e-08,0.0,1.0503603542488804e-09
1931,4.219981875053236e-08,0.0,2.2810713318222042e-09
1932,4.055028668403793e-08,0.0,5.4797681947604815e-09
1933,4.01473165823063e-08,0.0,5.735331320977366e-09
1934,3.4746584276490466e-08,0.0,2.3963160344919743e-09
1935,5.744776387928141e-08,0.0,2.393656828303392e-09
1936,4.122403041151301e-08,0.0,1.2124714565686645e-09
1937,4.910535977842301e-08,0.0,0.0
1938,3.1116513810047763e-08,0.0,0.0
1939,7.188203454688846e-08,0.0,4.588215141154706e-09
1940,3.296517903095264e-08,0.0,2.5357829169792012e-09
1941,5.312704587367989e-08,0.0,0.0
1942,6.978687139280737e-08,0.0,0.0
1943,4.645176332473966e-08,2.9032352077962287e-09,1.1612940831184915e-08
1944,4.177142187700156e-08,0.0,0.0
1945,6.099811145077183e-08,0.0,0.0
1946,4.733175273941015e-08,0.0,1.3921104269343232e-09
1947,5.602809238780537e-08,0.0,3.5762612871081956e-09
1948,7.066726936955092e-08,0.0,2.174377566888097e-09
1949,3.7304630495782476e-08,0.0,5.890204768377316e-09
1950,5.104973510583477e-08,0.0,9.571825110299415e-09
1951,7.036525317971609e-08,0.0,8.529121409139861e-09
1952,6.115985939914026e-08,0.0,3.1634410646574906e-09
1953,5.4946518446286063e-08,0.0,1.0773827385790469e-09
1954,5.374894840315392e-08,0.0,3.9090144454689835e-09
1955,4.3173795205575516e-08,0.0,4.6928039232341234e-09
1956,5.755953580433015e-08,0.0,8.72114158667614e-10
1957,4.8592706747285774e-08,0.0,8.835037701437898e-10
1958,3.722509589465517e-08,0.0,3.3088973783179654e-09
1959,5.1930008737599564e-08,0.0,7.750747821333448e-10
1960,6.3671663497189e-08,6.920833350854139e-10,3.460416619915918e-09
1961,6.531269747256374e-08,0.0,6.948159270159238e-10
1962,5.327243357555744e-08,0.0,6.976152100435229e-09
1963,7.047997740983192e-08,0.0,5.819448034571906e-09
1964,6.327326929067567e-08,0.0,6.083968440151466e-09
1965,4.487075599968193e-08,5.472043373977442e-10,6.0192477668863376e-09
1966,4.597432123887302e-08,0.0,4.985167390003653e-09
1967,3.9442685562107727e-08,0.0,8.874604162656397e-09
1968,4.446501833399452e-08,0.0,2.245707841908029e-09
1969,5.0867686951505675e-08,1.3625273131978588e-09,9.537691525451919e-09
1970,3.311081897550139e-08,0.0,3.6789800095249348e-09
1971,5.1897814046242274e-08,0.0,4.624557625731995e-09
1972,4.3093233870195036e-08,0.0,1.5390440033513642e-09
1973,3.804110448868414e-08,0.0,2.7566018356850464e-09
1974,2.4752514704573514e-08,0.0,2.2502286700643026e-09
1975,4.397839603598186e-08,5.711480177694739e-10,1.1422960355389478e-09
1976,2.742492810625663e-08,0.0,2.285410749536254e-09
1977,2.7620874476497193e-08,0.0,5.876781838942691e-10
1978,2.7326720442033547e-08,0.0,2.3762365408686037e-09
1979,5.793453539126858e-08,0.0,2.3407893401383717e-09
1980,4.150160037852402e-08,0.0,3.97960553399912e-09
1981,3.7320742052315836e-08,1.2651099057237047e-09,4.427884725544118e-09
1982,3.41412622617554e-08,0.0,6.207502289967692e-10
1983,3.915495838668903e-08,0.0,4.4207211225000265e-09
1984,4.5232265932781957e-08,0.0,1.739702604197646e-09
1985,3.609334697785016e-08,0.0,1.8046674155058895e-09
1986,5.095312616276715e-08,0.0,2.997242676272549e-09
1987,2.9943002743948455e-08,0.0,2.4443267410134695e-09
1988,4.137622156008547e-08,0.0,2.99827696004229e-09
1989,3.1831110192115375e-08,0.0,1.6464366536794728e-09
1990,3.5416231725093894e-08,0.0,2.179460389939436e-09
1991,3.3996499837485317e-08,0.0,1.7584396161396398e-09
1992,2.7549720726938176e-08,0.0,1.1019888335184191e-09
1993,3.655877023334142e-08,0.0,4.4313659408601325e-09
1994,3.639699386326356e-08,0.0,1.0549853213248639e-09
1995,3.416144167545099e-08,0.0,1.0844901643380922e-09
1996,3.4163790019192675e-08,0.0,4.804283193493575e-09
1997,3.5002731380018304e-08,0.0,2.3974471297094624e-09
1998,3.814503202193009e-08,0.0,3.814503379828693e-09
1999,3.701862993921168e-08,0.0,4.113180906983871e-09
2000,3.092621980727017e-08,0.0,4.859834756842929e-09
2001,3.1982846593336944e-08,4.3812117822561447e-10,4.381211837767296e-09
2002,3.023042793870445e-08,0.0,6.571832411594869e-09
2003,3.4168767371056674e-08,0.0,2.9168460979889232e-09
2004,3.4357370282123156e-08,0.0,2.2023955992267474e-09
2005,3.602999498752979e-08,0.0,9.007499190971657e-10
2006,4.323784352777693e-08,4.1178899179428186e-10,1.6471559671771274e-09
2007,5.991719120856942e-08,0.0,7.589511241690161e-09
2008,7.109924382575628e-08,0.0,3.8316958494988285e-09
2009,8.91651978918162e-08,0.0,2.860915504498962e-09
2010,9.636537612323082e-08,0.0,3.3066551718974324e-09
2011,1.1663114207749459e-07,0.0,9.942326961720482e-09
2012,1.375318134932968e-07,0.0,3.4042526575461807e-09
2013,1.8073529872708605e-07,0.0,5.578249862026041e-09
2014,1.777830505034217e-07,0.0,5.413613113347537e-09
2015,1.631399442203474e-07,0.0,5.319781060109108e-09
2016,1.8890621333866875e-07,0.0,8.078226088059637e-09
2017,1.4540233905790956e-07,0.0,5.282783988036499e-09
2018,1.794119413034423e-07,0.0,4.904786798931582e-09
2019,1.6402850633312482e-07,0.0,6.632568272380013e-09
