year,nouveaux_ADJ êtres_NOUN,nouveaux_ADJ etres_NOUN,nouveaux_ADJ maîtres_NOUN
1800,1.2576657582030748e-07,0.0,3.9302057075474295e-07
1801,1.1905913055443307e-07,0.0,4.4528113107844547e-07
1802,1.1189200677108602e-07,0.0,3.088219386881974e-07
1803,4.05670562031446e-07,0.0,5.73399745462666e-07
1804,4.943701981119375e-08,0.0,3.336998872782715e-07
1805,1.648869130121966e-07,2.842877711017877e-09,4.6338905690390675e-07
1806,8.35684019762084e-08,0.0,3.169836020333605e-07
1807,1.195721210933698e-07,0.0,5.323806249180052e-07
1808,1.359644414833383e-07,2.2660739951163578e-09,6.345007363961486e-07
1809,7.90660692473466e-08,2.259030518203531e-09,6.528597964461369e-07
1810,5.3822915901946544e-08,0.0,5.265285381028662e-07
1811,3.259199843341776e-08,1.2535384286138651e-08,4.3372426716814516e-07
1812,1.0935553973467904e-07,0.0,6.668020660072216e-07
1813,4.601186631703058e-08,0.0,4.284854924208048e-07
1814,5.664018942752591e-08,0.0,5.821352715429384e-07
1815,1.4025562222741428e-07,0.0,5.933891884524201e-07
1816,5.3304887615013286e-08,0.0,4.7279118575715984e-07
1817,4.483795521537104e-07,0.0,4.981994834452053e-07
1818,2.22926018977887e-07,0.0,5.75792853396706e-07
1819,1.2835302243274782e-07,2.070210003424222e-09,8.405052653870371e-07
1820,1.4714436247231788e-07,1.1866481131050932e-09,6.004439683238161e-07
1821,1.0058717947458717e-07,0.0,6.538166985592397e-07
1822,1.1429202118051762e-07,0.0,3.9500926618529775e-07
1823,1.0574474629265751e-07,0.0,6.354567858579685e-07
1824,6.736890156844311e-08,1.6842225392110777e-09,5.810567813568923e-07
1825,7.748789698780456e-08,0.0,5.142378540767822e-07
1826,5.372870504061211e-08,0.0,5.320022751220677e-07
1827,6.636436467033491e-08,0.0,5.511929543899896e-07
1828,7.154395120778645e-08,0.0,4.888836429017829e-07
1829,6.001223340490469e-08,0.0,4.878137360719847e-07
1830,1.3776623575267877e-07,0.0,5.823754349876253e-07
1831,7.483778574624012e-08,0.0,5.924658239564451e-07
1832,7.982681893281551e-08,0.0,4.3566501517489087e-07
1833,1.1004446776041732e-07,0.0,5.131547595738084e-07
1834,7.000897994657862e-08,9.334530925997342e-10,5.218003025220241e-07
1835,9.983276072489389e-08,0.0,5.301724854689382e-07
1836,7.325617445985699e-08,0.0,5.390041337705043e-07
1837,5.914207434898344e-08,6.957890930081589e-10,4.529586874468805e-07
1838,7.763959075646198e-08,0.0,5.504205091710901e-07
1839,4.055055669027752e-08,0.0,5.767967081737879e-07
1840,7.96211097053856e-08,6.369688665408546e-10,6.548040119014331e-07
1841,4.943822418113086e-08,0.0,5.939007223787485e-07
1842,9.324488559059319e-08,0.0,5.70202530525421e-07
1843,8.565021403228457e-08,1.7720733769266417e-09,6.279046260715404e-07
1844,5.708103856250091e-08,5.488561272137815e-10,6.064860258447879e-07
1845,5.970844085823046e-08,5.580227946389016e-10,5.094748303235974e-07
1846,1.293844746896866e-07,0.0,6.410679134205566e-07
1847,8.305564591637449e-08,0.0,6.21838694314647e-07
1848,7.562508130831702e-08,1.6090443422100975e-09,5.108715868118452e-07
1849,8.798385664476882e-08,0.0,5.38796371074568e-07
1850,4.616517301769818e-08,0.0,5.533031526283594e-07
1851,7.739326690625603e-08,0.0,6.404292776096554e-07
1852,6.640756566866912e-08,1.3021090872200602e-09,4.759208707127982e-07
1853,5.852493245583901e-08,0.0,6.646760084549896e-07
1854,6.234797211845944e-08,5.195664454227256e-10,5.216447220846021e-07
1855,7.695058457102277e-08,1.0613874223963649e-09,5.354699510462524e-07
1856,6.316170697573398e-08,1.5531567143511893e-09,4.819963237423508e-07
1857,1.0788134829908813e-07,0.0,4.6081444793344417e-07
1858,7.29157747514364e-08,4.893676019968041e-10,5.466235961648636e-07
1859,9.726051075631403e-08,5.092173349652285e-10,6.869341859783162e-07
1860,6.087654469411063e-08,0.0,5.0120161176892e-07
1861,9.573406600793533e-08,0.0,5.338470714377763e-07
1862,8.990792821350624e-08,4.517986262886353e-10,5.313152087182971e-07
1863,6.542953201460477e-08,0.0,4.3752879719249904e-07
1864,8.055143041474366e-08,9.589455896019672e-10,4.5454021346813533e-07
1865,6.071829261600215e-08,4.706844358715045e-10,4.330296690113755e-07
1866,8.076917623611735e-08,0.0,3.63461282404387e-07
1867,5.483676801532056e-08,1.455843445796745e-09,5.207066919865611e-07
1868,1.0324336585654237e-07,4.93987406535723e-10,4.075396020652988e-07
1869,1.1134423516523384e-07,0.0,4.4440022861635953e-07
1870,5.9060702994884196e-08,0.0,4.5241645807436726e-07
1871,3.823623728749226e-08,0.0,4.4821368305747455e-07
1872,5.744972497723211e-08,0.0,5.35189542461012e-07
1873,4.19020302899753e-08,0.0,3.507798567170539e-07
1874,5.138164027584935e-08,5.974609140757536e-10,4.1762518776522484e-07
1875,6.122034079680816e-08,0.0,5.332463501872553e-07
1876,6.166935406781704e-08,6.04601479992084e-10,4.087106049155409e-07
1877,5.257093604882357e-08,0.0,4.5458398290065816e-07
1878,5.012443438090486e-08,6.039088673581716e-10,4.831271098737489e-07
1879,5.315112971970848e-08,6.10932526790009e-10,5.528939368559804e-07
1880,3.016387850607316e-08,0.0,4.1459287558609503e-07
1881,4.044054335849978e-08,0.0,4.866810172643454e-07
1882,3.5939081044489285e-08,0.0,4.818498950953654e-07
1883,5.8769852984141835e-08,0.0,5.567337666434469e-07
1884,3.8289840631478e-08,0.0,5.030493070989905e-07
1885,2.2559724754955823e-08,0.0,4.2025544644275215e-07
1886,3.9366128135043255e-08,0.0,4.4335297388897743e-07
1887,2.285123557044244e-08,0.0,3.754131796540605e-07
1888,3.61415040117663e-08,0.0,4.5842645590710163e-07
1889,2.192797943223468e-08,0.0,4.197641487735382e-07
1890,3.6704562944578356e-08,0.0,4.194807274870982e-07
1891,3.952016314201501e-08,0.0,3.843654781121586e-07
1892,2.6954603882245465e-08,6.268512375839919e-10,4.080801545569557e-07
1893,7.328515749804865e-08,0.0,4.729664055957983e-07
1894,3.843938856107343e-08,0.0,4.852185497838946e-07
1895,3.611168608586013e-08,0.0,4.917208116239635e-07
1896,4.009979548413867e-08,5.89702897624278e-10,4.2163756575064326e-07
