year,nouveaux_ADJ êtres_NOUN,nouveaux_ADJ etres_NOUN,nouveaux_ADJ maîtres_NOUN
1897,1.7480140002135158e-08,5.826713556089658e-10,3.4785480806931446e-07
1898,1.810673566637888e-08,5.6583548957434e-10,4.2154744051003945e-07
1899,3.8693048765026106e-08,0.0,3.8969426441326505e-07
1900,2.7512582434496835e-08,0.0,4.183988835393393e-07
1901,1.956058603980182e-08,0.0,3.8729959328520636e-07
1902,1.5221880644844532e-08,2.946170252204894e-09,3.2849797548806237e-07
1903,4.75219366080637e-08,0.0,4.347177195995755e-07
1904,3.278521276683932e-08,0.0,4.4770627027901355e-07
1905,1.8062657147766004e-08,5.160759042333041e-10,4.44857420234257e-07
1906,4.73264982758792e-08,0.0,4.2336637307016645e-07
1907,2.674278576364486e-08,0.0,3.9137037788350426e-07
1908,2.357466755142923e-08,0.0,3.103997983089357e-07
1909,2.9705311987981986e-08,0.0,3.614146066865942e-07
1910,3.4202564336283103e-08,0.0,3.7248730677674757e-07
1911,4.5223181643905264e-08,0.0,4.2403382849443005e-07
1912,3.334029585744247e-08,0.0,3.834134076896589e-07
1913,2.4924052155483878e-08,0.0,3.791637652739155e-07
1914,1.6741859454327823e-08,0.0,4.774778403771052e-07
1915,1.8849219074468238e-08,0.0,4.771208637066593e-07
1916,2.307367097387214e-08,0.0,3.746724530628853e-07
1917,2.9609346086090227e-08,0.0,4.660730326122575e-07
1918,1.378365155346728e-08,0.0,5.364137791730172e-07
1919,2.8544329566670967e-08,9.207848372660976e-10,5.791736725768715e-07
1920,2.7260034229925623e-08,0.0,5.292989726513042e-07
1921,1.8931869405491852e-08,0.0,4.801121917807905e-07
1922,2.3609393551282665e-08,0.0,4.987484203411441e-07
1923,2.9724654737606215e-08,0.0,4.0340603391086916e-07
1924,2.4494086758863887e-08,0.0,4.0479702079210256e-07
1925,2.74954441437103e-08,0.0,3.99233869075033e-07
1926,1.3375366592072169e-08,0.0,4.7148165549515397e-07
1927,3.9022285847067906e-08,0.0,4.0917655041994294e-07
1928,4.570416578530967e-08,0.0,4.5589905539600295e-07
1929,5.124586976990031e-08,0.0,5.447658963930735e-07
1930,1.995684684175103e-08,0.0,5.06273693190451e-07
1931,4.676196141417677e-08,0.0,4.7674390657448384e-07
1932,1.8631212128639163e-08,0.0,4.5482076416192285e-07
1933,1.7205993074753678e-08,0.0,4.5997356323823624e-07
1934,1.7972370258689807e-08,0.0,4.5530003944804776e-07
1935,1.9149254626427137e-08,0.0,5.230140232015401e-07
1936,2.424942913137329e-08,0.0,4.728638600681734e-07
1937,2.1404900962807005e-08,0.0,6.396288085852575e-07
1938,3.630260181353151e-08,1.2965214457594243e-09,5.575042223426863e-07
1939,2.7529290846928234e-08,0.0,5.827033078276145e-07
1940,1.0143131667916805e-08,0.0,7.784853437442507e-07
1941,2.3612020783048138e-08,0.0,5.401249723036017e-07
1942,3.944475324146879e-08,0.0,5.461581054078124e-07
1943,3.4838823381733164e-08,0.0,5.022596951675951e-07
1944,4.819779064746399e-08,0.0,6.908350087542203e-07
1945,4.357008265287732e-08,0.0,6.186951395648066e-07
1946,4.1763314584386535e-08,0.0,5.192571848056104e-07
1947,5.8412268799656886e-08,0.0,5.924673018853355e-07
1948,2.0656587551570738e-08,0.0,5.175018600311887e-07
1949,2.6505922789965553e-08,0.0,4.7023470983731386e-07
1950,2.7651939404904624e-08,0.0,4.977349021828559e-07
1951,2.5587365115598004e-08,0.0,5.106811613586615e-07
1952,3.268889159357968e-08,0.0,4.6713481083315855e-07
1953,2.1547654327491728e-08,0.0,5.192984531277034e-07
1954,3.322662323057557e-08,0.0,4.720134825220157e-07
1955,1.8771215692936494e-08,0.0,4.570790963498439e-07
1956,3.401245152190313e-08,0.0,4.212311353057885e-07
1957,2.1204090927540165e-08,0.0,5.018301294512639e-07
1958,2.7298403537656668e-08,8.272243445794913e-10,4.210571944440744e-07
1959,2.8677767716089875e-08,0.0,4.828715987059695e-07
1960,2.9759583242139342e-08,0.0,3.778775123919331e-07
1961,3.126671543896009e-08,0.0,4.7178002660075435e-07
1962,3.424656469519505e-08,0.0,5.117958608025219e-07
1963,3.297687101166957e-08,0.0,4.2805271505130804e-07
1964,2.007709554163739e-08,6.083968329129164e-10,5.013189934288675e-07
1965,3.3926667697414814e-08,3.2832261354087677e-09,4.804454079021525e-07
1966,3.1572724878969893e-08,1.1078149508847446e-09,5.223347443461535e-07
1967,4.289391952738697e-08,0.0,4.881032396042428e-07
1968,3.09907690621003e-08,0.0,4.989963144907961e-07
1969,2.043791091921321e-08,2.2708789015890574e-09,4.909639983452507e-07
1970,3.311081897550139e-08,0.0,5.081591325506452e-07
1971,2.7747345754391972e-08,2.0553589941130213e-09,4.552620112008299e-07
1972,3.283293992240033e-08,0.0,4.540179929790611e-07
1973,2.260413545229767e-08,5.513203782392395e-10,5.033555225963937e-07
1974,2.025205780853412e-08,5.625571675160757e-10,5.192402454667899e-07
1975,2.7415104852934746e-08,1.1422960355389478e-09,5.368791562432307e-07
1976,2.628222439682304e-08,0.0,5.393569608713733e-07
1977,1.645498848290572e-08,0.0,5.459530143525626e-07
1978,1.9603952239322098e-08,5.940591352171509e-10,5.477225499816996e-07
1979,2.2822696621460636e-08,5.851973350345929e-10,5.377963248065498e-07
1980,3.354238842234736e-08,2.2740602734216964e-09,6.282091362663778e-07
1981,2.5934753011824796e-08,1.897664858585557e-09,5.629739234791487e-07
1982,1.8622506203769262e-08,2.483000915987077e-09,6.629612698816345e-07
1983,2.5261265079734585e-08,0.0,5.450118010230653e-07
1984,2.8995042811175153e-08,5.799008495621649e-10,6.175944236019859e-07
1985,1.9851341903631692e-08,0.0,5.997511607347406e-07
1986,2.6975184752586756e-08,5.994485463567401e-10,5.185229952076043e-07
1987,3.360949207831254e-08,6.110816852533674e-10,5.444737780635478e-07
1988,3.058242370457265e-08,0.0,5.504836622094444e-07
1989,2.798942233539492e-08,5.488122178931576e-10,5.90521949561662e-07
1990,2.5608660081388734e-08,5.44865097484859e-10,6.189667374201235e-07
1991,2.05151273746651e-08,2.344586080837985e-09,5.744236091231869e-07
1992,3.305966345124034e-08,0.0,5.86258067869494e-07
1993,2.2710750613441633e-08,0.0,5.505972353603283e-07
1994,4.6946848186735224e-08,5.274926606624319e-10,5.390975275076926e-07
1995,2.982347879765257e-08,1.0844901643380922e-09,6.295465482253348e-07
1996,2.3487604750016544e-08,5.338092190498855e-10,6.77403875215532e-07
1997,2.8289877107567918e-08,0.0,6.962187057979463e-07
1998,3.766822231909828e-08,4.768129224785866e-10,5.893408001611533e-07
1999,4.844413226123834e-08,0.0,6.571949029421376e-07
2000,4.285490717848006e-08,0.0,6.900964990563807e-07
2001,3.329720854594598e-08,2.628727069353687e-09,6.733922646162682e-07
2002,3.9430993581390794e-08,0.0,6.330865289783105e-07
2003,5.0003073681637034e-08,4.1669229178253886e-10,7.158773769333493e-07
2004,3.655976854588516e-08,0.0,7.245881761264172e-07
2005,3.873224585504431e-08,4.5037495954858286e-10,6.305249371507671e-07
2006,3.500206346984669e-08,1.2353669198716943e-09,6.889229666739993e-07
2007,3.674920989737984e-08,0.0,6.395161449290754e-07
2008,4.342588511008216e-08,0.0,6.096653351050918e-07
2009,4.196009228962794e-08,1.907277002999308e-09,6.060372470528819e-07
2010,3.117703428756613e-08,0.0,5.404019134402915e-07
2011,4.397567821001758e-08,0.0,5.12029828314553e-07
2012,3.43829533733242e-08,3.404252713057332e-10,4.922549692309985e-07
2013,4.490491178898992e-08,0.0,4.7498798494416405e-07
2014,4.157654842629199e-08,0.0,5.394123832047626e-07
2015,4.078498605508685e-08,0.0,4.399902024943003e-07
2016,5.136923419968298e-08,0.0,4.693656592280604e-07
2017,3.8740413543791874e-08,0.0,4.102961952412443e-07
2018,4.181976009931532e-08,0.0,3.887688819759205e-07
2019,4.5152482641697134e-08,2.55098775436835e-10,4.109641338345682e-07
