year,bons_ADJ archers_NOUN,bons_ADJ marchés_NOUN
1800,3.144164484325529e-09,4.087413785214267e-08
1801,0.0,2.3811825400343878e-08
1802,0.0,2.2378401354217203e-09
1803,3.900678446910888e-09,6.046051481689574e-08
1804,1.2359254952798437e-08,3.707776485839531e-08
1805,0.0,1.7057265822018053e-08
1806,0.0,3.458002950651462e-08
1807,0.0,1.1387820464392462e-08
1808,0.0,2.2660739951163578e-09
1809,4.518061036407062e-09,2.710836710662079e-08
1810,0.0,2.106114038724627e-08
1811,1.7549536934780008e-08,1.0028307073639553e-08
1812,1.600324850414836e-08,8.00162425207418e-09
1813,0.0,1.7254450312975678e-08
1814,3.1466772298927026e-08,2.2026739543434815e-08
1815,0.0,5.394447111228828e-09
1816,0.0,4.6352077731626196e-09
1817,0.0,2.6466848268569265e-08
1818,2.384235475716423e-09,4.410835785506606e-08
1819,0.0,3.415846450138815e-08
1820,0.0,2.3732962262101864e-08
1821,1.97229765852569e-09,3.4515210245444905e-08
1822,0.0,5.213320264374488e-08
1823,0.0,4.15072847204101e-08
1824,3.115811608722652e-08,2.4421225930382207e-08
1825,0.0,9.333769668273817e-08
1826,6.1655889282974385e-09,4.315912249808207e-08
1827,0.0,4.7929820112813104e-08
1828,7.337841001486822e-09,3.3020285172824515e-08
1829,1.971830521085849e-08,3.600733933240008e-08
1830,8.349468672008697e-09,4.279102583382155e-08
1831,1.5591206103948707e-09,6.080570358335535e-08
1832,2.705993829010822e-08,2.3000948701223933e-08
1833,0.0,5.444305273272221e-08
1834,2.8003592777992026e-09,1.6802156110884425e-08
1835,6.050470346963266e-09,1.9664028627630614e-08
1836,9.409050427677812e-09,2.8899226123257904e-08
1837,6.957890930081589e-10,4.383471363667013e-08
1838,9.468243078458727e-09,2.0830134062066463e-08
1839,9.788065469251706e-09,2.1673573158409454e-08
1840,4.458782232319436e-09,2.165694112932215e-08
1841,1.926164561183441e-09,3.0818632978935057e-08
1842,1.0733224087289273e-08,2.2808102073668124e-08
1843,0.0,2.658109998776581e-08
1844,1.2623690537338916e-08,1.920996517412732e-08
1845,1.1160455892778032e-09,2.622707206967334e-08
1846,5.854501328173001e-09,1.7563504428608212e-08
1847,5.393223645455691e-10,3.5055954583640414e-08
1848,7.24069959545659e-09,2.896279838182636e-08
1849,1.6758829879393033e-09,2.6814127807028854e-08
1850,2.0366988096043315e-09,2.3761487000228954e-08
1851,5.8044946626978344e-09,4.321124080775007e-08
1852,1.3021090872200602e-08,2.3437962681782665e-08
1853,1.7915795513800958e-09,1.4332636411040767e-08
1854,4.676098175337984e-09,3.16935526711859e-08
1855,4.2455496895854594e-09,3.02495415382964e-08
1856,1.5531567143511893e-09,3.1063134287023786e-08
1857,1.2691923956253959e-08,5.0767695825015835e-08
1858,0.0,4.79580251067091e-08
1859,7.129042689513199e-09,3.8700516569178944e-08
1860,2.288591982591015e-09,2.0139609091529564e-08
1861,9.431927461278633e-10,3.819930682880113e-08
1862,1.3553959066214816e-09,3.207770404856092e-08
1863,4.994620717013731e-09,1.9479021062807078e-08
1864,5.753673537611803e-09,3.452204211384924e-08
1865,1.882737743486018e-09,4.094954419997521e-08
1866,4.865612912574591e-10,2.8220554781910323e-08
1867,7.76449837758264e-09,3.979305418511103e-08
1868,0.0,2.321740844024589e-08
1869,9.767038733343725e-09,2.3440891894210836e-08
1870,9.17447806614291e-09,1.77755516972411e-08
1871,0.0,1.805600113868877e-08
1872,0.0,4.656451224605007e-08
1873,0.0,3.6514627765882324e-08
1874,1.1949218281515073e-09,1.9716210886144836e-08
1875,5.721527140956084e-10,3.6045619822289154e-08
1876,3.02300739996042e-09,4.232210315535667e-08
1877,1.36065949618569e-08,2.9068635498674666e-08
1878,1.1474268646338714e-08,4.166971123709118e-08
1879,1.1607718342077078e-08,4.459807456669296e-08
1880,1.2835692508872398e-09,3.273101611966922e-08
1881,1.3945015142624584e-09,2.9284532132578533e-08
1882,5.989846840748214e-09,1.5972924316542958e-08
1883,3.159669414998234e-09,2.0221884611260066e-08
1884,6.601696966868076e-10,2.970763546272792e-08
1885,1.0313017106966527e-08,9.66845359329227e-09
1886,3.872078213618124e-09,1.677900662855336e-08
1887,0.0,7.1818169189441505e-09
1888,2.53624587998047e-09,3.9311810695608074e-08
1889,1.8795409673089125e-09,2.6940087494153886e-08
1890,0.0,3.47382496102e-08
1891,0.0,2.1672347472190268e-08
1892,6.268512375839919e-10,2.7581453565517222e-08
1893,0.0,1.4164357686752282e-08
1894,0.0,1.071261657159539e-08
1895,2.4074457982692365e-09,1.3240951446391591e-08
1896,0.0,1.8280790214930676e-08
1897,2.330685422435863e-09,2.0393496669157685e-08
1898,3.960848538042683e-09,9.05336783318944e-09
1899,1.6582735185011188e-09,1.713549302451156e-08
1900,5.19105292084987e-09,9.863001082521805e-09
1901,4.470991132876634e-09,1.5089595351014395e-08
1902,4.910283846193408e-10,1.1293653123800595e-08
1903,1.0800440541913758e-09,4.320176216765503e-09
1904,5.374625189347171e-10,1.5586412160928376e-08
1905,5.160759042333041e-10,1.3417973399043603e-08
1906,0.0,2.211999294843281e-08
1907,4.114274698707732e-09,1.0799970695529737e-08
1908,9.822778146428846e-10,1.5225305460830896e-08
1909,1.1001967115120692e-09,2.7504918342913243e-09
1910,0.0,1.7101282168141552e-08
1911,2.128149656499545e-09,5.852411444351446e-09
1912,1.5628263128064646e-09,9.897900277167082e-09
1913,0.0,1.0075680734189518e-08
1914,6.696743715117748e-10,1.1384464038144415e-08
1915,3.534228465440492e-09,2.1205371680821372e-08
1916,2.197492410260793e-09,5.493730803607377e-09
1917,0.0,2.3029491202919417e-08
1918,0.0,1.033773866510046e-08
1919,9.207848372660976e-10,5.524709134618888e-09
1920,0.0,1.2115570768855832e-08
1921,0.0,3.0290989716519334e-09
1922,0.0,7.377935595798135e-09
1923,1.0615948120573648e-09,7.431163684401554e-09
1924,3.867487219366694e-09,1.4180787211159895e-08
1925,2.1996355847875293e-09,9.898360353588487e-09
1926,2.229227691330493e-09,4.458455382660986e-09
1927,7.804457524684949e-09,1.0034302277972529e-08
1928,2.2852082448565625e-09,6.8556245125250825e-09
1929,0.0,7.798284684668033e-09
1930,0.0,1.0503603542488804e-09
1931,2.2810713318222042e-09,1.3686427990933225e-08
1932,0.0,7.6716757391182e-09
1933,0.0,2.6382522833046096e-08
1934,0.0,7.188948103475923e-09
1935,0.0,5.98414207075848e-09
1936,0.0,4.849885826274658e-09
1937,0.0,1.3850230295986421e-08
1938,1.2965214457594243e-09,1.6854778905894818e-08
1939,0.0,6.117620188206274e-09
1940,0.0,7.607348528892999e-09
1941,0.0,1.1806010391524069e-08
1942,0.0,1.517105907566929e-08
1943,2.9032352077962287e-09,1.1612940831184915e-08
1944,6.4263723231761105e-09,3.2131861615880553e-09
1945,0.0,8.714016175304096e-09
1946,0.0,1.2528993842408909e-08
1947,0.0,8.344609447874518e-09
1948,0.0,1.9569398546082084e-08
1949,1.9634016634739737e-09,1.0798709482173763e-08
1950,2.1270722960764488e-09,1.4889506516624351e-08
1951,5.330700769690111e-09,9.595261474260042e-09
1952,8.435843135146115e-09,5.272402070488624e-09
1953,0.0,1.8315507332999914e-08
1954,0.0,1.7590565448699635e-08
1955,7.508486277174597e-09,1.0324168187025862e-08
1956,1.744228317335228e-09,6.104799332717903e-09
1957,1.7670075402875796e-09,1.7670075402875796e-09
1958,0.0,1.3235589513271862e-08
1959,7.750747821333448e-10,5.425523585955716e-09
1960,1.3841666701708277e-09,1.2457499920515147e-08
1961,0.0,1.042223907177231e-08
1962,6.341956404476434e-10,2.3465238641051656e-08
1963,2.5864212993553792e-09,7.1126584622049904e-09
1964,1.2167936658258327e-09,1.520992043424485e-08
1965,2.73602163147757e-09,1.0396882466068291e-08
1966,1.1078149508847446e-09,1.1078149952936656e-08
1967,4.930335695263466e-09,7.395503320850594e-09
1968,4.491415683816058e-09,9.431973424511852e-09
1969,1.3625273131978588e-09,9.991866889436096e-09
1970,0.0,1.2876429700270364e-08
1971,5.138397263237948e-09,4.624557625731995e-09
1972,2.565073486948677e-09,1.0260293947794707e-08
1973,0.0,1.598829157956061e-08
1974,5.625571675160757e-10,9.00091468025721e-09
1975,0.0,1.028066431985053e-08
1976,3.9994687561772935e-09,4.570821499072508e-09
1977,1.1753563677885381e-09,1.469195431980097e-08
1978,1.1881182704343018e-09,4.752473081737207e-09
1979,4.096381456264453e-09,8.777959692451986e-09
1980,5.685150683554241e-10,1.1370301145063877e-08
