year,bons_ADJ archers_NOUN,bons_ADJ marchés_NOUN
1981,4.427884725544118e-09,3.795329828193417e-09
1982,0.0,1.6139505731871395e-08
1983,6.315316047889041e-10,1.0104505676622466e-08
1984,0.0,6.958810416790584e-09
1985,6.015558051686298e-10,1.2031115659283387e-08
1986,1.1988970927134801e-09,1.3187867686781374e-08
1987,0.0,1.8943532964499354e-08
1988,3.597932174415064e-09,8.994830658082265e-09
1989,1.6464366536794728e-09,1.5366742545097622e-08
1990,1.089730194969718e-09,7.083246433836621e-09
1991,0.0,1.4653663171770859e-08
1992,1.65298330578878e-09,7.162927584403178e-09
1993,0.0,8.862731881720265e-09
1994,1.5824779264761446e-09,7.912389854425328e-09
1995,2.7112254663563817e-09,6.506940763983948e-09
1996,5.338092190498855e-10,1.014237493990322e-08
1997,2.3974471297094624e-09,9.58978851883785e-09
1998,1.9072516899143466e-09,9.536258005482523e-09
1999,1.8280804647829996e-09,1.2339542720951613e-08
2000,1.3254094488601709e-09,5.3016377954406835e-09
2001,0.0,6.571817756650944e-09
2002,4.381221607729913e-09,1.1829298429688606e-08
2003,0.0,1.5000923170305214e-08
2004,3.523833003171717e-09,9.690540814233373e-09
2005,1.3511248786457486e-09,1.4862373554080932e-08
2006,4.1178899179428186e-10,1.317724773741702e-08
2007,3.994479469415779e-10,1.6377365241737607e-08
2008,1.2772318758180745e-09,1.5326783397995314e-08
2009,0.0,1.5258216023994464e-08
2010,2.3618964561933353e-09,1.2281861749841028e-08
2011,1.911985902935953e-09,1.4531093661673822e-08
2012,1.3617010852229328e-09,2.008509092377153e-08
2013,3.3469500504423877e-09,2.091843853690989e-08
2014,1.7323561474213989e-09,2.0571729208995748e-08
2015,1.994917786518613e-09,2.1722438958704515e-08
2016,2.0713399884186856e-09,1.8434926474242275e-08
2017,3.2702947017071438e-09,1.2326495379966218e-08
2018,1.5488800242380307e-09,1.755397427416483e-08
2019,1.2754939326953263e-09,1.5305927192343916e-08
