year,des_DET oies_NOUN,des_DET mois_NOUN
1962,1.3888884398127743e-07,4.160323555879586e-06
1963,1.5065903680167025e-07,4.187416159595614e-06
1964,1.8981980876020543e-07,3.865145181691787e-06
1965,1.4665075670494687e-07,3.833713506651293e-06
1966,1.5287846633071922e-07,4.265087440558091e-06
1967,1.0846737996672573e-07,3.976808727657044e-06
1968,1.4642015400134767e-07,4.179711382334972e-06
1969,1.8348700825399078e-07,3.7900969473980695e-06
1970,1.292241685324491e-07,3.794867829753912e-06
1971,1.8755150177351965e-07,3.865102520705932e-06
1972,1.2671462146229828e-07,3.7260255822957333e-06
1973,1.2735500609650785e-07,3.6221748516140906e-06
1974,1.3895161798949118e-07,3.643120152219126e-06
1975,1.1537190047761214e-07,3.70389498982604e-06
1976,1.3826734579502897e-07,3.56124130007629e-06
1977,1.53384004442092e-07,3.765254021459441e-06
1978,1.5207913484083235e-07,3.6510873613337935e-06
1979,1.3576577662099965e-07,3.759892855725866e-06
1980,1.3928618591840802e-07,3.779488068289538e-06
1981,1.448550888683009e-07,3.992054473656026e-06
1982,1.4463480058068967e-07,4.021840716461611e-06
1983,1.0925496984892646e-07,3.912338257805459e-06
1984,1.6121243034961097e-07,4.14861052888682e-06
1985,1.3354538586085596e-07,4.115844646435107e-06
1986,1.1569356783702744e-07,3.949167009409393e-06
1987,1.3504905882477658e-07,3.89809017775633e-06
1988,1.3132452536535055e-07,4.2911339193096865e-06
1989,1.388494883514113e-07,4.145727643845021e-06
1990,1.482033047395248e-07,4.269562964509532e-06
1991,1.6587946483070937e-07,4.231977783319962e-06
1992,1.6089037568889353e-07,4.333020044100522e-06
1993,1.5952916765371583e-07,4.567630483620633e-06
1994,1.5455535029573753e-07,4.645100389666368e-06
1995,1.6538474323368746e-07,4.410621571082629e-06
1996,1.4306086804083407e-07,4.109263514351369e-06
1997,1.246672529653381e-07,4.043054893543285e-06
1998,1.5162651001432437e-07,4.457247428035771e-06
1999,1.3710602941863215e-07,4.123235342490261e-06
2000,1.3828438072405191e-07,4.205082333896826e-06
2001,1.5903799188698997e-07,4.090737284911938e-06
2002,1.8313505278921838e-07,4.194143556901508e-06
2003,1.6501014521441704e-07,4.57069783976749e-06
2004,1.4932242076159952e-07,4.71312648642197e-06
2005,1.5132599084921594e-07,4.407819645280142e-06
2006,1.6512738998386567e-07,4.913054681310314e-06
2007,1.4340181364591587e-07,5.486018167744078e-06
2008,1.8008970226190968e-07,5.748820854023506e-06
2009,1.8738996199196833e-07,6.442781511850626e-06
2010,1.9603741474583103e-07,7.74796515656817e-06
2011,2.661484601595987e-07,8.03607679245033e-06
2012,2.6042533352033104e-07,9.492077509776209e-06
2013,2.8058596573954375e-07,9.788155040268975e-06
2014,2.6743247116822744e-07,1.1352346149351433e-05
2015,3.189651867074872e-07,9.896787076968394e-06
2016,2.730026037733868e-07,9.730327207080336e-06
2017,2.098019905583115e-07,1.0895615531580916e-05
2018,2.689888269902241e-07,1.19705188694752e-05
2019,2.9361868286725823e-07,1.1262611025131264e-05
