year,des_DET oies_NOUN,des_DET mois_NOUN
1800,3.772997354545282e-07,1.2828191260361166e-06
1801,4.643306181772999e-07,1.533481622573163e-06
1802,4.1400042505301826e-07,1.3785095518414892e-06
1803,4.5442904728076883e-07,1.3457341043743298e-06
1804,3.3617172467970136e-07,1.3224402577449723e-06
1805,4.0368864784312564e-07,1.3674242147487803e-06
1806,1.9595349609602408e-07,1.1555492847037385e-06
1807,2.9893028363758845e-07,1.0960776908319758e-06
1808,2.809931678449118e-07,1.0718530347730848e-06
1809,5.195770000909761e-07,1.2966834868066712e-06
1810,3.9314129374190543e-07,1.301110467366584e-06
1811,3.183987451471637e-07,1.2786091847516445e-06
1812,1.520308643421231e-07,1.3015976492170012e-06
1813,2.0705340375570813e-07,1.2739535435457583e-06
1814,3.27254436438551e-07,1.1139236892887538e-06
1815,2.751168040049379e-07,1.3809784671359182e-06
1816,2.2248996955909206e-07,1.346527824352961e-06
1817,1.9149542329621738e-07,1.5739990484320288e-06
1818,3.31408723130977e-07,1.4686891014470405e-06
1819,2.1944226169523517e-07,1.341496027151834e-06
1820,2.385162769513727e-07,1.6648673266672631e-06
1821,2.790801291174816e-07,1.4220266679743077e-06
1822,2.1254305693219067e-07,1.2963121349685025e-06
1823,2.15442573114899e-07,1.0604122993029819e-06
1824,1.5158002586446173e-07,1.1654820406548083e-06
1825,2.4391076713925486e-07,1.331383042924017e-06
1826,2.3164998708136153e-07,1.3458599568139107e-06
1827,2.2582319425534791e-07,1.0397083984869937e-06
1828,2.1830077412410276e-07,1.2171643910541263e-06
1829,2.3490502504275312e-07,1.2053885090068661e-06
1830,2.536151120224872e-07,1.4726375034967987e-06
1831,3.3053355763534853e-07,1.616808129156766e-06
1832,2.1783250325757564e-07,1.394939861398825e-06
1833,3.475088590221276e-07,1.7977791735290793e-06
1834,2.623003139134994e-07,1.528996147470707e-06
1835,2.6243915129953166e-07,1.6230386563620414e-06
1836,2.473235943822871e-07,1.619028655142074e-06
1837,2.9710193816256947e-07,1.8153136878140685e-06
1838,2.1650715620324945e-07,1.5995017790260135e-06
1839,2.481973737644694e-07,1.6905386637233732e-06
1840,1.9427551034567614e-07,1.549745267226399e-06
1841,2.2471919214339664e-07,1.5794549463876706e-06
1842,2.508891068231378e-07,1.5831505777441635e-06
1843,1.8665839540688012e-07,2.153659771408911e-06
1844,2.3820356265247256e-07,1.6723646645289136e-06
1845,2.985421990731041e-07,1.723732468761341e-06
1846,1.8266044810033577e-07,1.5801299220186138e-06
1847,2.3244794267185398e-07,1.606101978524066e-06
1848,2.260707319123867e-07,1.6798422421970827e-06
1849,1.9188860278518405e-07,2.0370357951549067e-06
1850,1.8058729089887038e-07,1.936221666554161e-06
1851,2.4636856132964624e-07,1.6317079953864777e-06
1852,1.5950836518285882e-07,1.842484309122483e-06
1853,2.573902571079145e-07,1.9289339512340575e-06
1854,1.8860262152031737e-07,1.7530171909641012e-06
1855,2.2819829226250476e-07,1.8579587184319735e-06
1856,1.8948512314764798e-07,1.8415261884285883e-06
1857,1.6694761151292425e-07,2.104418530990415e-06
1858,1.942789422115787e-07,2.0719824647130736e-06
1859,2.2762014584287726e-07,2.054182751010103e-06
1860,2.1970482655397916e-07,2.0318119702267268e-06
1861,2.5371885348235423e-07,2.013244941423409e-06
1862,2.4442305335270476e-07,2.0263169151490956e-06
1863,2.3075147836948418e-07,2.112724695635393e-06
1864,2.1672170014142011e-07,2.3134562248117163e-06
1865,2.1557346707723468e-07,2.24987162411594e-06
1866,1.761351877682671e-07,2.434752730096079e-06
1867,2.4167001555497336e-07,2.1032085655292576e-06
1868,2.4402978426874e-07,2.2412209492728152e-06
1869,2.1389813420480408e-07,2.6834938537945163e-06
1870,2.2534811972008129e-07,2.570574181959273e-06
1871,2.2729319937297987e-07,2.8103634122089716e-06
1872,2.2737995664101618e-07,2.653572462207876e-06
1873,2.789478137366075e-07,2.596130082466175e-06
1874,2.168783148626119e-07,2.605527143373365e-06
1875,2.2428386659001376e-07,2.7388950698536974e-06
1876,2.4788660191177314e-07,2.4619373135692513e-06
1877,2.5172201389978e-07,2.6167955731182246e-06
1878,2.451869884900759e-07,2.537021163817599e-06
1879,2.107717258503783e-07,2.3575886380911015e-06
1880,2.2205747929326947e-07,2.3925731866825117e-06
1881,2.175422397776572e-07,2.7297366074208185e-06
1882,2.549012436681153e-07,2.6694748882505337e-06
1883,2.6414836507004935e-07,2.772925974170448e-06
1884,2.983967073433291e-07,2.8968247391958357e-06
1885,1.946581920653223e-07,2.9230958702441967e-06
1886,2.110282685263698e-07,2.8569484769036535e-06
1887,2.5136359083077764e-07,2.9687020450808177e-06
1888,2.390411708574902e-07,2.924291436556814e-06
1889,2.1802676442028712e-07,3.021048968321338e-06
1890,2.3005895988248426e-07,3.0576213525534968e-06
1891,2.2692223011766544e-07,3.038590634218963e-06
1892,2.0811460554881478e-07,2.980677734853998e-06
1893,2.1492873392148226e-07,3.410531125069838e-06
1894,2.0290956026514095e-07,3.3064176392372246e-06
1895,1.7273423869035298e-07,3.218153167949822e-06
1896,1.8929463729833174e-07,3.3442051687870844e-06
1897,2.1442305975227782e-07,3.7069551410695567e-06
1898,1.8559404235674037e-07,3.3859595944818466e-06
1899,2.2884174910586808e-07,3.397249571435168e-06
1900,2.2944454647344514e-07,3.547565619044235e-06
1901,1.5201369540918108e-07,3.893674431765248e-06
1902,1.5663804786569813e-07,3.389077864568435e-06
1903,1.8900771436847208e-07,3.502042929426352e-06
1904,1.795124813241955e-07,3.5972366632108788e-06
1905,2.1417150541935825e-07,3.65020483883427e-06
1906,2.1142598782830646e-07,3.8123552386082338e-06
1907,2.0571374115263552e-07,3.4302766351856917e-06
1908,2.3329098497448797e-07,3.940407612645913e-06
1909,2.06286882686868e-07,3.718114733430866e-06
1910,2.3353938516379458e-07,3.999027899936891e-06
1911,1.5961122912244718e-07,3.7662929415205326e-06
1912,1.963951848926726e-07,3.924777836061821e-06
1913,2.0310450832283777e-07,3.7269412374030253e-06
1914,2.05590032109626e-07,4.137917784419187e-06
1915,2.2265640298169131e-07,6.4535014274724745e-06
1916,2.0326804528458808e-07,7.495646805466549e-06
1917,2.006855638336802e-07,8.120637133401942e-06
1918,1.780388352301543e-07,6.858515263274967e-06
1919,1.556126307811212e-07,6.049556574794224e-06
1920,2.0672191913817528e-07,5.2967760453270785e-06
1921,1.8098865894877747e-07,5.080556363168398e-06
1922,1.9403969986342418e-07,4.928461045494714e-06
1923,1.7940952901085438e-07,4.1030637589756225e-06
1924,1.753260949755031e-07,4.247790172939858e-06
1925,2.144644692947395e-07,4.32778296755032e-06
1926,1.905989606143521e-07,4.20543826606945e-06
1927,1.97341287533348e-07,4.741765394555841e-06
1928,1.999557204257485e-07,4.584127736961818e-06
1929,1.7267630436634818e-07,4.353670981060986e-06
1930,1.2709360419638216e-07,4.250808153472008e-06
1931,1.6081552534075172e-07,4.234808997694017e-06
1932,1.3699420930990414e-07,4.2807948759104875e-06
1933,1.9156006159093408e-07,4.194821187297748e-06
1934,1.833181748622792e-07,4.424797509727796e-06
1935,1.555876947278989e-07,4.290629661340972e-06
1936,1.4549657834095342e-07,4.492206713280211e-06
1937,1.4353875066319688e-07,4.665009207371895e-06
1938,1.8669909152002617e-07,4.3783528553831275e-06
1939,1.6058752638770102e-07,4.652450115827378e-06
1940,1.5721854085271048e-07,3.74535143876642e-06
1941,3.099077856560939e-07,4.616149936964575e-06
1942,1.9115534288793867e-07,4.581659993618814e-06
1943,2.5548469428926524e-07,5.672921730592861e-06
1944,1.8636479559575037e-07,5.844785420094922e-06
1945,1.655663024457965e-07,6.428765374266732e-06
1946,1.8654280431462666e-07,5.954056234713789e-06
1947,1.5497132821451487e-07,5.59446465331348e-06
1948,1.5764236893645034e-07,5.5348778715824665e-06
1949,1.4431001538195432e-07,4.83094967762554e-06
1950,1.8611882524055545e-07,4.822072853016834e-06
1951,1.7271470653668075e-07,4.95008892187343e-06
1952,1.4868173003890206e-07,4.65658555981463e-06
1953,2.090122475095768e-07,4.696311563634481e-06
1954,1.6515585476994943e-07,4.777792824484095e-06
1955,1.4735403697230254e-07,4.629920546506128e-06
1956,1.447709490065563e-07,4.636158841719862e-06
1957,1.6433170024754418e-07,4.022592769103994e-06
1958,1.5055483104653433e-07,4.324728813287493e-06
1959,1.8601795304107327e-07,4.252060236353827e-06
1960,1.6333167007775984e-07,4.30129794892764e-06
1961,1.8412622465602269e-07,4.494764056062195e-06
