year,pouvons_VERB hériter_VERB,pouvons_VERB mériter_VERB
1800,0.0,6.288328968651058e-09
1801,0.0,1.4287095950749062e-08
1802,1.1189200677108602e-08,1.3427040812530322e-08
1803,0.0,9.751696339321825e-09
1804,0.0,1.2359254952798437e-08
1805,0.0,1.1371510844071508e-08
1806,0.0,5.76333825108577e-09
1807,0.0,3.4163463169534225e-08
1808,0.0,2.039466551195801e-08
1809,0.0,1.3554183553310395e-08
1810,0.0,1.1700633351097167e-08
1811,1.0028307073639553e-08,2.5070768572277302e-08
1812,0.0,2.1337665856435706e-08
1813,0.0,2.8757416004054903e-08
1814,0.0,9.440030979135372e-09
1815,0.0,1.8880564667256294e-08
1816,0.0,3.244645441213834e-08
1817,0.0,6.227493631882908e-09
1818,0.0,1.5497530370112145e-08
1819,0.0,1.8631890696951814e-08
1820,0.0,2.254631326081835e-08
1821,0.0,2.465372084259343e-08
1822,0.0,2.8071724500478012e-08
1823,0.0,3.261286707356703e-08
1824,0.0,1.3473780313688621e-08
1825,0.0,9.68598712347557e-09
1826,1.7615968683770689e-09,2.6423952803611428e-08
1827,0.0,1.7512819638909605e-08
1828,0.0,1.3758452155343548e-08
1829,0.0,2.3147574523818548e-08
1830,0.0,1.878630406793036e-08
1831,0.0,1.2472964883158966e-08
1832,0.0,8.117981842303834e-09
1833,1.1583628500844156e-09,2.6642345218874652e-08
1834,1.8669061851994684e-09,1.4935249481595747e-08
1835,0.0,2.3445572594482655e-08
1836,0.0,2.5538851033957144e-08
1837,0.0,1.948209416013924e-08
1838,0.0,1.7674054220151447e-08
1839,0.0,1.677954131196202e-08
1840,6.369688665408546e-10,1.9746034141121527e-08
1841,6.420548537278137e-10,1.5409316489467528e-08
1842,0.0,1.2745703159566801e-08
1843,0.0,1.0041748765843295e-08
1844,0.0,1.920996517412732e-08
1845,0.0,3.57134588568897e-08
1846,0.0,1.9319854160926297e-08
1847,0.0,2.0494249852731627e-08
1848,2.413566457803995e-09,7.24069959545659e-09
1849,8.379414939696517e-10,8.379414495607307e-09
1850,0.0,1.4935791270431764e-08
1851,0.0,1.4188765717904062e-08
1852,0.0,1.9531636752390114e-08
1853,1.1943863675867306e-09,2.388772735173461e-08
1854,0.0,2.8056588163849483e-08
1855,5.306937111981824e-10,2.4411910715116392e-08
1856,2.0708756931497874e-09,2.8992259260007813e-08
1857,1.4644527812635033e-09,1.513267733344037e-08
1858,0.0,1.1255455234504552e-08
1859,0.0,1.2221216039165483e-08
1860,0.0,1.327383358784573e-08
1861,9.431927461278633e-10,2.4051415081771665e-08
1862,3.162590411776023e-09,1.2198563048571032e-08
1863,0.0,1.0988165932701577e-08
1864,4.794727948009836e-10,2.3973639073915365e-08
1865,0.0,1.4591217123438582e-08
1866,0.0,1.556996132023869e-08
1867,0.0,1.2132028714972876e-08
1868,1.4819622196071691e-09,1.3831646938911035e-08
1869,1.953407657850903e-09,9.278686263769487e-09
1870,0.0,1.7202147262196377e-08
1871,0.0,3.18635318130589e-09
1872,1.2094678591978436e-09,5.442605477412599e-09
1873,0.0,1.6760813181804224e-08
1874,0.0,1.1351757756017378e-08
1875,0.0,2.2313955128083762e-08
1876,6.04601479992084e-10,4.836811839936672e-09
1877,0.0,9.895705588292003e-09
1878,0.0,4.831270938865373e-09
1879,0.0,1.0385853066452455e-08
1880,0.0,1.9253538763308597e-09
1881,0.0,5.5780060570498335e-09
1882,0.0,6.655385131892899e-09
1883,0.0,6.951272890631799e-09
1884,6.601696966868076e-10,6.601696966868076e-09
1885,0.0,2.5782542767416317e-09
1886,0.0,1.0325542199041138e-08
1887,0.0,5.223139698529167e-09
1888,0.0,4.4384300679212174e-09
1889,0.0,2.5060546970934183e-09
1890,1.3108772956016423e-09,5.898947996740844e-09
1891,0.0,7.649063604731055e-09
1892,0.0,7.522214851007902e-09
1893,0.0,3.695050043717174e-09
1894,0.0,8.192000855444803e-09
1895,0.0,6.018614495673091e-10
1896,0.0,1.7691086373616827e-09
1897,0.0,4.661370844871726e-09
1898,2.26334195829736e-09,5.092519295146758e-09
1899,0.0,2.2110313580014918e-09
1900,0.0,3.114631885736685e-09
1901,0.0,5.58873880507349e-09
1902,0.0,2.455141867585553e-09
1903,0.0,3.7801539676252105e-09
1904,0.0,4.299700151477737e-09
1905,5.160759042333041e-10,7.741138396966107e-09
1906,4.115347618238729e-09,4.115347618238729e-09
1907,0.0,5.65712765521198e-09
1908,0.0,2.9468334439286537e-09
1909,0.0,8.801573692096554e-09
1910,0.0,7.481810726517324e-09
1911,5.320374141248863e-10,1.5961122423746588e-09
1912,0.0,6.772247651554153e-09
1913,0.0,5.833288518886093e-09
1914,0.0,6.696743715117748e-10
1915,0.0,2.3561523843085297e-09
1916,0.0,4.394984820521586e-09
1917,0.0,7.676496771580332e-09
1918,0.0,1.1486376294556067e-09
1919,0.0,7.366278698128781e-09
1920,0.0,7.572231730534895e-09
1921,0.0,6.058197943303867e-09
1922,0.0,1.4755870969551665e-09
1923,0.0,8.492758496458919e-09
1924,0.0,7.734974438733389e-09
1925,0.0,5.499089184013428e-09
1926,0.0,2.229227691330493e-09
1927,0.0,4.4596899506643695e-09
1928,0.0,1.82816659588525e-08
1929,1.1140406375176326e-09,3.342121912552898e-09
1930,0.0,4.201441416995522e-09
1931,0.0,4.5621426636444085e-09
1932,0.0,1.0959536611565568e-09
1933,0.0,6.882397318719313e-09
1934,0.0,3.5944740517379614e-09
1935,0.0,2.393656828303392e-09
1936,0.0,2.424942913137329e-09
1937,0.0,1.2591118148108649e-09
1938,0.0,7.779128452511941e-09
1939,0.0,1.2235240376412548e-08
1940,0.0,0.0
1941,0.0,2.9515025978810172e-09
1942,0.0,9.102635090130207e-09
1943,0.0,2.9032352077962287e-09
1944,0.0,0.0
1945,0.0,2.178504043826024e-09
1946,0.0,1.3921104269343232e-09
1947,0.0,1.0728784083369192e-08
1948,1.0871887834440486e-09,9.784699273041042e-09
1949,0.0,1.9634016634739737e-09
1950,0.0,3.190608444114673e-09
1951,0.0,6.396841278899501e-09
1952,0.0,0.0
1953,0.0,2.1547654771580937e-09
1954,0.0,0.0
1955,0.0,3.754243138587299e-09
1956,0.0,3.488456634670456e-09
1957,0.0,7.068030161150318e-09
1958,0.0,2.4816730892496253e-09
1959,0.0,3.100299128533379e-09
1960,0.0,0.0
1961,0.0,2.08444772553662e-09
1962,0.0,2.5367825617905737e-09
1963,0.0,0.0
1964,6.083968329129164e-10,7.909158661334459e-09
1965,0.0,3.2832261354087677e-09
1966,0.0,3.3234448526542337e-09
1967,4.930335584241163e-10,9.860671168482327e-10
1968,0.0,4.491415683816058e-09
1969,4.5417578031781147e-10,1.8167031212712459e-09
1970,0.0,5.058597540852361e-09
1971,5.138397485282553e-10,2.569198631618974e-09
1972,2.0520587451500205e-09,5.130146862875051e-10
1973,1.102640756478479e-09,5.513203782392395e-10
1974,0.0,0.0
1975,1.1422960355389478e-09,5.140332159925265e-09
1976,0.0,2.285410749536254e-09
1977,5.876781838942691e-10,1.7630346071939584e-09
1978,0.0,0.0
1979,2.3407893401383717e-09,1.7555920051037788e-09
1980,5.685150683554241e-10,0.0
1981,1.2651099057237047e-09,0.0
1982,0.0,1.8622506869903077e-09
1983,6.315316047889041e-10,6.315316047889041e-10
1984,5.799008495621649e-10,2.3196033982486597e-09
1985,0.0,2.4062232206745193e-09
1986,0.0,2.997242676272549e-09
1987,6.110816852533674e-10,3.6664902225425067e-09
1988,0.0,5.996553809062277e-10
1989,1.6464366536794728e-09,2.7440609784434855e-09
1990,5.44865097484859e-10,3.2691906959314565e-09
1991,5.861465202094962e-10,2.344586080837985e-09
1992,0.0,5.509944167592096e-10
1993,0.0,1.1078414852150331e-09
1994,0.0,0.0
1995,1.0844901643380922e-09,1.626735190995987e-09
1996,0.0,3.2028553142993132e-09
1997,4.79489448146353e-10,9.58978896292706e-10
1998,0.0,4.7681290027412615e-09
1999,9.140402323914998e-10,3.656160929565999e-09
2000,8.836062992401139e-10,2.2090156370779823e-09
2001,2.190605918883648e-09,1.3143635069212678e-09
2002,3.066854992184176e-09,4.38122149670761e-10
2003,4.1669229178253886e-10,2.9168460979889232e-09
2004,8.809582507929292e-10,1.7619165015858584e-09
2005,1.8014998381943315e-09,1.8014998381943315e-09
2006,4.1178899179428186e-10,1.6471559671771274e-09
2007,7.988958938831558e-10,1.1983438685803094e-09
2008,2.554463751636149e-09,3.405951742863067e-09
2009,1.430457752249481e-09,0.0
2010,4.723793023408973e-10,1.4171379625338432e-09
2011,7.64794394481072e-10,2.6767803529281764e-09
2012,1.3617010852229328e-09,6.808505426114664e-10
2013,1.6734750252211938e-09,2.789125042035323e-10
2014,1.0827225782605865e-09,2.165445156521173e-09
2015,1.10828768384863e-09,1.10828768384863e-09
2016,2.899876117012923e-09,3.1070099826280284e-09
2017,1.7609279590047322e-09,3.5218559180094644e-09
2018,7.744400121190154e-10,1.0325866828253538e-09
2019,2.04079020349468e-09,5.1019755087367e-10
