year,ces_DET amants_NOUN,ces_DET mamans_NOUN
1861,1.249730372521185e-07,1.4147891747029462e-09
1862,1.7123167772581382e-07,4.517986262886353e-10
1863,1.3235744633632862e-07,0.0
1864,1.064429575592385e-07,9.589455896019672e-10
1865,1.106108413750917e-07,6.118897832863013e-09
1866,1.2796561854599986e-07,4.865612912574591e-10
1867,8.104195359237565e-08,7.279217228983725e-09
1868,1.1262912558152038e-07,3.457911734727759e-09
1869,1.0694906649177938e-07,4.883519144627257e-10
1870,1.2328205212241983e-07,5.160643912205387e-09
1871,4.354682658913589e-08,1.0621177271019633e-09
1872,6.349706183073067e-08,5.442605477412599e-09
1873,7.123345557857874e-08,3.591602570907071e-09
1874,9.260643912822886e-08,1.1949218281515073e-09
1875,2.1055219789900548e-07,8.010137775293913e-09
1876,1.1003747069082692e-07,3.627608879952504e-09
1877,1.5956825194507473e-07,1.8554447978047506e-09
1878,6.824170339925217e-08,4.831270938865373e-09
1879,1.386816865789342e-07,7.331190543524713e-09
1880,1.3092406137005241e-07,5.776061628992579e-09
1881,7.321133133064706e-08,1.324776466304911e-08
1882,8.186123601205963e-08,8.652000893505374e-09
1883,1.0426909469174461e-07,6.319338941018771e-10
1884,7.988053596363898e-08,5.941527270181268e-09
1885,6.703460941892558e-08,6.445635691854079e-10
1886,9.292987712683498e-08,6.4534639854230136e-09
1887,6.9206602670846e-08,5.876032105334161e-09
1888,9.384109622700976e-08,1.9021844099853524e-09
1889,7.392861522959038e-08,1.2530273485467092e-09
1890,9.700491876429851e-08,1.9663159989136147e-09
1891,1.1154884749231542e-07,1.9122659011827636e-09
1892,1.1157951895768292e-07,5.014809900671935e-09
1893,7.513268296399644e-08,0.0
1894,6.931693552481022e-08,5.671385139294216e-09
1895,8.847362997776997e-08,2.4074457982692365e-09
1896,6.191880430606034e-08,1.179405795248556e-09
1897,8.623535818763628e-08,1.7480140668268973e-09
1898,8.827033681768626e-08,2.8291774478717002e-09
1899,7.351679087719276e-08,2.2110313580014918e-09
1900,1.0434016761706744e-07,5.710158568206225e-09
1901,8.383108707210596e-08,5.588738916095792e-10
1902,8.101968518303693e-08,9.820567692386817e-10
1903,9.396383404691733e-08,3.2401321625741275e-09
1904,7.578221783433037e-08,1.0749250378694342e-09
1905,8.205606683020505e-08,1.1353670004154992e-08
1906,5.864370322683499e-08,1.5432553013283723e-08
1907,9.822830582262299e-08,4.6285588695127444e-09
1908,9.135183720587747e-08,9.822778146428846e-10
1909,1.2542242622259892e-07,1.0451868703853506e-08
1910,1.1543365430188857e-07,3.740905363258662e-09
1911,1.0374729875195499e-07,5.852411444351446e-09
1912,1.1564914981221364e-07,4.688479049441696e-09
1913,1.2780205493889696e-07,7.42418571064718e-09
1914,7.567320148282874e-08,8.705767051697677e-09
1915,6.950649833470379e-08,1.7671142660269368e-08
1916,6.043103972785957e-08,8.789969641043172e-09
1917,8.663475004055954e-08,6.57985488317081e-09
1918,8.270191287351736e-08,2.412138933038932e-08
1919,1.298306609998079e-07,9.207848372660976e-10
1920,1.9914969451306774e-07,8.329454459499175e-09
1921,2.0673600786835777e-07,9.844571879913389e-09
1922,1.1952255629665842e-07,1.1066902949607993e-08
1923,1.4437688822255268e-07,5.307974060286824e-09
1924,1.4438618722856233e-07,1.0313299436681689e-08
1925,2.3426119444280857e-07,8.798542339150117e-09
1926,1.616190052899924e-07,8.916910765321973e-09
1927,1.728129808142853e-07,6.689534925996554e-09
1928,1.599645735872457e-07,1.1426041224282812e-09
1929,1.2700063267701012e-07,3.342121912552898e-09
1930,1.2079143996146513e-07,4.201441528017824e-09
1931,9.580499327199732e-08,5.7026783295555106e-09
1932,1.1617108874872883e-07,3.287861094491973e-09
1933,9.864769223710823e-08,9.176529758292418e-09
1934,1.5096791372570806e-07,1.1981580172459871e-09
1935,9.335261452747545e-08,7.180970484910176e-09
1936,9.214783025512929e-08,9.699771652549316e-09
1937,9.065604711366859e-08,8.813782592653752e-09
1938,1.1539041144814632e-07,3.8895642262559704e-09
1939,1.2388180969935547e-07,4.588215141154706e-09
1940,8.621661606866837e-08,2.5357829391836617e-08
1941,8.854508060096578e-08,1.1806010835613279e-08
1942,1.3957373834472264e-07,3.034211770724937e-09
1943,1.1032293745216748e-07,1.7419411024732767e-08
1944,1.1246151565558193e-07,1.2852744646352221e-08
1945,8.278315100085365e-08,3.7034569189131616e-08
1946,1.1832938540123905e-07,6.960552134671616e-09
1947,1.3232166518051258e-07,1.3112958274774655e-08
1948,1.1306763481044868e-07,2.0656586663392318e-08
1949,1.315479138952469e-07,5.890204768377316e-09
1950,1.4357738553627541e-07,1.3825969702452312e-08
1951,1.1194471971620601e-07,5.330700769690111e-09
1952,1.1599284555074973e-07,3.1634410646574906e-09
1953,9.696444902562718e-08,6.464296653518886e-09
1954,1.329064938104807e-07,3.9090144454689835e-09
1955,1.2952138606081576e-07,6.569925492527773e-09
1956,1.5436420408576623e-07,6.104799332717903e-09
1957,1.1043797309984171e-07,3.534015080575159e-09
1958,1.43937036511943e-07,9.926692356998501e-09
1959,1.0230986990933388e-07,7.750747599288843e-09
1960,1.0865707988916284e-07,4.844583401109048e-09
1961,1.4104763090827532e-07,5.558527582660844e-09
1962,1.319126958776451e-07,6.976152211457531e-09
1963,1.293210623032337e-07,5.1728423766661535e-09
1964,1.1802898791657412e-07,4.258777774879263e-09
1965,1.0178000897642647e-07,3.2832261354087677e-09
1966,1.3349169947218797e-07,6.092982118843793e-09
1967,1.109325492576474e-07,3.944268467392931e-09
1968,1.3743732729665226e-07,3.1439910674890825e-09
1969,9.946449264219837e-08,4.087582022860303e-09
1970,1.0623054724767655e-07,4.59872487312829e-09
1971,1.1458626314464482e-07,9.249115362486293e-09
1972,9.490771857301183e-08,5.643161493651405e-09
1973,8.710861809646531e-08,5.513203671370093e-09
1974,7.650777611445392e-08,1.687671502548227e-09
1975,8.395875861211266e-08,3.4268881066168433e-09
1976,7.370449572885462e-08,7.427584769459372e-09
1977,8.40379833499938e-08,1.1753563677885381e-08
1978,7.663362699972254e-08,4.158414057542359e-09
1979,1.0650591741878657e-07,1.7555920051037788e-09
1980,1.2962143758343814e-07,3.97960553399912e-09
1981,1.0879945300246163e-07,3.1627747087981106e-09
1982,9.497478770104095e-08,3.7245013739806154e-09
1983,9.030901759743415e-08,2.5261264191556165e-09
1984,9.452384008845627e-08,4.059305891424003e-09
1985,8.842870313774398e-08,3.007779025843149e-09
1986,1.0850018372643433e-07,1.0190625288064581e-08
1987,1.2404958482647999e-07,3.055408426266837e-09
1988,8.0353820486323e-08,7.195864737408186e-09
1989,8.506589566081857e-08,8.780995486290522e-09
1990,9.644112108908587e-08,1.5801087660527458e-08
1991,7.444060656780493e-08,6.447611611282156e-09
1992,9.146507551349714e-08,7.713921945651236e-09
1993,8.419595154407489e-08,6.64704896680135e-09
1994,7.859640649421351e-08,6.329911705904578e-09
1995,9.272390855130652e-08,2.331653803366862e-08
1996,8.487566871551167e-08,1.975094088280116e-08
1997,7.384137523658296e-08,9.589788740882454e-09
1998,9.05944568252437e-08,9.536258449571733e-09
1999,8.72908421101215e-08,1.0511462728013399e-08
2000,9.631308484081558e-08,1.8113928246243916e-08
2001,1.2135956772851841e-07,1.927733150886013e-08
2002,7.053766681863749e-08,1.8401129509015846e-08
2003,9.0838916499969e-08,1.3750846017401841e-08
2004,1.0086972213052547e-07,1.4976290652057855e-08
2005,1.0178473930366749e-07,1.6663873836364473e-08
2006,8.97699981017297e-08,1.3589036562677848e-08
2007,9.387026467244652e-08,2.3966877593650793e-08
2008,9.366367148544441e-08,1.4475295406768396e-08
2009,8.48738264114246e-08,2.0980046366858573e-08
2010,8.455589539657637e-08,3.590082808813122e-08
2011,7.571464433198116e-08,3.2503761238089623e-08
2012,1.0791481441785322e-07,3.676592874590767e-08
2013,1.0068741307378559e-07,3.625862499134769e-08
2014,1.1909948338661991e-07,2.4902619077948884e-08
2015,1.1792180920622286e-07,3.347028787459294e-08
2016,1.288373506769247e-07,3.438424411861263e-08
2017,8.804639298198857e-08,4.8551298093002515e-08
2018,9.603055944884531e-08,5.188748097850748e-08
2019,1.0510069303748537e-07,3.775461898669619e-08
