year,aux_ADP amants_NOUN,aux_ADP mamans_NOUN
1950,1.8930943390671473e-07,3.1906085995458966e-08
1951,1.7164856869200662e-07,3.5182624258389694e-08
1952,1.3286453537375564e-07,4.850609702788944e-08
1953,1.4221452770968313e-07,5.063698949037132e-08
1954,1.602695864910686e-07,3.420387661989821e-08
1955,1.3890700056862215e-07,4.22352348650179e-08
1956,1.360498136371291e-07,3.4884565680570745e-08
1957,1.2722454068025968e-07,1.0602045463770082e-08
1958,2.018427411876189e-07,2.8125627549169252e-08
1959,1.4881435728142378e-07,2.635254203742221e-08
1960,2.0347249440888504e-07,4.7061667285408504e-08
1961,1.8412622515562305e-07,4.238377326881704e-08
1962,1.623540879513996e-07,2.7270412816804424e-08
1963,2.230788345158885e-07,2.069137017279843e-08
1964,1.8008546431858008e-07,1.9468698653213323e-08
1965,1.9644635740334593e-07,2.1340969269534327e-08
1966,1.8112774791134711e-07,2.6033651678858405e-08
1967,1.5826376564831435e-07,2.6623811322235014e-08
1968,2.079525538434268e-07,2.6499353100728484e-08
1969,1.4488207678020615e-07,1.4987800639465476e-08
1970,2.0050441529306795e-07,1.8854772410037413e-08
1971,2.0450822679762837e-07,1.6956712034499333e-08
1972,1.749380080795504e-07,1.3851396474251487e-08
1973,1.5271573849950926e-07,2.205281468548037e-08
1974,1.4907765077953883e-07,1.518904385600095e-08
1975,1.7362900095463374e-07,2.79862519825258e-08
1976,1.8169015736368976e-07,2.0568696967870892e-08
1977,1.2223706535863244e-07,1.8218023034588526e-08
1978,1.568316138067516e-07,1.7821773945492225e-08
1979,1.6268485869552762e-07,1.5800327934911707e-08
1980,1.6657492141192165e-07,2.2740603233817325e-08
1981,1.6130151947457705e-07,3.0995192190630405e-08
1982,1.3408204635467769e-07,3.1037512115972277e-08
1983,1.3388469977115847e-07,1.7682884490000106e-08
1984,1.687511539394393e-07,3.943325843636103e-08
1985,1.5459984692434148e-07,2.5265342928904033e-08
1986,1.7923512007911313e-07,2.038125140879643e-08
1987,1.7476936653437747e-07,2.749867533680117e-08
1988,1.4091901301416243e-07,1.7390005824236e-08
1989,1.487281156009601e-07,1.7671753804737733e-07
1990,1.4983790563860566e-07,1.689081763345257e-08
1991,1.553288213607118e-07,2.1687421636329418e-08
1992,1.5207446069087638e-07,2.2590770643038383e-08
1993,1.645144618311889e-07,2.4372513451886846e-08
1994,1.6563269733538277e-07,2.3737170451454404e-08
1995,1.7677189001474858e-07,2.4943273835287272e-08
1996,1.9537417728088258e-07,3.576521767634233e-08
1997,1.3473652993312157e-07,2.685140965130728e-08
1998,1.7642077665414035e-07,2.3840646123929332e-08
1999,1.6361320787083855e-07,3.0620347951648696e-08
2000,1.7318683731559759e-07,3.136802484426937e-08
2001,1.7875344759943346e-07,3.0668483169682403e-08
2002,2.3833844364773427e-07,3.8992872930521116e-08
2003,1.775109179646961e-07,3.45854612726626e-08
2004,1.977751262760563e-07,4.052407831522942e-08
2005,1.896078583030203e-07,4.143449616744732e-08
2006,1.8036357252171342e-07,4.364963313019388e-08
2007,1.8574329607723428e-07,5.033044275792875e-08
2008,1.6348568043778045e-07,6.81190331919268e-08
2009,1.8595950290745122e-07,7.390698697484765e-08
2010,1.9698217079699987e-07,6.140930930431665e-08
2011,1.1663114229953919e-07,6.76843006919281e-08
2012,1.320850059327583e-07,8.340418983232567e-08
2013,1.486603704581313e-07,4.942329339119311e-07
2014,1.840628376381659e-07,8.878325492844841e-08
2015,1.9151211683166025e-07,6.937881116830802e-08
2016,1.7233549132189552e-07,6.151880144189548e-08
2017,1.0540411443660247e-07,7.219804837310662e-08
2018,1.4068993392513107e-07,8.544655027975523e-08
2019,1.553551594035696e-07,9.234575687466773e-08
