year,plusieurs_DET ondes_NOUN,plusieurs_DET mondes_NOUN
1800,0.0,5.0306631749208464e-08
1801,0.0,9.28661236798689e-08
1802,2.2378401354217203e-09,1.3874608839614666e-07
1803,1.755305234496518e-08,2.5354410126965377e-08
1804,0.0,3.4605911691798497e-08
1805,0.0,8.528632911009026e-09
1806,0.0,3.1698359492793315e-08
1807,0.0,5.693910232196231e-09
1808,0.0,2.7192887941396293e-08
1809,4.969867006821005e-08,1.3554183553310395e-08
1810,4.680253518074551e-09,3.7442028144596406e-08
1811,0.0,4.763445815569867e-08
1812,2.6672083208723052e-08,1.600324850414836e-08
1813,2.8757416004054903e-08,2.0130190847567064e-08
1814,0.0,3.1466771410748606e-09
1815,0.0,8.091670444798638e-09
1816,0.0,8.57513455798653e-08
1817,0.0,5.7604317760251433e-08
1818,0.0,4.053200441944682e-08
1819,0.0,7.556266723440785e-08
1820,0.0,7.95054262425765e-08
1821,0.0,2.465372084259343e-08
1822,1.1028177482330648e-08,3.107940926838637e-08
1823,1.9765373782121287e-09,3.4589405117912975e-08
1824,0.0,8.336901657912676e-08
1825,3.522177216552791e-09,2.553578504205234e-08
1826,8.807984341885344e-10,3.2589543508265706e-08
1827,3.6869092223668076e-09,2.1199728195142598e-08
1828,4.586150570418113e-09,4.769596628761974e-08
1829,8.573175946935407e-09,2.914879893012312e-08
1830,1.5655253093882493e-08,4.279102583382155e-08
1831,2.0268567268999504e-08,2.182768810143898e-08
1832,1.0823975493678972e-08,2.705993829010822e-08
1833,0.0,3.938433579264711e-08
1834,9.334530925997342e-10,4.293884248163238e-08
1835,0.0,5.142899794918776e-08
1836,3.36037508930076e-09,7.863277318165274e-08
1837,9.045257876039159e-09,3.339787468803479e-08
1838,6.312161904276081e-09,3.850418650586107e-08
1839,2.7965900706306e-09,6.991474965634126e-08
1840,1.7835128929277744e-08,2.4204816595485568e-08
1841,3.852329122366882e-09,5.072233477676491e-08
1842,3.3541325272778977e-09,8.318248712058107e-08
1843,1.4767278067040479e-08,6.202256486176339e-08
1844,2.7442805805577564e-09,1.212972051689576e-07
1845,1.1718478631905782e-08,4.687391452762313e-08
1846,5.854501328173001e-10,6.6741314697083e-08
1847,8.629157832729106e-09,5.662884916546318e-08
1848,1.528592186161859e-08,3.942158599556933e-08
1849,2.011059585527164e-08,2.6814127807028854e-08
1850,1.3577992064028876e-09,3.733947906425783e-08
1851,2.902247508984601e-08,4.3211238143214814e-08
1852,1.3021090872200602e-09,6.250123552042908e-08
1853,8.957897534855874e-09,5.3150191803297275e-08
1854,7.27393034694046e-09,6.858276968557675e-08
1855,3.767925349507095e-08,5.7845614520601885e-08
1856,4.504154560436291e-08,3.054541730662663e-08
1857,1.8549734193129552e-08,4.1980978693345605e-08
1858,9.29798454896158e-09,4.8447391765016334e-08
1859,8.147477359443656e-09,5.3467821281572014e-08
1860,9.15436793036406e-09,4.5314120233896915e-08
1861,9.903524222920623e-09,3.914249901981748e-08
1862,8.132375661773494e-09,4.789065502497358e-08
1863,2.4973103585068657e-09,6.1433837572622e-08
1864,1.4384183844029508e-09,5.8016207282740595e-08
1865,7.0602665935837194e-09,9.837304976167971e-08
1866,7.784980660119345e-09,5.7900795269461014e-08
1867,6.308654931785895e-09,2.523461972714358e-08
1868,1.778354707937524e-08,7.607406260490279e-08
1869,1.5138908793232986e-08,3.809145077138254e-08
1870,1.9495765446464475e-08,6.020751364133048e-08
1871,1.6993883633631413e-08,5.9478591829531524e-08
1872,1.814201766592305e-08,7.982487915114689e-08
1873,2.3944017879529156e-09,3.35216265301419e-08
1874,1.0754296120296658e-08,3.405527343458559e-08
1875,1.716458086775674e-09,4.119499646959568e-08
1876,9.673623679873344e-09,5.8646343781276755e-08
1877,2.040989244278535e-08,3.277952520530647e-08
1878,1.9325083755461492e-08,1.6305540029293297e-08
1879,1.221865097988939e-08,1.771704283282105e-08
1880,1.1552122813895949e-08,3.529815373326528e-08
1881,1.3945014920579979e-08,3.834879080955034e-08
1882,1.7304001787010748e-08,1.3976308776975088e-08
1883,2.9700892412165558e-08,2.464542170343975e-08
1884,4.621187876807653e-09,3.762967182296961e-08
1885,9.668453648803421e-09,1.740321670107292e-08
1886,1.7424351739236954e-08,1.936039190075789e-08
1887,4.570247291724172e-09,1.828098838974057e-08
1888,6.974675947901687e-09,1.6485598663962264e-08
1889,1.50363277384713e-08,2.4434033463194282e-08
1890,1.9007721618891082e-08,1.3108772733971819e-08
1891,8.286486163910922e-09,1.9122660344095266e-08
1892,4.387958441043338e-09,8.149066310636499e-09
1893,2.771287377356657e-08,1.9091091374434654e-08
1894,2.3945849747519787e-08,1.7014155417882648e-08
1895,1.5648398132839247e-08,2.1667012850556944e-08
1896,1.0024948871034667e-08,2.0639602027472392e-08
1897,0.0,2.0976168357833558e-08
1898,1.3014216371232123e-08,2.2067583316243145e-08
1899,7.185851913504848e-09,1.7688250864011934e-08
1900,7.267474400052265e-09,3.218452926390114e-08
1901,2.1237207603608255e-08,1.5648469187112823e-08
1902,2.0132164380015638e-08,1.6203935970793282e-08
1903,1.0800440541913758e-08,2.3220946943069976e-08
1904,8.599400302955473e-09,2.0961039126632386e-08
1905,6.708986699521802e-09,1.5998352864698973e-08
1906,9.773950537805831e-09,2.572092228092515e-08
1907,1.3885677496716653e-08,2.1599942001682138e-08
1908,1.1296195090437777e-08,2.1118972570732808e-08
1909,8.801573692096554e-09,6.656190210119206e-08
1910,9.085056262847502e-09,2.4583092783636573e-08
1911,6.916486494645824e-09,4.7883365605905226e-08
1912,2.135862686714063e-08,2.031674206648404e-08
1913,6.363587878865928e-09,1.7711985045298917e-07
1914,2.0090231700464756e-08,4.018046340092951e-08
1915,1.295883844676382e-08,2.00272951556002e-08
1916,3.2962386153911893e-09,5.493730803607377e-09
1917,7.676496771580332e-09,2.7416060532914344e-08
1918,5.743188147278033e-09,4.824278221349232e-08
1919,1.3811772170413406e-08,2.3940405213807026e-08
1920,1.514446346106979e-08,2.8774479687854182e-08
1921,2.4232791773215467e-08,1.9689142760626055e-08
1922,8.853522359686394e-09,2.0658220023506146e-08
1923,1.3800733000834953e-08,2.866305948145964e-08
1924,1.5469948877466777e-08,3.2229060309418855e-08
1925,2.859526304632709e-08,4.179307566687385e-08
1926,2.0063049888108253e-08,2.3406890647947876e-08
1927,3.0102906833917586e-08,3.679244131582493e-08
1928,1.9424270192303084e-08,2.399468712610542e-08
1929,1.2254447234738564e-08,1.6710609784809094e-08
1930,2.6259009189288918e-08,2.2057568216382606e-08
1931,3.193499864551086e-08,4.219981875053236e-08
1932,2.301502632917618e-08,2.191907289006423e-08
1933,4.817677989876756e-08,4.12943848004943e-08
1934,6.470052937856963e-08,2.6359476379411717e-08
1935,2.2739740757060645e-08,2.752705441366743e-08
1936,6.911087524485993e-08,2.182448710641438e-08
1937,6.169647726039784e-08,2.2664012888640173e-08
1938,4.2785206488815675e-08,2.852347158466273e-08
1939,2.5999884911698246e-08,2.141167065872196e-08
1940,2.2822046474857416e-08,2.7893612752905028e-08
1941,3.5418032950929046e-08,3.5418032950929046e-08
1942,3.034211770724937e-09,3.3376331032286544e-08
1943,4.064529335323641e-08,2.0322646676618206e-08
1944,9.639558484764166e-09,5.1410978585408884e-08
1945,3.485606470121638e-08,4.1391576388605245e-08
1946,2.227376771912759e-08,2.227376683094917e-08
1947,3.814678706248742e-08,6.914105443733831e-08
1948,2.717971980814582e-08,2.6092531690835585e-08
1949,1.6688914139528777e-08,4.810334197635768e-08
1950,5.849448858619155e-08,4.892266147749069e-08
1951,3.411648485940333e-08,3.0918066329377325e-08
1952,3.268889159357968e-08,1.2653764258629963e-08
1953,2.908933460776808e-08,5.171437322815109e-08
1954,2.834035517373934e-08,3.518113045331006e-08
1955,2.7218263198847126e-08,1.25767139813604e-07
1956,2.9651880950609666e-08,4.2733592442445456e-08
1957,4.417518939536791e-08,3.26896383850972e-08
1958,5.0460683853614796e-08,1.472459305595919e-07
1959,3.3328214188443894e-08,1.829176503598262e-07
1960,2.6991250123842292e-08,1.9378334104036554e-08
1961,1.9454845179289748e-08,6.253343043383097e-08
1962,1.7123282347597524e-08,7.293250026130238e-08
1963,2.392439668597035e-08,3.6856503071724944e-08
1964,2.0685492374550307e-08,4.623815996751546e-08
1965,1.6963333848707407e-08,3.3926667697414814e-08
1966,3.212663202134536e-08,4.375869044892511e-08
1967,1.1339771788243524e-08,5.324762497593838e-08
1968,1.976222918642634e-08,6.782038208807961e-08
1969,2.0892086283197386e-08,3.9059115719553006e-08
1970,2.345349692234322e-08,4.000890929667378e-08
1971,1.9525909777939887e-08,4.419021981671989e-08
1972,1.7955514408640738e-08,4.206720516375384e-08
1973,1.268036875501366e-08,3.6938466507763223e-08
1974,1.5751600912494723e-08,4.387946028749923e-08
1975,1.9419032160072902e-08,3.084199207137317e-08
1976,3.370980805605939e-08,4.913633200320788e-08
1977,2.056873604772136e-08,4.642657497333502e-08
1978,1.0099005187669263e-08,5.940591507602733e-08
1979,1.345953837272873e-08,6.554209908138375e-08
1980,5.6851505725319385e-09,5.230338495643139e-08
1981,1.0753434587229549e-08,6.768337773577215e-08
1982,1.2415004913002292e-08,5.835052019342868e-08
1983,8.84144257806696e-09,6.252163009534684e-08
1984,6.378909400694965e-09,6.088958787175969e-08
1985,1.3234227935754461e-08,4.8726018775369084e-08
1986,4.7955883708539204e-09,6.474044600413009e-08
1987,6.721898593298192e-09,7.271872137781799e-08
1988,4.197587610832443e-09,5.6967262573870414e-08
1989,5.488121956886971e-09,6.805271557386305e-08
1990,1.1442167213715493e-08,7.41016521477178e-08
1991,3.5168792322792797e-09,8.381895560960473e-08
1992,1.8733810946969243e-08,7.7690212929582e-08
1993,9.970573089379542e-09,1.2186256609370005e-07
1994,1.2132331583813993e-08,1.0286107210433215e-07
1995,7.049185846152994e-09,9.59773816533449e-08
1996,4.270473752399084e-09,1.2544516714285692e-07
1997,1.4384683777457496e-08,1.5008020115558907e-07
1998,8.582632937681467e-09,1.5544100828712715e-07
1999,6.398281460207045e-09,1.325358356951689e-07
2000,3.534425307982758e-09,1.621417604624753e-07
2001,1.0076787043677982e-08,1.6429543556184534e-07
2002,4.819343757400674e-09,2.0065994765783302e-07
2003,8.750538071922165e-09,1.6542684222464743e-07
2004,8.809582230373536e-09,1.5945344489232127e-07
2005,9.007498746882447e-09,1.612342368506603e-07
2006,8.235780057930242e-09,1.86540409730096e-07
2007,7.190063211481856e-09,1.88139976875501e-07
2008,1.2346575400945525e-08,1.6391142998450903e-07
2009,1.0966842545201416e-08,1.6402582003749444e-07
2010,1.369900015646408e-08,1.851726803003828e-07
2011,9.942326961720482e-09,1.6328360241679718e-07
2012,1.6680838044180746e-08,1.3685095576199124e-07
2013,1.2829975526429394e-08,1.302521446810978e-07
2014,8.878325463701486e-09,1.2104838365001314e-07
2015,6.871383573248124e-09,1.3188623078363992e-07
2016,6.4211539696490405e-09,1.0853821952316878e-07
2017,8.049956534694758e-09,1.154665630886953e-07
2018,1.2391040193904246e-08,1.1694044232957168e-07
2019,1.0969247454806208e-08,1.25253501681577e-07
