year,moindres_ADJ eaux_NOUN,moindres_ADJ maux_NOUN
1899,1.1055156790007459e-09,1.2713430308508578e-08
1900,0.0,1.245852754294674e-08
1901,1.1177477832191585e-09,1.2854099118442264e-08
1902,0.0,8.838511256215043e-09
1903,0.0,6.480264325148255e-09
1904,5.374625189347171e-10,8.061937784020756e-09
1905,3.096455536422127e-09,2.115911179600971e-08
1906,0.0,5.658602919567102e-09
1907,5.142843373384665e-10,9.771402353919711e-09
1908,0.0,1.1787333775714615e-08
1909,0.0,1.5952851484257735e-08
1910,1.068830135508847e-09,1.068830179917768e-08
1911,0.0,6.384448969498635e-09
1912,0.0,1.8753915753677575e-08
1913,1.060597942803554e-09,7.954484182448596e-09
1914,0.0,4.018046340092951e-09
1915,0.0,3.534228465440492e-09
1916,0.0,2.197492321442951e-08
1917,0.0,9.869782324756216e-09
1918,0.0,9.189101035644853e-09
1919,0.0,1.2890987832747669e-08
1920,1.514446346106979e-09,1.817335615328375e-08
1921,0.0,8.330022005509363e-09
1922,0.0,1.9920426197472807e-08
1923,0.0,6.369568872344189e-09
1924,0.0,1.675911143195208e-08
1925,0.0,1.7597084678300234e-08
1926,0.0,6.687683296036084e-09
1927,0.0,6.689535148041159e-09
1928,0.0,7.998228745975666e-09
1929,0.0,1.0026365515614089e-08
1930,0.0,6.302162347537887e-09
1931,1.1405356659111021e-09,2.0529641986399838e-08
1932,3.287861094491973e-09,1.0959536389520963e-08
1933,0.0,1.9500125958415992e-08
1934,2.3963160344919743e-09,1.1981580172459871e-08
1935,0.0,1.9149254626427137e-08
1936,0.0,9.699771652549316e-09
1937,0.0,1.1332006444320086e-08
1938,0.0,6.482607339819424e-09
1939,0.0,7.647025235257843e-09
1940,0.0,1.0143131667916805e-08
1941,2.9515025978810172e-09,1.1806010391524069e-08
1942,3.034211770724937e-09,1.8205270180260413e-08
1943,0.0,2.322588166236983e-08
1944,0.0,1.2852744646352221e-08
1945,0.0,1.5249527862692958e-08
1946,1.3921104269343232e-09,6.960552134671616e-09
1947,0.0,2.3841741914054637e-09
1948,0.0,4.348755133776194e-09
1949,0.0,1.47255123650325e-08
1950,3.190608444114673e-09,2.1270722072586068e-08
1951,0.0,1.1727541604500402e-08
1952,0.0,3.1634410646574906e-09
1953,0.0,1.1851209791302608e-08
1954,0.0,1.4658803948464083e-08
1955,0.0,1.220129064449793e-08
1956,0.0,1.5698054411927842e-08
1957,2.6505113659425206e-09,6.184526224473075e-09
1958,1.6544486891589827e-09,8.272243334772611e-09
1959,0.0,3.8753737996444215e-09
1960,2.7683333403416555e-09,8.305000243069571e-09
1961,4.86371165564492e-09,1.320150300188061e-08
1962,0.0,9.512934440181198e-09
1963,0.0,5.819448034571906e-09
1964,0.0,1.4601523545820783e-08
1965,1.6416130677043839e-09,1.6963333848707407e-08
1966,0.0,1.2185964237687585e-08
1967,0.0,1.429797347185513e-08
1968,0.0,1.661823922916028e-08
1969,0.0,8.629339909305145e-09
1970,0.0,6.898087434592526e-09
1971,0.0,6.166076982339064e-09
1972,1.0260293725750103e-09,5.643161493651405e-09
1973,0.0,1.3783009400469837e-08
1974,0.0,5.06301445213353e-09
1975,1.7134440533084216e-09,1.0851811893530794e-08
1976,0.0,1.428381679602353e-08
1977,1.1753563677885381e-09,1.5279633558407113e-08
1978,0.0,7.72276909088987e-09
1979,1.1703946700691858e-09,5.851973128301324e-09
1980,5.685150683554241e-10,9.664756106531058e-09
1981,0.0,6.325549417596221e-09
1982,6.207502289967692e-10,8.069752865935698e-09
1983,1.89459470334441e-09,4.4207211225000265e-09
1984,5.799008495621649e-10,1.2177918229383522e-08
1985,0.0,6.617113967877231e-09
1986,0.0,1.6784559520033326e-08
1987,6.110816852533674e-10,6.110816741511371e-09
1988,5.996553809062277e-10,6.596209356501959e-09
1989,0.0,5.488121956886971e-09
1990,0.0,3.2691906959314565e-09
1991,0.0,8.7921980806982e-09
1992,0.0,1.2121876835635703e-08
1993,0.0,7.754890063438324e-09
1994,0.0,1.0549853435293244e-08
1995,0.0,7.591431483433553e-09
1996,1.067618438099771e-09,1.2277611816102763e-08
1997,0.0,1.006927874414032e-08
1998,0.0,1.0489884516573511e-08
1999,0.0,6.398281460207045e-09
2000,1.3254094488601709e-09,1.3695897749244068e-08
2001,4.3812117822561447e-10,1.4019877703219663e-08
2002,0.0,1.5334276071143904e-08
2003,0.0,6.250384210204629e-09
2004,0.0,5.726228824443069e-09
2005,9.007499190971657e-10,1.0808999029165989e-08
2006,1.2353669198716943e-09,9.471146533712727e-09
2007,0.0,9.18730247434496e-09
2008,0.0,7.663391698997657e-09
2009,0.0,1.2397300963584712e-08
2010,0.0,2.1257068993918438e-08
2011,0.0,7.647943611743813e-09
2012,6.808505426114664e-10,1.4297861561374248e-08
2013,0.0,8.08846234434668e-09
2014,4.330890368553497e-10,1.1043770342666903e-08
2015,2.2165753954528356e-10,6.871383906315032e-09
2016,2.0713400439298368e-10,8.492493819289848e-09
2017,2.515611330355938e-10,6.5405894034142875e-09
2018,0.0,1.0325866384164328e-08
2019,0.0,5.612172948588068e-09
