year,deux_DET effets_NOUN,deux_DET méfaits_NOUN
1854,4.2292708846147775e-07,1.558699391779328e-09
1855,3.608717165093367e-07,0.0
1856,3.261629220041584e-07,0.0
1857,2.875208728880807e-07,1.9526036343364694e-09
1858,3.587064423271613e-07,2.936205500958522e-09
1859,3.6765492872348204e-07,0.0
1860,2.1924710491560973e-07,4.577183909670879e-10
1861,3.0276487361646787e-07,1.4147891747029462e-09
1862,3.4427054007579727e-07,4.517986262886353e-10
1863,2.7470413233032787e-07,4.994620828036034e-10
1864,3.1549310453016233e-07,4.794727948009836e-10
1865,2.951191322431157e-07,4.706844358715045e-10
1866,3.0166800613073974e-07,1.4596839292835284e-09
1867,2.571990069810681e-07,0.0
1868,2.954044555636415e-07,0.0
1869,3.10591810048777e-07,4.883519144627257e-10
1870,3.53217394888361e-07,0.0
1871,2.91020252118912e-07,2.1242354542039266e-09
1872,2.5035985240506875e-07,4.8378714367913744e-09
1873,3.5077987092790863e-07,3.591602570907071e-09
1874,3.232263470209773e-07,0.0
1875,4.0107905974196e-07,2.8607636259891933e-09
1876,3.391814207276411e-07,0.0
1877,3.1480714313136815e-07,0.0
1878,2.2284237655156858e-07,3.6234530931267273e-09
1879,3.1279745682510907e-07,0.0
1880,2.8366881554831025e-07,0.0
1881,2.6356078253186865e-07,0.0
1882,2.761984738697265e-07,0.0
1883,2.818425040018724e-07,3.159669414998234e-09
1884,2.4492295480627035e-07,0.0
1885,2.0432664804559408e-07,3.2228177904158883e-09
1886,2.297433172593344e-07,6.453463874400711e-10
1887,2.5723963847923415e-07,1.3057849246322917e-09
1888,1.8134158574767412e-07,0.0
1889,2.2366537777429585e-07,4.385595886446936e-09
1890,2.8708212695960356e-07,6.554386478008212e-10
1891,2.893896011713082e-07,6.374220040683554e-10
1892,2.394571740893525e-07,0.0
1893,2.0322774263448196e-07,0.0
1894,1.6951140668908238e-07,0.0
1895,2.1967942842593402e-07,6.018614495673091e-10
1896,1.6806533076341168e-07,0.0
1897,1.7538408059181165e-07,5.826713556089658e-10
1898,2.314267115721691e-07,3.3950129374460403e-09
1899,2.3326380116373002e-07,5.527578395003729e-10
1900,2.1646692305310467e-07,1.038210628578895e-09
1901,2.3081491962173573e-07,5.588738916095792e-10
1902,2.2341791927615873e-07,2.455141867585553e-09
1903,2.019682345810736e-07,0.0
1904,1.6822576309749593e-07,1.0749250378694342e-09
1905,1.5224239247046967e-07,0.0
1906,1.8724831463146074e-07,0.0
1907,2.062280195502808e-07,5.142843484406967e-09
1908,1.8908847732035383e-07,0.0
1909,2.0353639307302274e-07,5.500983557560346e-10
1910,2.2712640568300912e-07,0.0
1911,1.5163066713341777e-07,1.5961122423746588e-09
1912,1.7138996000198858e-07,0.0
1913,2.105286869280576e-07,0.0
1914,2.0759905394740485e-07,0.0
1915,1.0013647822049165e-07,0.0
1916,1.8019437497684976e-07,2.197492410260793e-09
1917,1.8642921961742331e-07,1.0966424435210342e-09
1918,1.378365155346728e-07,0.0
1919,1.7126598017558337e-07,1.8415696745321952e-09
1920,1.650746557224636e-07,0.0
1921,1.8780413235663929e-07,3.0290989716519334e-09
1922,1.9108852633564766e-07,1.4755870969551665e-09
1923,1.910870714993962e-07,0.0
1924,2.3333839660466538e-07,1.289162443462999e-09
1925,2.0346629114875725e-07,0.0
1926,2.418711911866822e-07,4.458455382660986e-09
1927,1.5385930751676824e-07,0.0
1928,1.862444700684307e-07,0.0
1929,1.9272902762601518e-07,3.342121912552898e-09
1930,2.184749530176333e-07,0.0
1931,1.7222088111168432e-07,0.0
1932,1.9288784081084032e-07,2.1919073223131136e-09
1933,2.1335431021896056e-07,0.0
1934,2.1327212351707203e-07,0.0
1935,2.58514930351339e-07,1.196828414151696e-09
1936,2.0248272791789645e-07,1.2124714565686645e-09
1937,2.0649434429031999e-07,1.2591118148108649e-09
1938,2.580077573810513e-07,1.2965214457594243e-09
1939,2.508224170583162e-07,0.0
1940,2.6118564533383903e-07,0.0
1941,2.597322179553885e-07,0.0
1942,2.821816877940364e-07,0.0
1943,2.729041188587189e-07,2.9032352077962287e-09
1944,3.245318112021778e-07,0.0
1945,2.047793739023973e-07,2.178504043826024e-09
1946,2.533641101365447e-07,2.7842208538686464e-09
1947,2.5629872979493484e-07,0.0
1948,2.250480797272303e-07,1.0871887834440486e-09
1949,2.414984106025031e-07,0.0
1950,2.5950282100950517e-07,0.0
1951,2.3561698370144768e-07,0.0
1952,2.7311041250754897e-07,0.0
1953,2.2840514724009608e-07,1.0773827385790469e-09
1954,2.3160910522790346e-07,0.0
1955,2.1586898668601862e-07,0.0
1956,2.991351619741067e-07,0.0
1957,2.5533258796173186e-07,1.7670075402875796e-09
1958,2.9449185490193486e-07,8.272243445794913e-10
1959,2.612002010238257e-07,3.100299128533379e-09
1960,3.218187636377934e-07,4.152500121534786e-09
1961,2.3901667400849647e-07,6.948159270159238e-10
1962,3.1582943904595595e-07,6.341956404476434e-10
1963,2.8773937543746797e-07,0.0
1964,2.9933124245928866e-07,0.0
1965,2.467891562218938e-07,5.472043373977442e-10
1966,2.475966400794505e-07,5.539074754423723e-10
1967,2.8891765957439475e-07,4.930335584241163e-10
1968,2.5870555742102397e-07,8.982831700699023e-10
1969,2.4661744824072684e-07,9.083515606356229e-10
1970,3.2145089257085147e-07,2.2993624781975086e-09
1971,2.74904270014531e-07,1.541519245584766e-09
1972,2.713847582214157e-07,0.0
1973,2.789681161630142e-07,0.0
1974,2.734027901851732e-07,0.0
1975,3.3126585385900853e-07,0.0
1976,2.982461033695927e-07,1.142705374768127e-09
1977,2.8913767025073867e-07,1.1753563677885381e-09
1978,3.25544400325839e-07,0.0
1979,3.253697293814639e-07,2.3407893401383717e-09
1980,3.280331881683196e-07,0.0
1981,3.5802609410495734e-07,1.8976649140967083e-09
1982,3.6189739560654743e-07,6.207502289967692e-10
1983,3.069243508235786e-07,0.0
1984,3.03868034734478e-07,0.0
1985,3.3626968942712665e-07,6.015558051686298e-10
1986,3.8724376416610085e-07,5.994485463567401e-10
1987,3.305951832288656e-07,6.110816852533674e-10
1988,3.567949544702742e-07,1.798966087207532e-09
1989,3.4739814225304144e-07,2.1952488715726304e-09
1990,3.42720138490904e-07,2.179460389939436e-09
1991,3.8451211992196477e-07,1.1722930404189924e-09
1992,3.64207309644371e-07,2.7549720282848966e-09
1993,3.4398479442643293e-07,5.539207426075166e-10
1994,3.486726409818175e-07,0.0
1995,3.811982942636405e-07,1.0844901643380922e-09
1996,3.8754549613884137e-07,0.0
1997,3.591375978828637e-07,0.0
1998,4.14827242778415e-07,2.3840645013706308e-09
1999,3.953223917108062e-07,3.1991407301035224e-09
2000,4.09551532243313e-07,8.836062992401139e-10
2001,3.9255656147929585e-07,1.3143635069212678e-09
2002,3.9693867925905124e-07,3.066854992184176e-09
2003,3.7585645173976445e-07,8.333845835650777e-10
2004,4.409196137089566e-07,4.404791253964646e-10
2005,3.999329596382495e-07,1.8014998381943315e-09
2006,3.710218905439433e-07,0.0
2007,3.555086731665824e-07,3.994479469415779e-10
2008,3.3335753713004124e-07,2.554463751636149e-09
2009,3.2757483836576284e-07,0.0
2010,3.3822359313262496e-07,2.8342759250676863e-09
2011,2.802971561521872e-07,1.911985902935953e-09
2012,2.6553170151544236e-07,6.808505426114664e-10
2013,2.4767429707139854e-07,1.3945624655065103e-09
2014,1.9445697763131875e-07,1.5158115873603606e-09
2015,2.2232251950526916e-07,1.10828768384863e-09
2016,2.2391186238479577e-07,2.4856081637381067e-09
2017,2.0124890554029662e-07,1.0062445321423752e-09
2018,1.9257741978861986e-07,1.290733298020541e-09
2019,1.9413016971725483e-07,5.1019755087367e-10
