year,chers_ADJ êtres_NOUN,chers_ADJ maîtres_NOUN
1800,0.0,0.0
1801,2.3811825844433088e-09,4.7623651688866175e-09
1802,0.0,0.0
1803,0.0,2.145373123596528e-08
1804,0.0,0.0
1805,0.0,2.2743021688143017e-08
1806,0.0,8.645007376628655e-09
1807,0.0,2.8469551160981155e-09
1808,0.0,0.0
1809,0.0,1.129515236897305e-08
1810,0.0,4.680253518074551e-09
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,5.751483289628823e-09
1814,0.0,9.440030979135372e-09
1815,0.0,2.1577788444915313e-08
1816,0.0,2.0858434979231788e-08
1817,0.0,3.113746815941454e-09
1818,0.0,3.5763532135746345e-09
1819,0.0,0.0
1820,0.0,1.1866481131050932e-09
1821,0.0,2.2681422962023134e-08
1822,0.0,9.023054303725075e-09
1823,0.0,2.964806067318193e-09
1824,0.0,5.894778887238772e-09
1825,0.0,1.7610886082763955e-09
1826,0.0,2.642395191543301e-09
1827,0.0,9.217273055917019e-10
1828,0.0,1.0089530988466322e-08
1829,0.0,5.143905745796928e-09
1830,0.0,1.5655253093882493e-08
1831,1.5591206103948707e-09,3.1182412207897414e-09
1832,0.0,3.6530916958099624e-08
1833,0.0,1.1583628278799551e-08
1834,0.0,6.534171426153534e-09
1835,0.0,9.075705520444899e-09
1836,2.688300027031687e-09,8.064899859050456e-09
1837,0.0,2.0873671680021744e-09
1838,6.312161904276081e-10,2.5248647617104325e-09
1839,6.9914751765765e-10,3.495737610492711e-08
1840,0.0,3.821813088222825e-09
1841,3.2102742686390684e-09,2.5040138851295524e-08
1842,0.0,2.5491406319133603e-08
1843,5.906911071384968e-10,1.9492807368237663e-08
1844,6.037417232818143e-09,1.3172547497219966e-08
1845,1.1160455892778032e-09,1.3392547348889394e-08
1846,5.854501328173001e-09,1.0538101946622191e-08
1847,0.0,1.294373674909366e-08
1848,8.045221711050488e-10,1.448139919091318e-08
1849,5.02764896381791e-09,1.2569122853633985e-08
1850,6.788996032014438e-10,2.3761486112050534e-08
1851,5.8044946626978344e-09,5.8044946626978344e-09
1852,5.208436348880241e-09,1.3672145415810633e-08
1853,2.9859659189668264e-09,1.0152283902442605e-08
1854,2.5978321716024766e-09,1.4028294081924741e-08
1855,4.776243400783642e-09,1.0613874223963649e-08
1856,1.2942972915652717e-08,2.0191037619632368e-08
1857,6.345961978126979e-09,4.881509030330022e-09
1858,4.893676075479192e-09,2.59364821286745e-08
1859,1.6804172275897145e-08,2.036869339860914e-08
1860,6.408057640072684e-09,1.327383358784573e-08
1861,4.715963730639317e-10,2.2636626129113324e-08
1862,3.1625904395315985e-09,1.490935552794781e-08
1863,1.2486552236623538e-08,1.2986014041871385e-08
1864,1.342523781033833e-08,1.0548401263577034e-08
1865,7.530950751899468e-09,1.0825741691977697e-08
1866,1.4596838737723772e-09,1.459683868221262e-08
1867,6.308654931785895e-09,1.261730986357179e-08
1868,4.939874287401835e-09,1.9265509632049316e-08
1869,1.8557372527538973e-08,1.953407746668745e-08
1870,4.013834153937523e-09,4.013834153937523e-09
1871,4.6733180880664804e-08,1.4869647957382881e-08
1872,5.442605477412599e-09,4.0517171617793224e-08
1873,6.584604861359367e-09,1.0176207432266438e-08
1874,7.169530746864439e-09,2.150859329530519e-08
1875,1.2587359599081083e-08,1.3159512313176691e-08
1876,1.813804439976252e-09,1.269663130187837e-08
1877,6.80329748092845e-09,1.855444720089139e-08
1878,4.22736201599605e-09,7.2469061862534545e-09
1879,8.55305515301552e-09,4.2765275765077604e-08
1880,9.626769825743509e-09,3.5939938136664296e-08
1881,4.183504653809678e-09,2.231202450575509e-08
1882,1.3310770263785798e-08,4.725323421439498e-08
1883,3.033282780506852e-08,3.728409958547729e-08
1884,5.2813575734944607e-08,3.895001388087849e-08
1885,3.2228177904158883e-09,3.41618682786482e-08
1886,1.5488313243050555e-08,2.0005738787798322e-08
1887,1.109917185937448e-08,4.4396688214654034e-08
1888,2.028996703984376e-08,3.23371354138402e-08
1889,1.7542383545787743e-08,2.6940088715399213e-08
1890,1.4419650362640368e-08,3.342737137090879e-08
1891,7.649063604731055e-09,3.187109842706093e-08
1892,2.0686091062316336e-08,2.005923960268774e-08
1893,1.1700991287000306e-08,3.325544867260888e-08
1894,4.411077725308132e-09,2.835692702873871e-08
1895,1.444467478961542e-08,3.851913388253081e-08
1896,1.3563166589847242e-08,3.243365997995795e-08
1897,1.1653426668090106e-08,3.437761164626352e-08
1898,2.093591255913907e-08,3.225262401596041e-08
1899,1.3818945987509323e-08,1.713549302451156e-08
1900,7.786579381274805e-09,2.699347678714048e-08
1901,1.5648469187112823e-08,3.1855812654413285e-08
1902,1.6694965410124496e-08,2.2096277918493e-08
1903,6.480264325148255e-09,4.320176305583345e-08
1904,9.674325340824907e-09,3.493506461893503e-08
1905,1.9094809122766065e-08,3.1996706117976004e-08
1906,7.716276506641861e-09,4.11534765154542e-08
1907,1.131425531042396e-08,3.497133488350457e-08
1908,4.4202499438483756e-09,2.3083528422063182e-08
1909,9.901770070541716e-09,2.0353638496839466e-08
1910,1.12227167559098e-08,4.809735687505423e-08
1911,4.788336616101674e-09,3.83066933729026e-08
1912,1.510732161591477e-08,2.6047105361470813e-08
1913,1.060597898394633e-08,4.1363320379961266e-08
1914,2.8795998752162433e-08,1.6741860009439335e-08
1915,3.062998032987707e-08,3.887651445211304e-08
1916,1.538244731591476e-08,3.296238504368887e-08
1917,1.4256351654751143e-08,3.180263064006539e-08
1918,1.722956355365568e-08,1.4932289182922887e-08
1919,1.7494911963567006e-08,3.683139404575542e-08
1920,6.057785384427916e-09,2.4231141093622455e-08
1921,7.572747762196741e-09,3.862101238816251e-08
1922,1.3280283539529592e-08,5.090775334615216e-08
1923,4.246379248229459e-09,4.989495749896378e-08
1924,1.675911143195208e-08,2.191576142784868e-08
1925,8.798542339150117e-09,1.9796720263087764e-08
1926,1.3375366259005261e-08,2.4521504715657727e-08
1927,8.919379901328739e-09,2.1183526488499638e-08
1928,1.7139061725401916e-08,3.08503115276082e-08
1929,6.684243825105796e-09,3.8991422091072536e-08
1930,1.1553964229804592e-08,1.3654684494213143e-08
1931,4.5621426636444085e-09,1.2545892325022123e-08
1932,5.479768305782784e-09,2.30150272173546e-08
1933,3.4411986593596566e-09,2.7529589496921858e-08
1934,2.3963160344919743e-09,2.156684431042777e-08
1935,2.393656828303392e-09,2.2739740757060645e-08
1936,4.849885826274658e-09,1.9399543749187842e-08
1937,5.0364472592434595e-09,3.147779614742774e-08
1938,1.0372171566075394e-08,1.2965214457594243e-08
1939,4.588215141154706e-09,3.211750687626136e-08
1940,0.0,2.02862628917444e-08
1941,8.854508237732261e-09,4.427253985639368e-08
1942,9.102635090130207e-09,1.8205270180260413e-08
1943,2.9032352077962287e-09,3.4838822049465534e-08
1944,2.2492303131116387e-08,2.5705489292704442e-08
1945,6.535512131478072e-09,2.3963544037997053e-08
1946,8.352662561605939e-09,1.809743643832462e-08
1947,1.1920870957027319e-08,2.145756705651536e-08
1948,4.348755133776194e-09,3.3702852286765506e-08
1949,1.570721330779179e-08,1.8652315469935843e-08
1950,1.8080114516649815e-08,1.914365066468804e-08
1951,1.2793682557799002e-08,1.0661401983469432e-08
1952,3.1634410646574906e-09,1.6871686048247625e-08
1953,6.464296320451979e-09,1.939288962748975e-08
1954,7.818028890937967e-09,1.6613311171198575e-08
1955,1.8771215692936494e-09,2.4402580844906652e-08
1956,8.72114114258693e-09,3.1396109712034104e-08
1957,3.534015080575159e-09,1.0602044964169721e-08
1958,1.6544486891589827e-09,2.812562699405774e-08
1959,4.650448914844674e-09,2.1702093455644444e-08
1960,6.920833239831836e-09,1.7994166379153853e-08
1961,7.64297514166401e-09,3.05719010662564e-08
1962,5.7077609305622445e-09,1.6489086318571822e-08
1963,1.939815863494232e-09,3.297687101166957e-08
1964,1.8251904654320583e-08,2.190228554077578e-08
1965,4.924839203113152e-09,1.96993564793857e-08
1966,8.308612464702492e-09,1.550940920136412e-08
1967,6.409436092980059e-09,1.4791006641701188e-08
1968,1.8414805680322388e-08,3.2338194122516484e-08
1969,7.72098823764722e-09,1.4987800472932022e-08
1970,5.9783426265003214e-09,1.7935027823989813e-08
1971,6.6799168418896215e-09,2.0553589719085608e-08
1972,8.208234980600082e-09,1.539044081066976e-08
1973,2.205281512956958e-09,8.269805784610895e-09
1974,0.0,1.3501372020385816e-08
1975,0.0,1.4849848462006321e-08
1976,3.4281160132820787e-09,1.1427053803192422e-08
1977,1.1753563677885381e-09,1.0578207032541087e-08
1978,1.1881182704343018e-09,1.4851478047361866e-08
1979,5.851973350345929e-10,4.271940490241377e-08
1980,1.7055452605774235e-09,1.5918421802929572e-08
1981,6.325549528618524e-10,1.5813873710524007e-08
1982,1.2415004579935385e-09,1.986400754994122e-08
1983,3.78918940668882e-09,2.147207456282274e-08
1984,3.479405208395292e-09,1.8556827185989277e-08
1985,5.414002135495366e-09,2.5866899289184175e-08
1986,7.1933827783254856e-09,4.31602961148414e-08
1987,1.2221633705067347e-09,2.3832185946925932e-08
1988,1.1993107618124554e-09,3.89775995368602e-08
1989,2.1952488715726304e-09,2.4147737143209724e-08
1990,1.6345953479657283e-09,1.144216710269319e-08
1991,2.344586080837985e-09,1.641210245484359e-08
1992,3.30596661157756e-09,1.212187716870261e-08
1993,2.7696036575264316e-09,1.1632335872313604e-08
1994,2.1099706426497278e-09,1.2132331195235935e-08
1995,1.626735190995987e-09,1.0844901643380922e-08
1996,2.135236876199542e-09,1.1209993378002991e-08
1997,9.58978896292706e-10,1.7741109248348153e-08
1998,4.7681290027412615e-09,2.0979768589057812e-08
1999,9.140402323914998e-10,9.140402490448452e-09
2000,8.836062992401139e-10,7.068850504943214e-09
2001,2.628727069353687e-09,7.009938657320802e-09
2002,1.314366449012283e-09,9.63868718173444e-09
2003,1.2500769308587678e-09,2.1251307380509843e-08
2004,3.964312045301455e-09,2.158347706116004e-08
2005,2.7022496462691947e-09,8.106749271874492e-09
2006,1.2353669198716943e-09,1.400082605407249e-08
2007,4.393927360846206e-09,1.1583990128238852e-08
2008,5.960415355721338e-09,1.4475295156968215e-08
2009,2.860915504498962e-09,6.198650481792356e-09
2010,5.196172492283324e-09,7.55806894847666e-09
2011,3.059177577924288e-09,9.942327156009512e-09
2012,1.1234033758800166e-08,9.872332923377414e-09
2013,1.4503450440628285e-08,1.2272150407000026e-08
2014,5.413613071714174e-09,9.961047958695346e-09
2015,1.4186082752942752e-08,1.4629397790399956e-08
2016,1.8849194760583998e-08,2.3613276139977657e-08
2017,4.024978128569501e-09,9.810884465943914e-09
2018,8.518840410864925e-09,1.755397338598641e-08
2019,1.607122257496485e-08,1.1224346285754194e-08
