year,autres_ADJ êtres_NOUN,autres_ADJ etres_NOUN,autres_ADJ maîtres_NOUN
1833,8.5487175738308e-07,2.3167257001688313e-09,4.4017788880523767e-07
1834,7.74766078848188e-07,2.8003592777992026e-09,4.900628596260503e-07
1835,9.370666020913632e-07,4.5378527602224494e-09,4.658862096107441e-07
1836,8.474866035612649e-07,1.3441500135158435e-09,3.7568993710435095e-07
1837,8.119858989630302e-07,2.7831563720326358e-09,4.564376467897091e-07
1838,8.477233564008202e-07,6.312161904276081e-10,4.1975877707045584e-07
1839,8.802267075225245e-07,1.1885507689157748e-08,3.978149474281878e-07
1840,1.2637461850317777e-06,2.9937537560087435e-08,4.5925456076956195e-07
1841,9.168543328996748e-07,7.0626033910059505e-09,5.29053207021235e-07
1842,1.0900930647039786e-06,8.049918065466954e-09,5.058031953275588e-07
1843,1.483225332776783e-06,1.7720733769266417e-09,5.576123953687784e-07
1844,1.003857846626488e-06,7.683985892015244e-09,4.81346806913141e-07
1845,9.397103895025793e-07,2.2320912340667576e-09,3.487642588062556e-07
1846,1.1328460232107318e-06,1.1709002434301397e-08,4.812400207221401e-07
1847,8.639944439892133e-07,7.550513103637968e-09,7.485794206729679e-07
1848,1.1408124009903986e-06,5.631655086713039e-09,3.7571186339846463e-07
1849,9.150321034212539e-07,1.6758829879393033e-09,4.809784286408103e-07
1850,8.316520165863039e-07,1.3577992064028876e-09,7.406794608755263e-07
1851,8.429416311628302e-07,6.449438760824933e-10,3.43755080844943e-07
1852,1.0312703579984372e-06,2.6042181744401205e-09,6.660288218718335e-07
1853,1.2308152008699835e-06,2.9859659189668264e-09,5.541952494692026e-07
1854,1.0832960697371163e-06,1.2209811811603188e-07,5.232034350211023e-07
1855,1.0688171414585668e-06,2.653468555990912e-09,5.540442451490435e-07
1856,1.0059278565677232e-06,2.6403665032148638e-08,5.027050764550012e-07
1857,9.450601510252454e-07,5.369659827891837e-09,5.257385153889516e-07
1858,9.630754220779636e-07,9.297984604472731e-09,4.634311314699602e-07
1859,1.1936053851968609e-06,2.5460866748261424e-09,5.041251380788481e-07
1860,9.044515536515974e-07,2.746310290291376e-09,5.71690278672321e-07
1861,1.37328868277109e-06,4.715963730639317e-10,5.248867855911499e-07
1862,7.667022714485938e-07,4.517986262886353e-10,5.444173468149849e-07
1863,9.564698757458245e-07,9.989241656072068e-10,5.878668650760588e-07
1864,1.0447712384120678e-06,4.31525504218655e-09,5.082411561607714e-07
1865,9.201880857290234e-07,2.3534221238463715e-09,4.8433430244188e-07
1866,1.022265223582508e-06,4.379051787850585e-09,4.573676151697903e-07
1867,7.54126915580855e-07,4.85281148598915e-10,4.464586567110018e-07
1868,8.41754513203341e-07,2.9639244392143382e-09,4.4705860702265454e-07
1869,1.1300463711449993e-06,3.4184634012390802e-09,3.794494376485602e-07
1870,1.0361426348026725e-06,6.307453670473251e-09,4.891143543517273e-07
1871,5.799162750008691e-07,1.0621177271019633e-09,2.729642449850189e-07
1872,9.29476072997204e-07,3.0236697590169115e-09,4.2936110133950933e-07
1873,7.075457233440829e-07,1.1972008939764578e-09,3.519770550575174e-07
1874,6.416730116143299e-07,1.1949218281515073e-09,4.6900682715289577e-07
1875,9.829583405007725e-07,2.2886108008712824e-09,4.880462496359428e-07
1876,1.0943286952169728e-06,2.418405919968336e-09,3.6820229687428707e-07
1877,8.739144732317072e-07,1.2369631985365004e-09,4.372664825780248e-07
1878,7.343531933656777e-07,0.0,5.81564252755129e-07
1879,9.04180126326537e-07,2.443730107160036e-09,4.23376227409733e-07
1880,6.886348842272128e-07,0.0,5.159948242017265e-07
1881,7.125902925508854e-07,1.3945015142624584e-09,4.859837750004203e-07
1882,6.395825380423048e-07,2.6621540527571597e-09,4.951606493719396e-07
1883,6.761692930012941e-07,1.2638677882037541e-09,5.150261466191353e-07
1884,5.684061079591629e-07,6.601696966868076e-10,4.865450655699988e-07
1885,6.471418032560905e-07,2.5782542767416317e-09,4.2090000373917746e-07
1886,6.092070066188171e-07,0.0,4.0914961196847344e-07
1887,5.210081894801988e-07,1.3057849246322917e-09,6.195949522336264e-07
1888,5.966518301647739e-07,3.1703073499755874e-09,4.336980339303409e-07
1889,7.712383194302674e-07,1.2530273485467092e-09,4.2414974510407433e-07
1890,6.449516263273836e-07,1.3108772956016423e-09,3.912968733477129e-07
1891,6.253109745557595e-07,1.2748440081367107e-09,3.9966358844623073e-07
1892,7.227594664982462e-07,1.8805537127519756e-09,4.751532269864356e-07
1893,7.439367095685157e-07,1.8475249663474358e-09,4.6434459521904614e-07
1894,6.339348601613892e-07,1.2603078580752936e-09,3.692701966429013e-07
1895,5.838056154061633e-07,4.814891374493868e-09,4.008397205268466e-07
1896,7.748695907139336e-07,5.89702897624278e-10,3.8330688134635693e-07
1897,6.001515089337772e-07,4.661370844871726e-09,3.600908904388689e-07
1898,6.642908374487888e-07,1.6975064687230201e-09,3.989140315852069e-07
1899,6.699424943690246e-07,5.527578395003729e-10,4.753717490757481e-07
1900,6.348657848320727e-07,9.34389543516545e-09,4.609655197551632e-07
1901,7.466555302926281e-07,3.353243460679778e-09,3.738866256597362e-07
1902,6.113303356869437e-07,1.4730852093691738e-09,3.501032299624285e-07
1903,6.723274168507487e-07,8.640351989441797e-09,4.6495895489329087e-07
1904,7.121378189367533e-07,2.1498500757388683e-09,4.5361835354640334e-07
1905,6.708986575176823e-07,5.160759042333041e-10,4.4072881255630136e-07
1906,7.042388574518554e-07,3.6009292214700395e-09,4.30053824551635e-07
1907,6.901695996930357e-07,0.0,4.3508453728691165e-07
1908,8.310070143124904e-07,1.4734167219643268e-09,3.162934514300275e-07
1909,6.815718620600819e-07,3.300590190047359e-09,4.0817298341266905e-07
1910,6.258000553316379e-07,3.206490406526541e-09,4.510463114115737e-07
1911,7.677300004615972e-07,1.0640748282497725e-09,4.554240389254005e-07
1912,8.246514084930823e-07,6.772247651554153e-09,3.235050520800087e-07
1913,7.684031970711658e-07,1.590896969716482e-09,4.597692058183611e-07
1914,6.361906343954615e-07,4.0180461735594974e-09,3.810447160579322e-07
1915,4.606278025676147e-07,0.0,2.8509443672497525e-07
1916,5.153119673195761e-07,0.0,4.032398521758296e-07
1917,6.76628360452014e-07,3.2899273305631027e-09,3.4324907360883117e-07
1918,4.962114417139674e-07,0.0,3.204698995062927e-07
1919,6.086387998038845e-07,7.366278698128781e-09,4.5763007805454947e-07
1920,7.261770065269957e-07,2.5745587883818644e-08,4.5433390560845055e-07
1921,6.330816972877074e-07,4.543648568500203e-09,3.968119584030205e-07
1922,7.045928214211017e-07,5.902348387820666e-09,3.984085044095309e-07
1923,8.32290311336692e-07,5.307974060286824e-09,4.2357631668821227e-07
1924,7.593166628794279e-07,3.867487219366694e-09,4.602310061940784e-07
1925,8.18264425106463e-07,2.1996355847875293e-09,4.586240207604675e-07
1926,8.370749924324628e-07,2.229227691330493e-09,3.912294612717915e-07
1927,9.566034577801474e-07,5.574612549352764e-09,4.192108415956852e-07
1928,6.787068400626595e-07,3.4278122562625413e-09,4.6389726682249943e-07
1929,6.829068865954468e-07,7.798284462623428e-09,3.9994059086723155e-07
1930,6.722306125084287e-07,4.201441416995522e-09,4.0648944521493036e-07
1931,6.444026325880259e-07,2.2810713318222042e-09,3.6725249241698066e-07
1932,6.740115168213379e-07,0.0,4.887953517496157e-07
1933,5.494447350429255e-07,3.4411986593596566e-09,4.2900275332158344e-07
1934,6.781574484193698e-07,1.1981580172459871e-09,3.2829530560718467e-07
1935,6.762080602129572e-07,4.787313656606784e-09,3.602453437778763e-07
1936,7.577946803394298e-07,3.6374143697059935e-09,4.1102783754354277e-07
1937,7.504306154260121e-07,3.777335333410292e-09,3.4877397281363187e-07
1938,8.479250368509383e-07,3.8895642262559704e-09,3.435781816829575e-07
1939,9.176430353363685e-07,3.058810094103137e-09,3.1964565216924257e-07
1940,6.440888569159142e-07,0.0,7.937000745528167e-07
1941,6.227670610314817e-07,0.0,4.309193659679522e-07
1942,9.466740493735415e-07,0.0,3.732080582352637e-07
1943,8.854867132868094e-07,2.9032352077962287e-09,3.6871087250034407e-07
1944,9.318239904132497e-07,0.0,3.9843506982606414e-07
1945,8.910081419344351e-07,4.357008087652048e-09,2.8320553724370257e-07
1946,1.1665885040201829e-06,1.3921104269343232e-09,3.605565908060271e-07
1947,9.953927246897365e-07,1.1920870957027319e-09,3.4689735350923456e-07
1948,8.490944196637429e-07,5.435943917220243e-09,3.6094668232067306e-07
1949,7.7652538266193e-07,4.908504158684934e-09,2.788030375455719e-07
1950,8.593372058385285e-07,0.0,3.903177550057535e-07
1951,8.465153200631903e-07,7.462981344019681e-09,3.528924095164143e-07
1952,8.035140695028531e-07,1.0544803918932644e-09,2.794373017422913e-07
1953,7.390845553345571e-07,1.0773827385790469e-09,3.232148131360191e-07
1954,9.743218924995745e-07,7.818028890937967e-09,3.9187871081480807e-07
1955,7.714969569860841e-07,9.385607846468247e-10,3.078479369200693e-07
1956,7.700767810092657e-07,8.72114158667614e-10,3.732648696797014e-07
1957,7.341916443692753e-07,4.417518850718949e-09,3.260128913495919e-07
1958,6.708789328513376e-07,1.6544486891589827e-09,2.7877460917480335e-07
1959,7.696492616560136e-07,3.022791572604433e-08,3.309569347464958e-07
1960,7.197666604952246e-07,6.920833350854139e-10,3.2735541388717593e-07
1961,8.393376447202172e-07,4.863711433600315e-09,2.814004433915329e-07
1962,8.130388096105889e-07,1.7123282347597524e-08,2.7460672491486093e-07
1963,7.545884272985859e-07,9.052474769788432e-09,3.1425019653141817e-07
1964,7.325097612920217e-07,6.692365217553231e-09,3.2731748422776263e-07
1965,8.410530654145987e-07,1.0944086747954884e-09,3.332474514117223e-07
1966,6.896148079249542e-07,8.862519718100259e-09,3.345601267135123e-07
1967,7.548343887719966e-07,4.437301970305896e-09,3.194857498556303e-07
1968,7.877943630774098e-07,2.69484942694298e-09,4.185999449290989e-07
1969,5.922452146478463e-07,1.8167030935156703e-09,3.1928558108518246e-07
1970,6.746329859197431e-07,3.6789800095249348e-09,3.246699975534284e-07
1971,6.443550546464394e-07,2.569198631618974e-09,3.920597180240293e-07
1972,6.489635779871605e-07,2.5650734314375256e-09,4.098987460565695e-07
1973,5.612441213997954e-07,7.718485517393958e-09,3.230737348758339e-07
1974,5.558064799515705e-07,5.625571564138454e-09,2.8859182599205724e-07
1975,5.340233997230825e-07,3.4268881066168433e-09,2.79291394011949e-07
1976,5.793516493213247e-07,6.284879505713548e-09,2.725352332699771e-07
1977,5.606449917650025e-07,6.464460078348111e-09,2.5270160808332776e-07
1978,5.269304779176309e-07,5.346532105932056e-09,3.136632322764399e-07
1979,5.816861516905192e-07,7.607565244427406e-09,3.0781378690392103e-07
1980,5.241709004621953e-07,8.527725858797908e-09,2.1148760787070842e-07
1981,6.338200364552904e-07,1.0753434143140339e-08,2.890776240604964e-07
1982,7.293814974218549e-07,2.483000915987077e-09,2.8989035349979986e-07
1983,5.967973493170575e-07,2.4629731809611144e-08,2.513495722666903e-07
1984,6.11795371696644e-07,4.059305891424003e-09,2.969092465221479e-07
1985,5.203457931202138e-07,4.210890747202711e-09,3.2965258611739046e-07
1986,6.198297910486872e-07,3.5966913891627428e-09,2.8293971188197986e-07
1987,5.964157026028261e-07,0.0,2.2243373010155665e-07
1988,5.930591555625142e-07,1.9188972133488136e-08,2.296680174929122e-07
1989,5.784480663351133e-07,2.1952488715726304e-09,2.661739326725865e-07
1990,7.65535446589638e-07,4.90378582185258e-09,2.4083037652999906e-07
1991,7.022035219961253e-07,9.378343990285032e-09,2.620074823767027e-07
1992,6.32541571121692e-07,5.509944278614398e-09,2.62824345620416e-07
1993,5.71646182834229e-07,8.862731881720265e-09,2.4594081793338773e-07
1994,6.503984764094639e-07,3.692448680148175e-09,2.637463261123685e-07
1995,6.924469744262751e-07,8.675921314704738e-09,2.9227008813137445e-07
1996,6.475106033576594e-07,3.2028553142993132e-09,2.5462700881107025e-07
1997,6.362824933603406e-07,3.835915585170824e-09,2.7810387681626025e-07
1998,6.394061529135797e-07,6.198568103243929e-09,2.9848489546679957e-07
1999,6.896433433212223e-07,3.6561609850771504e-09,2.8518054806525583e-07
2000,7.046760401863139e-07,2.2090157481002848e-09,2.52269596767718e-07
2001,7.014319862719276e-07,1.0953029760951694e-08,2.7163512594796657e-07
2002,7.947535891617008e-07,8.762443215459825e-09,2.834650167926611e-07
2003,7.392121119664807e-07,3.7502305705316985e-09,2.741835292141559e-07
2004,6.734925932505575e-07,3.523833003171717e-09,2.5503742051569134e-07
2005,7.494239184779872e-07,2.702249757291497e-09,2.5986635154851e-07
2006,7.47808826417895e-07,5.7650459961422484e-09,2.7589862572341417e-07
2007,7.281935836545017e-07,1.9972397624634652e-09,2.6603233660438264e-07
2008,7.510123509746336e-07,3.405951742863067e-09,2.430998087277203e-07
2009,7.466989586646378e-07,2.384096253749135e-09,2.6272740161203956e-07
2010,8.063514655987092e-07,9.447586046817946e-10,2.0028882907752177e-07
2011,7.280842737600324e-07,3.0591775224131368e-09,2.0343530326982773e-07
2012,7.792334599798778e-07,6.808505426114664e-10,2.263828058346462e-07
2013,8.623974849797378e-07,1.1156500168141292e-09,2.0249048304776807e-07
2014,8.668276905154926e-07,4.330890313042346e-09,2.535736278730383e-07
2015,8.733306913200067e-07,2.2165753954528356e-10,2.3185378417167612e-07
2016,9.80572394837509e-07,1.0356700219649184e-09,2.4814653443172574e-07
2017,8.910295150599268e-07,3.2702947017071438e-09,1.9621767854971495e-07
2018,9.701151384433615e-07,3.0977600484760615e-09,2.4136714316114194e-07
2019,9.048353604157455e-07,2.295888978931515e-09,2.0076273798963484e-07
