year,trop_ADV à_ADP,trop_ADV a_ADP,trop_ADV bas_ADJ
1939,2.581635726528475e-06,1.2235240376412548e-08,1.0568188599791029e-06
1940,2.124986167473253e-06,1.5214697723919812e-08,1.0777077932289103e-06
1941,2.502874167475966e-06,8.854508237732261e-09,1.0654924835762358e-06
1942,2.791474798868876e-06,9.102635312174812e-09,1.2045820767525584e-06
1943,3.086139031438506e-06,1.7419411246777372e-08,1.1787135463237064e-06
1944,2.7794060315500246e-06,9.639558484764166e-09,1.2338634860498132e-06
1945,2.9366235594352474e-06,6.535512131478072e-09,1.1524286946951179e-06
1946,2.9610189358209027e-06,5.568441707737293e-09,1.259859914171102e-06
1947,2.799020421662135e-06,3.5762612871081956e-09,1.2612281352630816e-06
1948,2.642955905685085e-06,1.5220642746172075e-08,1.088276007976674e-06
1949,2.393386694166111e-06,2.9451024952109606e-09,1.16724231702392e-06
1950,2.6046000130008906e-06,9.571825110299415e-09,1.2379560985209537e-06
1951,2.9062980502203573e-06,4.264560704569931e-09,1.1887462960658013e-06
1952,2.3978884655662114e-06,6.326882129314981e-09,1.0523714308874332e-06
1953,2.5469328193139518e-06,6.464296320451979e-09,9.955016366802738e-07
1954,2.507632871129317e-06,8.795282502305213e-09,1.0818197324624634e-06
1955,2.362357463425724e-06,2.815682353940474e-09,1.0192769650529954e-06
1956,2.593667431938229e-06,4.360570571293465e-09,1.025606252369471e-06
1957,2.3059449176798807e-06,8.835037701437898e-10,9.232614388565707e-07
1958,2.4204584860854084e-06,2.481673033738474e-09,1.0687738267733948e-06
1959,2.4438108994218055e-06,5.425523585955716e-09,1.0618524584060651e-06
1960,2.5579399789421586e-06,5.536666680683311e-09,9.70300789049361e-07
1961,2.4721550744288834e-06,4.168895617606694e-09,1.0060934982902836e-06
1962,2.536148258514004e-06,4.439369483133504e-09,9.982239816963556e-07
1963,2.449987505315221e-06,1.0345685197421517e-08,1.0584928986645536e-06
1964,2.5522247142362176e-06,4.867174552281028e-09,9.551830544296536e-07
1965,2.497440618753899e-06,8.755269675919664e-09,9.915343071043026e-07
1966,2.4698733795958105e-06,7.200797402795445e-09,1.0695953278627712e-06
1967,2.6618881747708656e-06,3.4512349644799656e-09,1.0023371714851237e-06
1968,2.901005473177065e-06,5.389698992663838e-09,9.1984196615158e-07
1969,2.436652948745177e-06,4.5417577476669635e-09,9.787488579604542e-07
1970,2.438703859297675e-06,9.65732255275853e-09,9.142265184891585e-07
1971,2.563032694524736e-06,9.249115584530898e-09,9.613942211217363e-07
1972,2.3726929612166714e-06,9.747278761906841e-09,1.1147809573230916e-06
1973,2.129199401679216e-06,8.269805784610895e-09,9.080246741177689e-07
1974,1.9250705918238964e-06,3.3753429495853027e-09,9.231563353750971e-07
1975,1.8865018773794873e-06,4.569184142155791e-09,7.527730758738471e-07
1976,2.0111615413043182e-06,6.856232193097611e-09,8.644566378279706e-07
1977,1.897612833090534e-06,9.99052895966912e-09,7.88664124229399e-07
1978,2.0869297259196173e-06,8.910886695190356e-09,9.7366296358814e-07
1979,2.15528189073666e-06,4.681578791299046e-09,8.701884439688001e-07
1980,2.0097006654395955e-06,7.959210956975937e-09,7.964895871737099e-07
1981,2.052640866168076e-06,5.060439622894819e-09,7.476799623873376e-07
1982,1.9441897620708914e-06,6.828252518964462e-09,8.100790296339255e-07
1983,2.0000607037218288e-06,1.0104505676622466e-08,9.005640890791256e-07
1984,1.918891939567402e-06,5.799008662155103e-09,8.860885145622888e-07
1985,2.0212276012898656e-06,4.812446330326736e-09,7.405151905004459e-07
1986,2.1939815724181244e-06,2.9972427317837003e-09,7.583024057566945e-07
1987,2.0232914721418638e-06,1.0388388482773792e-08,7.2718722776699e-07
1988,1.951278591150185e-06,8.994830602571113e-09,8.263251061180199e-07
1989,2.0163361114100553e-06,5.488122289953878e-09,7.145534937080811e-07
1990,1.977315378098865e-06,5.9935161278446e-09,7.530035759373277e-07
1991,1.9102515125268837e-06,2.930732601047481e-09,7.44992235013342e-07
1992,1.8623611595103284e-06,3.856960972825618e-09,7.499033927160781e-07
1993,2.1204086806392297e-06,4.985286516934195e-09,7.378224040621717e-07
1994,1.9675476323754992e-06,6.329912038971486e-09,6.762455768694053e-07
1995,2.0312500055297278e-06,5.422450655157007e-09,6.398491905201809e-07
1996,1.9825674826279283e-06,5.871901409548741e-09,5.647701755151502e-07
1997,1.8311701523998636e-06,5.274383929609883e-09,5.926489734520146e-07
1998,1.926324102896615e-06,3.814503379828693e-09,6.246249313335284e-07
1999,2.0003769805043703e-06,5.484241422104574e-09,6.050946126379131e-07
2000,1.8515969486543327e-06,5.743441056083043e-09,6.710989737257478e-07
2001,1.954020490302355e-06,2.6287270138425356e-09,6.497336926258868e-07
2002,1.9838171283481643e-06,4.3812213301741565e-09,6.344008625092101e-07
2003,1.8526138774177525e-06,3.333538334260311e-09,6.192047408148937e-07
2004,1.88304829862318e-06,3.964312184079333e-09,6.109445394031354e-07
2005,1.867705009317433e-06,5.404499625605297e-09,6.683564492959704e-07
2006,2.0927116111124633e-06,6.176834932425379e-09,7.428673143294873e-07
2007,2.198961055910331e-06,3.195583603288199e-09,6.455078960243554e-07
2008,2.260274641230353e-06,1.7029758714315335e-09,7.837946327526879e-07
2009,2.4670628135936568e-06,7.1522885392028e-09,7.257189054143964e-07
2010,2.7794799279945437e-06,9.447586046817946e-10,8.247742471212405e-07
2011,2.884421974158613e-06,5.735957819830162e-09,8.821903065836523e-07
2012,3.3477422221039888e-06,2.3829768991401323e-09,9.426375982002355e-07
2013,3.484732815195457e-06,3.904775058849452e-09,8.941934765971382e-07
2014,3.936562734452309e-06,1.5158116567492996e-09,8.863167408890149e-07
2015,3.943952378904214e-06,1.3299452233939135e-09,8.963830850916565e-07
2016,4.086546596226981e-06,1.6570720073882939e-09,9.018614832712046e-07
2017,3.681848738779081e-06,1.0062445598979508e-09,8.145549372784444e-07
2018,4.033025561511749e-06,2.323320036357046e-09,9.489471608503663e-07
2019,4.1035186768567655e-06,1.02039510174734e-09,8.359587013728742e-07
