year,trop_ADV au_ADP,trop_ADV beau_ADJ
1943,8.593576126258995e-07,9.377449865510812e-07
1944,7.165405122577795e-07,8.54707515429709e-07
1945,7.276203746187093e-07,1.0130044358902524e-06
1946,8.129924822242174e-07,9.967510390396228e-07
1947,8.213480100494053e-07,8.988336830384469e-07
1948,7.860375035306788e-07,8.545304019946798e-07
1949,6.047276883691666e-07,7.941959463408921e-07
1950,6.753454613317444e-07,8.444477135327588e-07
1951,7.388351264125959e-07,7.260414349730127e-07
1952,6.474509746112744e-07,7.908602821515842e-07
1953,6.194950969984347e-07,8.101918052005885e-07
1954,7.055771220620954e-07,8.326200831021424e-07
1955,8.02469457994448e-07,8.015308825548573e-07
1956,7.439134037667827e-07,8.267642126469354e-07
1957,6.529093070639647e-07,8.234255233219301e-07
1958,6.932140195203829e-07,9.074651110552168e-07
1959,7.556978971479111e-07,8.200291166104989e-07
1960,6.650921022810508e-07,8.422654076412073e-07
1961,8.143242666847073e-07,7.997331064046875e-07
1962,7.50887636513653e-07,8.358698710964063e-07
1963,6.976871418373776e-07,8.160159410408596e-07
1964,7.671883963666914e-07,8.024754283297852e-07
1965,7.77030152221414e-07,7.080824175886846e-07
1966,6.990312613197602e-07,7.721470147714626e-07
1967,8.006865073184599e-07,7.237732368992056e-07
1968,8.349542213181849e-07,8.044125863193585e-07
1969,6.903471785335569e-07,6.658216911148429e-07
1970,7.302775202333578e-07,6.718737086686133e-07
1971,7.661350878152007e-07,7.33249336803965e-07
1972,6.91030777488777e-07,6.356251720518458e-07
1973,6.103116447775392e-07,6.98522899966747e-07
1974,6.036238460183085e-07,6.064366377955821e-07
1975,5.620096317215939e-07,6.40828078601885e-07
1976,6.2791662003292e-07,5.644964549134102e-07
1977,5.524174753190891e-07,6.211758503127385e-07
1978,6.261383305172785e-07,6.540591108716853e-07
1979,6.162127874631551e-07,6.653693969127517e-07
1980,6.179758997859608e-07,6.390109223985974e-07
1981,5.503227953340684e-07,6.673455033023856e-07
1982,6.257162112888182e-07,6.443387281507285e-07
1983,6.22690151885763e-07,6.833171788400705e-07
1984,6.41950236968114e-07,7.144378457724088e-07
1985,5.726811309614277e-07,6.77351835065565e-07
1986,6.3661434523965e-07,6.935619936143667e-07
1987,6.178036073833937e-07,6.715787463917877e-07
1988,5.744698796661396e-07,6.434302513014245e-07
1989,5.499098278960446e-07,7.129070596079146e-07
1990,5.421407536232437e-07,6.6419054789435e-07
1991,5.785266239399789e-07,7.168572153659625e-07
1992,5.498924338098732e-07,6.738661451066719e-07
1993,6.508568617391575e-07,7.001558266495067e-07
1994,5.76021989218134e-07,6.145289255243824e-07
1995,5.991807938698912e-07,6.550320481579774e-07
1996,5.22065420227591e-07,6.613896346152615e-07
1997,5.159306510904571e-07,6.449133032049303e-07
1998,5.626392294288962e-07,6.53233716008117e-07
1999,5.630487862617883e-07,6.146920341620898e-07
2000,5.8936541336152e-07,6.38405559527655e-07
2001,5.607951152342139e-07,5.638619366976627e-07
2002,5.699969278794015e-07,6.308958973022527e-07
2003,5.312826942827087e-07,6.654576125697531e-07
2004,5.351821528165601e-07,6.276827804185814e-07
2005,5.143281782693521e-07,6.832188361727276e-07
2006,5.75680985548388e-07,7.091006217763152e-07
2007,6.175465045998862e-07,9.167330290438258e-07
2008,6.130713359198126e-07,9.319535614338292e-07
2009,6.408450872186222e-07,1.028499085009571e-06
2010,6.632205327150587e-07,1.166304450350708e-06
2011,7.104939641067176e-07,1.2772066426691708e-06
2012,8.187227535927377e-07,1.4539563224502672e-06
2013,7.988053880580992e-07,1.493855329215421e-06
2014,9.177156812256726e-07,1.8456089279084154e-06
2015,8.81310370459687e-07,1.6526786410508976e-06
2016,9.312744850831223e-07,1.700984412877915e-06
2017,7.800910566402308e-07,1.734765618266465e-06
2018,8.88282670530316e-07,1.9213856390365436e-06
2019,8.41060682432726e-07,1.8038033857692426e-06
