year,trop_ADV avare_ADJ,trop_ADV bavard_ADJ
1800,9.746909634955614e-08,6.288328968651058e-09
1801,6.429192911383552e-08,0.0
1802,8.503792514602537e-08,6.713520406265161e-09
1803,1.540767957664002e-07,1.1702034896643454e-08
1804,7.909923027682453e-08,4.943701892301533e-09
1805,8.24434565060983e-08,5.685755422035754e-09
1806,1.2391177506287931e-07,2.881669125542885e-09
1807,7.117387923472052e-08,0.0
1808,1.1783584596969376e-07,1.1330369531492579e-08
1809,6.777091243748146e-08,2.259030518203531e-09
1810,1.5210823622879843e-07,1.6380887757350138e-08
1811,7.771938115297417e-08,2.5070767684098882e-09
1812,5.3344166417446104e-08,1.3336041604361526e-08
1813,6.326631774022928e-08,4.888760685162197e-08
1814,1.164270519993238e-07,6.293354282149721e-09
1815,8.90083740046066e-08,2.697223555614414e-09
1816,8.343374346964083e-08,9.270415546325239e-09
1817,1.0742426326260102e-07,1.71256075987003e-08
1818,1.0729059352065917e-07,3.5763532135746345e-09
1819,8.798392825415391e-08,2.070210003424222e-09
1820,1.1035827096605999e-07,8.306536791735653e-09
1821,6.409967312492881e-08,3.35290586406245e-08
1822,1.1128433641260926e-07,1.0025615893027862e-08
1823,1.0277994366703069e-07,1.087095569118901e-08
1824,3.873711751367637e-08,1.0105335235266466e-08
1825,8.365171022539641e-08,2.641632912414593e-09
1826,6.517908501812997e-08,7.0463874735082754e-09
1827,5.346018383534101e-08,1.474763688946723e-08
1828,8.346793833879929e-08,8.255071293206129e-09
1829,5.658296098332016e-08,3.772197487705853e-08
1830,5.2184179866188174e-08,1.0436835395921662e-08
1831,8.731075240575592e-08,1.091384405071949e-08
1832,3.6530916958099624e-08,2.570694235259907e-08
1833,5.328469099286082e-08,1.853380560135065e-08
1834,7.187588502155506e-08,3.733812370398937e-09
1835,6.050470346963266e-08,3.025235173481633e-09
1836,5.443807538085821e-08,6.048674894287842e-09
1837,4.6617867677234415e-08,8.349468672008697e-09
1838,5.0497293679896416e-08,5.049729523420865e-09
1839,5.9427538667833346e-08,6.9914749545318955e-09
1840,3.821813121529516e-08,0.0
1841,5.6500828460315233e-08,5.1364388298225094e-09
1842,4.628703065279183e-08,9.391571076378114e-09
1843,4.134837894298471e-08,1.1223130869097986e-08
1844,7.409557789550547e-08,8.781698035420504e-09
1845,3.961961780873935e-08,5.022205318283568e-09
1846,5.26905117315124e-08,1.1123552745573306e-08
1847,5.770749478273274e-08,1.6179670936367074e-09
1848,7.079795238951192e-08,9.65426583121598e-09
1849,4.9438547478075634e-08,7.54147322368226e-09
1850,4.752297400045791e-08,6.1100964288129944e-09
1851,6.255955598000185e-08,1.2898877521649865e-09
1852,5.794385615764952e-08,8.463708844885787e-09
1853,2.92624660058749e-08,1.3735443005202796e-08
1854,5.663274227352133e-08,5.195664343204953e-09
1855,6.421393905498007e-08,4.2455496895854594e-09
1856,8.697678255398245e-08,4.659470143053568e-09
1857,7.663969558979744e-08,3.905207268672939e-09
1858,7.536260943075135e-08,1.9574704523961373e-08
1859,9.06406869560783e-08,8.656694916453489e-09
1860,8.238930798709632e-08,8.696649622663699e-09
1861,7.734180434981752e-08,1.2733101684148096e-08
1862,5.511943257374696e-08,5.873382225018986e-09
1863,5.544029146875573e-08,4.994620939058336e-09
1864,8.438720855430404e-08,9.109983323263293e-09
1865,7.154403425246869e-08,4.706844247692743e-09
1866,8.12557375273748e-08,8.75810357570117e-09
1867,7.86155442966674e-08,9.220341823379385e-09
1868,4.594083014008987e-08,5.9278488784286765e-09
1869,4.932354258357918e-08,2.0999133099053324e-08
1870,4.529898589566983e-08,6.307453670473251e-09
1871,7.647247457498452e-08,3.18635318130589e-09
1872,6.349705994335153e-08,1.148994488442412e-08
1873,4.968383526815501e-08,2.9930022904522957e-09
1874,6.57207003262883e-08,1.1949218281515073e-09
1875,4.920513185791009e-08,2.8607636259891933e-09
1876,5.985554496490408e-08,7.859819461941697e-09
1877,4.5767639234028934e-08,8.658742167710898e-09
1878,6.280652525836317e-08,1.8117265909722846e-08
1879,6.720257461623191e-08,1.221865097988939e-08
1880,6.867095203588747e-08,2.3104245627791897e-08
1881,4.9504802035471585e-08,2.022027167924989e-08
1882,8.785108218667403e-08,1.0648616211028639e-08
1883,5.371438049905919e-08,2.338155447034751e-08
1884,6.271611852071146e-08,1.9805090900604227e-09
1885,3.2228179347448815e-08,7.090199094506033e-09
1886,6.71160224618994e-08,2.0005737511041843e-08
1887,3.982643903555072e-08,1.6975204464309e-08
1888,4.7554610915767626e-08,8.242799331981132e-09
1889,4.8868066926388565e-08,1.879540939553337e-08
1890,3.6704562944578356e-08,1.1142457290169716e-08
1891,2.6771723837804018e-08,6.3742202627281586e-09
1892,2.1312942521944933e-08,7.522214851007902e-09
1893,4.126139074855928e-08,1.1085149687062312e-08
1894,4.4110773700367645e-08,6.301539290376468e-09
1895,3.671354775747204e-08,8.426059849853118e-09
1896,4.835563927052533e-08,1.592197840238896e-08
1897,5.651912005077975e-08,1.806281169081103e-08
1898,3.621347155480237e-08,2.1501747937691107e-08
1899,5.140647907353468e-08,6.080336234504102e-09
1900,5.191053276121238e-08,1.9206897405865675e-08
1901,4.247441509619421e-08,1.1736351446245408e-08
1902,3.289890315727462e-08,1.1293653123800595e-08
1903,3.7801541452608944e-08,8.100330184390714e-09
1904,3.171028950532673e-08,1.6123874679863093e-08
1905,4.386645163778624e-08,9.289366165177171e-09
1906,3.54948734848648e-08,5.144184633820714e-09
1907,4.1142747875255736e-08,1.8514235478050978e-08
1908,2.8977194643786675e-08,1.8663278922304016e-08
1909,4.3457770160237885e-08,1.925344328412848e-08
1910,2.93928290595602e-08,1.7635697346918278e-08
1911,3.671058201870636e-08,1.9685383989553884e-08
1912,2.81308754068732e-08,1.510732161591477e-08
1913,4.719660751106858e-08,1.113627856597077e-08
1914,4.5537858206490256e-08,3.01353459963849e-08
1915,8.246533123035249e-09,2.3561523843085297e-09
1916,2.307367097387214e-08,4.394984820521586e-09
1917,5.15421945124217e-08,1.2063066989753679e-08
1918,5.054005569604669e-08,1.4932290071101306e-08
1919,2.6702760891339494e-08,1.4732557396257562e-08
1920,1.817335615328375e-08,9.843901693784574e-09
1921,2.7261890134244737e-08,7.572747762196741e-09
1922,4.0578644444622114e-08,1.8444838545406128e-08
1923,4.777176521031379e-08,1.6985516992917837e-08
1924,3.609654786185246e-08,1.804827398643738e-08
1925,2.969508017258704e-08,1.8696901804560184e-08
1926,4.0126099776216506e-08,7.802296586589819e-09
1927,3.6792442870137165e-08,4.1252132376712325e-08
1928,4.913197670930458e-08,2.2852082892654835e-08
1929,3.78773812315103e-08,2.0052731031228177e-08
1930,3.046045193855207e-08,1.470504518152893e-08
1931,3.649714130915527e-08,1.7108034988666532e-08
1932,4.603005310244157e-08,2.520693342944469e-08
1933,1.261772819560747e-08,3.6706120587481905e-08
1934,2.2765002327673756e-08,1.7972370258689807e-08
1935,3.590485153637246e-08,3.351119559624749e-08
1936,3.15242587589637e-08,1.4549657478823974e-08
1937,3.5255132035949543e-08,1.888667711114067e-08
1938,2.9819993585533666e-08,2.2040865133021725e-08
1939,2.7529291735106654e-08,2.9058696782158222e-08
1940,2.2822046474857416e-08,2.2822046474857416e-08
1941,2.3612020783048138e-08,2.6563522936839945e-08
1942,1.8205270180260413e-08,6.068423541449874e-09
1943,5.5161468504039135e-08,2.6129116648121453e-08
1944,4.177141832428788e-08,2.5705489292704442e-08
1945,2.178504132643866e-08,1.9606536838523425e-08
1946,3.7586982415405146e-08,2.3665878146061914e-08
1947,4.649139739854036e-08,2.9802176726434482e-08
1948,3.8051606310318675e-08,2.6092530802657166e-08
1949,2.3560819073509265e-08,1.6688914139528777e-08
1950,5.849448725392392e-08,3.935083592310207e-08
1951,3.4116485636559446e-08,2.7719645245838365e-08
1952,2.1089608281954497e-08,1.4762725264461096e-08
1953,1.723812381726475e-08,2.5857186614075545e-08
1954,3.713563767604455e-08,2.6385848173049453e-08
1955,2.815682265122632e-08,3.754243138587299e-08
1956,2.52913103793162e-08,3.3140339583681566e-08
1957,1.5903067307476704e-08,3.710715790194996e-08
1958,2.7298403371123214e-08,3.391619785020339e-08
1959,1.5501495198577686e-08,3.797866310328857e-08
1960,2.076249977500666e-08,4.429333344546649e-08
1961,2.7097821209132178e-08,4.724748448037275e-08
1962,3.614915300431676e-08,5.2004040906883375e-08
1963,2.5864212549464582e-08,4.784879414909682e-08
1964,1.9468698653213323e-08,3.954579413933956e-08
1965,2.6813013420667886e-08,3.55682807651192e-08
1966,4.818994980837488e-08,3.7665708330081316e-08
1967,3.54984174277817e-08,4.437302014714817e-08
1968,4.626158384146706e-08,5.3896989982149535e-08
1969,3.042977822498294e-08,3.9059117246109665e-08
1970,3.1271330080961945e-08,3.954903463054826e-08
1971,1.7984391087466634e-08,3.956565963747494e-08
1972,2.462470471975564e-08,4.052815966160139e-08
1973,3.1425261615147804e-08,4.0797707545614514e-08
1974,1.9126943695546572e-08,4.781735918335528e-08
1975,2.9128548462153958e-08,4.16938057412608e-08
1976,1.9425991482080462e-08,3.542386806110187e-08
1977,1.4104276857551667e-08,3.467301112891619e-08
1978,1.544553818177974e-08,5.524749924212813e-08
1979,1.7555919384903973e-08,4.6815787246856644e-08
1980,1.9329512213062117e-08,6.083111259158613e-08
1981,2.0874313833019187e-08,4.870673248058566e-08
1982,1.4277254933858785e-08,5.2143018680617104e-08
1983,2.0209011353244932e-08,6.125856444327837e-08
1984,1.7976926891538625e-08,4.871166991993192e-08
1985,2.4062231318566774e-08,6.556958442871519e-08
1986,2.1580147446798037e-08,5.215202425468135e-08
1987,1.8943532964499354e-08,4.6442208745389735e-08
1988,1.9188972188999287e-08,4.8572086797094016e-08
1989,1.7013178421620978e-08,7.189439976684753e-08
1990,1.6345952147389653e-08,6.320435336215624e-08
1991,1.6998249918742658e-08,6.506226624125588e-08
1992,1.2672871640972971e-08,4.793651586787462e-08
1993,1.717154241021035e-08,5.539207537097468e-08
1994,1.529728693716592e-08,5.696920613029732e-08
1995,1.1387146947594573e-08,6.669614460719231e-08
1996,1.7615704450690828e-08,4.4839975288368805e-08
1997,1.7261619689179497e-08,5.17848595116277e-08
1998,1.4781200263769279e-08,6.103205274499146e-08
1999,2.010888425219015e-08,5.804155556177193e-08
2000,1.3254094821668616e-08,6.538686581070152e-08
2001,1.9277331730904734e-08,5.739387431979992e-08
2002,1.7963008303034655e-08,6.74708109382749e-08
2003,2.041792301898937e-08,6.25038425461355e-08
2004,1.938108110111081e-08,5.770276489958093e-08
2005,1.1259373877692269e-08,6.125099305531734e-08
2006,2.1413028017391866e-08,5.600330110766549e-08
2007,1.797515772339331e-08,7.509621369194974e-08
2008,1.7029759102893394e-08,6.811903441317213e-08
2009,1.192048149079028e-08,7.343016772409783e-08
2010,1.1809483002611643e-08,1.0911962089465987e-07
2011,1.6443078870720385e-08,9.254012089954244e-08
2012,2.0765941854961056e-08,1.0723395993395002e-07
2013,2.2591912340885756e-08,1.1212282896577719e-07
2014,2.3386807490588524e-08,1.2862744247499336e-07
2015,2.526895866161727e-08,1.1703517871497482e-07
2016,3.3141440480832784e-08,9.652444310503938e-08
2017,2.364674617227891e-08,1.3433364198789377e-07
2018,2.9428720182966828e-08,1.2881518829388483e-07
2019,2.397928527964055e-08,1.2066172283553556e-07
